ticker,JLG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.7059
2000-01-04,-8.2305
2000-01-05,0.0
2000-01-06,-0.4484
2000-01-07,4.955
2000-01-10,-0.8584
2000-01-11,-3.0303
2000-01-12,-3.5714
2000-01-13,0.0
2000-01-14,-1.3889
2000-01-18,-0.939
2000-01-19,-33.1754
2000-01-20,2.1277
2000-01-21,5.5556
2000-01-24,-2.6316
2000-01-25,2.027
2000-01-26,-3.3113
2000-01-27,-2.7397
2000-01-28,-4.9296
2000-01-31,0.0
2000-02-01,-0.7407
2000-02-02,-1.4925
2000-02-03,0.0
2000-02-04,-2.2727
2000-02-07,-2.3256
2000-02-08,-3.1746
2000-02-09,-5.7377
2000-02-10,-6.087
2000-02-11,3.7037
2000-02-14,11.607099999999999
2000-02-15,4.0
2000-02-16,-0.7692
2000-02-17,7.7519
2000-02-18,0.7194
2000-02-22,2.1429
2000-02-23,-4.1958
2000-02-24,3.6496
2000-02-25,-4.2254
2000-02-28,2.9412000000000003
2000-02-29,2.8571
2000-03-01,-6.9444
2000-03-02,1.4925
2000-03-03,-0.7353
2000-03-06,-3.7037
2000-03-07,1.5385
2000-03-08,-0.7576
2000-03-09,-0.7634
2000-03-10,-4.6154
2000-03-13,3.3548
2000-03-14,0.0
2000-03-15,2.3438
2000-03-16,6.8702
2000-03-17,0.0
2000-03-20,0.7143
2000-03-21,0.7092
2000-03-22,-1.4085
2000-03-23,0.7143
2000-03-24,0.7092
2000-03-27,0.7042
2000-03-28,-1.3986
2000-03-29,1.4184
2000-03-30,-0.6993
2000-03-31,3.5211
2000-04-03,4.7619
2000-04-04,-1.9481000000000002
2000-04-05,6.6225000000000005
2000-04-06,1.8634
2000-04-07,1.2195
2000-04-10,-1.2048
2000-04-11,-2.439
2000-04-12,-5.625
2000-04-13,-1.3245
2000-04-14,-6.0403
2000-04-17,1.4285999999999999
2000-04-18,4.9296
2000-04-19,2.0134
2000-04-20,0.0
2000-04-24,-8.5526
2000-04-25,6.4748
2000-04-26,-0.6757
2000-04-27,0.0
2000-04-28,3.4013999999999998
2000-05-01,1.3158
2000-05-02,-1.9481000000000002
2000-05-03,-0.6623
2000-05-04,-2.6667
2000-05-05,0.6849
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,-2.7211
2000-05-11,0.0
2000-05-12,1.3986
2000-05-15,0.0
2000-05-16,0.6897
2000-05-17,0.6849
2000-05-18,-0.6803
2000-05-19,-1.3699
2000-05-22,2.0833
