ticker,AZA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.0686
2000-01-04,-3.352
2000-01-05,0.7707
2000-01-06,1.1472
2000-01-07,3.5917
2000-01-10,6.3869
2000-01-11,1.0292
2000-01-12,0.1698
2000-01-13,0.5085
2000-01-14,3.3727
2000-01-18,0.1631
2000-01-19,1.3029
2000-01-20,0.3215
2000-01-21,-2.7244
2000-01-24,-2.8007
2000-01-25,0.0
2000-01-26,1.8643999999999998
2000-01-27,-3.1614
2000-01-28,-2.4055
2000-01-31,0.5282
2000-02-01,-1.7513
2000-02-02,5.3476
2000-02-03,2.1997
2000-02-04,1.9868000000000001
2000-02-07,0.1623
2000-02-08,-0.3241
2000-02-09,-0.4878
2000-02-10,1.634
2000-02-11,-2.4116
2000-02-14,0.1647
2000-02-15,-0.6579
2000-02-16,-3.3113
2000-02-17,1.8836
2000-02-18,-2.6891
2000-02-22,3.2815
2000-02-23,-0.8361
2000-02-24,1.5177
2000-02-25,-0.6645
2000-02-28,-0.6689
2000-02-29,-1.1785
2000-03-01,4.9404
2000-03-02,-2.5974
2000-03-03,1.3333
2000-03-06,-0.4934
2000-03-07,-3.4711
2000-03-08,-5.6507
2000-03-09,8.167
2000-03-10,-1.3423
2000-03-13,-1.3605
2000-03-14,-1.196
2000-03-15,-0.011
2000-03-16,6.6318
2000-03-17,-0.491
2000-03-20,-3.125
2000-03-21,-2.7165
2000-03-22,4.014
2000-03-23,-0.6711
2000-03-24,-4.0541
2000-03-27,2.1127
2000-03-28,1.3793
2000-03-29,0.0
2000-03-30,-4.7619
2000-03-31,7.3214
2000-04-03,3.1614
2000-04-04,1.6129
2000-04-05,4.4444
2000-04-06,-0.4559
2000-04-07,3.3588
2000-04-10,-3.6928
2000-04-11,1.6871
2000-04-12,0.6033
2000-04-13,0.7496
2000-04-14,-5.8036
2000-04-17,5.3712
2000-04-18,2.2489
2000-04-19,3.2258
2000-04-20,0.9943
2000-04-24,-2.6723
2000-04-25,3.4682
2000-04-26,2.3743
2000-04-27,-1.5007000000000001
2000-04-28,-2.3546
2000-05-01,2.4112999999999998
2000-05-02,-1.5234999999999999
2000-05-03,-1.1252
2000-05-04,0.0
2000-05-05,3.8407
2000-05-08,3.9726
2000-05-09,-2.3715
2000-05-10,6.6127
2000-05-11,1.3924
2000-05-12,-1.3733
2000-05-15,-1.8987
2000-05-16,1.6774
2000-05-17,-1.5228000000000002
2000-05-18,1.0309
2000-05-19,0.0
2000-05-22,0.3827
