ticker,AZA US Equity
2000-05-23,1.9060000000000001
2000-05-24,4.2394
2000-05-25,-2.3923
2000-05-26,-1.4706000000000001
2000-05-30,-2.2388
2000-05-31,3.4351
2000-06-01,-0.369
2000-06-02,-0.7407
2000-06-05,-0.2488
2000-06-06,-0.7481
2000-06-07,-3.0151
2000-06-08,-0.6477
2000-06-09,2.3468
2000-06-12,-5.0955
2000-06-13,3.8926
2000-06-14,-0.9044
2000-06-15,2.3468
2000-06-16,1.9666000000000001
2000-06-19,1.4445000000000001
2000-06-20,4.803
2000-06-21,4.8179
2000-06-22,3.1390000000000002
2000-06-23,-1.8477999999999999
2000-06-26,8.5271
2000-06-27,-5.0
2000-06-28,1.3763
2000-06-29,-0.0861
2000-06-30,0.3181
2000-07-03,1.0571
2000-07-05,-0.3138
2000-07-06,2.4134
2000-07-07,0.3074
2000-07-10,3.3708
2000-07-11,3.8538
2000-07-12,-1.9029
2000-07-13,-6.4985
2000-07-14,0.1037
2000-07-17,6.4249
2000-07-18,-1.2658
2000-07-19,-5.4241
2000-07-20,-3.3368
2000-07-21,7.5512
2000-07-24,-3.6861
2000-07-25,-0.3385
2000-07-26,5.4336
2000-07-27,4.0634
2000-07-28,-0.8571
2000-07-31,-0.4803
2000-08-01,6.0811
2000-08-02,-3.1391999999999998
2000-08-03,-0.9864
2000-08-04,0.5693
2000-08-07,-1.3208
2000-08-08,-3.6568
2000-08-09,-4.5398
2000-08-10,-0.9356
2000-08-11,3.5677
2000-08-14,0.8105
2000-08-15,-1.8090000000000002
2000-08-16,1.9447
2000-08-17,3.012
2000-08-18,-0.2924
2000-08-21,2.4438
2000-08-22,0.0
2000-08-23,3.8167999999999997
2000-08-24,-1.9301
2000-08-25,3.4677
2000-08-28,4.8913
2000-08-29,-1.1226
2000-08-30,1.6594
2000-08-31,3.9519
2000-09-01,1.2397
2000-09-05,-0.6531
2000-09-06,0.0822
2000-09-07,1.4778
2000-09-08,0.9709
2000-09-11,-2.2436
2000-09-12,-0.4098
2000-09-13,3.5391
2000-09-14,-2.7027
2000-09-15,-1.634
2000-09-18,1.0796999999999999
2000-09-19,-2.2186
2000-09-20,4.1176
2000-09-21,6.699
2000-09-22,4.6899
2000-09-25,-3.8295
2000-09-26,-2.6296
2000-09-27,2.0833
2000-09-28,4.4596
2000-09-29,0.1447
2000-10-02,-2.8902
2000-10-03,-1.7856999999999998
2000-10-04,-3.5606
2000-10-05,5.8916
2000-10-06,0.2967
2000-10-09,1.2574
2000-10-10,1.2418
2000-10-11,-2.9582
2000-10-12,-3.8662
2000-10-13,0.0773
2000-10-16,3.0139
2000-10-17,3.826
2000-10-18,0.0723
2000-10-19,-4.1877
2000-10-20,-2.2607
2000-10-23,4.3177
2000-10-24,-1.9217
2000-10-25,0.9797
2000-10-26,-6.6418
2000-10-27,3.3573
2000-10-30,4.1763
2000-10-31,-3.8604000000000003
2000-11-01,-0.5405
2000-11-02,1.1646
2000-11-03,1.1512
2000-11-06,5.0835
2000-11-07,4.6209
2000-11-08,-1.7252999999999998
2000-11-09,0.0702
2000-11-10,2.4561
2000-11-13,-3.9726
2000-11-14,2.7104
2000-11-15,0.0
2000-11-16,-0.8333
2000-11-17,-4.2017
2000-11-20,-3.6550000000000002
2000-11-21,-3.7936
2000-11-22,-3.6278
2000-11-24,5.401
2000-11-27,3.1056
2000-11-28,1.9578
2000-11-29,0.4431
2000-11-30,4.4118
2000-12-01,-6.9014
2000-12-04,-3.7821
2000-12-05,5.1887
2000-12-06,-4.7833
2000-12-07,4.0816
2000-12-08,-3.6199
2000-12-11,-5.6338
2000-12-12,5.4726
2000-12-13,-5.8176
2000-12-14,2.1703
2000-12-15,-5.2288
2000-12-18,1.7241
2000-12-19,2.2034
2000-12-20,2.8192
2000-12-21,12.2581
2000-12-22,1.5805
2000-12-26,-2.4045
2000-12-27,0.4348
2000-12-28,0.1443
2000-12-29,-2.0173
2001-01-02,-6.6176
2001-01-03,-1.8898000000000001
2001-01-04,-5.618
2001-01-05,4.2517
2001-01-08,-3.4258
2001-01-09,5.2365
2001-01-10,0.1605
2001-01-11,-7.0513
2001-01-12,1.3793
2001-01-16,4.932
2001-01-17,-2.9173
2001-01-18,0.3339
2001-01-19,-1.6639
2001-01-22,1.5228000000000002
2001-01-23,2.5
2001-01-24,1.1381999999999999
2001-01-25,3.537
2001-01-26,0.6211
2001-01-29,1.8025
2001-01-30,0.7761
2001-01-31,-0.361
2001-02-01,-1.4976
2001-02-02,-0.8092
2001-02-05,0.9642
2001-02-06,-1.6895
2001-02-07,0.1494
2001-02-08,5.6951
2001-02-09,4.8235
2001-02-12,-2.5365
2001-02-13,0.783
2001-02-14,-0.5484
2001-02-15,0.9881
2001-02-16,-3.3902
2001-02-20,-1.366
2001-02-21,-2.7221
2001-02-22,-3.1419
2001-02-23,-0.3801
2001-02-26,4.986
2001-02-27,-3.8042
2001-02-28,-0.3778
2001-03-01,-3.287
2001-03-02,1.6993
2001-03-05,-0.5141
2001-03-06,-1.6796
2001-03-07,-3.4166
2001-03-08,0.0816
2001-03-09,1.6040999999999999
2001-03-12,-6.6899
2001-03-13,-3.3266
2001-03-14,-2.5512
2001-03-15,6.5449
2001-03-16,-4.5714
2001-03-19,3.6527
2001-03-20,-8.6655
2001-03-21,-6.4516
2001-03-22,-7.0318
2001-03-23,9.2727
2001-03-26,28.9517
2001-03-27,0.6452
2001-03-28,3.5385
2001-03-29,2.5507999999999997
2001-03-30,-2.1975
2001-04-02,1.2346
2001-04-03,-2.439
2001-04-04,1.875
2001-04-05,2.9448
2001-04-06,1.3111
2001-04-09,0.7059
2001-04-10,1.0514000000000001
2001-04-11,-1.5029
2001-04-12,0.0939
2001-04-16,2.6032
2001-04-17,1.9428999999999998
2001-04-18,-1.1659
2001-04-19,-0.7713
2001-04-20,-0.8002
2001-04-23,-0.6684
2001-04-24,1.4153
2001-04-25,1.9218
2001-04-26,1.8182
2001-04-27,-0.5732
2001-04-30,1.3747
2001-05-01,0.175
2001-05-02,0.8734
2001-05-03,-0.2381
2001-05-04,0.5641
2001-05-07,0.4746
2001-05-08,0.0429
2001-05-09,0.5581
2001-05-10,0.0576
2001-05-11,0.2624
2001-05-14,0.1702
2001-05-15,-0.6797
2001-05-16,3.3362
2001-05-17,0.3725
2001-05-18,0.6598
2001-05-21,0.3482
2001-05-22,-1.7963
2001-05-23,-1.7875999999999999
2001-05-24,0.1693
2001-05-25,0.4648
2001-05-29,-0.3365
2001-05-30,-0.823
2001-05-31,0.3191
2001-06-01,0.7423
2001-06-04,2.3368
2001-06-05,1.7692
2001-06-06,1.1320000000000001
2001-06-07,0.1399
2001-06-08,-0.6587
2001-06-11,-0.9443
2001-06-12,0.4057
2001-06-13,-0.3232
2001-06-14,0.5878
2001-06-15,2.2366
2001-06-18,-0.2759
2001-06-19,2.9051
2001-06-20,0.8258
2001-06-21,-1.2381
2001-06-22,-1.1572
