ticker,SWW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.3571
2000-01-04,-2.8302
2000-01-05,-4.8544
2000-01-06,-3.0612
2000-01-07,2.1053
2000-01-10,15.4639
2000-01-11,-9.8214
2000-01-12,10.8911
2000-01-13,0.8929
2000-01-14,0.885
2000-01-18,-8.7719
2000-01-19,0.9615
2000-01-20,2.8571
2000-01-21,20.3704
2000-01-24,-9.2308
2000-01-25,-3.3898
2000-01-26,9.6491
2000-01-27,-0.8
2000-01-28,3.2258
2000-01-31,3.125
2000-02-01,-1.5152
2000-02-02,-1.5385
2000-02-03,0.7813
2000-02-04,-0.7752
2000-02-07,3.125
2000-02-08,5.303
2000-02-09,1.4388
2000-02-10,-2.1277
2000-02-11,2.8986
2000-02-14,-4.9296
2000-02-15,1.4815
2000-02-16,0.7299
2000-02-17,0.7246
2000-02-18,-5.036
2000-02-22,-0.7576
2000-02-23,2.2901
2000-02-24,7.4627
2000-02-25,-1.3889
2000-02-28,1.4085
2000-02-29,-4.1667
2000-03-01,2.1739
2000-03-02,6.383
2000-03-03,-2.0
2000-03-06,-2.7211
2000-03-07,0.0
2000-03-08,-0.6993
2000-03-09,-0.7042
2000-03-10,-5.6738
2000-03-13,-5.2632
2000-03-14,7.1429
2000-03-15,-7.4074
2000-03-16,-4.8
2000-03-17,-2.521
2000-03-20,1.7241
2000-03-21,-6.7797
2000-03-22,1.8182
2000-03-23,1.7856999999999998
2000-03-24,7.0175
2000-03-27,-10.6557
2000-03-28,0.9174
2000-03-29,-6.3636
2000-03-30,-4.8544
2000-03-31,12.2449
2000-04-03,3.6364
2000-04-04,2.6316
2000-04-05,0.8547
2000-04-06,-7.6271
2000-04-07,0.0
2000-04-10,-1.8349
2000-04-11,0.9346
2000-04-12,-5.5556
2000-04-13,-5.8824
2000-04-14,-17.7083
2000-04-17,1.2658
2000-04-18,8.75
2000-04-19,10.3448
2000-04-20,10.4167
2000-04-24,-5.6604
2000-04-25,-2.0
2000-04-26,4.0816
2000-04-27,-2.9412000000000003
2000-04-28,11.1111
2000-05-01,1.8182
2000-05-02,-1.7856999999999998
2000-05-03,-4.5455
2000-05-04,6.6667
2000-05-05,3.5714
2000-05-08,4.3103
2000-05-09,-3.3058
2000-05-10,-7.6923
2000-05-11,0.9259
2000-05-12,3.6696999999999997
2000-05-15,-4.4248
2000-05-16,4.6296
2000-05-17,-7.0796
2000-05-18,-2.8571
2000-05-19,-4.902
2000-05-22,-4.1237
2000-05-23,-3.2258
