ticker,AN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.027
2000-01-04,-4.1379
2000-01-05,-0.7194
2000-01-06,0.0
2000-01-07,3.6231999999999998
2000-01-10,-0.6993
2000-01-11,-3.5211
2000-01-12,0.7299
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,0.7246
2000-01-19,2.1583
2000-01-20,-2.1127
2000-01-21,0.7194
2000-01-24,-1.4285999999999999
2000-01-25,-4.3478
2000-01-26,-3.7879
2000-01-27,-2.3622
2000-01-28,1.6129
2000-01-31,-3.9683
2000-02-01,-6.6116
2000-02-02,-7.0796
2000-02-03,-4.7619
2000-02-04,10.0
2000-02-07,-4.5455
2000-02-08,0.9524
2000-02-09,-0.9434
2000-02-10,0.9524
2000-02-11,18.8679
2000-02-14,-1.5873
2000-02-15,-3.2258
2000-02-16,7.5
2000-02-17,2.3256
2000-02-18,-5.303
2000-02-22,-0.8
2000-02-23,-1.6129
2000-02-24,0.0
2000-02-25,8.1967
2000-02-28,-4.5455
2000-02-29,-3.9683
2000-03-01,-4.1322
2000-03-02,0.8621
2000-03-03,-3.4188
2000-03-06,0.0
2000-03-07,0.0
2000-03-08,0.0
2000-03-09,4.4248
2000-03-10,0.0
2000-03-13,-0.8475
2000-03-14,-3.4188
2000-03-15,11.5044
2000-03-16,3.9683
2000-03-17,-0.7634
2000-03-20,0.0
2000-03-21,-1.5385
2000-03-22,1.5625
2000-03-23,-0.7692
2000-03-24,-3.876
2000-03-27,0.8065
2000-03-28,0.8
2000-03-29,-0.7937
2000-03-30,0.8
2000-03-31,0.7937
2000-04-03,11.811
2000-04-04,-4.9296
2000-04-05,-2.2222
2000-04-06,1.5152
2000-04-07,-2.2388
2000-04-10,0.0
2000-04-11,4.5802
2000-04-12,-2.9196999999999997
2000-04-13,-0.7519
2000-04-14,-6.0606
2000-04-17,0.8065
2000-04-18,4.8
2000-04-19,-3.0534
2000-04-20,1.5748
2000-04-24,1.5504
2000-04-25,8.3969
2000-04-26,-5.6338
2000-04-27,2.9851
2000-04-28,5.7971
2000-05-01,4.1096
2000-05-02,0.0
2000-05-03,-3.2895
2000-05-04,2.0408
2000-05-05,-0.6667
2000-05-08,1.3423
2000-05-09,0.0
2000-05-10,-3.9735
2000-05-11,2.7586
2000-05-12,6.7114
2000-05-15,1.8868
2000-05-16,1.2346
2000-05-17,-3.0488
2000-05-18,-3.7736
2000-05-19,-3.9215999999999998
2000-05-22,-5.4422
2000-05-23,-1.4388
