ticker,UFI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.5381
2000-01-04,-4.1667
2000-01-05,4.3478
2000-01-06,1.0417
2000-01-07,3.6082
2000-01-10,-3.4826
2000-01-11,0.0
2000-01-12,0.5155
2000-01-13,-3.0769
2000-01-14,-2.1164
2000-01-18,-3.2432
2000-01-19,4.4693
2000-01-20,4.8128
2000-01-21,-1.5306
2000-01-24,-0.5181
2000-01-25,-2.0833
2000-01-26,-2.6596
2000-01-27,-3.8251
2000-01-28,-2.2727
2000-01-31,2.907
2000-02-01,-2.8249
2000-02-02,1.1628
2000-02-03,-2.2989
2000-02-04,0.5882
2000-02-07,1.7544
2000-02-08,-2.8736
2000-02-09,-0.5917
2000-02-10,-0.5952
2000-02-11,-1.7964
2000-02-14,-0.6098
2000-02-15,0.6135
2000-02-16,-6.0976
2000-02-17,2.5974
2000-02-18,-3.7975
2000-02-22,2.6316
2000-02-23,-0.641
2000-02-24,-1.9355
2000-02-25,-2.6316
2000-02-28,3.3784
2000-02-29,0.0
2000-03-01,-9.1503
2000-03-02,-0.7194
2000-03-03,-5.7971
2000-03-06,0.0
2000-03-07,-3.0769
2000-03-08,2.3810000000000002
2000-03-09,6.9767
2000-03-10,-2.8986
2000-03-13,-0.7463
2000-03-14,-0.7519
2000-03-15,1.5152
2000-03-16,9.7015
2000-03-17,7.483
2000-03-20,-3.7975
2000-03-21,1.9737
2000-03-22,-3.2258
2000-03-23,-2.6667
2000-03-24,-0.6849
2000-03-27,6.2069
2000-03-28,-1.9481000000000002
2000-03-29,-1.3245
2000-03-30,-9.396
2000-03-31,5.9259
2000-04-03,8.3916
2000-04-04,4.5161
2000-04-05,0.0
2000-04-06,3.7037
2000-04-07,-1.7856999999999998
2000-04-10,-3.0303
2000-04-11,0.625
2000-04-12,1.2422
2000-04-13,-0.6135
2000-04-14,-0.6173
2000-04-17,1.2422
2000-04-18,-0.6135
2000-04-19,0.0
2000-04-20,0.6173
2000-04-24,-1.8405
2000-04-25,3.125
2000-04-26,-2.4242
2000-04-27,1.8634
2000-04-28,-0.6098
2000-05-01,3.0675
2000-05-02,-2.3810000000000002
2000-05-03,-1.2195
2000-05-04,9.8765
2000-05-05,-2.809
2000-05-08,0.578
2000-05-09,7.4713
2000-05-10,12.2995
2000-05-11,2.8571
2000-05-12,10.6481
2000-05-15,-4.1841
2000-05-16,-1.7467000000000001
2000-05-17,-4.8889
2000-05-18,2.8037
2000-05-19,0.9091
2000-05-22,-5.8559
