ticker,MNIQQ US Equity
2000-05-23,0.4211
2000-05-24,1.4675
2000-05-25,1.8595000000000002
2000-05-26,0.2028
2000-05-30,-0.8097
2000-05-31,0.4082
2000-06-01,-0.4065
2000-06-02,-1.2245
2000-06-05,0.8264
2000-06-06,1.2295
2000-06-07,-0.4049
2000-06-08,8.9431
2000-06-09,-2.2388
2000-06-12,0.4962
2000-06-13,-4.0
2000-06-14,4.7619
2000-06-15,-0.7576
2000-06-16,-0.9542
2000-06-19,0.1927
2000-06-20,1.3462
2000-06-21,2.4668
2000-06-22,-1.4815
2000-06-23,0.3759
2000-06-26,-5.0562
2000-06-27,0.9862
2000-06-28,4.2969
2000-06-29,5.2434
2000-06-30,-5.7384
2000-07-03,1.1798
2000-07-05,-1.1194
2000-07-06,0.3774
2000-07-07,0.3759
2000-07-10,3.1835
2000-07-11,-1.2704
2000-07-12,3.6765
2000-07-13,0.0
2000-07-14,-1.2411
2000-07-17,-0.7181
2000-07-18,-0.1808
2000-07-19,-1.2681
2000-07-20,-0.5505
2000-07-21,0.369
2000-07-24,-3.8603
2000-07-25,0.3824
2000-07-26,-0.9524
2000-07-27,1.1538
2000-07-28,-2.2814
2000-07-31,5.642
2000-08-01,2.9466
2000-08-02,-0.1789
2000-08-03,0.0
2000-08-04,2.1505
2000-08-07,3.1579
2000-08-08,-1.1905000000000001
2000-08-09,-2.7539
2000-08-10,-1.2389000000000001
2000-08-11,3.2258
2000-08-14,2.0833
2000-08-15,-1.0204
2000-08-16,0.3436
2000-08-17,-0.1712
2000-08-18,-1.0292
2000-08-21,0.0
2000-08-22,0.3466
2000-08-23,-1.209
2000-08-24,0.3497
2000-08-25,-0.1742
2000-08-28,-1.2216
2000-08-29,1.4134
2000-08-30,0.3484
2000-08-31,-0.5208
2000-09-01,0.0
2000-09-05,0.349
2000-09-06,-0.5217
2000-09-07,0.1748
2000-09-08,-0.5236
2000-09-11,-2.0
2000-09-12,-0.3591
2000-09-13,-0.9009
2000-09-14,1.6364
2000-09-15,1.0733
2000-09-18,-0.354
2000-09-19,1.7762
2000-09-20,1.0471
2000-09-21,0.1727
2000-09-22,-0.6897
2000-09-25,0.1736
2000-09-26,-1.0399
2000-09-27,1.5762
2000-09-28,-0.5172
2000-09-29,-2.4263
2000-10-02,0.5329
2000-10-03,1.9435
2000-10-04,0.0
2000-10-05,-0.5199
2000-10-06,-0.1742
2000-10-09,-0.5236
2000-10-10,0.3509
2000-10-11,0.6993
2000-10-12,-0.5208
2000-10-13,0.6981
2000-10-16,0.3466
2000-10-17,-4.4905
2000-10-18,-2.17
2000-10-19,1.2939
2000-10-20,0.0
2000-10-23,-1.0949
2000-10-24,1.2915
2000-10-25,1.275
2000-10-26,-1.4388
2000-10-27,0.1825
2000-10-30,6.3751999999999995
2000-10-31,4.1096
2000-11-01,-2.1382
2000-11-02,0.3361
2000-11-03,-2.6801
2000-11-06,-0.1721
2000-11-07,-0.8621
2000-11-08,3.4783
2000-11-09,0.3361
2000-11-10,-1.675
2000-11-13,0.5111
2000-11-14,1.3559
2000-11-15,2.1739
2000-11-16,1.964
2000-11-17,1.7657
2000-11-20,1.4196
2000-11-21,0.1555
2000-11-22,-0.3106
2000-11-24,0.3115
2000-11-27,0.6211
2000-11-28,-2.9321
2000-11-29,-0.318
2000-11-30,3.3493
2000-12-01,-0.463
2000-12-04,-2.0155
2000-12-05,4.2722
2000-12-06,-1.0622
2000-12-07,0.6135
2000-12-08,2.5915
2000-12-11,-1.0996
2000-12-12,-2.8614
2000-12-13,0.155
2000-12-14,0.6192
2000-12-15,-2.3077
2000-12-18,-0.9449
2000-12-19,-1.4308
2000-12-20,-4.0323
2000-12-21,1.1764999999999999
2000-12-22,2.3256
2000-12-26,3.0844
2000-12-27,1.5748
2000-12-28,3.1008
2000-12-29,2.5564
2001-01-02,-7.0381
2001-01-03,4.7318999999999996
2001-01-04,-1.3554
2001-01-05,-2.2901
2001-01-08,-0.1563
2001-01-09,0.1565
2001-01-10,-1.5625
2001-01-11,2.8571
2001-01-12,2.3148
2001-01-16,-0.1508
2001-01-17,0.4532
2001-01-18,0.0
2001-01-19,-1.6541000000000001
2001-01-22,-0.7645
2001-01-23,-1.5408
2001-01-24,-3.7559
2001-01-25,1.3008
2001-01-26,-0.1605
2001-01-29,1.8135
2001-01-30,3.335
2001-01-31,-0.8802
2001-02-01,-2.5654
2001-02-02,-1.1392
2001-02-05,0.8451
2001-02-06,2.1077
2001-02-07,0.8704
2001-02-08,0.2959
2001-02-09,-0.4916
2001-02-12,2.0257
2001-02-13,1.6949
2001-02-14,-1.7856999999999998
2001-02-15,2.303
2001-02-16,-0.4739
2001-02-20,0.5952
2001-02-21,-0.8284
2001-02-22,-1.074
2001-02-23,-2.4125
2001-02-26,3.5846999999999998
2001-02-27,0.1193
2001-02-28,-0.7151
2001-03-01,-2.0408
2001-03-02,0.9804
2001-03-05,-1.9417
2001-03-06,0.2475
2001-03-07,0.5926
2001-03-08,-0.3927
2001-03-09,0.6654
2001-03-12,-1.5667
2001-03-13,0.2244
2001-03-14,-1.7412999999999998
2001-03-15,0.0
2001-03-16,-1.0633
2001-03-19,-0.8444
2001-03-20,-2.7096999999999998
2001-03-21,2.1485
2001-03-22,-1.3243
2001-03-23,-0.1316
2001-03-26,-0.1054
2001-03-27,1.8201
2001-03-28,0.6477
2001-03-29,0.1287
2001-03-30,3.856
2001-04-02,-1.2624
2001-04-03,-0.2256
2001-04-04,-0.1005
2001-04-05,2.993
2001-04-06,-1.0989
2001-04-09,2.1235
2001-04-10,-0.7012
2001-04-11,-2.9949
2001-04-12,0.1506
2001-04-16,0.2506
2001-04-17,1.5
2001-04-18,4.5567
2001-04-19,-1.225
2001-04-20,-0.9063
2001-04-23,-3.7304
2001-04-24,-0.025
2001-04-25,3.0258
2001-04-26,0.4854
2001-04-27,2.2947
2001-04-30,-3.1877
2001-05-01,-0.7805
2001-05-02,-1.4258
2001-05-03,0.6234
2001-05-04,1.3879000000000001
2001-05-07,-1.98
2001-05-08,1.995
2001-05-09,-0.0244
2001-05-10,-1.125
2001-05-11,-0.5689
2001-05-14,0.7214
2001-05-15,-0.5927
2001-05-16,1.6149
2001-05-17,0.9046
2001-05-18,0.5573
2001-05-21,1.5422
2001-05-22,1.3289
2001-05-23,-0.5855
2001-05-24,-5.6537
2001-05-25,-0.3995
2001-05-29,-0.4763
2001-05-30,0.3526
2001-05-31,-0.753
2001-06-01,-3.0096
2001-06-04,1.1734
2001-06-05,0.7216
2001-06-06,-0.3071
2001-06-07,-1.155
2001-06-08,-0.805
2001-06-11,0.5236
2001-06-12,1.0444
2001-06-13,-0.4393
2001-06-14,-1.3496000000000001
2001-06-15,-0.5525
2001-06-18,-0.7937
2001-06-19,2.7199999999999998
2001-06-20,5.9190000000000005
2001-06-21,-1.1275
2001-06-22,-4.4621
2001-06-25,1.453
2001-06-26,0.1023
2001-06-27,2.0695
2001-06-28,-2.378
2001-06-29,0.2564
2001-07-02,1.6623999999999999
2001-07-03,0.7799
2001-07-05,2.3465
2001-07-06,-1.8293
2001-07-09,0.5963
2001-07-10,0.3211
2001-07-11,0.1969
2001-07-12,1.2285
2001-07-13,-0.7282
2001-07-16,2.0782
2001-07-17,-0.5988
2001-07-18,0.1205
2001-07-19,1.083
2001-07-20,2.1429
2001-07-23,-0.2331
2001-07-24,0.2103
2001-07-25,-0.5596
2001-07-26,-1.1723
2001-07-27,1.7793999999999999
2001-07-30,-0.1865
2001-07-31,-0.0467
2001-08-01,-0.5607
2001-08-02,1.9737
2001-08-03,2.9954
2001-08-06,-6.0403
2001-08-07,3.1189999999999998
2001-08-08,1.3623
2001-08-09,-1.139
2001-08-10,0.7604
2001-08-13,-0.2973
2001-08-14,0.4128
2001-08-15,-1.6903000000000001
2001-08-16,-0.1859
2001-08-17,0.0
2001-08-20,0.0931
2001-08-21,0.0
2001-08-22,0.0233
2001-08-23,0.2093
2001-08-24,0.0
2001-08-27,-0.232
2001-08-28,0.0
2001-08-29,0.0233
2001-08-30,-0.2093
2001-08-31,0.1864
2001-09-04,0.2558
2001-09-05,1.3454
2001-09-06,-1.9226
2001-09-07,-1.3536000000000001
2001-09-10,1.8453
2001-09-17,-0.3492
2001-09-18,-1.4019
2001-09-19,1.0664
2001-09-20,-1.8992
2001-09-21,0.0478
2001-09-24,0.3344
2001-09-25,-0.9524
2001-09-26,-0.8413
2001-09-27,0.6061
2001-09-28,1.2048
2001-10-01,-0.2381
2001-10-02,0.3341
2001-10-03,0.1427
2001-10-04,0.7126
2001-10-05,-0.7075
2001-10-08,0.7363
2001-10-09,-1.0846
2001-10-10,0.0954
2001-10-11,0.9764
2001-10-12,-1.3443
2001-10-15,0.2869
2001-10-16,0.6913
2001-10-17,-0.5682
2001-10-18,0.0
2001-10-19,-0.119
2001-10-22,0.2384
2001-10-23,2.1403
2001-10-24,-0.8149
2001-10-25,-0.7981
2001-10-26,-0.0473
2001-10-29,-0.8523
2001-10-30,-0.9312
2001-10-31,0.2651
2001-11-01,0.3365
2001-11-02,-0.5989
2001-11-05,0.0241
2001-11-06,-0.3133
2001-11-07,1.0394
2001-11-08,0.4545
2001-11-09,-0.2143
2001-11-12,0.0
2001-11-13,-0.6921
2001-11-14,0.6969
2001-11-15,0.2148
2001-11-16,-0.5716
2001-11-19,1.0778
2001-11-20,0.0711
2001-11-21,-0.071
2001-11-23,-0.0237
2001-11-26,0.8533
2001-11-27,-0.141
2001-11-28,0.8237
2001-11-29,2.0775
2001-11-30,2.8127
2001-12-03,0.4448
2001-12-04,8.4145
2001-12-05,-0.9395
2001-12-06,-2.0206
2001-12-07,-0.9259
2001-12-10,-0.616
2001-12-11,-2.2275
2001-12-12,0.7229
2001-12-13,-1.3702
2001-12-14,-0.2205
2001-12-17,0.3536
2001-12-18,1.5194999999999999
2001-12-19,0.2169
2001-12-20,-0.7576
2001-12-21,-0.8506
2001-12-24,1.1879
2001-12-26,1.087
2001-12-27,0.8602
2001-12-28,0.2132
2001-12-31,0.0
2002-01-02,-1.5957
2002-01-03,2.2702999999999998
2002-01-04,2.0085
2002-01-07,-0.3109
2002-01-08,0.3119
2002-01-09,0.3316
2002-01-10,-0.0207
2002-01-11,-0.3099
2002-01-14,-1.1399
2002-01-15,-1.2579
2002-01-16,-0.1486
2002-01-17,0.1701
2002-01-18,1.9741
2002-01-22,2.5396
2002-01-23,0.0203
2002-01-24,0.5277
2002-01-25,0.0404
2002-01-28,-0.0202
2002-01-29,-0.0606
2002-01-30,0.8079
2002-01-31,1.3825
2002-02-01,2.253
2002-02-04,-1.4496
2002-02-05,-1.1375
2002-02-06,1.7654999999999998
2002-02-07,1.5789
2002-02-08,0.0576
2002-02-11,1.2658
2002-02-12,-1.3258
2002-02-13,-0.2879
2002-02-14,1.8479
2002-02-15,0.2646
2002-02-19,0.2074
2002-02-20,-0.0376
2002-02-21,-0.4516
2002-02-22,0.3403
2002-02-25,0.6594
2002-02-26,-0.2059
2002-02-27,-0.15
2002-02-28,3.3058
2002-03-01,3.2909
2002-03-04,-0.2288
2002-03-05,0.2823
2002-03-06,1.513
2002-03-07,2.305
2002-03-08,-0.7284
2002-03-11,-0.5973
2002-03-12,-1.1865999999999999
2002-03-13,-2.1406
2002-03-14,-0.1245
2002-03-15,1.3711
2002-03-18,1.4404
2002-03-19,4.2424
2002-03-20,-1.0631
2002-03-21,0.6044
2002-03-22,-1.5354
2002-03-25,0.2542
2002-03-26,0.7608
2002-03-27,-0.5034
2002-03-28,0.118
2002-04-01,-0.8759
2002-04-02,-0.2549
2002-04-03,0.4089
2002-04-04,0.1018
2002-04-05,0.0
2002-04-08,-0.0169
2002-04-09,0.5255
2002-04-10,1.0455
2002-04-11,-0.2336
2002-04-12,0.2007
2002-04-15,-2.1703
2002-04-16,0.0171
2002-04-17,-1.928
2002-04-18,2.8358
2002-04-19,-0.2199
2002-04-22,-2.7636
2002-04-23,0.0523
2002-04-24,-2.2307
2002-04-25,3.0303
2002-04-26,2.0934
2002-04-29,-0.0169
2002-04-30,1.339
2002-05-01,1.6223
2002-05-02,0.5267
2002-05-03,-0.7859
2002-05-06,-0.6106
2002-05-07,-2.3078
2002-05-08,0.7818
2002-05-09,1.1804000000000001
2002-05-10,-0.9
2002-05-13,0.4036
2002-05-14,0.4188
2002-05-15,0.6672
2002-05-16,1.9056
2002-05-17,0.3252
2002-05-20,0.2755
2002-05-21,-0.4364
2002-05-22,-0.0162
2002-05-23,-0.9579
2002-05-24,-0.7705
2002-05-28,-0.7104
2002-05-29,1.1647
2002-05-30,2.3849
2002-05-31,0.1606
2002-06-03,1.6840000000000002
2002-06-04,-1.2618
2002-06-05,2.6358
2002-06-06,-0.3113
2002-06-07,-1.9516
2002-06-10,-0.3185
2002-06-11,0.016
2002-06-12,-1.7757
2002-06-13,0.1629
2002-06-14,1.1381999999999999
2002-06-17,-0.9646
2002-06-18,-1.0877
2002-06-19,0.6073
2002-06-20,1.3703
2002-06-21,-0.5311
2002-06-24,0.3559
2002-06-25,-1.2575
2002-06-26,1.0612
2002-06-27,1.9386
2002-06-28,1.8225
2002-07-01,-1.9455
2002-07-02,-0.7937
2002-07-03,0.0
2002-07-05,1.376
2002-07-08,-1.2942
2002-07-09,-0.3838
2002-07-10,-1.1236
2002-07-11,-1.6071
2002-07-12,-0.099
2002-07-15,-5.1197
2002-07-16,-1.0444
2002-07-17,-1.4952
2002-07-18,-1.375
2002-07-19,0.0362
2002-07-22,-1.5204
2002-07-23,-1.4887000000000001
2002-07-24,-1.1194
2002-07-25,3.2075
2002-07-26,0.8775
2002-07-29,0.9424
2002-07-30,0.5386
2002-07-31,-0.5357
2002-08-01,0.018
2002-08-02,-1.813
2002-08-05,-1.2431
2002-08-06,1.4439
2002-08-07,2.4635
2002-08-08,2.0481
2002-08-09,-1.2216
2002-08-12,-1.5901
2002-08-13,0.2693
2002-08-14,0.7162
2002-08-15,2.6489000000000003
2002-08-16,2.7018
2002-08-19,-0.1518
2002-08-20,-0.3547
2002-08-21,0.678
2002-08-22,-0.0842
2002-08-23,-1.0952
2002-08-26,0.3066
2002-08-27,-0.6624
2002-08-28,-1.3507
2002-08-29,-0.6932
2002-08-30,0.6981
2002-09-03,-2.409
2002-09-04,0.6926
2002-09-05,-0.7937
2002-09-06,1.2444
2002-09-09,0.0878
2002-09-10,3.6907
2002-09-11,0.2373
2002-09-12,-0.3044
2002-09-13,0.424
2002-09-16,0.7769
2002-09-17,0.1676
2002-09-18,-0.2677
2002-09-19,-1.6272
2002-09-20,2.7456
2002-09-23,0.083
2002-09-24,-1.2106
2002-09-25,1.2926
2002-09-26,1.8893
2002-09-27,0.2115
2002-09-30,-1.0713
2002-10-01,1.7227000000000001
2002-10-02,-0.129
2002-10-03,-2.9554
2002-10-04,-2.1301
2002-10-07,-3.6728
2002-10-08,1.5004
2002-10-09,-2.9217
2002-10-10,2.8305
2002-10-11,2.8049
2002-10-14,-0.2711
2002-10-15,2.0221
2002-10-16,-1.7322
2002-10-17,1.4068
2002-10-18,-0.7187
2002-10-21,2.9798
2002-10-22,-1.5694
2002-10-23,-0.6145
2002-10-24,-0.0668
2002-10-25,5.0669
2002-10-28,-3.0718
2002-10-29,3.2348
2002-10-30,-3.4516
2002-10-31,2.3558
2002-11-01,-0.2897
2002-11-04,1.6949
2002-11-05,-0.7619
2002-11-06,-0.064
2002-11-07,-1.7286000000000001
2002-11-08,-0.3746
2002-11-11,-3.3513
2002-11-12,-1.5562
2002-11-13,1.0137
2002-11-14,0.1701
2002-11-15,0.017
2002-11-18,-1.4941
2002-11-19,0.2241
2002-11-20,-0.2236
2002-11-21,0.4826
2002-11-22,-0.7719
2002-11-25,-0.5877
2002-11-26,-2.4865
2002-11-27,1.48
2002-11-29,0.246
2002-12-02,-1.1394
2002-12-03,0.8333
2002-12-04,-0.7209
2002-12-05,0.1594
2002-12-06,0.7781
2002-12-09,-1.9828000000000001
2002-12-10,-0.4654
2002-12-11,0.5935
2002-12-12,0.9297
2002-12-13,-0.2662
2002-12-16,0.4448
2002-12-17,1.3286
2002-12-18,0.3497
2002-12-19,-0.1045
2002-12-20,0.0872
2002-12-23,-0.2962
2002-12-24,-0.035
2002-12-26,0.5245
2002-12-27,-1.913
2002-12-30,0.8865
2002-12-31,-0.2988
2003-01-02,1.3221
2003-01-03,0.3827
2003-01-06,0.312
2003-01-07,-0.6565
2003-01-08,-0.1391
2003-01-09,-0.9579
2003-01-10,0.211
2003-01-13,-0.1053
2003-01-14,0.0878
2003-01-15,-0.7898
2003-01-16,-0.1415
2003-01-17,-1.3286
2003-01-21,-2.0467
2003-01-22,-0.9897
2003-01-23,0.2221
2003-01-24,0.2032
2003-01-27,0.2949
2003-01-28,0.5881
2003-01-29,-0.0548
2003-01-30,1.6453
2003-01-31,1.3489
2003-02-03,-0.4437
2003-02-04,-0.6595
2003-02-05,-0.305
2003-02-06,-0.7919
2003-02-07,-0.4898
2003-02-10,-1.7502
2003-02-11,1.002
2003-02-12,-1.2493
2003-02-13,-1.3580999999999999
2003-02-14,0.2452
2003-02-18,0.6021
2003-02-19,-0.8229
2003-02-20,-1.188
2003-02-21,0.3626
2003-02-24,-1.1219
2003-02-25,1.1538
2003-02-26,0.2852
2003-02-27,1.2322
2003-02-28,1.5356
2003-03-03,-1.7151999999999998
2003-03-04,-1.8953
2003-03-05,0.6503
2003-03-06,-0.209
2003-03-07,-0.8951
2003-03-10,-0.6533
2003-03-11,0.4071
2003-03-12,-0.0965
2003-03-13,1.7391
2003-03-14,0.6458
2003-03-17,2.0004
2003-03-18,0.0
2003-03-19,0.222
2003-03-20,0.2031
2003-03-21,2.0634
2003-03-24,-0.6137
2003-03-25,0.0182
2003-03-26,0.4177
2003-03-27,-1.3743
2003-03-28,-0.0733
2003-03-31,-1.6697
2003-04-01,-0.9517
2003-04-02,3.3346
2003-04-03,-0.2735
2003-04-04,0.7313
2003-04-07,-1.2341
2003-04-08,-0.9188
2003-04-09,-1.2055
2003-04-10,-0.8823
2003-04-11,2.5568
2003-04-14,2.8624
2003-04-15,0.2693
2003-04-16,0.2328
2003-04-17,-0.1072
2003-04-21,0.1073
2003-04-22,4.0907
2003-04-23,-1.5789
2003-04-24,0.9765
2003-04-25,-0.0173
2003-04-28,1.3817
2003-04-29,-0.0852
2003-04-30,-0.0853
2003-05-01,-0.0853
2003-05-02,0.1708
2003-05-05,-0.2558
2003-05-06,1.3846
2003-05-07,-0.6576
2003-05-08,-0.2037
2003-05-09,1.2585
2003-05-12,-0.5039
2003-05-13,1.1985000000000001
2003-05-14,-0.6172
2003-05-15,1.1245
2003-05-16,-0.8797
2003-05-19,-1.1889
2003-05-20,-0.0508
2003-05-21,-0.6782
2003-05-22,0.0341
2003-05-23,1.2799
2003-05-27,0.8593
2003-05-28,0.735
2003-05-29,-0.0829
2003-05-30,-0.2822
2003-06-02,2.4467
2003-06-03,0.4224
2003-06-04,0.1456
2003-06-05,-0.9532
2003-06-06,-0.946
2003-06-09,-1.482
2003-06-10,0.0
2003-06-11,0.3851
2003-06-12,0.784
2003-06-13,-1.6054
2003-06-16,2.2708
2003-06-17,0.0493
2003-06-18,-1.6275
2003-06-19,0.1838
2003-06-20,-3.4195
2003-06-23,-0.2245
2003-06-24,-0.4154
2003-06-25,0.4519
2003-06-26,-1.367
2003-06-27,0.3158
2003-06-30,0.7695
2003-07-01,1.0934
2003-07-02,2.4034
2003-07-03,-0.3185
2003-07-07,0.0673
2003-07-08,-0.2353
2003-07-09,-1.8699
2003-07-10,-0.7725
2003-07-11,0.5363
2003-07-14,0.0
2003-07-15,0.0
2003-07-16,0.1893
2003-07-17,-0.2061
2003-07-18,1.6351
2003-07-21,-1.1008
2003-07-22,1.4555
2003-07-23,-1.3502
2003-07-24,-0.3422
2003-07-25,-0.5665
2003-07-28,-1.0704
2003-07-29,0.0
2003-07-30,-0.349
2003-07-31,-0.0876
2003-08-01,-0.596
2003-08-04,-0.4232
2003-08-05,-0.8323
2003-08-06,-0.2679
2003-08-07,1.0743
2003-08-08,-0.124
2003-08-11,0.0532
2003-08-12,-0.0177
2003-08-13,0.8333
2003-08-14,0.8792
2003-08-15,0.2266
2003-08-18,0.5217
2003-08-19,-0.2249
2003-08-20,1.0924
2003-08-21,0.8576
2003-08-22,0.017
2003-08-25,0.7312
2003-08-26,-0.1519
2003-08-27,-0.2536
2003-08-28,0.4407
2003-08-29,0.7762
2003-09-02,0.6865
2003-09-03,0.6153
2003-09-04,-0.2314
2003-09-05,-0.994
2003-09-08,0.1673
2003-09-09,0.3347
2003-09-10,0.6839
2003-09-11,1.607
2003-09-12,-0.4565
2003-09-15,-0.9337
2003-09-16,0.8433
2003-09-17,-0.6394
2003-09-18,0.5776
2003-09-19,1.4929999999999999
2003-09-22,0.388
2003-09-23,-0.1932
2003-09-24,-1.2585
2003-09-25,-0.6046
2003-09-26,-1.2823
2003-09-29,-0.7161
2003-09-30,-0.2348
2003-10-01,0.8574
2003-10-02,0.3501
2003-10-03,0.4153
2003-10-06,1.9851
2003-10-07,0.2433
2003-10-08,0.4854
2003-10-09,0.4831
2003-10-10,-0.3526
2003-10-13,0.0
2003-10-14,0.5629
2003-10-15,0.1919
2003-10-16,-0.3033
2003-10-17,-0.5604
2003-10-20,0.1449
2003-10-21,1.045
2003-10-22,0.716
2003-10-23,-0.0316
2003-10-24,2.3546
2003-10-27,0.5867
2003-10-28,0.0
2003-10-29,-0.3837
2003-10-30,0.0
2003-10-31,-0.3082
2003-11-03,1.0819
2003-11-04,-1.5596
2003-11-05,1.2737
2003-11-06,0.6135
2003-11-07,1.0671
2003-11-10,0.4525
2003-11-11,-0.7357
2003-11-12,-0.3933
2003-11-13,1.4882
2003-11-14,-0.4938
2003-11-17,0.5263
2003-11-18,-0.9723
2003-11-19,-0.6495
2003-11-20,0.0304
2003-11-21,-0.304
2003-11-24,0.5031
2003-11-25,0.2731
2003-11-26,-0.1815
2003-11-28,0.6366
2003-12-01,0.994
2003-12-02,-0.4772
2003-12-03,-0.4195
2003-12-04,-0.5116
2003-12-05,-0.5747
2003-12-08,0.0913
2003-12-09,-0.2888
2003-12-10,0.5335
2003-12-11,1.1522000000000001
2003-12-12,-0.1799
2003-12-15,0.8108
2003-12-16,0.4177
2003-12-17,-0.832
2003-12-18,2.2472
2003-12-19,-0.7473
2003-12-22,0.3248
2003-12-23,0.0294
2003-12-24,-0.4119
2003-12-26,0.4284
2003-12-29,2.6622
2003-12-30,0.2006
2003-12-31,-1.63
2004-01-02,0.0
2004-01-05,1.9331
2004-01-06,0.0428
2004-01-07,0.1853
2004-01-08,-0.2703
2004-01-09,-1.2411
2004-01-12,0.0144
2004-01-13,0.9099
2004-01-14,0.6727
2004-01-15,-0.6397
2004-01-16,0.4006
2004-01-20,-0.2423
2004-01-21,0.7714
2004-01-22,1.3751
2004-01-23,-0.2937
2004-01-26,-0.561
2004-01-27,-0.1551
2004-01-28,-0.5368
2004-01-29,-0.5113
2004-01-30,1.3276
2004-02-02,-0.0282
2004-02-03,-1.677
2004-02-04,-0.8456
2004-02-05,-0.2746
2004-02-06,0.0145
2004-02-09,1.7391
2004-02-10,0.3561
2004-02-11,0.6388
2004-02-12,-0.7757
2004-02-13,-0.1421
2004-02-17,0.8114
2004-02-18,0.1271
2004-02-19,0.0423
2004-02-20,-0.6766
2004-02-23,-1.3341
2004-02-24,-0.1582
2004-02-25,-0.6483
2004-02-26,0.058
2004-02-27,-0.6087
2004-03-01,0.3937
2004-03-02,-0.2469
2004-03-03,0.233
2004-03-04,-0.7408
2004-03-05,0.8342
2004-03-08,0.8708
2004-03-09,-0.259
2004-03-10,0.0
2004-03-11,-1.1108
2004-03-12,0.4376
2004-03-15,0.0726
2004-03-16,0.4216
2004-03-17,1.1148
2004-03-18,0.6586
2004-03-19,0.2987
2004-03-22,-0.8368
2004-03-23,0.0143
2004-03-24,-0.1859
2004-03-25,-0.1003
2004-03-26,-0.4015
2004-03-29,2.2318
2004-03-30,0.5211
2004-03-31,-0.4624
2004-04-01,3.5332
2004-04-02,-0.4623
2004-04-05,-0.56
2004-04-06,-1.0852
2004-04-07,-0.8471
2004-04-08,-0.4202
2004-04-12,-0.6329
2004-04-13,0.7785
2004-04-14,0.4213
2004-04-15,-1.6643
2004-04-16,0.9814
2004-04-19,0.7746
2004-04-20,2.0405
2004-04-21,-0.0137
2004-04-22,1.0274
2004-04-23,-0.6644
2004-04-26,-0.3686
2004-04-27,-0.2603
2004-04-28,0.0275
2004-04-29,-0.9201
2004-04-30,-1.5939
2004-05-03,2.1831
2004-05-04,-1.4059
2004-05-05,-0.8947
2004-05-06,-1.2696
2004-05-07,0.2286
2004-05-10,-0.2566
2004-05-11,0.1286
2004-05-12,-0.157
2004-05-13,-0.0715
2004-05-14,-0.0286
2004-05-17,-0.9731
2004-05-18,1.0838
2004-05-19,-0.143
2004-05-20,-0.0716
2004-05-21,0.0573
2004-05-24,0.1718
2004-05-25,1.2006999999999999
2004-05-26,-1.1864
2004-05-27,0.6289
2004-05-28,-0.5398
2004-06-01,0.1143
2004-06-02,0.3994
2004-06-03,-0.5257
2004-06-04,0.2857
2004-06-07,0.6979
2004-06-08,-1.1174
