ticker,ARV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.8458
2000-01-04,-0.6944
2000-01-05,0.4662
2000-01-06,-1.3921000000000001
2000-01-07,4.9412
2000-01-10,0.2242
2000-01-11,-4.0268
2000-01-12,-2.5641
2000-01-13,4.5455
2000-01-14,-1.6018
2000-01-18,-0.2326
2000-01-19,-2.7972
2000-01-20,-3.8369
2000-01-21,-2.2444
2000-01-24,-2.8061
2000-01-25,-3.4121
2000-01-26,-0.5435
2000-01-27,1.6393
2000-01-28,-2.1505
2000-01-31,1.9231
2000-02-01,-1.8868
2000-02-02,1.0989
2000-02-03,-1.3587
2000-02-04,-1.6529
2000-02-07,-1.4006
2000-02-08,-1.1364
2000-02-09,-6.6091999999999995
2000-02-10,0.3077
2000-02-11,-5.5215
2000-02-14,-1.9481000000000002
2000-02-15,-1.9868000000000001
2000-02-16,1.0135
2000-02-17,0.3344
2000-02-18,-2.0
2000-02-22,3.0612
2000-02-23,-0.33
2000-02-24,-3.6424
2000-02-25,1.3746
2000-02-28,1.0169
2000-02-29,-1.3423
2000-03-01,2.2177
2000-03-02,1.6835
2000-03-03,2.3179
2000-03-06,-3.8834999999999997
2000-03-07,0.6734
2000-03-08,0.3344
2000-03-09,0.0
2000-03-10,0.6667
2000-03-13,-1.3245
2000-03-14,-0.3356
2000-03-15,4.7138
2000-03-16,9.6463
2000-03-17,-1.4663
2000-03-20,0.2976
2000-03-21,2.9674
2000-03-22,-1.1527
2000-03-23,0.2915
2000-03-24,0.5814
2000-03-27,1.1561
2000-03-28,-3.4286
2000-03-29,-0.2959
2000-03-30,3.5608
2000-03-31,3.7249
2000-04-03,1.105
2000-04-04,3.2787
2000-04-05,2.3810000000000002
2000-04-06,-3.876
2000-04-07,-1.6129
2000-04-10,0.5464
2000-04-11,-1.3587
2000-04-12,0.551
2000-04-13,0.5479
2000-04-14,-4.9046
2000-04-17,1.7191999999999998
2000-04-18,2.5352
2000-04-19,-2.1978
2000-04-20,0.5618
2000-04-24,-5.0279
2000-04-25,1.4706000000000001
2000-04-26,1.4493
2000-04-27,0.0
2000-04-28,-0.5714
2000-05-01,0.5747
2000-05-02,-4.0
2000-05-03,-1.1905000000000001
2000-05-04,2.4096
2000-05-05,0.0
2000-05-08,-2.6471
2000-05-09,-1.8127
2000-05-10,-2.1538
2000-05-11,1.2579
2000-05-12,-2.795
2000-05-15,-1.5974
2000-05-16,0.0
2000-05-17,0.6494
2000-05-18,-0.6452
2000-05-19,-0.3247
2000-05-22,-0.9772
2000-05-23,0.3289
2000-05-24,1.6393
2000-05-25,-3.5484
2000-05-26,-1.6722000000000001
2000-05-30,2.0408
2000-05-31,-2.8266999999999998
2000-06-01,1.3889
2000-06-02,2.7397
2000-06-05,1.6667
2000-06-06,0.0
2000-06-07,-1.3115
2000-06-08,0.6645
2000-06-09,-2.9703
2000-06-12,0.0
2000-06-13,0.6803
2000-06-14,1.3514
2000-06-15,0.6667
2000-06-16,-1.9868000000000001
2000-06-19,-2.7027
2000-06-20,-0.6944
2000-06-21,-0.3497
2000-06-22,-1.7544
2000-06-23,0.0
2000-06-26,-0.3571
2000-06-27,-0.3584
2000-06-28,1.7986
2000-06-29,3.8869
2000-06-30,-5.4422
2000-07-03,7.1942
2000-07-05,-2.6846
2000-07-06,-0.6897
2000-07-07,1.0417
