ticker,MWYGQ US Equity
2000-05-24,1.9048
2000-05-25,-5.6075
2000-05-26,-1.9802
2000-05-30,0.0
2000-05-31,6.0606
2000-06-01,2.8571
2000-06-02,0.0
2000-06-05,4.6296
2000-06-06,6.1947
2000-06-07,0.0
2000-06-08,3.3333
2000-06-09,-2.4194
2000-06-12,0.8264
2000-06-13,-1.6393
2000-06-14,1.6667
2000-06-15,9.0164
2000-06-16,2.2556
2000-06-19,3.6765
2000-06-20,-2.1277
2000-06-21,-5.7971
2000-06-22,-2.3077
2000-06-23,2.3622
2000-06-26,0.0
2000-06-27,-1.5385
2000-06-28,7.8125
2000-06-29,-0.7246
2000-06-30,-5.6569
2000-07-03,5.9961
2000-07-05,0.0
2000-07-06,2.9196999999999997
2000-07-07,-2.1277
2000-07-10,0.7246
2000-07-11,1.4388
2000-07-12,0.0
2000-07-13,9.9291
2000-07-14,0.6452
2000-07-17,1.2821
2000-07-18,-1.8987
2000-07-19,0.6452
2000-07-20,-2.5641
2000-07-21,-2.6316
2000-07-24,-0.6757
2000-07-25,0.6803
2000-07-26,-3.3784
2000-07-27,-4.8951
2000-07-28,1.4706000000000001
2000-07-31,-0.7246
2000-08-01,-2.1898
2000-08-02,2.2388
2000-08-03,-5.8394
2000-08-04,-0.7752
2000-08-07,4.6875
2000-08-08,2.2388
2000-08-09,-0.7299
2000-08-10,0.0
2000-08-11,0.0
2000-08-14,1.4706000000000001
2000-08-15,3.6231999999999998
2000-08-16,4.8951
2000-08-17,-2.0
2000-08-18,-4.0816
2000-08-21,-2.1277
2000-08-22,0.7246
2000-08-23,-4.3165
2000-08-24,5.2632
2000-08-25,-5.7143
2000-08-28,-1.5152
2000-08-29,2.3077
2000-08-30,0.7519
2000-08-31,2.9851
2000-09-01,0.7246
2000-09-05,-2.1583
2000-09-06,-0.7353
2000-09-07,0.0
2000-09-08,-1.4815
2000-09-11,0.7519
2000-09-12,0.0
2000-09-13,-2.2388
2000-09-14,-1.5267
2000-09-15,-3.1008
2000-09-18,-3.2
2000-09-19,-4.1322
2000-09-20,-4.3103
2000-09-21,-0.9009
2000-09-22,0.9091
2000-09-25,-0.9009
2000-09-26,1.8182
2000-09-27,-7.1429
2000-09-28,5.7692
2000-09-29,1.8182
2000-10-02,0.8929
2000-10-03,-0.885
2000-10-04,-0.8929
2000-10-05,3.6036
2000-10-06,-6.087
2000-10-09,-3.7037
2000-10-10,-0.9615
2000-10-11,1.9417
2000-10-12,0.0
2000-10-13,-0.9524
2000-10-16,-0.9615
2000-10-17,0.0
2000-10-18,0.0
2000-10-19,4.8544
2000-10-20,0.0
2000-10-23,-3.7037
2000-10-24,0.0
2000-10-25,0.9615
2000-10-26,-2.8571
2000-10-27,1.9607999999999999
2000-10-30,6.7308
2000-10-31,11.7117
2000-11-01,3.2258
2000-11-02,12.5
2000-11-03,-6.25
2000-11-06,-2.2222
2000-11-07,3.0303
2000-11-08,-2.2059
2000-11-09,1.5038
2000-11-10,-5.1852
2000-11-13,3.125
2000-11-14,3.0303
2000-11-15,-3.6765
2000-11-16,3.0534
2000-11-17,-2.2222
2000-11-20,-2.2727
2000-11-21,0.0
2000-11-22,-2.3256
2000-11-24,4.7619
2000-11-27,-2.2727
2000-11-28,-0.7752
2000-11-29,0.7813
2000-11-30,-4.6512
2000-12-01,6.5041
2000-12-04,-4.2443
2000-12-05,4.5918
2000-12-06,-0.6098
2000-12-07,-0.6135
2000-12-08,4.9383
2000-12-11,2.2353
2000-12-12,-3.3372
2000-12-13,0.0
2000-12-14,0.7143
2000-12-15,-5.5556
2000-12-18,-0.1252
2000-12-19,-0.8772
2000-12-20,-11.5044
2000-12-21,12.857099999999999
2000-12-22,2.0253
2000-12-26,-11.1663
2000-12-27,1.2570000000000001
2000-12-28,4.8276
2000-12-29,-6.5789
2001-01-02,3.2394
2001-01-03,0.1364
2001-01-04,1.4986
2001-01-05,-4.4295
2001-01-08,-4.9157
2001-01-09,4.8744
2001-01-10,3.8028
2001-01-11,1.7639
2001-01-12,0.1333
2001-01-16,4.5273
2001-01-17,-0.5096
2001-01-18,-4.6095
2001-01-19,3.2215
2001-01-22,0.13
2001-01-23,-1.4285999999999999
2001-01-24,-0.527
2001-01-25,-1.457
2001-01-26,-4.7043
2001-01-29,-1.1283
2001-01-30,1.7118
2001-01-31,-0.9818
2001-02-01,5.5241
2001-02-02,-2.6846
2001-02-05,-2.4828
2001-02-06,0.4243
2001-02-07,-0.2817
2001-02-08,0.2825
2001-02-09,0.5634
2001-02-12,2.9412000000000003
2001-02-13,5.9864
2001-02-14,0.1284
2001-02-15,0.0
2001-02-16,-5.1282
2001-02-20,-2.973
2001-02-21,0.9749
2001-02-22,0.0
2001-02-23,3.3103
2001-02-26,2.5366999999999997
2001-02-27,-4.2969
2001-02-28,-2.7211
2001-03-01,3.4965
2001-03-02,2.8378
2001-03-05,0.657
2001-03-06,0.7833
2001-03-07,-1.1658
2001-03-08,-0.3932
2001-03-09,-2.3684
2001-03-12,-2.965
2001-03-13,6.25
2001-03-14,-1.4379
2001-03-15,2.122
2001-03-16,-4.4156
2001-03-19,4.0761
2001-03-20,-3.7859
2001-03-21,1.0855
2001-03-22,-1.4765
2001-03-23,0.8174
2001-03-26,-0.6757
2001-03-27,3.4013999999999998
2001-03-28,-2.6316
2001-03-29,0.6757
2001-03-30,-2.0134
2001-04-02,-1.0959
2001-04-03,-6.5097000000000005
2001-04-04,-0.7407
2001-04-05,3.7313
2001-04-06,-3.741
2001-04-09,0.8969
2001-04-10,3.4074
2001-04-11,-2.4355
2001-04-12,0.7342
2001-04-16,-1.6035
2001-04-17,5.9259
2001-04-18,5.035
2001-04-19,5.1931
2001-04-20,11.1392
2001-04-23,3.6446
2001-04-24,5.4945
2001-04-25,2.2917
2001-04-26,-0.611
2001-04-27,-0.2049
2001-04-30,1.6427
2001-05-01,4.0404
2001-05-02,-0.7767
2001-05-03,-4.3053
2001-05-04,2.2495
2001-05-07,1.4
2001-05-08,-0.3945
2001-05-09,-1.9802
2001-05-10,-0.202
2001-05-11,-2.834
2001-05-14,-0.8333
2001-05-15,2.8361
2001-05-16,1.1236
2001-05-17,2.9293
2001-05-18,-2.159
2001-05-21,0.3009
2001-05-22,-0.8
2001-05-23,-13.104800000000001
2001-05-24,1.0441
2001-05-25,3.9036
2001-05-29,20.7735
2001-05-30,3.1107
2001-05-31,2.9281
2001-06-01,8.8793
2001-06-04,-0.3959
2001-06-05,3.2591
2001-06-06,0.077
2001-06-07,9.0
2001-06-08,4.7989
2001-06-11,-2.0202
2001-06-12,0.0687
2001-06-13,2.6786
2001-06-14,-2.3411
2001-06-15,6.1644
2001-06-18,4.7742
2001-06-19,-2.4015
2001-06-20,4.7318999999999996
2001-06-21,-5.4217
2001-06-22,0.9554
2001-06-25,-2.1451000000000002
2001-06-26,4.4487
2001-06-27,4.4444
2001-06-28,4.6690000000000005
2001-06-29,4.4608
2001-07-02,-10.4324
2001-07-03,-3.1382
2001-07-05,0.0
2001-07-06,-0.3115
2001-07-09,0.3125
2001-07-10,-0.9346
2001-07-11,0.8805
2001-07-12,5.985
2001-07-13,0.0
2001-07-16,-3.6471
2001-07-17,0.6716
2001-07-18,0.6671
2001-07-19,-0.6024
2001-07-20,-3.2121
2001-07-23,-2.943
2001-07-24,-3.1612999999999998
2001-07-25,2.7981
2001-07-26,3.3701
2001-07-27,-0.9404
2001-07-30,0.0
2001-07-31,-3.1646
2001-08-01,-3.5294
2001-08-02,-7.1816
2001-08-03,2.1898
2001-08-06,-0.0714
2001-08-07,2.5733
2001-08-08,-2.439
2001-08-09,1.9285999999999999
2001-08-10,0.4905
2001-08-13,4.2538
2001-08-14,3.3445
2001-08-15,3.5599
2001-08-16,0.125
2001-08-17,-2.4969
2001-08-20,-0.4481
2001-08-21,-2.5723000000000003
2001-08-22,0.9901
2001-08-23,-2.6797
2001-08-24,-0.6044
2001-08-27,0.0
2001-08-28,-4.0541
2001-08-29,-0.7042
2001-08-30,1.7730000000000001
2001-08-31,2.0906
2001-09-04,5.802
2001-09-05,-0.129
2001-09-06,-2.3902
2001-09-07,-2.2502
2001-09-10,-5.281
2001-09-17,-11.5797
2001-09-18,-4.8504000000000005
2001-09-19,-4.503
2001-09-20,0.6228
2001-09-21,-3.5366999999999997
2001-09-24,9.0742
2001-09-25,-3.2773
2001-09-26,-1.3032
2001-09-27,0.8803
2001-09-28,5.6719
2001-10-01,-0.7432
2001-10-02,9.401
2001-10-03,7.2243
2001-10-04,1.4184
2001-10-05,-1.049
2001-10-08,5.3004
2001-10-09,2.1477
2001-10-10,-0.4599
2001-10-11,2.3102
2001-10-12,-3.5484
2001-10-15,0.2676
2001-10-16,-0.7338
2001-10-17,-2.957
2001-10-18,-0.2078
2001-10-19,3.9556
2001-10-22,0.6676
2001-10-23,-1.3263
2001-10-24,3.8306
2001-10-25,0.3236
2001-10-26,3.5484
2001-10-29,4.8598
2001-10-30,1.0101
2001-10-31,-6.3529
2001-11-01,0.3141
2001-11-02,-2.0038
2001-11-05,-1.0863
2001-11-06,0.7752
2001-11-07,1.6026
2001-11-08,-4.6688
2001-11-09,2.3825
2001-11-12,-0.1293
2001-11-13,2.7832
2001-11-14,0.063
2001-11-15,-11.8943
2001-11-16,0.0
2001-11-19,5.5714
2001-11-20,-1.0825
2001-11-21,-1.2312
2001-11-23,4.0166
2001-11-26,-0.1997
2001-11-27,4.1361
2001-11-28,-7.1108
2001-11-29,2.6207000000000003
2001-11-30,0.4032
2001-12-03,-3.6814
2001-12-04,3.1967
2001-12-05,0.9428
2001-12-06,1.4009
2001-12-07,3.5526
2001-12-10,-3.7484
2001-12-11,0.7261
2001-12-12,0.4587
2001-12-13,-2.1526
2001-12-14,-1.2667
2001-12-17,0.7427
2001-12-18,3.6193
2001-12-19,1.6171
2001-12-20,0.1273
2001-12-21,0.0
2001-12-24,0.445
2001-12-26,-0.6329
2001-12-27,-3.8217
2001-12-28,1.1258
2001-12-31,-1.7027
2002-01-02,-2.7315
2002-01-03,1.0274
2002-01-04,1.8305
2002-01-07,-1.4647000000000001
2002-01-08,-1.3514
2002-01-09,0.0
2002-01-10,1.0274
2002-01-11,-2.3729
2002-01-14,-4.1667
2002-01-15,-0.7246
2002-01-16,-4.0146
2002-01-17,6.0076
2002-01-18,-2.9412000000000003
2002-01-22,-3.9172000000000002
2002-01-23,-1.5385
2002-01-24,0.0781
2002-01-25,-1.6393
2002-01-28,-0.5556
2002-01-29,-5.9856
2002-01-30,1.6978
2002-01-31,4.9249
2002-02-01,-2.5457
2002-02-04,-2.2041
2002-02-05,-8.1803
2002-02-06,-2.7273
2002-02-07,-2.4299
2002-02-08,1.0536
2002-02-11,2.3697
2002-02-12,1.8519
2002-02-13,-0.0909
2002-02-14,-1.9108
2002-02-15,8.719899999999999
2002-02-19,0.256
2002-02-20,-0.4255
2002-02-21,-4.4444
2002-02-22,-2.1467
2002-02-25,-2.6508000000000003
2002-02-26,12.0188
2002-02-27,-2.7661
2002-02-28,0.9483
2002-03-01,-1.5371000000000001
2002-03-04,4.0763
2002-03-05,-0.0833
2002-03-06,-2.0017
2002-03-07,1.9574
2002-03-08,0.1669
2002-03-11,0.0
2002-03-12,-0.1667
2002-03-13,-2.3372
2002-03-14,17.094
2002-03-15,-2.1898
2002-03-18,-2.9104
2002-03-19,-1.153
2002-03-20,-2.7994
2002-03-21,4.64
2002-03-22,-0.2294
2002-03-25,0.8429
2002-03-26,-1.8997000000000002
2002-03-27,1.007
2002-03-28,3.2209
2002-04-01,-2.526
2002-04-02,-2.2104
2002-04-03,1.0133
2002-04-04,-0.3858
2002-04-05,2.7111
2002-04-08,0.905
2002-04-09,-3.1390000000000002
2002-04-10,-0.9259
2002-04-11,1.2461
2002-04-12,3.0769
2002-04-15,1.8657
2002-04-16,3.5897
2002-04-17,-2.5460000000000003
2002-04-18,3.193
2002-04-19,-1.1252
2002-04-22,-5.5477
2002-04-23,-0.6024
2002-04-24,-2.6515
2002-04-25,1.6341999999999999
2002-04-26,-0.1531
2002-04-29,-0.3067
2002-04-30,5.0
2002-05-01,-11.3553
2002-05-02,3.0579
2002-05-03,-5.2927
2002-05-06,-5.0804
2002-05-07,-4.0143
2002-05-08,8.1784
2002-05-09,-2.0619
2002-05-10,-0.8772
2002-05-13,0.0885
2002-05-14,3.6250999999999998
2002-05-15,2.1330999999999998
2002-05-16,-0.5848
2002-05-17,-1.6806999999999999
2002-05-20,-2.9915000000000003
2002-05-21,-2.8194
2002-05-22,0.1813
2002-05-23,3.1673999999999998
2002-05-24,-3.5088
2002-05-28,-1.4545
2002-05-29,-7.1033
2002-05-30,1.1917
2002-05-31,-0.3925
2002-06-03,-3.4483
2002-06-04,-1.9388
2002-06-05,2.9135999999999997
2002-06-06,-2.0222
2002-06-07,-4.5408
2002-06-10,1.4054
2002-06-11,1.2793
2002-06-12,-1.6842000000000001
2002-06-13,-4.4968
2002-06-14,1.5695000000000001
2002-06-17,0.9934
2002-06-18,2.7321999999999997
2002-06-19,-4.2553
2002-06-20,-4.8889
2002-06-21,1.0514000000000001
2002-06-24,1.7341
2002-06-25,-2.8409
2002-06-26,-2.924
2002-06-27,0.241
2002-06-28,2.1635
2002-07-01,-4.4706
2002-07-02,-1.601
2002-07-03,-51.8148
2002-07-05,16.8831
2002-07-08,5.5556
2002-07-09,-2.9474
2002-07-10,-0.2169
2002-07-11,-4.3478
2002-07-12,-3.8636
2002-07-15,0.4728
2002-07-16,4.7059
2002-07-17,1.573
2002-07-18,0.0
2002-07-19,1.7699
2002-07-22,-4.1304
2002-07-23,-8.6168
2002-07-24,9.9256
2002-07-25,-4.9661
2002-07-26,-0.2375
2002-07-29,9.0476
2002-07-30,-1.7467000000000001
2002-07-31,2.2222
2002-08-01,11.9565
2002-08-02,-1.5534
2002-08-05,-10.4536
2002-08-06,10.3524
2002-08-07,0.7984
2002-08-08,0.9901
2002-08-09,3.3333
2002-08-12,-3.7951
2002-08-13,0.5917
2002-08-14,0.0
2002-08-15,0.0
2002-08-16,4.902
2002-08-19,10.2804
2002-08-20,5.5931999999999995
2002-08-21,2.4077
2002-08-22,5.3292
2002-08-23,-5.8036
2002-08-26,5.0553
2002-08-27,-0.7519
2002-08-28,-1.8182
2002-08-29,1.8519
2002-08-30,-6.8182
2002-09-03,-13.9837
2002-09-04,-0.5671
2002-09-05,1.1407
2002-09-06,10.526299999999999
2002-09-09,-1.7006999999999999
2002-09-10,2.0761
2002-09-11,1.6949
2002-09-12,1.5
2002-09-13,-0.6568
2002-09-16,-2.1488
2002-09-17,-3.8851
2002-09-18,5.0967
2002-09-19,-14.0468
2002-09-20,3.1128
2002-09-23,3.7736
2002-09-24,4.1818
2002-09-25,1.2216
2002-09-26,2.069
2002-09-27,-3.5473
2002-09-30,-4.028
2002-10-01,-4.0146
2002-10-02,3.8023
2002-10-03,-0.7326
2002-10-04,1.6604999999999999
2002-10-07,-9.2559
2002-10-08,-1.0
2002-10-09,-8.4848
2002-10-10,3.9735
2002-10-11,5.3079
2002-10-14,4.8387
2002-10-15,0.3846
2002-10-16,-8.2375
2002-10-17,-5.2192
2002-10-18,-6.3877
2002-10-21,-5.4118
2002-10-22,2.7363
2002-10-23,8.9588
2002-10-24,-6.0
2002-10-25,-5.4374
2002-10-28,-2.75
2002-10-29,2.5707
2002-10-30,-2.005
2002-10-31,3.8363
2002-11-01,16.9951
2002-11-04,9.473700000000001
2002-11-05,-1.9231
2002-11-06,2.7451
2002-11-07,-0.9542
2002-11-08,-1.9268
2002-11-11,-5.3045
2002-11-12,-0.8299
2002-11-13,4.1841
2002-11-14,7.4297
2002-11-15,-1.4953
2002-11-18,7.2106
2002-11-19,4.0708
2002-11-20,-1.1905000000000001
2002-11-21,-0.5164
2002-11-22,1.7301
2002-11-25,2.8912
2002-11-26,13.8843
2002-11-27,1.8868
2002-11-29,2.849
2002-12-02,-6.0942
2002-12-03,1.7699
2002-12-04,1.4493
2002-12-05,-5.0
2002-12-06,1.203
2002-12-09,-15.3046
2002-12-10,-1.2281
2002-12-11,3.0195
2002-12-12,-1.7241
2002-12-13,-11.9298
2002-12-16,5.5777
2002-12-17,3.5849
2002-12-18,-13.2969
2002-12-19,-5.4622
2002-12-20,-3.3333
2002-12-23,-1.3793
2002-12-24,-7.4592
2002-12-26,-0.2519
2002-12-27,2.2727
2002-12-30,4.6914
2002-12-31,-1.6509
2003-01-02,5.9952
2003-01-03,-2.0362
2003-01-06,6.6975
2003-01-07,-7.3593
2003-01-08,-3.972
2003-01-09,1.2165
2003-01-10,-1.2019
2003-01-13,0.9732
2003-01-14,-3.6145
2003-01-15,0.0
2003-01-16,0.5
2003-01-17,3.4826
2003-01-21,-2.8846
2003-01-22,0.2475
2003-01-23,-4.6914
2003-01-24,-8.5492
2003-01-27,0.8499
2003-01-28,3.3708
2003-01-29,0.5435
2003-01-30,-4.3243
2003-01-31,-5.0847
2003-02-03,3.5714
2003-02-04,0.5747
2003-02-05,1.1429
2003-02-06,-1.9774
2003-02-07,-0.5764
2003-02-10,1.1594
2003-02-11,-2.0057
2003-02-12,0.5848
2003-02-13,-0.5814
2003-02-14,-1.462
2003-02-18,0.8902
2003-02-19,-0.8824
2003-02-20,-2.3739
2003-02-21,-7.2948
2003-02-24,-0.9836
2003-02-25,4.6358
2003-02-26,-5.3797
2003-02-27,2.6756
2003-02-28,-2.2801
2003-03-03,1.0
2003-03-04,1.6502
2003-03-05,-0.974
2003-03-06,0.3279
2003-03-07,-0.3268
2003-03-10,0.0
2003-03-11,0.3279
2003-03-12,-0.6536
2003-03-13,-0.9868
2003-03-14,-1.9933999999999998
2003-03-17,2.3729
2003-03-18,3.6424
2003-03-19,6.0703
2003-03-20,2.4096
2003-03-21,2.3529
2003-03-24,-6.0345
2003-03-25,-2.4465
2003-03-26,9.7179
2003-03-27,-4.5714
2003-03-28,3.2934
2003-03-31,-4.058
2003-04-01,9.3656
2003-04-02,3.0387
2003-04-03,0.0
2003-04-04,-2.1448
2003-04-07,4.9315
2003-04-08,-0.7833
2003-04-09,0.5263
2003-04-10,-1.3089
2003-04-11,1.3263
2003-04-14,4.4503
2003-04-15,5.2632
2003-04-16,-0.7143
2003-04-17,1.199
2003-04-21,-2.8436
2003-04-22,-2.439
2003-04-23,0.5
2003-04-24,-0.2488
2003-04-25,-1.995
2003-04-28,2.2901
2003-04-29,-1.2438
2003-04-30,-20.6549
2003-05-01,-0.3175
2003-05-02,2.5478
2003-05-05,7.1429
2003-05-06,3.4783
2003-05-07,13.4454
2003-05-08,-3.7037
2003-05-09,1.2821
2003-05-12,-1.5190000000000001
2003-05-13,1.7995
2003-05-14,-0.5051
2003-05-15,-9.8985
2003-05-16,-1.1268
2003-05-19,-1.7094
2003-05-20,3.4783
2003-05-21,-1.4006
2003-05-22,3.125
2003-05-23,-1.6529
2003-05-27,2.8011
2003-05-28,0.2725
2003-05-29,-4.3478
2003-05-30,0.2841
2003-06-02,1.1331
2003-06-03,-0.8403
2003-06-04,-2.5423999999999998
2003-06-05,-1.1594
2003-06-06,4.1056
2003-06-09,-2.5352
2003-06-10,1.1561
2003-06-11,-5.1429
2003-06-12,6.0241
2003-06-13,5.3977
2003-06-16,0.8086
2003-06-17,-1.6042999999999998
2003-06-18,-2.7174
2003-06-19,4.4693
2003-06-20,1.3369
2003-06-23,-7.6517
2003-06-24,-1.7143000000000002
2003-06-25,0.8721
2003-06-26,2.0173
2003-06-27,-1.6949
2003-06-30,4.3103
2003-07-01,-3.5813
2003-07-02,3.7143
2003-07-03,-1.1019
2003-07-07,2.7855
2003-07-08,3.523
2003-07-09,-2.0942
2003-07-10,-4.2781
2003-07-11,1.6760000000000002
2003-07-14,0.5495
2003-07-15,-3.5519
2003-07-16,-1.6997
2003-07-17,-1.7290999999999999
2003-07-18,0.2933
2003-07-21,-4.386
2003-07-22,0.3058
2003-07-23,-1.8293
2003-07-24,1.8634
2003-07-25,-1.8293
2003-07-28,2.4845
2003-07-29,2.7273
2003-07-30,-28.6136
2003-07-31,-11.157
2003-08-01,-2.3256
2003-08-04,5.2381
2003-08-05,9.0498
2003-08-06,-3.3195
2003-08-07,-0.8584
2003-08-08,-0.4329
2003-08-11,0.8696
2003-08-12,-2.1552
2003-08-13,3.5242
2003-08-14,1.7021
2003-08-15,-0.4184
2003-08-18,2.1008
2003-08-19,5.7613
2003-08-20,2.3346
2003-08-21,3.8023
2003-08-22,-1.0989
2003-08-25,-1.8519
2003-08-26,-0.3774
2003-08-27,-3.0303
2003-08-28,5.0781
2003-08-29,0.0
2003-09-02,5.5762
2003-09-03,2.8169
2003-09-04,-1.7123
2003-09-05,-1.0453
2003-09-08,1.0563
2003-09-09,7.3171
2003-09-10,1.2987
2003-09-11,6.7308
2003-09-12,-0.9009
2003-09-15,-6.9697
2003-09-16,3.9088000000000003
2003-09-17,-0.627
2003-09-18,1.2618
2003-09-19,-1.8692
2003-09-22,-2.2222
2003-09-23,6.8182
2003-09-24,-0.6079
2003-09-25,-1.8349
2003-09-26,-6.5421
2003-09-29,-1.6667
2003-09-30,0.339
2003-10-01,6.4189
2003-10-02,1.5873
2003-10-03,-6.25
2003-10-06,0.0
2003-10-07,-0.3333
2003-10-08,-2.0067
2003-10-09,3.7542999999999997
2003-10-10,-5.9211
2003-10-13,2.4476
2003-10-14,-0.3413
2003-10-15,-3.0822
2003-10-16,6.7138
2003-10-17,-3.6424
2003-10-20,-3.0928
2003-10-21,1.4184
2003-10-22,-5.5944
2003-10-23,0.0
2003-10-24,2.963
2003-10-27,0.0
2003-10-28,0.7194
2003-10-29,-0.3571
2003-10-30,0.3584
2003-10-31,1.4285999999999999
2003-11-03,2.4648
2003-11-04,-1.0309
2003-11-05,-5.2083
2003-11-06,1.4652
2003-11-07,0.0
2003-11-10,1.444
2003-11-11,-3.9146
2003-11-12,1.8519
2003-11-13,-1.4545
2003-11-14,-3.321
2003-11-17,1.5267
2003-11-18,6.7669
2003-11-19,9.8592
2003-11-20,4.4872
2003-11-21,0.0
2003-11-24,5.8282
2003-11-25,-0.2899
2003-11-26,-0.8721
2003-11-28,-0.8798
2003-12-01,6.5089
2003-12-02,-1.6667
2003-12-03,-7.0621
2003-12-04,6.383
2003-12-05,-1.7143000000000002
2003-12-08,1.7442
2003-12-09,-1.7143000000000002
2003-12-10,-1.4535
2003-12-11,0.0
2003-12-12,0.295
2003-12-15,-3.8235
2003-12-16,2.4465
2003-12-17,0.597
2003-12-18,5.638
2003-12-19,-3.0899
2003-12-22,7.8261
2003-12-23,-1.6129
2003-12-24,3.8251
2003-12-26,0.2632
2003-12-29,2.8871
2003-12-30,-0.5102
2003-12-31,-0.5128
2004-01-02,-0.5155
2004-01-05,-3.1088
2004-01-06,-2.4064
2004-01-07,3.8356
2004-01-08,2.6385
2004-01-09,-1.0283
2004-01-12,1.2987
2004-01-13,-0.2564
2004-01-14,7.9692
2004-01-15,4.0476
2004-01-16,2.2883
2004-01-20,-0.2237
2004-01-21,-1.3453
2004-01-22,4.5455
2004-01-23,-3.2609
2004-01-26,2.0225
2004-01-27,3.5242
2004-01-28,-7.8723
2004-01-29,-4.157
2004-01-30,2.8916
2004-02-02,-3.9813
2004-02-03,1.7073
2004-02-04,-1.6787
2004-02-05,3.6585
2004-02-06,11.2941
2004-02-09,2.9598
2004-02-10,4.7228
2004-02-11,-1.5686
2004-02-12,-0.3984
2004-02-13,0.8
2004-02-17,7.7381
2004-02-18,3.3149
2004-02-19,0.8913
2004-02-20,-2.2968
2004-02-23,1.8083
2004-02-24,-6.9272
2004-02-25,-2.2901
2004-02-26,-2.9297
2004-02-27,-2.4145
2004-03-01,8.2474
2004-03-02,1.1429
2004-03-03,7.1563
2004-03-04,9.1388
2004-03-05,5.9581
2004-03-08,0.304
2004-03-09,-5.303
2004-03-10,0.32
2004-03-11,-0.319
2004-03-12,4.0
2004-03-15,0.0
2004-03-16,0.4615
2004-03-17,2.6034
2004-03-18,0.0
2004-03-19,-1.6418
2004-03-22,-4.4006
2004-03-23,-3.1746
2004-03-24,1.6393
2004-03-25,1.129
2004-03-26,4.1467
2004-03-29,0.0
2004-03-30,13.0168
2004-03-31,-1.355
2004-04-01,1.9231
2004-04-02,-0.5391
2004-04-05,5.0136
2004-04-06,4.7742
2004-04-07,3.8177
2004-04-08,12.5741
2004-04-12,-14.2255
2004-04-13,-10.9337
2004-04-14,14.4828
2004-04-15,-2.1687
2004-04-16,2.2167
2004-04-19,5.4217
2004-04-20,-1.6
2004-04-21,4.878
2004-04-22,1.5504
2004-04-23,2.072
2004-04-26,2.5641
2004-04-27,0.9375
2004-04-28,-9.8039
2004-04-29,-3.7757
2004-04-30,-1.5457999999999998
2004-05-03,1.2077
2004-05-04,-1.9093
2004-05-05,1.7032
2004-05-06,-4.9043
2004-05-07,1.8868
2004-05-10,4.0741
2004-05-11,3.0842
2004-05-12,4.8331
2004-05-13,3.0735
2004-05-14,0.639
2004-05-17,-0.7407
2004-05-18,-0.9595
2004-05-19,-0.8611
2004-05-20,-3.3659
2004-05-21,2.2472
2004-05-24,0.0
2004-05-25,7.6923
2004-05-26,3.9796
2004-05-27,1.6683
2004-05-28,4.6332
2004-06-01,2.952
2004-06-02,0.0
