ticker,REG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.3125
2000-01-04,0.3135
2000-01-05,-0.625
2000-01-06,0.6289
2000-01-07,3.4375
2000-01-10,0.3021
2000-01-11,0.0
2000-01-12,-1.2048
2000-01-13,-0.9146
2000-01-14,-0.6154
2000-01-18,0.3096
2000-01-19,1.2346
2000-01-20,0.0
2000-01-21,-0.9146
2000-01-24,-2.1538
2000-01-25,0.0
2000-01-26,0.9434
2000-01-27,-0.6231
2000-01-28,-4.0752
2000-01-31,2.2876
2000-02-01,0.3195
2000-02-02,0.3185
2000-02-03,0.9524
2000-02-04,0.0
2000-02-07,-0.3145
2000-02-08,0.9464
2000-02-09,0.2125
2000-02-10,-1.5974
2000-02-11,-0.974
2000-02-14,-3.2787
2000-02-15,1.6949
2000-02-16,2.0
2000-02-17,-0.9804
2000-02-18,-0.33
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,0.6623
2000-02-25,-0.6579
2000-02-28,1.6556
2000-02-29,-1.4658
2000-03-01,-0.1653
2000-03-02,1.3245
2000-03-03,0.6536
2000-03-06,-0.3247
2000-03-07,-0.3257
2000-03-08,0.9804
2000-03-09,2.2654
2000-03-10,-0.3165
2000-03-13,-1.9048
2000-03-14,-1.2945
2000-03-15,-0.3279
2000-03-16,3.6184
2000-03-17,-0.9524
2000-03-20,-0.3205
2000-03-21,2.5723000000000003
2000-03-22,0.9404
2000-03-23,-1.8634
2000-03-24,-1.2658
2000-03-27,0.641
2000-03-28,-0.3185
2000-03-29,-0.9585
2000-03-30,0.0
2000-03-31,1.9355
2000-04-03,-2.2152
2000-04-04,3.5599
2000-04-05,-0.3125
2000-04-06,1.2539
2000-04-07,0.6192
2000-04-10,0.3077
2000-04-11,1.227
2000-04-12,0.303
2000-04-13,0.0
2000-04-14,1.8127
2000-04-17,-0.8902
2000-04-18,0.0
2000-04-19,0.8982
2000-04-20,-2.9674
2000-04-24,-0.3058
2000-04-25,1.8405
2000-04-26,3.3133
2000-04-27,2.0408
2000-04-28,0.5714
2000-05-01,5.6818
2000-05-02,-1.3441
2000-05-03,-3.8147
2000-05-04,-0.2833
2000-05-05,1.1364
2000-05-08,-3.0899
2000-05-09,0.5797
2000-05-10,1.0605
2000-05-11,0.2915
2000-05-12,1.1628
2000-05-15,-1.1494
2000-05-16,0.5814
2000-05-17,-0.8671
2000-05-18,-1.4577
2000-05-19,0.0
2000-05-22,1.1834
2000-05-23,-1.1696
2000-05-24,-1.7751000000000001
