ticker,GLC US Equity
2000-05-23,0.7772
2000-05-24,-4.1131
2000-05-25,0.5362
2000-05-26,-2.6667
2000-05-30,5.2055
2000-05-31,-6.25
2000-06-01,4.7222
2000-06-02,3.4483
2000-06-05,-0.2564
2000-06-06,4.8843
2000-06-07,1.9607999999999999
2000-06-08,-0.9615
2000-06-09,-4.6117
2000-06-12,7.888
2000-06-13,-0.9434
2000-06-14,-0.4762
2000-06-15,-0.4785
2000-06-16,-0.2404
2000-06-19,-2.1687
2000-06-20,-1.2315
2000-06-21,-2.4938000000000002
2000-06-22,-9.4629
2000-06-23,1.1299
2000-06-26,-0.5587
2000-06-27,-3.9326
2000-06-28,-1.462
2000-06-29,-0.2967
2000-06-30,-0.6696
2000-07-03,-3.221
2000-07-05,0.6192
2000-07-06,1.5385
2000-07-07,-2.4242
2000-07-10,1.2422
2000-07-11,7.362
2000-07-12,3.4286
2000-07-13,0.2762
2000-07-14,-1.6529
2000-07-17,-0.5602
2000-07-18,-1.1268
2000-07-19,-1.1396
2000-07-20,-3.7464
2000-07-21,-2.0958
2000-07-24,-1.8349
2000-07-25,-5.6075
2000-07-26,2.6403
2000-07-27,-1.6077
2000-07-28,-3.9215999999999998
2000-07-31,4.7619
2000-08-01,0.3247
2000-08-02,4.3495
2000-08-03,1.2461
2000-08-04,-0.6154
2000-08-07,-1.2384
2000-08-08,0.3135
2000-08-09,-1.875
2000-08-10,-3.1847
2000-08-11,-0.3289
2000-08-14,1.3201
2000-08-15,-1.9544000000000001
2000-08-16,-1.3289
2000-08-17,-0.3367
2000-08-18,-3.3784
2000-08-21,-1.049
2000-08-22,0.3534
2000-08-23,2.1127
2000-08-24,3.1034
2000-08-25,1.0033
2000-08-28,-2.3179
2000-08-29,1.6949
2000-08-30,-4.0
2000-08-31,3.4722
2000-09-01,-2.349
2000-09-05,-2.4055
2000-09-06,1.0563
2000-09-07,-1.0453
2000-09-08,-1.0563
2000-09-11,-1.7793999999999999
2000-09-12,-4.3478
2000-09-13,-2.2727
2000-09-14,3.1008
2000-09-15,-3.7594
2000-09-18,-0.7813
2000-09-19,1.1811
2000-09-20,0.3891
2000-09-21,0.0
2000-09-22,-4.2636
2000-09-25,1.2146
2000-09-26,-4.0
2000-09-27,-0.4167
2000-09-28,0.0
2000-09-29,3.7657
2000-10-02,-3.2258
2000-10-03,1.6667
2000-10-04,-4.918
2000-10-05,-1.7241
2000-10-06,-4.386
2000-10-09,0.4587
2000-10-10,1.3699
2000-10-11,3.1532
2000-10-12,-0.8734
2000-10-13,9.6916
2000-10-16,6.4257
2000-10-17,0.0
2000-10-18,-1.1320999999999999
2000-10-19,-0.7634
2000-10-20,20.0
2000-10-23,-4.8077
2000-10-24,1.0101
2000-10-25,3.3333
2000-10-26,-2.5806
2000-10-27,0.6623
2000-10-30,2.3026
2000-10-31,1.6077
2000-11-01,1.7215
2000-11-02,1.5625
2000-11-03,0.9231
2000-11-06,-0.6098
2000-11-07,-2.7607
2000-11-08,-0.9464
2000-11-09,0.0
2000-11-10,-2.2293
2000-11-13,5.2117
2000-11-14,-0.9288
2000-11-15,0.625
2000-11-16,-0.6211
2000-11-17,0.3125
2000-11-20,-0.6231
2000-11-21,0.0
2000-11-22,-1.5674000000000001
2000-11-24,0.6369
2000-11-27,0.6329
2000-11-28,-0.6289
2000-11-29,1.2658
2000-11-30,-3.75
2000-12-01,0.974
2000-12-04,1.9293
2000-12-05,0.0
2000-12-06,-1.5773000000000001
2000-12-07,0.3205
2000-12-08,0.639
2000-12-11,1.5873
2000-12-12,-2.1875
2000-12-13,0.3195
2000-12-14,-0.9554
2000-12-15,-6.1093
2000-12-18,-0.3425
2000-12-19,1.0309
2000-12-20,2.7211
2000-12-21,2.649
2000-12-22,-0.6452
2000-12-26,1.6234
2000-12-27,-1.9169
2000-12-28,4.2345
2000-12-29,0.0
2001-01-02,-0.625
2001-01-03,11.6352
2001-01-04,-3.3803
2001-01-05,-4.9563
2001-01-08,-1.8405
2001-01-09,-0.625
2001-01-10,4.4025
2001-01-11,3.9157
2001-01-12,1.1594
2001-01-16,0.5731
2001-01-17,-3.9886
2001-01-18,6.5282
2001-01-19,-3.0641
2001-01-22,-3.7356
2001-01-23,1.4925
2001-01-24,0.8824
2001-01-25,-3.4985
2001-01-26,-3.0211
2001-01-29,4.4237
2001-01-30,-0.2864
2001-01-31,-0.9574
2001-02-01,-0.4854
2001-02-02,0.7317
2001-02-05,0.9201
2001-02-06,3.6948
2001-02-07,-0.1851
2001-02-08,-0.3245
2001-02-09,0.0
2001-02-12,1.907
2001-02-13,0.0
2001-02-14,4.4272
2001-02-15,0.0874
2001-02-16,-0.8734
2001-02-20,-2.1145
2001-02-21,0.5851
2001-02-22,-3.132
2001-02-23,3.4642
2001-02-26,0.4464
2001-02-27,-1.4667
2001-02-28,2.6161
2001-03-01,-5.0989
2001-03-02,1.4358
2001-03-05,4.4749
2001-03-06,5.9003
2001-03-07,1.7334
2001-03-08,-2.7586
2001-03-09,-1.0013
2001-03-12,-4.9726
2001-03-13,6.3858
2001-03-14,-2.0008
2001-03-15,-0.638
2001-03-16,0.3425
2001-03-19,1.1945000000000001
2001-03-20,-3.2462
2001-03-21,-0.8715
2001-03-22,-6.8571
2001-03-23,2.4068
2001-03-26,1.0599
2001-03-27,2.4168
2001-03-28,-5.2983
2001-03-29,3.4321
2001-03-30,-0.4545
2001-04-02,-2.7854
2001-04-03,-4.6501
2001-04-04,-1.7241
2001-04-05,9.0226
2001-04-06,-5.0115
2001-04-09,1.6457000000000002
2001-04-10,4.619
2001-04-11,-1.6841
2001-04-12,-0.2315
2001-04-16,1.5312999999999999
2001-04-17,2.3766
2001-04-18,3.3482
2001-04-19,-0.6479
2001-04-20,-0.8696
2001-04-23,-2.5439
2001-04-24,6.6607
2001-04-25,3.7975
2001-04-26,-2.2763999999999998
2001-04-27,1.7055
2001-04-30,-0.1227
2001-05-01,0.7371
2001-05-02,5.0407
2001-05-03,0.0388
2001-05-04,1.0481
2001-05-07,0.3458
2001-05-08,0.7657
2001-05-09,-4.7112
2001-05-10,-1.4354
2001-05-11,-1.6181
2001-05-14,5.0987
2001-05-15,4.4601
2001-05-16,2.3596
2001-05-17,0.9879
2001-05-18,-2.5362
2001-05-21,1.3011
2001-05-22,-1.1009
2001-05-23,-2.2263
2001-05-24,0.6072
2001-05-25,1.6598000000000002
2001-05-29,2.2263
2001-05-30,-4.1379
2001-05-31,5.1874
2001-06-01,0.18
2001-06-04,-0.6468
2001-06-05,2.9656000000000002
2001-06-06,3.6178
2001-06-07,1.7627000000000002
2001-06-08,-0.0666
2001-06-11,0.0
2001-06-12,-1.1667
2001-06-13,-0.3035
2001-06-14,-3.0108
2001-06-15,3.9414
2001-06-18,3.8590999999999998
2001-06-19,2.2617
2001-06-20,1.5798
2001-06-21,0.7154
2001-06-22,-0.7103
2001-06-25,-1.2442
2001-06-26,1.6378
2001-06-27,-0.2169
2001-06-28,-0.3106
2001-06-29,1.2461
2001-07-02,-0.7077
2001-07-03,1.0226
2001-07-05,2.1166
2001-07-06,-1.1715
2001-07-09,-0.4559
2001-07-10,0.916
2001-07-11,2.8744
2001-07-12,-0.2941
2001-07-13,0.413
2001-07-16,-0.9107
2001-07-17,-0.0889
2001-07-18,-1.3353
2001-07-19,4.9624
2001-07-20,-1.2321
2001-07-23,-1.1604
2001-07-24,-1.086
2001-07-25,0.5638
2001-07-26,-0.0295
2001-07-27,0.3542
2001-07-30,-1.9118
2001-07-31,-0.3298
2001-08-01,-4.4525
2001-08-02,-0.0945
2001-08-03,-0.0945
2001-08-06,0.4732
2001-08-07,1.5699
2001-08-08,-0.1546
2001-08-09,-1.3932
2001-08-10,-0.6593
2001-08-13,1.201
2001-08-14,0.6871
2001-08-15,0.9926
2001-08-16,0.0614
2001-08-17,-0.706
2001-08-20,-0.5255
2001-08-21,2.5482
2001-08-22,-0.9697
2001-08-23,1.6218
2001-08-24,-0.4517
2001-08-27,-2.4501
2001-08-28,-1.7984
2001-08-29,-1.4841
2001-08-30,-1.6026
2001-08-31,1.3029
2001-09-04,-1.1254
2001-09-05,-1.3659
2001-09-06,-1.9123
2001-09-07,-5.0084
2001-09-10,1.2031
2001-09-17,-28.6713
2001-09-18,-8.6275
2001-09-19,-7.5107
2001-09-20,-6.3225
2001-09-21,-2.7864
2001-09-24,17.707
2001-09-25,6.0606
2001-09-26,-3.5714
2001-09-27,-2.3810000000000002
2001-09-28,12.5203
2001-10-01,0.5299
