ticker,GRA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.1947
2000-01-04,-0.9434
2000-01-05,2.8571
2000-01-06,9.7222
2000-01-07,-2.9536
2000-01-10,3.9130000000000003
2000-01-11,-2.9289
2000-01-12,0.8621
2000-01-13,-1.2821
2000-01-14,-7.7922
2000-01-18,-0.4695
2000-01-19,2.3585
2000-01-20,-11.5207
2000-01-21,9.375
2000-01-24,-5.7143
2000-01-25,-1.0101
2000-01-26,0.5102
2000-01-27,-2.0305
2000-01-28,-2.5907
2000-01-31,2.1277
2000-02-01,1.5625
2000-02-02,-1.5385
2000-02-03,-2.6042
2000-02-04,-0.5348
2000-02-07,0.0
2000-02-08,2.1505
2000-02-09,0.0
2000-02-10,5.2632
2000-02-11,-3.0
2000-02-14,-1.5464
2000-02-15,3.1414
2000-02-16,-3.5533
2000-02-17,0.5263
2000-02-18,-5.2356
2000-02-22,2.7624
2000-02-23,-1.6129
2000-02-24,-7.1038
2000-02-25,-6.4706
2000-02-28,0.6289
2000-02-29,0.625
2000-03-01,-1.2422
2000-03-02,1.8868
2000-03-03,3.0864
2000-03-06,-0.5988
2000-03-07,-3.6145
2000-03-08,-5.0
2000-03-09,7.8947
2000-03-10,0.0
2000-03-13,-2.439
2000-03-14,0.0
2000-03-15,3.125
2000-03-16,18.7879
2000-03-17,-8.1633
2000-03-20,0.0
2000-03-21,2.2222
2000-03-22,-0.5435
2000-03-23,6.0109
2000-03-24,1.5464
2000-03-27,-1.5228000000000002
2000-03-28,0.0
2000-03-29,0.5155
2000-03-30,4.1026
2000-03-31,1.4778
2000-04-03,-2.4272
2000-04-04,-1.99
2000-04-05,0.5076
2000-04-06,2.0202
2000-04-07,1.4851
2000-04-10,0.9756
2000-04-11,2.8986
2000-04-12,0.939
2000-04-13,0.0
2000-04-14,-7.4419
2000-04-17,-0.5025
2000-04-18,1.0101
2000-04-19,-2.0
2000-04-20,2.551
2000-04-24,3.4826
2000-04-25,0.9615
2000-04-26,-2.8571
2000-04-27,2.9412000000000003
2000-04-28,-0.9524
2000-05-01,1.9231
2000-05-02,0.9434
2000-05-03,4.2056000000000004
2000-05-04,3.5874
2000-05-05,1.2987
2000-05-08,-2.5641
2000-05-09,-5.2632
2000-05-10,0.0
2000-05-11,5.0926
2000-05-12,-3.0837
2000-05-15,-0.9091
2000-05-16,-0.4587
2000-05-17,-1.3825
2000-05-18,0.0
2000-05-19,2.3364
2000-05-22,1.3699
2000-05-23,-0.9009
