ticker,NEB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.3247999999999998
2000-01-04,-2.1164
2000-01-05,0.2703
2000-01-06,-1.3477000000000001
2000-01-07,0.5464
2000-01-10,0.0
2000-01-11,-3.5326
2000-01-12,1.1268
2000-01-13,0.2786
2000-01-14,-0.5556
2000-01-18,-2.2346
2000-01-19,-1.7143000000000002
2000-01-20,-2.6163
2000-01-21,-4.7761
2000-01-24,-1.2539
2000-01-25,2.2222
2000-01-26,0.0
2000-01-27,-3.7267
2000-01-28,0.3226
2000-01-31,1.2862
2000-02-01,0.6349
2000-02-02,1.3249
2000-02-03,5.9748
2000-02-04,0.0
2000-02-07,-0.2967
2000-02-08,0.0
2000-02-09,-2.3810000000000002
2000-02-10,-4.5732
2000-02-11,-1.9169
2000-02-14,0.6515
2000-02-15,6.1489
2000-02-16,-3.6585
2000-02-17,-1.5823
2000-02-18,-1.2862
2000-02-22,-1.3029
2000-02-23,-0.9901
2000-02-24,-0.6667
2000-02-25,2.6846
2000-02-28,-0.6536
2000-02-29,-0.3289
2000-03-01,-0.6601
2000-03-02,-0.3322
2000-03-03,-0.6667
2000-03-06,-0.6711
2000-03-07,-3.7161999999999997
2000-03-08,-2.1053
2000-03-09,0.3584
2000-03-10,-4.2857
2000-03-13,-2.9851
2000-03-14,-3.8462
2000-03-15,5.6
2000-03-16,5.303
2000-03-17,-1.4388
2000-03-20,-4.3796
2000-03-21,0.0
2000-03-22,1.9083999999999999
2000-03-23,0.7491
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,-1.487
2000-03-29,2.6414999999999997
2000-03-30,-1.4706000000000001
2000-03-31,2.9851
2000-04-03,-1.087
2000-04-04,-2.5641
2000-04-05,0.7519
2000-04-06,2.2388
2000-04-07,-2.1898
2000-04-10,-2.2388
2000-04-11,3.4351
2000-04-12,-1.845
2000-04-13,2.2556
2000-04-14,-3.3088
2000-04-17,-1.1407
2000-04-18,0.7692
2000-04-19,-1.145
2000-04-20,0.3861
2000-04-24,-0.7692
2000-04-25,2.3256
2000-04-26,0.0
2000-04-27,0.0
2000-04-28,0.0
2000-05-01,0.0
2000-05-02,-1.5152
2000-05-03,2.3077
2000-05-04,-0.7519
2000-05-05,-0.3788
2000-05-08,0.7605
2000-05-09,2.6414999999999997
2000-05-10,-2.1324
2000-05-11,0.7605
2000-05-12,-1.8868
2000-05-15,0.7692
2000-05-16,-1.145
2000-05-17,0.0
2000-05-18,0.7722
2000-05-19,0.0
