ticker,IIR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-7.8125
2000-01-04,-6.7797
2000-01-05,5.4545
2000-01-06,3.4483
2000-01-07,1.6667
2000-01-10,1.6393
2000-01-11,-1.6129
2000-01-12,1.6393
2000-01-13,4.8387
2000-01-14,4.6154
2000-01-18,10.2941
2000-01-19,-4.0
2000-01-20,-5.5556
2000-01-21,5.8824
2000-01-24,5.5556
2000-01-25,6.5789
2000-01-26,-3.7037
2000-01-27,-1.2821
2000-01-28,-3.8961
2000-01-31,0.0
2000-02-01,8.1081
2000-02-02,2.5
2000-02-03,-1.2195
2000-02-04,1.2346
2000-02-07,0.0
2000-02-08,-1.2195
2000-02-09,-1.2346
2000-02-10,0.0
2000-02-11,0.0
2000-02-14,3.75
2000-02-15,-3.6145
2000-02-16,0.0
2000-02-17,0.0
2000-02-18,-3.75
2000-02-22,-1.2987
2000-02-23,1.3158
2000-02-24,-1.2987
2000-02-25,-3.9474
2000-02-28,2.7397
2000-02-29,4.0
2000-03-01,2.5641
2000-03-02,7.5
2000-03-03,0.0
2000-03-06,4.6512
2000-03-07,12.2222
2000-03-08,-4.9505
2000-03-09,-1.0417
2000-03-10,1.0526
2000-03-13,0.0
2000-03-14,1.0417
2000-03-15,-5.1546
2000-03-16,36.9565
2000-03-17,-0.7937
2000-03-20,-3.2
2000-03-21,4.1322
2000-03-22,7.9365
2000-03-23,2.9412000000000003
2000-03-24,3.5714
2000-03-27,-1.3793
2000-03-28,-0.6993
2000-03-29,6.338
2000-03-30,1.9868000000000001
2000-03-31,-1.9481000000000002
2000-04-03,-2.649
2000-04-04,-5.4422
2000-04-05,-5.7554
2000-04-06,0.7634
2000-04-07,14.3939
2000-04-10,-4.6358
2000-04-11,1.3889
2000-04-12,2.7397
2000-04-13,-4.0
2000-04-14,-6.25
2000-04-17,-5.9259
2000-04-18,3.9370000000000003
2000-04-19,-0.7576
2000-04-20,7.6336
2000-04-24,-2.1277
2000-04-25,-13.0435
2000-04-26,-5.0
2000-04-27,2.6316
2000-04-28,6.8376
2000-05-01,4.0
2000-05-02,1.5385
2000-05-03,-2.2727
2000-05-04,3.1008
2000-05-05,0.7519
2000-05-08,0.7463
2000-05-09,2.963
2000-05-10,-0.7194
2000-05-11,10.8696
2000-05-12,-5.8824
2000-05-15,2.0833
2000-05-16,-2.0408
2000-05-17,0.6944
2000-05-18,-0.6897
2000-05-19,0.6944
2000-05-22,-1.3793
2000-05-23,0.6993
2000-05-24,0.6944
2000-05-25,-2.069
2000-05-26,-0.7042
2000-05-30,1.4184
2000-05-31,0.0
2000-06-01,-2.7972
2000-06-02,-3.5971
2000-06-05,-6.7164
2000-06-06,4.0
2000-06-07,0.0
2000-06-08,0.0
2000-06-09,1.5385
2000-06-12,6.0606
2000-06-13,5.7143
2000-06-14,0.6757
2000-06-15,1.3423
2000-06-16,4.6358
2000-06-19,0.0
2000-06-20,3.1646
2000-06-21,4.2945
2000-06-22,-1.1764999999999999
2000-06-23,1.7856999999999998
2000-06-26,-0.5848
2000-06-27,-0.5882
2000-06-28,0.5917
