ticker,1293405D US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.6514
2000-01-04,-0.2488
2000-01-05,-2.2444
2000-01-06,0.0638
2000-01-07,-1.5295999999999998
2000-01-10,4.9838000000000005
2000-01-11,1.1097
2000-01-12,-1.0976
2000-01-13,0.5549
2000-01-14,2.759
2000-01-18,0.2387
2000-01-19,2.8571
2000-01-20,0.1157
2000-01-21,-1.5029
2000-01-24,-2.3474
2000-01-25,1.6226
2000-01-26,4.5535
2000-01-27,1.3575
2000-01-28,-2.0647
2000-01-31,-2.3362
2000-02-01,2.6837999999999997
2000-02-02,-0.8523
2000-02-03,-0.5158
2000-02-04,0.1152
2000-02-07,-2.1289
2000-02-08,0.5879
2000-02-09,-0.1753
2000-02-10,0.5855
2000-02-11,0.1746
2000-02-14,0.4648
2000-02-15,-1.3881000000000001
2000-02-16,-0.176
2000-02-17,-0.2938
2000-02-18,-0.825
2000-02-22,-4.2781
2000-02-23,2.6691000000000003
2000-02-24,2.9021
2000-02-25,0.9401
2000-02-28,-2.8522
2000-02-29,-2.3367
2000-03-01,-4.6626
2000-03-02,-6.8211
2000-03-03,10.5663
2000-03-06,-5.7463999999999995
2000-03-07,-2.3194
2000-03-08,-1.2212
2000-03-09,2.4038
2000-03-10,2.884
2000-03-13,-0.9126
2000-03-14,0.3947
2000-03-15,-1.1796
2000-03-16,4.7745
2000-03-17,1.0127
2000-03-20,3.5088
2000-03-21,2.724
2000-03-22,1.2964
2000-03-23,1.338
2000-03-24,1.1481
2000-03-27,0.454
2000-03-28,-1.9209
2000-03-29,0.1728
2000-03-30,1.3226
2000-03-31,2.6107
2000-04-03,1.9358
2000-04-04,-7.6506
2000-04-05,1.4101
2000-04-06,1.854
2000-04-07,0.5688
2000-04-10,-1.0181
2000-04-11,-1.2570999999999999
2000-04-12,-0.8102
2000-04-13,-2.5088
2000-04-14,-3.4111000000000002
2000-04-17,-4.0892
2000-04-18,4.7158
2000-04-19,1.5423
2000-04-20,3.0984
2000-04-24,0.5303
2000-04-25,1.4068
2000-04-26,0.3468
2000-04-27,-1.0369
2000-04-28,1.7462
2000-05-01,-4.8627
2000-05-02,-1.8641
2000-05-03,-0.3676
2000-05-04,2.337
2000-05-05,1.8029
2000-05-08,-2.7155
2000-05-09,-2.9126
2000-05-10,-1.0625
2000-05-11,2.4005
2000-05-12,2.0975
2000-05-15,0.2417
2000-05-16,0.6631
2000-05-17,-2.0359
2000-05-18,0.3056
2000-05-19,-4.7532
