ticker,SUNEQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.102
2000-01-04,-3.2258
2000-01-05,-1.1111
2000-01-06,-0.5618
2000-01-07,-1.1299
2000-01-10,5.1429
2000-01-11,-2.1739
2000-01-12,7.2222
2000-01-13,16.0622
2000-01-14,11.1607
2000-01-18,-10.8434
2000-01-19,-12.6126
2000-01-20,26.8041
2000-01-21,23.5772
2000-01-24,-14.1447
2000-01-25,-0.7663
2000-01-26,-6.1776
2000-01-27,2.0576
2000-01-28,-4.4355
2000-01-31,5.9072
2000-02-01,5.1793
2000-02-02,4.1667
2000-02-03,-1.0909
2000-02-04,0.3676
2000-02-07,5.4945
2000-02-08,3.125
2000-02-09,-5.0505
2000-02-10,-0.7092
2000-02-11,1.0714
2000-02-14,-3.1802
2000-02-15,-6.5693
2000-02-16,3.5156
2000-02-17,-1.5093999999999999
2000-02-18,-5.7471
2000-02-22,-3.6585
2000-02-23,6.3291
2000-02-24,-0.7937
2000-02-25,-2.4
2000-02-28,-1.6393
2000-02-29,16.25
2000-03-01,-1.4337
2000-03-02,-9.818200000000001
2000-03-03,2.0161
2000-03-06,1.581
2000-03-07,7.393
2000-03-08,13.7681
2000-03-09,-1.9108
2000-03-10,-1.6234
2000-03-13,-2.6403
2000-03-14,3.7288
2000-03-15,-5.8824
2000-03-16,3.125
2000-03-17,1.6835
2000-03-20,10.596
2000-03-21,5.3892
2000-03-22,7.9545
2000-03-23,-3.9474
2000-03-24,-3.2877
2000-03-27,2.2663
2000-03-28,-3.6010999999999997
2000-03-29,-7.1839
2000-03-30,-8.0495
2000-03-31,8.4175
2000-04-03,-14.9068
2000-04-04,5.1095
2000-04-05,-2.7778
2000-04-06,-3.5714
2000-04-07,12.963
2000-04-10,-5.5738
2000-04-11,-3.125
2000-04-12,-8.2437
2000-04-13,-0.7813
2000-04-14,-13.7795
2000-04-17,7.7626
2000-04-18,14.4068
2000-04-19,-0.3704
2000-04-20,-6.3197
2000-04-24,-5.1587
2000-04-25,10.0418
2000-04-26,4.5626999999999995
2000-04-27,-5.0909
2000-04-28,6.5134
2000-05-01,5.036
2000-05-02,-4.7945
2000-05-03,-7.1942
2000-05-04,0.7752
2000-05-05,4.2308
2000-05-08,-3.69
2000-05-09,-6.8966
2000-05-10,-3.2922000000000002
2000-05-11,6.383
2000-05-12,1.6
2000-05-15,-3.1496
2000-05-16,4.4715
2000-05-17,-1.1673
2000-05-18,-6.6929
2000-05-19,-7.5949
2000-05-22,-4.1096
