ticker,4628534Q US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,2.1739
2000-01-05,-0.7092
2000-01-06,0.7143
2000-01-07,-0.3546
2000-01-10,-0.3559
2000-01-11,0.7143
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,0.0
2000-01-20,0.0
2000-01-21,0.0
2000-01-24,0.0
2000-01-25,-0.7092
2000-01-26,-0.7143
2000-01-27,0.0
2000-01-28,2.8777
2000-01-31,-1.3986
2000-02-01,0.0
2000-02-02,0.7092
2000-02-03,-1.4085
2000-02-04,1.4285999999999999
2000-02-07,0.7042
2000-02-08,0.6993
2000-02-09,2.7778
2000-02-10,0.6757
2000-02-11,0.0
2000-02-14,-0.6711
2000-02-15,-0.6757
2000-02-16,0.6803
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,0.6757
2000-02-23,0.0
2000-02-24,0.0
2000-02-25,0.6711
2000-02-28,0.0
2000-02-29,0.6667
2000-03-01,0.6623
2000-03-02,0.0
2000-03-03,1.3158
2000-03-06,0.0
2000-03-07,0.6494
2000-03-08,0.0
2000-03-09,0.6452
2000-03-10,0.0
2000-03-13,0.641
2000-03-14,-0.6369
2000-03-15,0.0
2000-03-16,0.0
2000-03-17,0.641
2000-03-20,0.0
2000-03-21,-0.6369
2000-03-22,0.0
2000-03-23,0.641
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,0.0
2000-03-29,0.0
2000-03-30,0.0
2000-03-31,0.6369
2000-04-03,0.0
2000-04-04,-0.6329
2000-04-05,0.0
2000-04-06,0.0
2000-04-07,0.6369
2000-04-10,-0.6329
2000-04-11,0.0
2000-04-12,0.0
2000-04-13,0.6369
2000-04-14,-0.6329
2000-04-17,1.2739
