ticker,MFI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.6738
2000-01-04,-2.1978
2000-01-05,0.5618
2000-01-06,0.0
2000-01-07,0.5587
2000-01-10,-1.6667
2000-01-11,1.6949
2000-01-12,5.5556
2000-01-13,-3.1579
2000-01-14,2.1739
2000-01-18,2.6596
2000-01-19,0.5181
2000-01-20,-1.0309
2000-01-21,1.5625
2000-01-24,-1.5385
2000-01-25,0.0
2000-01-26,-0.5208
2000-01-27,1.0471
2000-01-28,-0.5181
2000-01-31,-4.1667
2000-02-01,3.2609
2000-02-02,0.0
2000-02-03,-0.5263
2000-02-04,-1.0582
2000-02-07,-2.6738
2000-02-08,-2.7473
2000-02-09,-6.2147
2000-02-10,0.0
2000-02-11,1.2048
2000-02-14,3.5714
2000-02-15,-5.7471
2000-02-16,0.0
2000-02-17,2.439
2000-02-18,6.5476
2000-02-22,-5.0279
2000-02-23,-10.0
2000-02-24,3.9215999999999998
2000-02-25,1.8868
2000-02-28,-9.8765
2000-02-29,0.0
2000-03-01,0.0
2000-03-02,-4.1096
2000-03-03,-1.4285999999999999
2000-03-06,4.3478
2000-03-07,4.1667
2000-03-08,2.6667
2000-03-09,-0.6494
2000-03-10,-0.6536
2000-03-13,3.9474
2000-03-14,-1.2658
2000-03-15,0.641
2000-03-16,1.9108
2000-03-17,4.375
2000-03-20,-2.3952
2000-03-21,2.454
2000-03-22,0.0
2000-03-23,-2.3952
2000-03-24,1.8405
2000-03-27,-3.6145
2000-03-28,3.75
2000-03-29,-2.6265
2000-03-30,0.0
2000-03-31,3.1056
2000-04-03,-0.6024
2000-04-04,-2.4242
2000-04-05,0.0
2000-04-06,1.8634
2000-04-07,1.2195
2000-04-10,-0.6024
2000-04-11,1.2121
2000-04-12,-1.1976
2000-04-13,-0.6061
2000-04-14,-3.6585
2000-04-17,0.0
2000-04-18,0.6329
2000-04-19,-0.6289
2000-04-20,1.2658
2000-04-24,0.0
2000-04-25,-0.625
2000-04-26,-0.6289
2000-04-27,-0.6329
2000-04-28,1.9108
2000-05-01,1.875
2000-05-02,-0.6135
2000-05-03,-3.7037
2000-05-04,1.2821
2000-05-05,1.2658
2000-05-08,-1.25
2000-05-09,0.0
2000-05-10,2.5316
2000-05-11,-1.8519
2000-05-12,0.6289
2000-05-15,-1.25
2000-05-16,-3.1646
2000-05-17,0.0
2000-05-18,0.6536
2000-05-19,-0.6494
2000-05-22,0.6536
2000-05-23,1.2987
2000-05-24,2.5641
2000-05-25,0.0
