ticker,PSD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.6129
2000-01-04,1.3115
2000-01-05,3.5599
2000-01-06,0.625
2000-01-07,1.2422
2000-01-10,0.0
2000-01-11,-1.5337
2000-01-12,0.9346
2000-01-13,0.0
2000-01-14,-0.3086
2000-01-18,-0.8173
2000-01-19,1.9169
2000-01-20,-0.627
2000-01-21,1.5773000000000001
2000-01-24,0.0
2000-01-25,1.8634
2000-01-26,9.4512
2000-01-27,-0.2786
2000-01-28,-1.1173
2000-01-31,1.6949
2000-02-01,-0.2778
2000-02-02,0.5571
2000-02-03,4.7091
2000-02-04,-1.5873
2000-02-07,-1.8817
2000-02-08,0.274
2000-02-09,-1.6393
2000-02-10,0.5556
2000-02-11,-2.2099
2000-02-14,0.2825
2000-02-15,-0.2817
2000-02-16,-1.1299
2000-02-17,-0.5714
2000-02-18,-2.8736
2000-02-22,-0.5917
2000-02-23,-1.4881
2000-02-24,-4.2296
2000-02-25,0.0
2000-02-28,2.5237
2000-02-29,0.0
2000-03-01,-2.1538
2000-03-02,0.6289
2000-03-03,0.625
2000-03-06,-2.795
2000-03-07,0.0
2000-03-08,1.278
2000-03-09,0.6309
2000-03-10,0.0
2000-03-13,-1.8809
2000-03-14,0.9585
2000-03-15,3.481
2000-03-16,6.422
2000-03-17,-2.0115
2000-03-20,-0.8798
2000-03-21,-0.2959
2000-03-22,0.2967
2000-03-23,1.7751000000000001
2000-03-24,-0.8721
2000-03-27,0.8798
2000-03-28,-1.1628
2000-03-29,0.8824
2000-03-30,2.6239
2000-03-31,0.8523
2000-04-03,0.2817
2000-04-04,0.8427
2000-04-05,1.6713
2000-04-06,-0.5479
2000-04-07,-0.2755
2000-04-10,1.9337
2000-04-11,0.542
2000-04-12,1.3477000000000001
2000-04-13,1.5957
2000-04-14,-2.356
2000-04-17,0.2681
2000-04-18,-0.1711
2000-04-19,-1.6393
2000-04-20,1.3889
2000-04-24,2.4657999999999998
2000-04-25,2.1390000000000002
2000-04-26,2.6178
2000-04-27,-0.7653
2000-04-28,-2.3136
2000-05-01,-0.2632
2000-05-02,-3.1662
2000-05-03,0.2725
2000-05-04,2.4457
2000-05-05,-1.8568
2000-05-08,3.5135
2000-05-09,-0.2611
2000-05-10,1.0471
2000-05-11,1.0363
2000-05-12,-3.3333
2000-05-15,2.122
2000-05-16,-1.5584
2000-05-17,-2.9024
2000-05-18,1.087
2000-05-19,-0.5376
2000-05-22,2.973
2000-05-23,-1.8373
