date,FTV UN Equity
2017-02-09,1.4952
2017-02-10,0.228
2017-02-11,
2017-02-12,
2017-02-13,0.6649
2017-02-14,-0.4172
2017-02-15,0.5062
2017-02-16,-0.33
2017-02-17,0.5227
2017-02-18,
2017-02-19,
2017-02-20,
2017-02-21,0.7627
2017-02-22,-0.6365
2017-02-23,-0.7454
2017-02-24,0.9256
2017-02-25,
2017-02-26,
2017-02-27,-0.2423
2017-02-28,0.0
2017-03-01,2.1856
2017-03-02,-0.4753
2017-03-03,0.1706
2017-03-04,
2017-03-05,
2017-03-06,-0.6811
2017-03-07,-0.2229
2017-03-08,-0.0515
2017-03-09,-0.2579
2017-03-10,0.4998
2017-03-11,
2017-03-12,
2017-03-13,0.7889
2017-03-14,-0.3743
2017-03-15,1.9641
2017-03-16,-0.3183
2017-03-17,0.1176
2017-03-18,
2017-03-19,
2017-03-20,-0.9735
2017-03-21,-0.8305
2017-03-22,-0.0342
2017-03-23,0.0684
2017-03-24,1.3326
2017-03-25,
2017-03-26,
2017-03-27,-0.3878
2017-03-28,0.8632
2017-03-29,0.1007
2017-03-30,-0.0503
2017-03-31,1.0064
2017-04-01,
2017-04-02,
2017-04-03,-0.1495
2017-04-04,-0.1829
2017-04-05,0.3832
2017-04-06,0.5311
2017-04-07,-0.1651
2017-04-08,
2017-04-09,
2017-04-10,0.8765
2017-04-11,-0.377
2017-04-12,-0.4443
2017-04-13,-0.281
2017-04-14,
2017-04-15,
2017-04-16,
2017-04-17,0.2486
2017-04-18,-0.3472
2017-04-19,-0.4314
2017-04-20,0.9998
2017-04-21,-0.9899
2017-04-22,
2017-04-23,
2017-04-24,2.3663
2017-04-25,1.4651
2017-04-26,-0.1283
2017-04-27,0.1124
2017-04-28,1.5083
2017-04-29,
2017-04-30,
2017-05-01,-1.4543
2017-05-02,-0.2567
2017-05-03,0.788
2017-05-04,0.2393
2017-05-05,0.5094
2017-05-06,
2017-05-07,
2017-05-08,-0.3959
2017-05-09,-0.3021
2017-05-10,-0.2073
2017-05-11,0.0799
2017-05-12,-0.7027
2017-05-13,
2017-05-14,
2017-05-15,0.0643
2017-05-16,0.1768
2017-05-17,-1.8129
2017-05-18,-0.0654
2017-05-19,1.1118
2017-05-20,
2017-05-21,
2017-05-22,0.9056
2017-05-23,0.3365
2017-05-24,0.8625
2017-05-25,0.8878
2017-05-26,-0.2043
2017-05-27,
2017-05-28,
2017-05-29,
2017-05-30,-0.2519
2017-05-31,-1.4207
2017-06-01,0.8647
2017-06-02,0.6668
2017-06-03,
2017-06-04,
2017-06-05,-0.1419
2017-06-06,-0.1895
2017-06-07,0.2532
2017-06-08,0.5366
2017-06-09,-0.9576
2017-06-10,
2017-06-11,
2017-06-12,-0.9986
2017-06-13,1.2968
2017-06-14,-0.5058
2017-06-15,0.143
2017-06-16,1.6021999999999998
2017-06-17,
2017-06-18,
2017-06-19,1.1553
2017-06-20,-0.4939
2017-06-21,-0.1551
2017-06-22,-0.4195
2017-06-23,0.0
2017-06-24,
2017-06-25,
2017-06-26,0.0156
2017-06-27,-1.1543
2017-06-28,1.6412
2017-06-29,-2.4065
2017-06-30,0.7795
2017-07-01,
2017-07-02,
2017-07-03,-0.0316
2017-07-04,
2017-07-05,0.4421
2017-07-06,-0.4402
2017-07-07,0.8211
2017-07-08,
2017-07-09,
2017-07-10,1.1746
2017-07-11,-0.9752
2017-07-12,1.1412
2017-07-13,-0.4791
2017-07-14,0.264
2017-07-15,
2017-07-16,
2017-07-17,-0.6506
2017-07-18,-0.608
2017-07-19,0.3451
2017-07-20,-0.7347
2017-07-21,-0.3937
2017-07-22,
2017-07-23,
2017-07-24,0.0632
2017-07-25,-0.3476
2017-07-26,-1.4111
2017-07-27,0.6433
2017-07-28,3.0201
2017-07-29,
2017-07-30,
2017-07-31,0.4188
2017-08-01,0.7105
2017-08-02,1.6564
2017-08-03,0.3772
2017-08-04,0.962
2017-08-05,
2017-08-06,
2017-08-07,0.0744
2017-08-08,-0.4463
2017-08-09,-0.1494
2017-08-10,-1.9306
2017-08-11,0.1068
2017-08-12,
2017-08-13,
2017-08-14,0.9909
2017-08-15,-0.1962
2017-08-16,0.0454
2017-08-17,-1.4966
2017-08-18,-0.1995
2017-08-19,
2017-08-20,
2017-08-21,0.5997
2017-08-22,0.6726
2017-08-23,-1.154
2017-08-24,-0.2307
2017-08-25,-0.2928
2017-08-26,
2017-08-27,
2017-08-28,-0.3092
2017-08-29,-0.0465
2017-08-30,0.5275
2017-08-31,0.2623
2017-09-01,0.2001
2017-09-02,
2017-09-03,
2017-09-04,
2017-09-05,-0.0154
2017-09-06,-0.5531
2017-09-07,1.2977
2017-09-08,1.3878
2017-09-09,
2017-09-10,
2017-09-11,1.5644
2017-09-12,0.5184
2017-09-13,1.2082
2017-09-14,0.7279
2017-09-15,0.2457
2017-09-16,
2017-09-17,
2017-09-18,1.3697
2017-09-19,-0.3271
2017-09-20,0.1284
2017-09-21,-0.342
2017-09-22,0.143
2017-09-23,
2017-09-24,
2017-09-25,0.0
2017-09-26,-0.257
2017-09-27,0.5154
2017-09-28,-0.413
2017-09-29,1.2443
2017-09-30,
2017-10-01,
2017-10-02,1.0735999999999999
2017-10-03,-0.0978
2017-10-04,0.6016
2017-10-05,-0.4728
2017-10-06,-0.0279
2017-10-07,
2017-10-08,
2017-10-09,0.4892
2017-10-10,0.0278
2017-10-11,0.5979
2017-10-12,0.7464
2017-10-13,-0.7408
2017-10-14,
2017-10-15,
2017-10-16,-0.4561
2017-10-17,-0.7359
2017-10-18,0.1818
2017-10-19,-0.7261
2017-10-20,1.2799
2017-10-21,
2017-10-22,
2017-10-23,0.1111
2017-10-24,1.6923
2017-10-25,-1.1458
2017-10-26,1.3799000000000001
2017-10-27,0.8575
2017-10-28,
2017-10-29,
2017-10-30,-2.2132
2017-10-31,-0.276
2017-11-01,0.8303
2017-11-02,0.6176
2017-11-03,0.4501
2017-11-04,
2017-11-05,
2017-11-06,-1.0592
2017-11-07,0.8372
2017-11-08,-0.9528
2017-11-09,-0.1924
2017-11-10,0.0275
2017-11-11,
2017-11-12,
2017-11-13,-0.0688
2017-11-14,0.0964
2017-11-15,-1.1284
2017-11-16,0.8212
2017-11-17,-0.2623
2017-11-18,
2017-11-19,
2017-11-20,0.7751
2017-11-21,-0.4944
2017-11-22,-0.5245
2017-11-23,
2017-11-24,0.1806
2017-11-25,
2017-11-26,
2017-11-27,0.8734
2017-11-28,0.7284
2017-11-29,0.1774
2017-11-30,1.6753
2017-12-01,-0.0938
2017-12-02,
2017-12-03,
2017-12-04,-0.4693
2017-12-05,-1.7244000000000002
2017-12-06,0.4661
2017-12-07,0.423
2017-12-08,0.1223
2017-12-09,
2017-12-10,
2017-12-11,-0.9228
2017-12-12,-0.6711
2017-12-13,-0.1517
2017-12-14,-1.3948
2017-12-15,0.9244
2017-12-16,
2017-12-17,
2017-12-18,0.9298
2017-12-19,0.0
2017-12-20,0.3575
2017-12-21,-0.2603
2017-12-22,-0.4533
2017-12-23,
2017-12-24,
2017-12-25,
2017-12-26,0.207
2017-12-27,-0.3443
2017-12-28,0.1796
2017-12-29,-0.2069
2017-12-30,
2017-12-31,
2018-01-01,
2018-01-02,0.0415
2018-01-03,0.0553
2018-01-04,2.5269
2018-01-05,-1.1448
2018-01-06,
2018-01-07,
2018-01-08,-0.2044
2018-01-09,0.7235
2018-01-10,-1.0301
2018-01-11,0.9449
2018-01-12,1.0311
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,-0.6446
2018-01-17,1.0137
2018-01-18,-0.3746
2018-01-19,0.1343
2018-01-20,
2018-01-21,
2018-01-22,-0.4828
2018-01-23,1.159
2018-01-24,0.3997
2018-01-25,-0.7298
2018-01-26,2.3526
2018-01-27,
2018-01-28,
2018-01-29,-0.2481
2018-01-30,-0.4582
2018-01-31,-0.0132
2018-02-01,-0.6183
2018-02-02,-0.2647
2018-02-03,
2018-02-04,
2018-02-05,-4.8971
2018-02-06,0.628
2018-02-07,-0.5824
2018-02-08,-3.557
2018-02-09,4.7874
2018-02-10,
2018-02-11,
2018-02-12,2.5535
2018-02-13,-0.2153
2018-02-14,0.0674
2018-02-15,1.1996
2018-02-16,0.7592
2018-02-17,
2018-02-18,
2018-02-19,
2018-02-20,0.2644
2018-02-21,0.2109
2018-02-22,0.9736
2018-02-23,0.5999
2018-02-24,
2018-02-25,
2018-02-26,1.063
2018-02-27,-0.2565
2018-02-28,-1.2346
2018-03-01,-2.7344
2018-03-02,-0.9505
2018-03-03,
2018-03-04,
2018-03-05,0.3649
2018-03-06,1.1581
2018-03-07,3.7805999999999997
2018-03-08,0.5131
2018-03-09,2.4375
2018-03-10,
2018-03-11,
2018-03-12,-2.1677
2018-03-13,-0.6876
2018-03-14,-0.4872
2018-03-15,0.6314
2018-03-16,0.1665
2018-03-17,
2018-03-18,
2018-03-19,-0.5752
2018-03-20,0.4886
2018-03-21,0.2431
2018-03-22,-2.1187
2018-03-23,-0.8736
2018-03-24,
2018-03-25,
2018-03-26,2.723
2018-03-27,-1.6519
2018-03-28,-0.1953
2018-03-29,1.135
2018-03-30,
2018-03-31,
2018-04-01,
2018-04-02,-2.6832000000000003
2018-04-03,1.1400000000000001
2018-04-04,0.4325
2018-04-05,1.0309
2018-04-06,-3.4875
2018-04-07,
2018-04-08,
2018-04-09,-0.8164
2018-04-10,2.2804
2018-04-11,-1.7810000000000001
2018-04-12,0.403
2018-04-13,-0.0669
2018-04-14,
2018-04-15,
2018-04-16,0.7497
2018-04-17,1.9532
2018-04-18,0.5343
2018-04-19,-0.4796
2018-04-20,-0.0391
2018-04-21,
2018-04-22,
2018-04-23,-0.5734
2018-04-24,-4.2595
2018-04-25,-1.1636
2018-04-26,0.097
2018-04-27,-1.3284
2018-04-28,
2018-04-29,
2018-04-30,-1.4022999999999999
2018-05-01,2.4605
2018-05-02,-0.7218
2018-05-03,1.3841999999999999
2018-05-04,1.0757
2018-05-05,
2018-05-06,
2018-05-07,0.3411
2018-05-08,0.9655
2018-05-09,1.3064
2018-05-10,0.4254
2018-05-11,0.1059
2018-05-12,
2018-05-13,
2018-05-14,0.8992
2018-05-15,-0.0655
2018-05-16,0.6951
2018-05-17,0.7424
2018-05-18,0.6723
2018-05-19,
2018-05-20,
2018-05-21,-0.3339
2018-05-22,-1.9327
2018-05-23,0.092
2018-05-24,0.0656
2018-05-25,-0.8535
2018-05-26,
2018-05-27,
2018-05-28,
2018-05-29,-1.9731999999999998
2018-05-30,0.2297
2018-05-31,-2.0218
2018-06-01,1.5408
2018-06-02,
2018-06-03,
2018-06-04,0.5961
2018-06-05,0.0673
2018-06-06,0.8883
2018-06-07,4.0288
2018-06-08,0.2821
2018-06-09,
2018-06-10,
2018-06-11,0.2174
2018-06-12,-0.1021
2018-06-13,-0.2555
2018-06-14,2.6124
2018-06-15,1.1731
2018-06-16,
2018-06-17,
2018-06-18,-0.8635
2018-06-19,-1.6922000000000001
2018-06-20,-0.2658
2018-06-21,-0.8883
2018-06-22,-0.3329
2018-06-23,
2018-06-24,
2018-06-25,-0.2698
2018-06-26,-3.1302
2018-06-27,-0.5452
2018-06-28,1.3504
2018-06-29,1.7282
2018-06-30,
2018-07-01,
2018-07-02,-0.4539
2018-07-03,-0.2866
2018-07-04,
2018-07-05,0.7839
2018-07-06,0.1037
2018-07-07,
2018-07-08,
2018-07-09,0.8806
2018-07-10,-1.0783
2018-07-11,-1.0641
2018-07-12,0.9313
2018-07-13,0.3509
2018-07-14,
2018-07-15,
2018-07-16,-0.9842
2018-07-17,1.4517
2018-07-18,-0.0645
2018-07-19,0.129
2018-07-20,0.0258
2018-07-21,
2018-07-22,
2018-07-23,-1.8805
2018-07-24,1.6146
2018-07-25,2.0928
2018-07-26,2.7584
2018-07-27,-1.7239
2018-07-28,
2018-07-29,
2018-07-30,-0.0752
2018-07-31,2.9215999999999998
2018-08-01,-1.3889
2018-08-02,-0.0124
2018-08-03,0.346
2018-08-04,
2018-08-05,
2018-08-06,-0.3078
2018-08-07,0.3953
2018-08-08,-0.6152
2018-08-09,-0.6685
2018-08-10,-0.673
2018-08-11,
2018-08-12,
2018-08-13,-0.4893
2018-08-14,0.3152
2018-08-15,0.1634
2018-08-16,0.8157
2018-08-17,-0.112
2018-08-18,
2018-08-19,
2018-08-20,0.4361
2018-08-21,-0.2605
2018-08-22,-0.5846
2018-08-23,0.1251
2018-08-24,0.1375
2018-08-25,
2018-08-26,
2018-08-27,1.9344000000000001
2018-08-28,0.4775
2018-08-29,2.2054
2018-08-30,-0.0835
2018-08-31,0.2866
2018-09-01,
2018-09-02,
2018-09-03,
2018-09-04,-0.6192
2018-09-05,1.0544
2018-09-06,-0.2134
2018-09-07,0.5109
2018-09-08,
2018-09-09,
2018-09-10,0.1182
2018-09-11,0.3897
2018-09-12,0.3411
2018-09-13,1.3949
2018-09-14,0.5549
2018-09-15,
2018-09-16,
2018-09-17,0.161
2018-09-18,0.2984
2018-09-19,-1.5908
2018-09-20,1.6048
2018-09-21,-0.4464
2018-09-22,
2018-09-23,
2018-09-24,-0.7473
2018-09-25,-0.3823
2018-09-26,-1.1279
2018-09-27,-0.4587
2018-09-28,-0.5198
2018-09-29,
2018-09-30,
2018-10-01,0.2732
2018-10-02,-0.9594
2018-10-03,0.1435
2018-10-04,0.2508
2018-10-05,0.0357
2018-10-06,
2018-10-07,
2018-10-08,-0.393
2018-10-09,-1.7334
2018-10-10,-2.4088
2018-10-11,-2.0444
2018-10-12,0.789
2018-10-13,
2018-10-14,
2018-10-15,-0.3283
2018-10-16,1.0641
2018-10-17,0.5515
2018-10-18,-0.2368
2018-10-19,-0.2999
2018-10-20,
2018-10-21,
2018-10-22,-2.6319
2018-10-23,-0.8238
2018-10-24,-3.8546
2018-10-25,3.0373
2018-10-26,-4.284
2018-10-27,
2018-10-28,
2018-10-29,-1.1771
2018-10-30,-0.7202
2018-10-31,3.5854
2018-11-01,0.7542
2018-11-02,0.0668
2018-11-03,
2018-11-04,
2018-11-05,0.3206
2018-11-06,1.0386
2018-11-07,0.3295
2018-11-08,0.9983
2018-11-09,-2.1719
2018-11-10,
2018-11-11,
2018-11-12,-0.3457
2018-11-13,0.3335
2018-11-14,-2.1407
2018-11-15,2.894
2018-11-16,-0.3697
2018-11-17,
2018-11-18,
2018-11-19,-2.2399
2018-11-20,-1.5862
2018-11-21,1.7496
2018-11-22,
2018-11-23,-1.4351
2018-11-24,
2018-11-25,
2018-11-26,0.5495
2018-11-27,0.765
2018-11-28,1.6676
2018-11-29,-1.0535
2018-11-30,2.617
2018-12-01,
2018-12-02,
2018-12-03,-0.1446
2018-12-04,-4.0943
2018-12-05,
2018-12-06,-0.9746
2018-12-07,-3.0496
2018-12-08,
2018-12-09,
2018-12-10,1.1152
2018-12-11,-0.9333
2018-12-12,1.0134
2018-12-13,-1.1587
2018-12-14,-1.5583
2018-12-15,
2018-12-16,
2018-12-17,-1.3215
2018-12-18,0.2208
2018-12-19,-2.232
2018-12-20,-2.1328
2018-12-21,0.5218
2018-12-22,
2018-12-23,
2018-12-24,-2.8397
2018-12-25,
2018-12-26,3.237
2018-12-27,1.8113000000000001
2018-12-28,-0.284
2018-12-29,
2018-12-30,
2018-12-31,1.4393
2019-01-01,
2019-01-02,-0.4582
2019-01-03,-4.0386
2019-01-04,4.3788
2019-01-05,
2019-01-06,
2019-01-07,0.504
2019-01-08,0.4572
2019-01-09,1.6444
2019-01-10,0.9389
2019-01-11,-0.5295
2019-01-12,
2019-01-13,
2019-01-14,0.1726
2019-01-15,0.517
2019-01-16,0.0429
2019-01-17,1.9423
2019-01-18,2.3116
2019-01-19,
2019-01-20,
2019-01-21,
2019-01-22,-1.8622
2019-01-23,-0.7395
2019-01-24,-0.2109
2019-01-25,1.7749000000000001
2019-01-26,
2019-01-27,
2019-01-28,-0.4983
2019-01-29,2.5038
2019-01-30,1.4113
2019-01-31,0.3479
2019-02-01,-0.8801
2019-02-02,
2019-02-03,
2019-02-04,-0.0404
2019-02-05,0.3096
2019-02-06,0.5635
2019-02-07,-0.7071
2019-02-08,3.2249
2019-02-09,
2019-02-10,
2019-02-11,0.4426
2019-02-12,2.1514
2019-02-13,2.0553
2019-02-14,0.0124
2019-02-15,1.6781000000000001
2019-02-16,
2019-02-17,
2019-02-18,
2019-02-19,-1.6137000000000001
2019-02-20,0.7207
2019-02-21,-0.4688
2019-02-22,0.9428
2019-02-23,
2019-02-24,
2019-02-25,0.2827
2019-02-26,0.1716
2019-02-27,-0.0367
2019-02-28,-0.1713
2019-03-01,1.2137
2019-03-02,
2019-03-03,
2019-03-04,0.0242
2019-03-05,-0.3996
2019-03-06,-0.2553
2019-03-07,-1.1945000000000001
2019-03-08,-0.8142
2019-03-09,
2019-03-10,
2019-03-11,2.2139
2019-03-12,-0.073
2019-03-13,1.2908
2019-03-14,-0.6492
2019-03-15,-0.121
2019-03-16,
2019-03-17,
2019-03-18,1.054
2019-03-19,-0.4316
2019-03-20,-0.0722
2019-03-21,1.4821
2019-03-22,-2.3629
2019-03-23,
2019-03-24,
2019-03-25,0.45
2019-03-26,1.1864
2019-03-27,-1.4836
2019-03-28,0.7287
2019-03-29,1.1454
2019-03-30,
2019-03-31,
2019-04-01,1.4066
2019-04-02,0.7171
2019-04-03,0.9804
2019-04-04,-0.2543
2019-04-05,0.4983
2019-04-06,
2019-04-07,
2019-04-08,0.2306
2019-04-09,-0.9318
2019-04-10,-0.1045
2019-04-11,0.9532
2019-04-12,0.9326
2019-04-13,
2019-04-14,
2019-04-15,0.1825
2019-04-16,-0.205
2019-04-17,-0.0342
2019-04-18,1.0159
2019-04-19,
2019-04-20,
2019-04-21,
2019-04-22,-0.1582
2019-04-23,0.679
2019-04-24,0.1124
2019-04-25,-1.426
2019-04-26,-2.916
2019-04-27,
2019-04-28,
2019-04-29,0.7274
2019-04-30,0.5708
2019-05-01,-1.1118999999999999
2019-05-02,0.5271
2019-05-03,0.8622
2019-05-04,
2019-05-05,
2019-05-06,-1.8829
2019-05-07,-1.7189
2019-05-08,-1.1979
2019-05-09,-0.2667
2019-05-10,0.4498
2019-05-11,
2019-05-12,
2019-05-13,-2.5778
2019-05-14,0.0124
2019-05-15,1.0558
2019-05-16,-0.0123
2019-05-17,-1.0203
2019-05-18,
2019-05-19,
2019-05-20,-1.4655
2019-05-21,0.7058
2019-05-22,-0.388
2019-05-23,-1.3695
2019-05-24,-0.586
2019-05-25,
2019-05-26,
2019-05-27,
2019-05-28,-1.5889
2019-05-29,-0.2604
2019-05-30,0.4047
2019-05-31,-0.898
2019-06-01,
2019-06-02,
2019-06-03,-0.5121
2019-06-04,2.6531000000000002
2019-06-05,1.363
2019-06-06,0.6977
2019-06-07,-0.5165
2019-06-08,
2019-06-09,
2019-06-10,-0.0633
2019-06-11,0.3041
2019-06-12,-1.238
2019-06-13,0.4221
2019-06-14,-1.5030000000000001
2019-06-15,
2019-06-16,
2019-06-17,-0.8793
2019-06-18,2.2048
2019-06-19,0.6382
2019-06-20,2.5114
2019-06-21,-0.4949
2019-06-22,
2019-06-23,
2019-06-24,0.2984
2019-06-25,-0.0372
2019-06-26,-0.955
2019-06-27,0.6637
2019-06-28,1.4056
2019-06-29,
2019-06-30,
2019-07-01,1.4107
2019-07-02,-0.8588
2019-07-03,0.7565
2019-07-04,
2019-07-05,-1.9375
2019-07-06,
2019-07-07,
2019-07-08,-0.6545
2019-07-09,-0.2237
2019-07-10,-1.0963
2019-07-11,0.3905
2019-07-12,2.0201
2019-07-13,
2019-07-14,
2019-07-15,-0.6887
2019-07-16,0.8173
2019-07-17,-2.1005
2019-07-18,-0.7528
2019-07-19,-0.7459
2019-07-20,
2019-07-21,
2019-07-22,0.6114
2019-07-23,3.089
2019-07-24,1.007
2019-07-25,-0.5471
2019-07-26,-4.0954
2019-07-27,
2019-07-28,
2019-07-29,-2.065
2019-07-30,-0.039
2019-07-31,-0.9766
2019-08-01,-3.0243
2019-08-02,-0.1492
2019-08-03,
2019-08-04,
2019-08-05,-4.3862
2019-08-06,1.4344999999999999
2019-08-07,-0.392
2019-08-08,0.984
2019-08-09,-1.8653
2019-08-10,
2019-08-11,
2019-08-12,-2.0284
2019-08-13,1.3609
2019-08-14,-3.828
2019-08-15,0.0
2019-08-16,2.3764
2019-08-17,
2019-08-18,
2019-08-19,1.6684
2019-08-20,-0.0999
2019-08-21,0.3428
2019-08-22,-0.7117
2019-08-23,-1.9785
2019-08-24,
2019-08-25,
2019-08-26,1.1262
2019-08-27,-0.1591
2019-08-28,0.8837
2019-08-29,1.6082999999999998
2019-08-30,0.2971
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,-2.6516
2019-09-04,-2.9846
2019-09-05,1.7025000000000001
2019-09-06,0.5433
2019-09-07,
2019-09-08,
2019-09-09,-0.6718
2019-09-10,0.8822
2019-09-11,2.8859
2019-09-12,-0.8641
2019-09-13,0.0572
2019-09-14,
2019-09-15,
2019-09-16,-0.7426
2019-09-17,-0.6331
2019-09-18,0.9123
2019-09-19,-1.2913999999999999
2019-09-20,-0.8868
2019-09-21,
2019-09-22,
2019-09-23,-0.3373
2019-09-24,-1.4864
2019-09-25,1.3445
2019-09-26,0.2064
2019-09-27,0.912
2019-09-28,
2019-09-29,
2019-09-30,-0.0583
2019-10-01,-3.3256
2019-10-02,-2.7912
2019-10-03,1.9401000000000002
2019-10-04,1.2485
2019-10-05,
2019-10-06,
2019-10-07,-1.2932000000000001
2019-10-08,-2.1328
2019-10-09,0.9807
2019-10-10,0.8633
2019-10-11,3.8514
2019-10-12,
2019-10-13,
2019-10-14,0.0147
2019-10-15,2.2808
2019-10-16,-0.2302
2019-10-17,2.2495
2019-10-18,0.0423
2019-10-19,
2019-10-20,
2019-10-21,1.3814
2019-10-22,0.4727
2019-10-23,0.1107
2019-10-24,-1.1474
2019-10-25,-4.405
2019-10-26,
2019-10-27,
2019-10-28,0.4096
2019-10-29,-0.2185
2019-10-30,1.3578999999999999
2019-10-31,-0.605
2019-11-01,4.058
2019-11-02,
2019-11-03,
2019-11-04,2.6879999999999997
2019-11-05,-0.2984
2019-11-06,-0.4353
2019-11-07,-1.2297
2019-11-08,0.8162
2019-11-09,
2019-11-10,
2019-11-11,-1.0977
2019-11-12,0.0277
2019-11-13,-1.5534
2019-11-14,0.2113
2019-11-15,0.7029
2019-11-16,
2019-11-17,
2019-11-18,-0.6701
2019-11-19,-0.0703
2019-11-20,-1.4064999999999999
2019-11-21,1.184
2019-11-22,-0.3243
