date,EXPE UW Equity
2005-10-24,-1.5832000000000002
2005-10-25,-2.2833
2005-10-26,-0.478
2005-10-27,0.4803
2005-10-28,-0.2655
2005-10-29,
2005-10-30,
2005-10-31,0.0532
2005-11-01,1.3305
2005-11-02,1.8908
2005-11-03,6.7526
2005-11-04,9.7537
2005-11-05,
2005-11-06,
2005-11-07,-0.4399
2005-11-08,-0.1768
2005-11-09,-1.1067
2005-11-10,-1.5219
2005-11-11,-2.2727
2005-11-12,
2005-11-13,
2005-11-14,0.2791
2005-11-15,-0.2319
2005-11-16,-0.4649
2005-11-17,1.3545
2005-11-18,0.0
2005-11-19,
2005-11-20,
2005-11-21,4.1475
2005-11-22,3.5398
2005-11-23,-2.5641
2005-11-24,
2005-11-25,1.4912
2005-11-26,
2005-11-27,
2005-11-28,0.2161
2005-11-29,2.0267
2005-11-30,4.776
2005-12-01,0.2017
2005-12-02,0.2415
2005-12-03,
2005-12-04,
2005-12-05,-2.0884
2005-12-06,-0.2871
2005-12-07,1.1107
2005-12-08,0.1627
2005-12-09,1.1373
2005-12-10,
2005-12-11,
2005-12-12,1.2048
2005-12-13,-0.3175
2005-12-14,0.9554
2005-12-15,0.276
2005-12-16,2.5954
2005-12-17,
2005-12-18,
2005-12-19,-2.568
2005-12-20,-2.5964
2005-12-21,-1.7771
2005-12-22,-0.5757
2005-12-23,-0.9098
2005-12-24,
2005-12-25,
2005-12-26,
2005-12-27,-1.0017
2005-12-28,0.9696
2005-12-29,-0.501
2005-12-30,0.5455
2005-12-31,
2006-01-01,
2006-01-02,
2006-01-03,0.1669
2006-01-04,1.0417
2006-01-05,-1.0309
2006-01-06,0.0417
2006-01-07,
2006-01-08,
2006-01-09,1.7076
2006-01-10,3.6446
2006-01-11,0.5136
2006-01-12,0.7469
2006-01-13,0.3512
2006-01-14,
2006-01-15,
2006-01-16,
2006-01-17,0.6221
2006-01-18,0.3091
2006-01-19,0.077
2006-01-20,-2.4249
2006-01-21,
2006-01-22,
2006-01-23,1.2229
2006-01-24,-0.6625
2006-01-25,-0.7454
2006-01-26,1.4625
2006-01-27,1.9478
2006-01-28,
2006-01-29,
2006-01-30,0.535
2006-01-31,-1.1022
2006-02-01,0.6149
2006-02-02,-1.1077
2006-02-03,-1.6221999999999999
2006-02-04,
2006-02-05,
2006-02-06,0.1963
2006-02-07,0.0784
2006-02-08,0.6265
2006-02-09,-1.7899
2006-02-10,-3.9619999999999997
2006-02-11,
2006-02-12,
2006-02-13,-0.165
2006-02-14,-1.5289000000000001
2006-02-15,1.5527
2006-02-16,-18.0992
2006-02-17,1.5135999999999998
2006-02-18,
2006-02-19,
2006-02-20,
2006-02-21,-0.6958
2006-02-22,1.6016
2006-02-23,-1.3793
2006-02-24,-2.4975
2006-02-25,
2006-02-26,
2006-02-27,-0.0512
2006-02-28,-2.7678000000000003
2006-03-01,2.2667
2006-03-02,-1.2371
2006-03-03,1.2526
2006-03-04,
2006-03-05,
2006-03-06,-0.2062
2006-03-07,-1.188
2006-03-08,-1.8819
2006-03-09,-1.0655000000000001
2006-03-10,-0.5385
2006-03-11,
2006-03-12,
2006-03-13,0.9746
2006-03-14,-0.2681
2006-03-15,0.5376
2006-03-16,-2.9947
2006-03-17,0.2205
2006-03-18,
2006-03-19,
2006-03-20,-0.33
2006-03-21,-2.7594
2006-03-22,4.9943
2006-03-23,-0.0541
2006-03-24,0.0
2006-03-25,
2006-03-26,
2006-03-27,-1.1357
2006-03-28,-0.0547
2006-03-29,2.4631
2006-03-30,5.8225999999999996
2006-03-31,2.3221
2006-04-01,
2006-04-02,
2006-04-03,-3.5027
2006-04-04,4.4479
2006-04-05,-1.6153
2006-04-06,0.0995
2006-04-07,-1.7893
2006-04-08,
2006-04-09,
2006-04-10,-2.5304
2006-04-11,2.5441000000000003
2006-04-12,0.3544
2006-04-13,-2.22
2006-04-14,
2006-04-15,
2006-04-16,
2006-04-17,-1.9092
2006-04-18,-1.8411
2006-04-19,-1.179
2006-04-20,-1.0304
2006-04-21,0.8219
2006-04-22,
2006-04-23,
2006-04-24,0.9239
2006-04-25,-1.077
2006-04-26,2.7763
2006-04-27,-1.4830999999999999
2006-04-28,0.2688
2006-04-29,
2006-04-30,
2006-05-01,-0.9115
2006-05-02,-0.9199
2006-05-03,-0.71
2006-05-04,4.4554
2006-05-05,3.3175
2006-05-06,
2006-05-07,
2006-05-08,1.7839
2006-05-09,-1.1517
2006-05-10,0.2533
2006-05-11,-0.6569
2006-05-12,-26.1953
2006-05-13,
2006-05-14,
2006-05-15,-0.0689
2006-05-16,0.9655
2006-05-17,-2.459
2006-05-18,-0.6303
2006-05-19,-2.3961
2006-05-20,
2006-05-21,
2006-05-22,0.1444
2006-05-23,-1.8025
2006-05-24,-0.3671
2006-05-25,3.3161
2006-05-26,-0.214
2006-05-27,
2006-05-28,
2006-05-29,
2006-05-30,-1.0007
2006-05-31,2.5993
2006-06-01,1.0556
2006-06-02,-0.4178
2006-06-03,
2006-06-04,
2006-06-05,1.8881000000000001
2006-06-06,0.3432
2006-06-07,-0.6156
2006-06-08,2.7529
2006-06-09,-0.2009
2006-06-10,
2006-06-11,
2006-06-12,0.604
2006-06-13,1.4676
2006-06-14,-0.4602
2006-06-15,1.321
2006-06-16,-1.8253
2006-06-17,
2006-06-18,
2006-06-19,-0.5976
2006-06-20,0.2004
2006-06-21,1.6667
2006-06-22,-1.4426
2006-06-23,-0.5323
2006-06-24,
2006-06-25,
2006-06-26,-0.2007
2006-06-27,-1.8096999999999999
2006-06-28,-0.4778
2006-06-29,2.4691
2006-06-30,0.2008
2006-07-01,
2006-07-02,
2006-07-03,0.4676
2006-07-04,
2006-07-05,-2.3936
2006-07-06,0.3406
2006-07-07,-1.0183
2006-07-08,
2006-07-09,
2006-07-10,-0.6173
2006-07-11,-1.5183
2006-07-12,-2.5929
2006-07-13,-2.0863
2006-07-14,-0.147
2006-07-15,
2006-07-16,
2006-07-17,-1.6188
2006-07-18,0.6731
2006-07-19,1.6345
2006-07-20,-0.731
2006-07-21,-0.1473
2006-07-22,
2006-07-23,
2006-07-24,0.2212
2006-07-25,0.5887
2006-07-26,0.3658
2006-07-27,-1.6035
2006-07-28,-1.4074
2006-07-29,
2006-07-30,
2006-07-31,0.6762
2006-08-01,-2.6119
2006-08-02,2.4521
2006-08-03,2.3934
2006-08-04,-2.2644
2006-08-05,
2006-08-06,
2006-08-07,1.5695000000000001
2006-08-08,-0.7358
2006-08-09,2.4463
2006-08-10,6.0058
2006-08-11,-0.4096
2006-08-12,
2006-08-13,
2006-08-14,1.8506
2006-08-15,3.5666
2006-08-16,0.3899
2006-08-17,0.3236
2006-08-18,-2.0645
2006-08-19,
2006-08-20,
2006-08-21,1.054
2006-08-22,2.412
2006-08-23,0.4456
2006-08-24,1.0139
2006-08-25,-0.1255
2006-08-26,
2006-08-27,
2006-08-28,0.4397
2006-08-29,-0.3127
2006-08-30,-1.4429
2006-08-31,3.8829000000000002
2006-09-01,3.1863
2006-09-02,
2006-09-03,
2006-09-04,
2006-09-05,-0.8907
2006-09-06,1.4979
2006-09-07,-1.6529
2006-09-08,-2.7611
2006-09-09,
2006-09-10,
2006-09-11,-1.4815
2006-09-12,0.4386
2006-09-13,0.0
2006-09-14,-0.0624
2006-09-15,-0.1248
2006-09-16,
2006-09-17,
2006-09-18,1.5625
2006-09-19,-1.5385
2006-09-20,-0.875
2006-09-21,-0.5675
2006-09-22,-0.3805
2006-09-23,
2006-09-24,
2006-09-25,1.7823
2006-09-26,-1.5009000000000001
2006-09-27,-0.7619
2006-09-28,1.8554
2006-09-29,-1.5074999999999998
2006-09-30,
2006-10-01,
2006-10-02,-0.3189
2006-10-03,1.6635
2006-10-04,1.2587
2006-10-05,-0.2486
2006-10-06,-0.3115
2006-10-07,
2006-10-08,
2006-10-09,0.125
2006-10-10,1.3733
2006-10-11,-1.1084
2006-10-12,2.2416
2006-10-13,-0.7308
2006-10-14,
2006-10-15,
2006-10-16,1.7178
2006-10-17,-1.6888
2006-10-18,-0.7975
2006-10-19,1.3605
2006-10-20,-0.7322
2006-10-21,
2006-10-22,
2006-10-23,1.9053
2006-10-24,-0.8444
2006-10-25,0.8516
2006-10-26,0.1206
2006-10-27,-0.9036
2006-10-28,
2006-10-29,
2006-10-30,-0.9119
2006-10-31,-0.3067
2006-11-01,-0.1846
2006-11-02,0.8015
2006-11-03,0.367
2006-11-04,
2006-11-05,
2006-11-06,1.2797
2006-11-07,-1.0229
2006-11-08,0.4255
2006-11-09,2.5423999999999998
2006-11-10,-0.5903
2006-11-11,
2006-11-12,
2006-11-13,-1.4252
2006-11-14,0.3614
2006-11-15,2.7011
2006-11-16,1.1689
2006-11-17,1.6753
2006-11-18,
2006-11-19,
2006-11-20,1.4773
2006-11-21,1.1198
2006-11-22,1.1074
2006-11-23,
2006-11-24,0.3834
2006-11-25,
2006-11-26,
2006-11-27,0.1637
2006-11-28,-1.0893
2006-11-29,1.2115
2006-11-30,-1.1425
2006-12-01,0.8255
2006-12-02,
2006-12-03,
2006-12-04,0.8188
2006-12-05,1.2993999999999999
2006-12-06,0.3741
2006-12-07,-0.852
2006-12-08,9.8818
2006-12-09,
2006-12-10,
2006-12-11,0.2444
2006-12-12,0.4388
2006-12-13,-0.0485
2006-12-14,0.0
2006-12-15,0.2914
2006-12-16,
2006-12-17,
2006-12-18,-1.5011999999999999
2006-12-19,1.1308
2006-12-20,2.1877
2006-12-21,-0.0951
2006-12-22,-0.0952
2006-12-23,
2006-12-24,
2006-12-25,
2006-12-26,0.0953
2006-12-27,0.0
2006-12-28,0.0952
2006-12-29,-0.1903
2006-12-30,
2006-12-31,
2007-01-01,
2007-01-02,
2007-01-03,0.3337
2007-01-04,1.0451
2007-01-05,-0.047
2007-01-06,
2007-01-07,
2007-01-08,0.5174
2007-01-09,0.234
2007-01-10,0.0934
2007-01-11,-0.4664
2007-01-12,0.328
2007-01-13,
2007-01-14,
2007-01-15,
2007-01-16,-0.794
2007-01-17,-0.3766
2007-01-18,-2.4102
2007-01-19,1.7917999999999998
2007-01-20,
2007-01-21,
2007-01-22,-2.0932
2007-01-23,0.5831
2007-01-24,1.5941999999999998
2007-01-25,-1.8069
2007-01-26,-0.1453
2007-01-27,
2007-01-28,
2007-01-29,1.1639
2007-01-30,0.9588
2007-01-31,1.8519
2007-02-01,-3.5897
2007-02-02,1.8375
2007-02-03,
2007-02-04,
2007-02-05,0.6648
2007-02-06,1.0377
2007-02-07,1.5873
2007-02-08,1.6085
2007-02-09,-2.1257
2007-02-10,
2007-02-11,
2007-02-12,-0.7856
2007-02-13,0.8384
2007-02-14,2.8637
2007-02-15,0.5837
2007-02-16,-2.5446
2007-02-17,
2007-02-18,
2007-02-19,
2007-02-20,1.7865
2007-02-21,0.5851
2007-02-22,-0.9396
2007-02-23,-1.9874
2007-02-24,
2007-02-25,
2007-02-26,0.0461
2007-02-27,-1.52
2007-02-28,-0.5613
2007-03-01,-1.7873999999999999
2007-03-02,-1.8199
2007-03-03,
2007-03-04,
2007-03-05,-0.439
2007-03-06,0.098
2007-03-07,-0.2937
2007-03-08,0.8837
2007-03-09,-0.4866
2007-03-10,
2007-03-11,
2007-03-12,1.4181
2007-03-13,2.5072
2007-03-14,-0.8937
2007-03-15,1.1865
2007-03-16,-0.985
2007-03-17,
2007-03-18,
2007-03-19,2.8423
2007-03-20,1.3357999999999999
2007-03-21,2.6364
2007-03-22,1.7271999999999998
2007-03-23,0.7836
2007-03-24,
2007-03-25,
2007-03-26,0.1296
2007-03-27,-0.302
2007-03-28,-2.7260999999999997
2007-03-29,2.3132
2007-03-30,0.7826
2007-03-31,
2007-04-01,
2007-04-02,-1.4236
2007-04-03,1.4442
2007-04-04,0.6471
2007-04-05,2.9576000000000002
2007-04-06,
2007-04-07,
2007-04-08,
2007-04-09,-0.8743
2007-04-10,0.882
2007-04-11,-2.2898
2007-04-12,1.5339
2007-04-13,1.175
2007-04-14,
2007-04-15,
2007-04-16,-0.871
2007-04-17,1.2551999999999999
2007-04-18,-2.314
2007-04-19,-1.2267000000000001
2007-04-20,-0.6424
2007-04-21,
2007-04-22,
2007-04-23,-0.0431
2007-04-24,1.3368
2007-04-25,1.0213
2007-04-26,0.8003
2007-04-27,-0.5015
2007-04-28,
2007-04-29,
2007-04-30,-0.798
2007-05-01,1.6935
2007-05-02,1.3739
2007-05-03,0.0
2007-05-04,0.5339
2007-05-05,
2007-05-06,
2007-05-07,1.3479999999999999
2007-05-08,-2.4587
2007-05-09,1.9421
2007-05-10,-1.2971
2007-05-11,1.6838
2007-05-12,
2007-05-13,
2007-05-14,-0.727
2007-05-15,-1.6273
2007-05-16,1.158
2007-05-17,-0.4497
2007-05-18,1.191
2007-05-19,
2007-05-20,
2007-05-21,2.5162
2007-05-22,-0.1979
2007-05-23,0.119
2007-05-24,-2.1395
2007-05-25,-1.0121
2007-05-26,
2007-05-27,
2007-05-28,
2007-05-29,-1.0634
2007-05-30,-1.2814999999999999
2007-05-31,0.6281
2007-06-01,0.8323
2007-06-02,
2007-06-03,
2007-06-04,0.9492
2007-06-05,-0.3271
2007-06-06,-0.9024
2007-06-07,-2.649
2007-06-08,-0.5952
2007-06-09,
2007-06-10,
2007-06-11,2.7802
2007-06-12,0.7074
2007-06-13,0.1653
2007-06-14,0.9076
2007-06-15,3.7204
2007-06-16,
2007-06-17,
2007-06-18,0.5124
2007-06-19,14.2745
2007-06-20,0.2402
2007-06-21,-0.3766
2007-06-22,-0.3436
2007-06-23,
2007-06-24,
2007-06-25,0.7586
2007-06-26,0.0684
2007-06-27,0.7524
2007-06-28,0.1018
2007-06-29,-0.6782
2007-06-30,
2007-07-01,
2007-07-02,-0.4438
2007-07-03,-0.4458
2007-07-04,
2007-07-05,0.3445
2007-07-06,0.8926
2007-07-07,
2007-07-08,
2007-07-09,-0.4764
2007-07-10,0.1709
2007-07-11,0.1365
2007-07-12,0.8521
2007-07-13,0.169
2007-07-14,
2007-07-15,
2007-07-16,-0.4723
2007-07-17,0.339
2007-07-18,-0.2027
2007-07-19,-0.4401
2007-07-20,-0.068
2007-07-21,
2007-07-22,
2007-07-23,-9.1187
2007-07-24,-3.5942
2007-07-25,1.4757
2007-07-26,0.9185
2007-07-27,0.2655
2007-07-28,
2007-07-29,
2007-07-30,1.3237999999999999
2007-07-31,-0.6719
2007-08-01,0.6013
2007-08-02,2.5028
2007-08-03,0.8746
2007-08-04,
2007-08-05,
2007-08-06,-0.3613
2007-08-07,0.979
2007-08-08,-0.2154
2007-08-09,2.5549
2007-08-10,0.1053
2007-08-11,
2007-08-12,
2007-08-13,1.367
2007-08-14,-0.8645
2007-08-15,-0.9766
2007-08-16,-1.3737
2007-08-17,-0.6786
2007-08-18,
2007-08-19,
2007-08-20,1.5462
2007-08-21,-0.4603
2007-08-22,1.4941
2007-08-23,2.734
2007-08-24,1.7741
2007-08-25,
2007-08-26,
2007-08-27,1.9779
2007-08-28,-4.2078
2007-08-29,-0.103
2007-08-30,0.4809
2007-08-31,2.0513
2007-09-01,
2007-09-02,
2007-09-03,
2007-09-04,2.2781000000000002
2007-09-05,-1.6377000000000002
2007-09-06,0.0999
2007-09-07,-1.8961999999999999
2007-09-08,
2007-09-09,
2007-09-10,-1.9329
2007-09-11,0.0692
2007-09-12,1.6585999999999999
2007-09-13,-0.9177
2007-09-14,0.0343
2007-09-15,
2007-09-16,
2007-09-17,-0.8573
2007-09-18,2.11
2007-09-19,1.6938
2007-09-20,-0.6995
2007-09-21,0.7045
2007-09-22,
2007-09-23,
2007-09-24,0.4997
2007-09-25,5.4359
2007-09-26,0.5344
2007-09-27,-0.0625
2007-09-28,-0.2503
2007-09-29,
2007-09-30,
2007-10-01,4.8934
2007-10-02,0.6878
2007-10-03,0.594
2007-10-04,0.3248
2007-10-05,3.1195
2007-10-06,
2007-10-07,
2007-10-08,-0.2283
2007-10-09,-1.0011
2007-10-10,0.0
2007-10-11,-0.549
2007-10-12,0.7263
2007-10-13,
2007-10-14,
2007-10-15,-0.0288
2007-10-16,-2.0773
2007-10-17,-0.5598
2007-10-18,-0.0593
2007-10-19,-3.2315
2007-10-20,
2007-10-21,
2007-10-22,0.4596
2007-10-23,0.427
2007-10-24,-2.2472
2007-10-25,-0.3417
2007-10-26,1.1844999999999999
2007-10-27,
2007-10-28,
2007-10-29,0.1848
2007-10-30,-1.2608
2007-10-31,1.7128999999999999
2007-11-01,-0.7655
2007-11-02,-1.9438
2007-11-03,
2007-11-04,
2007-11-05,-3.0837
2007-11-06,-2.0779
2007-11-07,1.6247
2007-11-08,-1.925
2007-11-09,-5.1564
2007-11-10,
2007-11-11,
2007-11-12,-3.262
2007-11-13,5.765
2007-11-14,-1.337
2007-11-15,0.5559
2007-11-16,6.5999
2007-11-17,
2007-11-18,
2007-11-19,-4.1491
2007-11-20,-1.4542
2007-11-21,-0.5834
2007-11-22,
2007-11-23,1.3117
2007-11-24,
2007-11-25,
2007-11-26,-0.0341
2007-11-27,2.9312
2007-11-28,5.5629
2007-11-29,1.6939
2007-11-30,0.5552
2007-12-01,
2007-12-02,
2007-12-03,0.7669
2007-12-04,0.3349
2007-12-05,1.0619
2007-12-06,-0.03
2007-12-07,0.7808
2007-12-08,
2007-12-09,
2007-12-10,1.1323
2007-12-11,-1.0902
2007-12-12,0.2085
2007-12-13,-0.0297
2007-12-14,-1.1299
2007-12-15,
2007-12-16,
2007-12-17,-1.7143000000000002
2007-12-18,0.2754
2007-12-19,-0.6103
2007-12-20,-1.5352000000000001
2007-12-21,-0.1247
2007-12-22,
2007-12-23,
2007-12-24,1.2176
2007-12-25,
2007-12-26,0.4318
2007-12-27,-1.8428
2007-12-28,-0.1252
2007-12-29,
2007-12-30,
2007-12-31,-0.9398
2008-01-01,
2008-01-02,-3.3839
2008-01-03,0.0327
2008-01-04,-3.2723
2008-01-05,
2008-01-06,
2008-01-07,-1.4546999999999999
2008-01-08,-1.1329
2008-01-09,-1.8403
2008-01-10,-2.9006
2008-01-11,-3.7157999999999998
2008-01-12,
2008-01-13,
2008-01-14,1.6648
2008-01-15,-5.508
2008-01-16,-1.6936
2008-01-17,-7.9728
2008-01-18,2.3944
2008-01-19,
2008-01-20,
2008-01-21,
2008-01-22,-3.0187
2008-01-23,2.5427
2008-01-24,2.4369
2008-01-25,-2.7546
2008-01-26,
2008-01-27,
2008-01-28,-1.9313
2008-01-29,1.0066
2008-01-30,-1.0399
2008-01-31,0.7881
2008-02-01,1.8679000000000001
2008-02-02,
2008-02-03,
2008-02-04,-0.8955
2008-02-05,-4.6902
2008-02-06,2.754
2008-02-07,4.2179
2008-02-08,5.86
2008-02-09,
2008-02-10,
2008-02-11,-1.4735
2008-02-12,-1.0105
2008-02-13,2.6132999999999997
2008-02-14,-0.5571
2008-02-15,2.401
2008-02-16,
2008-02-17,
2008-02-18,
2008-02-19,0.1563
2008-02-20,-0.8584
2008-02-21,-4.1322
2008-02-22,0.2463
2008-02-23,
2008-02-24,
2008-02-25,-1.679
2008-02-26,1.4577
2008-02-27,-0.6979
2008-02-28,-3.0178
2008-02-29,-2.2592
2008-03-01,
2008-03-02,
2008-03-03,-2.7475
2008-03-04,-3.1839
2008-03-05,1.2969
2008-03-06,-2.6063
2008-03-07,-1.1737
2008-03-08,
2008-03-09,
2008-03-10,0.9501
2008-03-11,1.3647
2008-03-12,-1.7177
2008-03-13,2.3146
2008-03-14,-3.6473
2008-03-15,
2008-03-16,
2008-03-17,-1.8687
2008-03-18,4.6875
2008-03-19,-3.7313
2008-03-20,4.2636
2008-03-21,
2008-03-22,
2008-03-23,
2008-03-24,3.4851
2008-03-25,0.943
2008-03-26,2.4021
2008-03-27,-2.3891999999999998
2008-03-28,-2.8927
2008-03-29,
2008-03-30,
2008-03-31,0.3208
2008-04-01,10.0503
2008-04-02,4.3171
2008-04-03,-0.7163
2008-04-04,-0.5611
2008-04-05,
2008-04-06,
2008-04-07,0.2821
2008-04-08,-1.5272999999999999
2008-04-09,-2.4082
2008-04-10,1.5056
2008-04-11,-2.1426
2008-04-12,
2008-04-13,
2008-04-14,0.4211
2008-04-15,0.8805
2008-04-16,-0.7481
2008-04-17,-0.7538
2008-04-18,3.7131
2008-04-19,
2008-04-20,
2008-04-21,1.2205
2008-04-22,-0.7235
2008-04-23,0.3239
2008-04-24,0.8071
2008-04-25,0.3603
2008-04-26,
2008-04-27,
2008-04-28,-0.3989
2008-04-29,0.2803
2008-04-30,0.8786
2008-05-01,-0.5146
2008-05-02,0.1592
2008-05-03,
2008-05-04,
2008-05-05,-2.94
2008-05-06,1.6373
2008-05-07,-3.2622
2008-05-08,1.6236000000000002
2008-05-09,-1.5567
2008-05-10,
2008-05-11,
2008-05-12,2.4136
2008-05-13,-1.6254
2008-05-14,0.1652
2008-05-15,1.8144
2008-05-16,-1.3771
2008-05-17,
2008-05-18,
2008-05-19,-3.039
2008-05-20,-2.3719
2008-05-21,-3.4273
2008-05-22,0.6739
2008-05-23,-3.3467000000000002
2008-05-24,
2008-05-25,
2008-05-26,
2008-05-27,0.3693
2008-05-28,4.6458
2008-05-29,5.7143
2008-05-30,0.8316
2008-05-31,
2008-06-01,
2008-06-02,-2.5155
2008-06-03,-1.3959
2008-06-04,0.858
2008-06-05,-0.0851
2008-06-06,-4.7254000000000005
2008-06-07,
2008-06-08,
2008-06-09,-0.4021
2008-06-10,-0.987
2008-06-11,-4.8482
2008-06-12,0.0476
2008-06-13,2.0466
2008-06-14,
2008-06-15,
2008-06-16,0.1866
2008-06-17,-1.3966
2008-06-18,-2.4079
2008-06-19,-1.5481
2008-06-20,-2.7027
2008-06-21,
2008-06-22,
2008-06-23,-0.5556
2008-06-24,-1.3205
2008-06-25,2.8307
2008-06-26,-4.1041
2008-06-27,0.0
2008-06-28,
2008-06-29,
2008-06-30,-4.071
2008-07-01,-0.8705
2008-07-02,-4.1712
2008-07-03,0.1718
2008-07-04,
2008-07-05,
2008-07-06,
2008-07-07,-0.8576
2008-07-08,2.7105
2008-07-09,0.0
2008-07-10,-1.1791
2008-07-11,1.9886
2008-07-12,
2008-07-13,
2008-07-14,1.1142
2008-07-15,1.4325
2008-07-16,7.4416
2008-07-17,1.6684
2008-07-18,-4.5748
2008-07-19,
2008-07-20,
2008-07-21,-3.3872
2008-07-22,-1.2945
2008-07-23,2.5137
2008-07-24,-3.9979
2008-07-25,-0.0555
2008-07-26,
2008-07-27,
2008-07-28,-3.4444
2008-07-29,6.2716
2008-07-30,3.0319
2008-07-31,2.8376
2008-08-01,-1.8396
2008-08-02,
2008-08-03,
2008-08-04,-1.822
2008-08-05,3.4995
2008-08-06,-4.6619
2008-08-07,-1.6658
2008-08-08,-1.1475
2008-08-09,
2008-08-10,
2008-08-11,3.9248
2008-08-12,2.5
2008-08-13,-2.1277
2008-08-14,1.6437
2008-08-15,1.4606
2008-08-16,
2008-08-17,
2008-08-18,-1.2339
2008-08-19,-1.5617
2008-08-20,-2.4326
2008-08-21,1.5175999999999998
2008-08-22,3.417
2008-08-23,
2008-08-24,
2008-08-25,-5.111
2008-08-26,-4.951
2008-08-27,1.4883
2008-08-28,3.6097
2008-08-29,-3.865
2008-08-30,
2008-08-31,
2008-09-01,
2008-09-02,-0.0566
2008-09-03,-1.0765
2008-09-04,2.0619
2008-09-05,-1.0101
2008-09-06,
2008-09-07,
2008-09-08,1.1338
2008-09-09,-4.148
2008-09-10,0.117
2008-09-11,-0.7009
2008-09-12,0.1176
2008-09-13,
2008-09-14,
2008-09-15,-7.6968
2008-09-16,2.1642
2008-09-17,-5.9190000000000005
2008-09-18,4.8344000000000005
2008-09-19,5.8117
2008-09-20,
2008-09-21,
2008-09-22,-6.9851
2008-09-23,-1.733
2008-09-24,2.482
2008-09-25,3.0593
2008-09-26,-1.2987
2008-09-27,
2008-09-28,
2008-09-29,-14.0977
2008-09-30,10.2115
2008-10-01,-1.0589
2008-10-02,-6.087
2008-10-03,-3.0627
2008-10-04,
2008-10-05,
2008-10-06,0.4409
2008-10-07,-6.8032
2008-10-08,1.7268
2008-10-09,-6.0185
2008-10-10,-3.0378
2008-10-11,
2008-10-12,
2008-10-13,6.9433
2008-10-14,-7.8385
2008-10-15,-7.9897
2008-10-16,10.5509
2008-10-17,-2.027
2008-10-18,
2008-10-19,
2008-10-20,4.9138
2008-10-21,-6.0805
2008-10-22,-4.7244
2008-10-23,-2.6630000000000003
2008-10-24,-5.0
2008-10-25,
2008-10-26,
2008-10-27,-0.7944
2008-10-28,14.7147
2008-10-29,1.3961999999999999
2008-10-30,-12.6506
2008-10-31,-6.3054
2008-11-01,
2008-11-02,
2008-11-03,-0.6309
2008-11-04,0.2116
2008-11-05,-10.1373
2008-11-06,-5.4054
2008-11-07,7.0807
2008-11-08,
2008-11-09,
2008-11-10,-3.8283
2008-11-11,-0.4825
2008-11-12,-7.6364
2008-11-13,7.874
2008-11-14,-5.1095
2008-11-15,
2008-11-16,
2008-11-17,-5.8974
2008-11-18,-3.8147
2008-11-19,-4.8159
2008-11-20,-9.9702
2008-11-21,7.9338999999999995
2008-11-22,
2008-11-23,
2008-11-24,11.4855
2008-11-25,-2.1978
2008-11-26,15.5899
2008-11-27,
2008-11-28,2.0656
2008-11-29,
2008-11-30,
2008-12-01,-6.5476
2008-12-02,-4.2038
2008-12-03,2.3936
2008-12-04,-3.5065
2008-12-05,6.3257
2008-12-06,
2008-12-07,
2008-12-08,7.9747
2008-12-09,-4.6893
2008-12-10,0.246
2008-12-11,-6.5031
2008-12-12,4.3307
2008-12-13,
2008-12-14,
2008-12-15,-5.4088
2008-12-16,9.7074
2008-12-17,3.1515
2008-12-18,-2.2327
