date,FRC UN Equity
2012-02-16,1.8495
2012-02-17,1.6594
2012-02-18,
2012-02-19,
2012-02-20,
2012-02-21,-0.7083
2012-02-22,-0.6514
2012-02-23,0.4995
2012-02-24,-0.6524
2012-02-25,
2012-02-26,
2012-02-27,-0.5629
2012-02-28,-4.4969
2012-02-29,-1.2511999999999999
2012-03-01,0.2334
2012-03-02,-0.1996
2012-03-03,
2012-03-04,
2012-03-05,-0.0667
2012-03-06,-1.0674
2012-03-07,1.5509
2012-03-08,-0.2656
2012-03-09,1.7976
2012-03-10,
2012-03-11,
2012-03-12,-0.2943
2012-03-13,2.7878
2012-03-14,-0.1276
2012-03-15,0.9904
2012-03-16,0.7276
2012-03-17,
2012-03-18,
2012-03-19,0.4083
2012-03-20,-0.1564
2012-03-21,-0.7832
2012-03-22,-0.5368
2012-03-23,1.5873
2012-03-24,
2012-03-25,
2012-03-26,0.9375
2012-03-27,2.3529
2012-03-28,1.8754
2012-03-29,-1.3955
2012-03-30,-0.813
2012-03-31,
2012-04-01,
2012-04-02,0.4554
2012-04-03,1.1786
2012-04-04,-1.8817
2012-04-05,-0.4871
2012-04-06,
2012-04-07,
2012-04-08,
2012-04-09,-1.6519
2012-04-10,-1.0575
2012-04-11,2.3263
2012-04-12,1.2596
2012-04-13,-2.3362
2012-04-14,
2012-04-15,
2012-04-16,0.9941
2012-04-17,3.076
2012-04-18,-1.5219
2012-04-19,0.8182
2012-04-20,-0.6613
2012-04-21,
2012-04-22,
2012-04-23,-1.18
2012-04-24,0.9492
2012-04-25,1.3042
2012-04-26,-0.1198
2012-04-27,0.8393
2012-04-28,
2012-04-29,
2012-04-30,-1.8133
2012-05-01,1.4532
2012-05-02,-0.3283
2012-05-03,-0.7186
2012-05-04,-1.2666
2012-05-05,
2012-05-06,
2012-05-07,-0.1833
2012-05-08,-0.1224
2012-05-09,-0.7966
2012-05-10,0.6485
2012-05-11,3.0991
2012-05-12,
2012-05-13,
2012-05-14,-1.131
2012-05-15,-0.9031
2012-05-16,2.096
2012-05-17,-1.8149
2012-05-18,-1.6667
2012-05-19,
2012-05-20,
2012-05-21,0.832
2012-05-22,0.7641
2012-05-23,-0.546
2012-05-24,0.488
2012-05-25,-0.3035
2012-05-26,
2012-05-27,
2012-05-28,
2012-05-29,-0.0913
2012-05-30,-3.1079
2012-05-31,-1.2579
2012-06-01,-4.1083
2012-06-02,
2012-06-03,
2012-06-04,-1.9263
2012-06-05,2.0996
2012-06-06,3.6816
2012-06-07,0.2559
2012-06-08,1.4997
2012-06-09,
2012-06-10,
2012-06-11,-0.9745
2012-06-12,1.0159
2012-06-13,0.0629
2012-06-14,-0.2827
2012-06-15,0.6614
2012-06-16,
2012-06-17,
2012-06-18,0.7509
2012-06-19,1.2422
2012-06-20,1.6564
2012-06-21,-1.3277
2012-06-22,-1.0703
2012-06-23,
2012-06-24,
2012-06-25,0.2473
2012-06-26,0.7092
2012-06-27,0.3062
2012-06-28,0.7937
2012-06-29,1.7565
2012-06-30,
2012-07-01,
2012-07-02,-0.3274
2012-07-03,0.3882
2012-07-04,
2012-07-05,-0.7139
2012-07-06,-0.749
2012-07-07,
2012-07-08,
2012-07-09,-0.4226
2012-07-10,-0.1516
2012-07-11,-0.3339
2012-07-12,-0.1218
2012-07-13,1.3418999999999999
2012-07-14,
2012-07-15,
2012-07-16,-0.6621
2012-07-17,0.5453
2012-07-18,-1.3256999999999999
2012-07-19,0.4275
2012-07-20,-0.2128
2012-07-21,
2012-07-22,
2012-07-23,-1.5844
2012-07-24,-0.2786
2012-07-25,0.0
2012-07-26,0.6209
2012-07-27,0.4937
2012-07-28,
2012-07-29,
2012-07-30,-0.1535
2012-07-31,0.3393
2012-08-01,-0.7685
2012-08-02,-0.2788
2012-08-03,0.1864
2012-08-04,
2012-08-05,
2012-08-06,-0.3411
2012-08-07,0.6534
2012-08-08,-0.2164
2012-08-09,0.062
2012-08-10,-0.1548
2012-08-11,
2012-08-12,
2012-08-13,-0.4651
2012-08-14,-0.1558
2012-08-15,0.5304
2012-08-16,0.4966
2012-08-17,0.3706
2012-08-18,
2012-08-19,
2012-08-20,1.1692
2012-08-21,0.517
2012-08-22,-1.059
2012-08-23,-1.1621
2012-08-24,0.4022
2012-08-25,
2012-08-26,
2012-08-27,-0.6163
2012-08-28,0.186
2012-08-29,0.9285
2012-08-30,-0.184
2012-08-31,0.4301
2012-09-01,
2012-09-02,
2012-09-03,
2012-09-04,0.4894
2012-09-05,0.0
2012-09-06,0.4871
2012-09-07,0.7271
2012-09-08,
2012-09-09,
2012-09-10,-1.5638999999999998
2012-09-11,0.2444
2012-09-12,0.8229
2012-09-13,-0.1209
2012-09-14,2.8753
2012-09-15,
2012-09-16,
2012-09-17,-1.2357
2012-09-18,1.2809
2012-09-19,-0.2941
2012-09-20,0.6785
2012-09-21,1.5529
2012-09-22,
2012-09-23,
2012-09-24,-0.3462
2012-09-25,-0.3185
2012-09-26,-0.2324
2012-09-27,-0.7278
2012-09-28,1.0557
2012-09-29,
2012-09-30,
2012-10-01,-3.1631
2012-10-02,0.03
2012-10-03,1.1084
2012-10-04,0.1185
2012-10-05,0.2368
2012-10-06,
2012-10-07,
2012-10-08,-0.3248
2012-10-09,-1.0071
2012-10-10,0.4488
2012-10-11,0.7745
2012-10-12,-0.9755
2012-10-13,
2012-10-14,
2012-10-15,0.7164
2012-10-16,-0.0889
2012-10-17,1.0679
2012-10-18,-0.2055
2012-10-19,-0.7353
2012-10-20,
2012-10-21,
2012-10-22,0.9481
2012-10-23,-0.5577
2012-10-24,0.4132
2012-10-25,1.7637
2012-10-26,-1.5598
2012-10-27,
2012-10-28,
2012-10-29,
2012-10-30,
2012-10-31,1.0857
2012-11-01,1.9505
2012-11-02,-1.4849
2012-11-03,
2012-11-04,
2012-11-05,0.3478
2012-11-06,0.9532
2012-11-07,-2.0029
2012-11-08,-2.2482
2012-11-09,1.2246
2012-11-10,
2012-11-11,
2012-11-12,1.0623
2012-11-13,-1.2847
2012-11-14,-1.4788999999999999
2012-11-15,-1.1108
2012-11-16,0.1821
2012-11-17,
2012-11-18,
2012-11-19,2.1212
2012-11-20,-0.4154
2012-11-21,0.6555
2012-11-22,
2012-11-23,1.2433
2012-11-24,
2012-11-25,
2012-11-26,-0.5848
2012-11-27,-1.1764999999999999
2012-11-28,-0.5952
2012-11-29,0.2994
2012-11-30,0.9552
2012-12-01,
2012-12-02,
2012-12-03,-0.9758
2012-12-04,-1.5826
2012-12-05,1.4867
2012-12-06,-0.8969
2012-12-07,-0.4223
2012-12-08,
2012-12-09,
2012-12-10,-1.1512
2012-12-11,0.2145
2012-12-12,-2.1407
2012-12-13,0.375
2012-12-14,0.0
2012-12-15,
2012-12-16,
2012-12-17,2.8106999999999998
2012-12-18,1.9745
2012-12-19,-0.7745
2012-12-20,0.2101
2012-12-21,-0.7789
2012-12-22,
2012-12-23,
2012-12-24,-0.4831
2012-12-25,
2012-12-26,-0.6675
2012-12-27,-0.4276
2012-12-28,0.1227
2012-12-29,
2012-12-30,
2012-12-31,0.4289
2013-01-01,
2013-01-02,1.1287
2013-01-03,1.629
2013-01-04,3.2651
2013-01-05,
2013-01-06,
2013-01-07,-0.9198
2013-01-08,1.3925
2013-01-09,-1.7167
2013-01-10,0.4076
2013-01-11,0.4929
2013-01-12,
2013-01-13,
2013-01-14,-0.0289
2013-01-15,-0.3175
2013-01-16,3.0689
2013-01-17,0.7584
2013-01-18,0.0558
2013-01-19,
2013-01-20,
2013-01-21,
2013-01-22,0.5294
2013-01-23,-0.388
2013-01-24,-0.946
2013-01-25,-0.7303
2013-01-26,
2013-01-27,
2013-01-28,0.0283
2013-01-29,0.198
2013-01-30,0.4517
2013-01-31,0.3092
2013-02-01,1.7092
2013-02-02,
2013-02-03,
2013-02-04,-0.4132
2013-02-05,1.6044
2013-02-06,0.9801
2013-02-07,-0.7549
2013-02-08,0.326
2013-02-09,
2013-02-10,
2013-02-11,0.8936
2013-02-12,-0.1879
2013-02-13,-0.0538
2013-02-14,0.1883
2013-02-15,-0.3491
2013-02-16,
2013-02-17,
2013-02-18,
2013-02-19,-0.1617
2013-02-20,-0.9987
2013-02-21,-0.7634
2013-02-22,1.4011
2013-02-23,
2013-02-24,
2013-02-25,-2.3029
2013-02-26,0.9983
2013-02-27,0.0824
2013-02-28,0.0
2013-03-01,1.1248
2013-03-02,
2013-03-03,
2013-03-04,0.4069
2013-03-05,0.4323
2013-03-06,0.5919
2013-03-07,1.2570000000000001
2013-03-08,1.5055
2013-03-09,
2013-03-10,
2013-03-11,-1.3791
2013-03-12,-0.2111
2013-03-13,0.2644
2013-03-14,0.4483
2013-03-15,0.0
2013-03-16,
2013-03-17,
2013-03-18,-0.8926
2013-03-19,0.3709
2013-03-20,0.4487
2013-03-21,0.1051
2013-03-22,0.1575
2013-03-23,
2013-03-24,
2013-03-25,0.7075
2013-03-26,-0.0781
2013-03-27,0.2344
2013-03-28,0.3378
2013-03-29,
2013-03-30,
2013-03-31,
2013-04-01,-1.942
2013-04-02,-0.3697
2013-04-03,-0.8216
2013-04-04,-0.0534
2013-04-05,0.2406
2013-04-06,
2013-04-07,
2013-04-08,0.8002
2013-04-09,4.4456
2013-04-10,0.9374
2013-04-11,0.4769
2013-04-12,-0.0749
2013-04-13,
2013-04-14,
2013-04-15,-4.45
2013-04-16,-0.9942
2013-04-17,-2.8013
2013-04-18,-0.2447
2013-04-19,0.5451
2013-04-20,
2013-04-21,
2013-04-22,0.3795
2013-04-23,1.5123
2013-04-24,0.0266
2013-04-25,0.5053
2013-04-26,-0.7674
2013-04-27,
2013-04-28,
2013-04-29,0.3733
2013-04-30,1.226
2013-05-01,-1.5008
2013-05-02,1.5504
2013-05-03,0.6054
2013-05-04,
2013-05-05,
2013-05-06,0.2093
2013-05-07,1.671
2013-05-08,0.3852
2013-05-09,0.6395
2013-05-10,0.1017
2013-05-11,
2013-05-12,
2013-05-13,0.2793
2013-05-14,0.8863
2013-05-15,0.4769
2013-05-16,-0.5496
2013-05-17,-0.1758
2013-05-18,
2013-05-19,
2013-05-20,0.4781
2013-05-21,-2.304
2013-05-22,-1.2048
2013-05-23,-0.7265
2013-05-24,0.8364
2013-05-25,
2013-05-26,
2013-05-27,
2013-05-28,-0.5443
2013-05-29,-2.1631
2013-05-30,0.4529
2013-05-31,-1.4585
2013-06-01,
2013-06-02,
2013-06-03,1.1841
2013-06-04,-1.8617
2013-06-05,1.4363000000000001
2013-06-06,1.3625
2013-06-07,1.1334
2013-06-08,
2013-06-09,
2013-06-10,0.86
2013-06-11,-1.6537
2013-06-12,0.4729
2013-06-13,1.2814
2013-06-14,-0.4389
2013-06-15,
2013-06-16,
2013-06-17,0.4668
2013-06-18,-0.5937
2013-06-19,-1.0906
2013-06-20,-1.0239
2013-06-21,0.3979
2013-06-22,
2013-06-23,
2013-06-24,-1.2682
2013-06-25,1.338
2013-06-26,0.0792
2013-06-27,1.4248
2013-06-28,0.1041
2013-06-29,
2013-06-30,
2013-07-01,0.7277
2013-07-02,1.677
2013-07-03,-0.7612
2013-07-04,
2013-07-05,-1.8665
2013-07-06,
2013-07-07,
2013-07-08,2.0063
2013-07-09,1.2516
2013-07-10,-0.227
2013-07-11,-0.4551
2013-07-12,1.6256
2013-07-13,
2013-07-14,
2013-07-15,0.3499
2013-07-16,-1.1208
2013-07-17,5.2897
2013-07-18,4.5455
2013-07-19,-1.1442
2013-07-20,
2013-07-21,
2013-07-22,-1.6435
2013-07-23,1.4592
2013-07-24,-0.3016
2013-07-25,-0.0931
2013-07-26,-0.7685
2013-07-27,
2013-07-28,
2013-07-29,-1.1734
2013-07-30,1.7810000000000001
2013-07-31,1.0529
2013-08-01,3.2415
2013-08-02,-0.5382
2013-08-03,
2013-08-04,
2013-08-05,0.2706
2013-08-06,0.0899
2013-08-07,0.1573
2013-08-08,-0.4038
2013-08-09,0.6081
2013-08-10,
2013-08-11,
2013-08-12,-0.2686
2013-08-13,-0.2245
2013-08-14,0.0675
2013-08-15,-1.0117
2013-08-16,-0.4542
2013-08-17,
2013-08-18,
2013-08-19,-0.2738
2013-08-20,1.8531
2013-08-21,0.2471
2013-08-22,2.4199
2013-08-23,0.4375
2013-08-24,
2013-08-25,
2013-08-26,-1.2198
2013-08-27,-3.3738
2013-08-28,0.89
2013-08-29,0.6333
2013-08-30,-0.472
2013-08-31,
2013-09-01,
2013-09-02,
2013-09-03,0.4743
2013-09-04,1.0339
2013-09-05,0.8899
2013-09-06,-0.9923
2013-09-07,
2013-09-08,
2013-09-09,1.0245
2013-09-10,0.8598
2013-09-11,-0.4809
2013-09-12,-0.7028
2013-09-13,0.752
2013-09-14,
2013-09-15,
2013-09-16,0.9879
2013-09-17,1.6957
2013-09-18,0.2565
2013-09-19,-1.919
2013-09-20,2.2391
2013-09-21,
2013-09-22,
2013-09-23,-0.7442
2013-09-24,0.7926
2013-09-25,-0.6164
2013-09-26,-0.2352
2013-09-27,0.1501
2013-09-28,
2013-09-29,
2013-09-30,-0.1926
2013-10-01,1.4154
2013-10-02,-0.5287
2013-10-03,-0.9354
2013-10-04,0.8584
2013-10-05,
2013-10-06,
2013-10-07,-0.9149
2013-10-08,-1.5675
2013-10-09,0.6326
2013-10-10,1.9077
2013-10-11,1.3401
2013-10-12,
2013-10-13,
2013-10-14,0.084
2013-10-15,-0.6292
2013-10-16,2.1528
2013-10-17,1.9628
2013-10-18,0.8713
2013-10-19,
2013-10-20,
2013-10-21,1.2455
2013-10-22,-0.5556
2013-10-23,-0.4789
2013-10-24,1.3232
2013-10-25,0.8508
2013-10-26,
2013-10-27,
2013-10-28,1.3145
2013-10-29,-0.1743
2013-10-30,-0.1164
2013-10-31,-0.584
2013-11-01,-0.8028
2013-11-02,
2013-11-03,
2013-11-04,-0.5922
2013-11-05,-0.278
2013-11-06,0.4779
2013-11-07,-1.0702
2013-11-08,2.1434
2013-11-09,
2013-11-10,
2013-11-11,-1.0983
2013-11-12,-1.2691
2013-11-13,-0.7632
2013-11-14,0.6476
2013-11-15,-0.6435
2013-11-16,
2013-11-17,
2013-11-18,-0.3643
2013-11-19,-1.7266
2013-11-20,2.1083
2013-11-21,2.7126
2013-11-22,0.6701
2013-11-23,
2013-11-24,
2013-11-25,-0.0392
2013-11-26,-0.2154
2013-11-27,0.9028
2013-11-28,
2013-11-29,-0.603
2013-11-30,
2013-12-01,
2013-12-02,0.6262
2013-12-03,-2.1781
2013-12-04,0.1392
2013-12-05,-0.4368
2013-12-06,1.5553
2013-12-07,
2013-12-08,
2013-12-09,0.3927
2013-12-10,-0.4498
2013-12-11,-0.3733
2013-12-12,0.5916
2013-12-13,-0.1764
2013-12-14,
2013-12-15,
2013-12-16,1.198
2013-12-17,-0.9703
2013-12-18,1.6657
2013-12-19,-0.6939
2013-12-20,1.0481
2013-12-21,
2013-12-22,
2013-12-23,0.6531
2013-12-24,0.1908
2013-12-25,
2013-12-26,-0.3619
2013-12-27,0.7838
2013-12-28,
2013-12-29,
2013-12-30,-0.7018
2013-12-31,0.0
2014-01-01,
2014-01-02,-1.8529
2014-01-03,0.3698
2014-01-04,
2014-01-05,
2014-01-06,-0.4848
2014-01-07,-1.2666
2014-01-08,0.8092
2014-01-09,0.8222
2014-01-10,0.932
2014-01-11,
2014-01-12,
2014-01-13,-0.7888
2014-01-14,0.097
2014-01-15,1.0655000000000001
2014-01-16,-0.9201
2014-01-17,-0.9093
2014-01-18,
2014-01-19,
2014-01-20,
2014-01-21,1.1909
2014-01-22,0.5209
2014-01-23,-1.094
2014-01-24,-1.5913
2014-01-25,
2014-01-26,
2014-01-27,-2.7016
2014-01-28,0.2229
2014-01-29,-0.7482
2014-01-30,0.96
2014-01-31,-1.8208
2014-02-01,
2014-02-02,
2014-02-03,-1.8133
2014-02-04,2.8332
2014-02-05,-0.898
2014-02-06,1.2562
2014-02-07,0.4474
2014-02-08,
2014-02-09,
2014-02-10,-0.0405
2014-02-11,1.6204
2014-02-12,-0.7375
2014-02-13,-0.7229
2014-02-14,1.6989999999999998
2014-02-15,
2014-02-16,
2014-02-17,
2014-02-18,1.1337
2014-02-19,-2.3795
2014-02-20,0.5439
2014-02-21,1.0819
2014-02-22,
2014-02-23,
2014-02-24,2.3588
2014-02-25,-0.9489
2014-02-26,0.1955
2014-02-27,0.761
2014-02-28,0.639
2014-03-01,
2014-03-02,
2014-03-03,-0.7504
2014-03-04,1.9386999999999999
2014-03-05,0.0
2014-03-06,-0.5515
2014-03-07,1.2048
2014-03-08,
2014-03-09,
2014-03-10,-0.4913
2014-03-11,0.057
2014-03-12,-0.2467
2014-03-13,0.1712
2014-03-14,0.2469
2014-03-15,
2014-03-16,
2014-03-17,0.8336
2014-03-18,0.7704
2014-03-19,1.2307
2014-03-20,1.842
2014-03-21,0.1628
2014-03-22,
2014-03-23,
2014-03-24,-0.3611
2014-03-25,-0.5074
2014-03-26,-0.5829
2014-03-27,-2.8399
2014-03-28,1.3577
2014-03-29,
2014-03-30,
2014-03-31,0.4465
2014-04-01,1.4818
2014-04-02,0.2738
2014-04-03,-0.1274
2014-04-04,-0.4009
2014-04-05,
2014-04-06,
2014-04-07,-2.4703
2014-04-08,2.0638
2014-04-09,0.2757
2014-04-10,-2.4381
2014-04-11,-1.428
2014-04-12,
2014-04-13,
2014-04-14,-0.1906
2014-04-15,0.0
2014-04-16,-0.5539
2014-04-17,0.0192
2014-04-18,
2014-04-19,
2014-04-20,
2014-04-21,-0.3456
2014-04-22,0.0385
2014-04-23,-0.0193
2014-04-24,-0.5779
2014-04-25,-0.8332
2014-04-26,
2014-04-27,
2014-04-28,-1.4068
2014-04-29,0.1982
2014-04-30,0.6743
2014-05-01,0.9259
2014-05-02,1.2883
2014-05-03,
2014-05-04,
2014-05-05,-0.9636
2014-05-06,-1.0702
2014-05-07,0.059
2014-05-08,-0.747
2014-05-09,0.6932
2014-05-10,
2014-05-11,
2014-05-12,1.3965
2014-05-13,-1.5518999999999998
2014-05-14,-1.5567
2014-05-15,-0.04
2014-05-16,1.2615
2014-05-17,
2014-05-18,
2014-05-19,1.2458
2014-05-20,-1.1914
2014-05-21,0.929
2014-05-22,-0.0783
2014-05-23,0.8428
2014-05-24,
2014-05-25,
