date,FRC UN Equity
2010-12-13,-0.0365
2010-12-14,-0.3285
2010-12-15,0.5126
2010-12-16,0.7286
2010-12-17,1.4828000000000001
2010-12-18,
2010-12-19,
2010-12-20,0.2851
2010-12-21,2.7363
2010-12-22,1.8679000000000001
2010-12-23,-1.1885
2010-12-24,
2010-12-25,
2010-12-26,
2010-12-27,-0.4124
2010-12-28,0.2415
2010-12-29,0.1033
2010-12-30,-0.4127
2010-12-31,0.5525
2011-01-01,
2011-01-02,
2011-01-03,-0.4808
2011-01-04,-1.5528
2011-01-05,-0.4206
2011-01-06,2.0767
2011-01-07,5.3103
2011-01-08,
2011-01-09,
2011-01-10,1.146
2011-01-11,-1.2625
2011-01-12,-0.8197
2011-01-13,0.8595
2011-01-14,2.7532
2011-01-15,
2011-01-16,
2011-01-17,
2011-01-18,-1.4673
2011-01-19,-1.1978
2011-01-20,0.1966
2011-01-21,-1.1772
2011-01-22,
2011-01-23,
2011-01-24,0.2647
2011-01-25,0.066
2011-01-26,0.1319
2011-01-27,-0.1647
2011-01-28,-1.9466
2011-01-29,
2011-01-30,
2011-01-31,0.0336
2011-02-01,-1.5135999999999998
2011-02-02,-0.5464
2011-02-03,-0.7555
2011-02-04,1.0381
2011-02-05,
2011-02-06,
2011-02-07,1.0274
2011-02-08,1.1525
2011-02-09,-1.2735
2011-02-10,-0.7128
2011-02-11,-0.4103
2011-02-12,
2011-02-13,
2011-02-14,-1.0299
2011-02-15,0.7284
2011-02-16,0.3444
2011-02-17,-0.4118
2011-02-18,2.55
2011-02-19,
2011-02-20,
2011-02-21,
2011-02-22,-1.8481
2011-02-23,-0.5135
2011-02-24,0.1376
2011-02-25,0.6873
2011-02-26,
2011-02-27,
2011-02-28,-0.1706
2011-03-01,-0.6496
2011-03-02,-1.1012
2011-03-03,1.183
2011-03-04,-0.9629
2011-03-05,
2011-03-06,
2011-03-07,-2.7778
2011-03-08,2.6429
2011-03-09,0.5567
2011-03-10,-1.3841
2011-03-11,-0.7719
2011-03-12,
2011-03-13,
2011-03-14,-0.3536
2011-03-15,3.1583
2011-03-16,0.9976
2011-03-17,2.0777
2011-03-18,1.2346
2011-03-19,
2011-03-20,
2011-03-21,0.824
2011-03-22,-2.6806
2011-03-23,0.4367
2011-03-24,-0.5686
2011-03-25,1.1773
2011-03-26,
2011-03-27,
2011-03-28,0.9641
2011-03-29,-0.889
2011-03-30,1.4285999999999999
2011-03-31,1.2447
2011-04-01,-0.6147
2011-04-02,
2011-04-03,
2011-04-04,-1.7904
2011-04-05,-1.1269
2011-04-06,0.1341
2011-04-07,0.1004
2011-04-08,-2.2408
2011-04-09,
2011-04-10,
2011-04-11,2.2922000000000002
2011-04-12,-0.3344
2011-04-13,-0.4027
2011-04-14,0.9771
2011-04-15,0.1001
2011-04-16,
2011-04-17,
2011-04-18,-0.6333
2011-04-19,0.5703
2011-04-20,1.4343
2011-04-21,1.8086
2011-04-22,
2011-04-23,
2011-04-24,
2011-04-25,0.1938
2011-04-26,2.5789999999999997
2011-04-27,-0.4085
2011-04-28,-0.1262
2011-04-29,-0.9479
2011-04-30,
2011-05-01,
2011-05-02,0.7974
2011-05-03,-0.981
2011-05-04,0.032
2011-05-05,-0.2875
2011-05-06,-0.4165
2011-05-07,
2011-05-08,
2011-05-09,0.9653
2011-05-10,1.912
2011-05-11,-3.252
2011-05-12,1.6484
2011-05-13,-0.2544
2011-05-14,
2011-05-15,
2011-05-16,1.817
2011-05-17,-0.7827
2011-05-18,0.1578
2011-05-19,-0.7561
2011-05-20,-0.1905
2011-05-21,
2011-05-22,
2011-05-23,-2.2901
2011-05-24,3.4505
2011-05-25,-1.825
2011-05-26,1.9872
2011-05-27,8.7366
2011-05-28,
2011-05-29,
2011-05-30,
2011-05-31,-6.7919
2011-06-01,-1.1473
2011-06-02,0.8469
2011-06-03,2.2706
2011-06-04,
2011-06-05,
2011-06-06,1.3686
2011-06-07,1.9202
2011-06-08,0.3533
2011-06-09,-0.616
2011-06-10,-2.0071
2011-06-11,
2011-06-12,
2011-06-13,0.0
2011-06-14,1.6867
2011-06-15,-0.6813
2011-06-16,0.8947
2011-06-17,1.2415
2011-06-18,
2011-06-19,
2011-06-20,-0.5839
2011-06-21,0.0
2011-06-22,1.1454
2011-06-23,-1.8293
2011-06-24,-2.5140000000000002
2011-06-25,
2011-06-26,
2011-06-27,-0.6371
2011-06-28,-4.5802
2011-06-29,0.608
2011-06-30,2.6718
2011-07-01,-3.9653
2011-07-02,
2011-07-03,
2011-07-04,
2011-07-05,0.0
2011-07-06,-1.9355
2011-07-07,0.5263
2011-07-08,-0.9817
2011-07-09,
2011-07-10,
2011-07-11,-0.694
2011-07-12,1.2313
2011-07-13,0.5917
2011-07-14,-2.549
2011-07-15,0.2012
2011-07-16,
2011-07-17,
2011-07-18,-2.5435
2011-07-19,-0.5838
2011-07-20,-0.3109
2011-07-21,0.9356
2011-07-22,-0.6522
2011-07-23,
2011-07-24,
2011-07-25,-0.311
2011-07-26,1.3172
2011-07-27,-2.1553
2011-07-28,-0.035
2011-07-29,-0.9444
2011-07-30,
2011-07-31,
2011-08-01,0.6709
2011-08-02,-2.4553
2011-08-03,-0.1798
2011-08-04,-1.7290999999999999
2011-08-05,-0.9897
2011-08-06,
2011-08-07,
2011-08-08,-7.0344
2011-08-09,5.217
2011-08-10,-5.5261
2011-08-11,4.6074
2011-08-12,-3.1023
2011-08-13,
2011-08-14,
2011-08-15,3.4387
2011-08-16,-1.6431
2011-08-17,0.3497
2011-08-18,-5.5362
2011-08-19,-1.8852
2011-08-20,
2011-08-21,
2011-08-22,-0.8354
2011-08-23,3.5383
2011-08-24,1.8714
2011-08-25,-3.2348
2011-08-26,1.8984999999999999
2011-08-27,
2011-08-28,
2011-08-29,2.2276
2011-08-30,0.0396
2011-08-31,0.9901
2011-09-01,-3.098
2011-09-02,-2.2663
2011-09-03,
2011-09-04,
2011-09-05,
2011-09-06,-0.6211
2011-09-07,4.3333
2011-09-08,-4.1534
2011-09-09,0.2083
2011-09-10,
2011-09-11,
2011-09-12,3.2016999999999998
2011-09-13,1.8936
2011-09-14,-0.3163
2011-09-15,-0.357
2011-09-16,0.7564
2011-09-17,
2011-09-18,
2011-09-19,-1.5409000000000002
2011-09-20,0.0803
2011-09-21,-3.0473
2011-09-22,-1.9851
2011-09-23,-0.2954
2011-09-24,
2011-09-25,
2011-09-26,1.5657999999999999
2011-09-27,1.7917
2011-09-28,-5.526
2011-09-29,2.1664
2011-09-30,-1.7812000000000001
2011-10-01,
2011-10-02,
2011-10-03,-2.9361
2011-10-04,7.5178
2011-10-05,0.2069
2011-10-06,1.858
2011-10-07,-5.2696
2011-10-08,
2011-10-09,
2011-10-10,7.1031
2011-10-11,0.4395
2011-10-12,2.9036999999999997
2011-10-13,-3.0151
2011-10-14,2.0327
2011-10-15,
2011-10-16,
2011-10-17,-2.0703
2011-10-18,5.2254
2011-10-19,-2.047
2011-10-20,-2.2059
2011-10-21,4.8674
2011-10-22,
2011-10-23,
2011-10-24,3.1698
2011-10-25,-1.1339
2011-10-26,4.6245
2011-10-27,2.5813
2011-10-28,-1.3788
2011-10-29,
2011-10-30,
2011-10-31,-3.1807
2011-11-01,-2.9964
2011-11-02,3.7216
2011-11-03,0.9688
2011-11-04,0.4264
2011-11-05,
2011-11-06,
2011-11-07,1.7339
2011-11-08,0.6609
2011-11-09,-3.9046
2011-11-10,0.6832
2011-11-11,1.3929
2011-11-12,
2011-11-13,
2011-11-14,-2.043
2011-11-15,0.6113
2011-11-16,-0.1072
2011-11-17,2.4329
2011-11-18,1.0828
2011-11-19,
2011-11-20,
2011-11-21,-2.2115
2011-11-22,1.4487999999999999
2011-11-23,-4.0056
2011-11-24,
2011-11-25,0.9071
2011-11-26,
2011-11-27,
2011-11-28,1.0068
2011-11-29,0.9612
2011-11-30,0.0705
2011-12-01,0.1057
2011-12-02,1.9359
2011-12-03,
2011-12-04,
2011-12-05,2.7279
2011-12-06,-2.0168
2011-12-07,0.8233
2011-12-08,-1.9054
2011-12-09,1.4915
2011-12-10,
2011-12-11,
2011-12-12,-0.9569
2011-12-13,0.9317
2011-12-14,0.4786
2011-12-15,1.1909
2011-12-16,0.269
2011-12-17,
2011-12-18,
2011-12-19,-0.4695
2011-12-20,1.2466
2011-12-21,-0.5657
2011-12-22,3.2463
2011-12-23,0.0
2011-12-24,
2011-12-25,
2011-12-26,
2011-12-27,1.718
2011-12-28,-1.8164
2011-12-29,-0.2272
2011-12-30,-0.4229
2011-12-31,
2012-01-01,
2012-01-02,
2012-01-03,0.8167
2012-01-04,1.2962
2012-01-05,-0.1919
2012-01-06,-0.609
2012-01-07,
2012-01-08,
2012-01-09,0.9352
2012-01-10,0.3834
2012-01-11,0.8275
2012-01-12,-0.6944
2012-01-13,0.9218
2012-01-14,
2012-01-15,
2012-01-16,
2012-01-17,-1.5118
2012-01-18,-0.064
2012-01-19,-0.448
2012-01-20,-1.0286
2012-01-21,
2012-01-22,
2012-01-23,-0.812
2012-01-24,-1.2770000000000001
2012-01-25,1.3599
2012-01-26,-2.0615
2012-01-27,0.1336
2012-01-28,
2012-01-29,
2012-01-30,-0.4671
2012-01-31,0.5028
2012-02-01,1.7678
2012-02-02,-0.4261
2012-02-03,2.0737
2012-02-04,
2012-02-05,
2012-02-06,0.4515
2012-02-07,0.2889
2012-02-08,0.4802
2012-02-09,-0.669
2012-02-10,-1.1225
2012-02-11,
2012-02-12,
2012-02-13,1.0704
2012-02-14,-0.2888
2012-02-15,0.9334
