date,GOOG UW Equity
2014-08-05,-1.4098
2014-08-06,0.2513
2014-08-07,-0.5525
2014-08-08,0.9603
2014-08-09,
2014-08-10,
2014-08-11,-0.1565
2014-08-12,-0.9069
2014-08-13,2.1413
2014-08-14,-0.0226
2014-08-15,-0.2036
2014-08-16,
2014-08-17,
2014-08-18,1.5135999999999998
2014-08-19,0.8073
2014-08-20,-0.4038
2014-08-21,-0.1916
2014-08-22,-0.1388
2014-08-23,
2014-08-24,
2014-08-25,-0.4051
2014-08-26,-0.4033
2014-08-27,-1.1871
2014-08-28,-0.3152
2014-08-29,0.4216
2014-08-30,
2014-08-31,
2014-09-01,
2014-09-02,1.0024
2014-09-03,0.1057
2014-09-04,0.699
2014-09-05,0.7045
2014-09-06,
2014-09-07,
2014-09-08,0.6211
2014-09-09,-1.4769999999999999
2014-09-10,0.3597
2014-09-11,-0.3001
2014-09-12,-0.9856
2014-09-13,
2014-09-14,
2014-09-15,-0.4378
2014-09-16,1.1953
2014-09-17,0.8311
2014-09-18,0.7695
2014-09-19,1.1557
2014-09-20,
2014-09-21,
2014-09-22,-1.4612
2014-09-23,-1.0624
2014-09-24,1.1804999999999999
2014-09-25,-2.199
2014-09-26,0.3547
2014-09-27,
2014-09-28,
2014-09-29,-0.1282
2014-09-30,0.1735
2014-10-01,-1.5744
2014-10-02,0.3185
2014-10-03,0.9122
2014-10-04,
2014-10-05,
2014-10-06,0.3598
2014-10-07,-2.3573
2014-10-08,1.5539
2014-10-09,-2.0297
2014-10-10,-2.9222
2014-10-11,
2014-10-12,
2014-10-13,-2.0717
2014-10-14,0.8871
2014-10-15,-1.4704
2014-10-16,-1.0415
2014-10-17,-2.5433
2014-10-18,
2014-10-19,
2014-10-20,1.8917000000000002
2014-10-21,1.0944
2014-10-22,1.1718
2014-10-23,2.1156
2014-10-24,-0.7721
2014-10-25,
2014-10-26,
2014-10-27,0.1834
2014-10-28,1.5034
2014-10-29,0.0783
2014-10-30,0.1784
2014-10-31,1.5936
2014-11-01,
2014-11-02,
2014-11-03,-0.6904
2014-11-04,-0.1999
2014-11-05,-1.478
2014-11-06,-0.7107
2014-11-07,-0.19
2014-11-08,
2014-11-09,
2014-11-10,1.1978
2014-11-11,0.5114
2014-11-12,-0.5415
2014-11-13,-0.3526
2014-11-14,-0.1797
2014-11-15,
2014-11-16,
2014-11-17,-1.4493
2014-11-18,-0.2759
2014-11-19,0.3663
2014-11-20,-0.4022
2014-11-21,0.4992
2014-11-22,
2014-11-23,
2014-11-24,0.3293
2014-11-25,0.3356
2014-11-26,-0.1312
2014-11-27,
2014-11-28,0.2702
2014-11-29,
2014-11-30,
2014-12-01,-1.482
2014-12-02,-0.0094
2014-12-03,-0.4553
2014-12-04,1.1274
2014-12-05,-2.2427
2014-12-06,
2014-12-07,
2014-12-08,0.3275
2014-12-09,1.2126000000000001
2014-12-10,-1.3705
2014-12-11,0.4334
2014-12-12,-1.8322
2014-12-13,
2014-12-14,
2014-12-15,-0.937
2014-12-16,-3.5831
2014-12-17,1.9177
2014-12-18,1.23
2014-12-19,1.0272
2014-12-20,
2014-12-21,
2014-12-22,1.65
2014-12-23,1.0898
2014-12-24,-0.343
2014-12-25,
2014-12-26,0.9948
2014-12-27,
2014-12-28,
2014-12-29,-0.6928
2014-12-30,0.017
2014-12-31,-0.7579
2015-01-01,
2015-01-02,-0.3021
2015-01-03,
2015-01-04,
2015-01-05,-2.0846
2015-01-06,-2.3177
2015-01-07,-0.1713
2015-01-08,0.3153
2015-01-09,-1.2951
2015-01-10,
2015-01-11,
2015-01-12,-0.7296
2015-01-13,0.737
2015-01-14,0.9452
2015-01-15,0.1837
2015-01-16,1.2535
2015-01-17,
2015-01-18,
2015-01-19,
2015-01-20,-0.2322
2015-01-21,2.1977
2015-01-22,3.1561
2015-01-23,1.0404
2015-01-24,
2015-01-25,
2015-01-26,-0.8779
2015-01-27,-3.0978
2015-01-28,-1.6640000000000001
2015-01-29,0.1294
2015-01-30,4.6724
2015-01-31,
2015-02-01,
2015-02-02,-1.13
2015-02-03,0.1438
2015-02-04,-1.2244
2015-02-05,0.922
2015-02-06,0.6482
2015-02-07,
2015-02-08,
2015-02-09,-0.597
2015-02-10,1.7259
2015-02-11,-0.1807
2015-02-12,1.2986
2015-02-13,1.1198
2015-02-14,
2015-02-15,
2015-02-16,
2015-02-17,-1.1238
2015-02-18,-0.5784
2015-02-19,0.5874
2015-02-20,-0.7221
2015-02-21,
2015-02-22,
2015-02-23,-1.3062
2015-02-24,0.7858
2015-02-25,1.4512
2015-02-26,2.1347
2015-02-27,0.5257
2015-02-28,
2015-03-01,
2015-03-02,2.3173
2015-03-03,0.4026
2015-03-04,-0.0471
2015-03-05,0.3418
2015-03-06,-1.3288
2015-03-07,
2015-03-08,
2015-03-09,0.2052
2015-03-10,-2.433
2015-03-11,-0.6901
2015-03-12,0.7856
2015-03-13,-1.4743
2015-03-14,
2015-03-15,
2015-03-16,1.3136999999999999
2015-03-17,-0.6618
2015-03-18,1.5721
2015-03-19,-0.2699
2015-03-20,0.4247
2015-03-21,
2015-03-22,
2015-03-23,-0.2766
2015-03-24,2.0365
2015-03-25,-2.0002
2015-03-26,-0.6469
2015-03-27,-1.2303
2015-03-28,
2015-03-29,
2015-03-30,0.6729
2015-03-31,-0.73
2015-04-01,-0.9927
2015-04-02,-1.2957
2015-04-03,
2015-04-04,
2015-04-05,
2015-04-06,0.2306
2015-04-07,0.0475
2015-04-08,0.8547
2015-04-09,-0.1532
2015-04-10,-0.1424
2015-04-11,
2015-04-12,
2015-04-13,-0.1556
2015-04-14,-1.6284
2015-04-15,0.4035
2015-04-16,0.2385
2015-04-17,-1.8265
2015-04-18,
2015-04-19,
2015-04-20,2.162
2015-04-21,-0.2634
2015-04-22,1.0104
2015-04-23,1.4156
2015-04-24,3.3016
2015-04-25,
2015-04-26,
2015-04-27,-1.445
2015-04-28,-0.3043
2015-04-29,-0.8308
2015-04-30,-2.1381
2015-05-01,0.1042
2015-05-02,
2015-05-03,
2015-05-04,0.5354
2015-05-05,-1.8455
2015-05-06,-1.2396
2015-05-07,1.2361
2015-05-08,1.417
2015-05-09,
2015-05-10,
2015-05-11,-0.4682
2015-05-12,-1.2432
2015-05-13,0.1096
2015-05-14,1.6578
2015-05-15,-0.8451
2015-05-16,
2015-05-17,
2015-05-18,-0.2903
2015-05-19,0.9506
2015-05-20,0.3554
2015-05-21,0.6008
2015-05-22,-0.4424
2015-05-23,
2015-05-24,
2015-05-25,
2015-05-26,-1.4423
2015-05-27,1.4033
2015-05-28,-0.0019
2015-05-29,-1.4209
2015-05-30,
2015-05-31,
2015-06-01,0.3533
2015-06-02,0.9719
2015-06-03,0.2096
2015-06-04,-0.6681
2015-06-05,-0.6279
2015-06-06,
2015-06-07,
2015-06-08,-1.2187999999999999
2015-06-09,-0.0266
2015-06-10,1.8987
2015-06-11,-0.3876
2015-06-12,-0.4265
2015-06-13,
2015-06-14,
2015-06-15,-0.9637
2015-06-16,0.1802
2015-06-17,0.2102
2015-06-18,1.4114
2015-06-19,-0.0075
2015-06-20,
2015-06-21,
2015-06-22,0.2795
2015-06-23,0.4255
2015-06-24,-0.4885
2015-06-25,-0.4853
2015-06-26,-0.6614
2015-06-27,
2015-06-28,
2015-06-29,-1.9127999999999998
2015-06-30,-0.1937
2015-07-01,0.2555
2015-07-02,0.2989
2015-07-03,
2015-07-04,
2015-07-05,
2015-07-06,-0.1032
2015-07-07,0.4131
2015-07-08,-1.5598999999999998
2015-07-09,0.7449
2015-07-10,1.8149
2015-07-11,
2015-07-12,
2015-07-13,3.0974
2015-07-14,2.6622
2015-07-15,-0.1568
2015-07-16,3.504
2015-07-17,16.0524
2015-07-18,
2015-07-19,
2015-07-20,-1.4727000000000001
2015-07-21,-0.1086
2015-07-22,-0.0302
2015-07-23,-2.6914
2015-07-24,-3.216
2015-07-25,
2015-07-26,
2015-07-27,0.5934
2015-07-28,0.118
2015-07-29,0.6258
2015-07-30,0.1044
2015-07-31,-1.1034
2015-08-01,
2015-08-02,
2015-08-03,0.8951
2015-08-04,-0.3105
2015-08-05,2.3091
2015-08-06,-0.1709
2015-08-07,-1.1482999999999999
2015-08-08,
2015-08-09,
2015-08-10,-0.2471
2015-08-11,4.2684
2015-08-12,-0.1846
2015-08-13,-0.4715
2015-08-14,0.1021
2015-08-15,
2015-08-16,
2015-08-17,0.5707
2015-08-18,-0.7172
2015-08-19,0.727
2015-08-20,-2.1289
2015-08-21,-5.3105
2015-08-22,
2015-08-23,
2015-08-24,-3.734
2015-08-25,-1.2805
2015-08-26,7.9992
2015-08-27,1.4301
2015-08-28,-1.1339
2015-08-29,
2015-08-30,
2015-08-31,-1.9242
2015-09-01,-3.3093
2015-09-02,2.7685
2015-09-03,-1.3169
2015-09-04,-0.9155
2015-09-05,
2015-09-06,
2015-09-07,
2015-09-08,2.324
2015-09-09,-0.3156
2015-09-10,1.4085
2015-09-11,0.7114
2015-09-12,
2015-09-13,
2015-09-14,-0.4043
2015-09-15,1.9094
2015-09-16,0.1323
2015-09-17,1.0881
2015-09-18,-2.1232
2015-09-19,
2015-09-20,
2015-09-21,0.9837
2015-09-22,-2.0065
2015-09-23,-0.053
2015-09-24,0.5527
2015-09-25,-2.21
2015-09-26,
2015-09-27,
2015-09-28,-2.791
2015-09-29,0.0134
2015-09-30,2.2606
2015-10-01,0.4717
2015-10-02,2.5553
2015-10-03,
2015-10-04,
2015-10-05,2.3225
2015-10-06,0.6189
2015-10-07,-0.4772
2015-10-08,-0.4982
2015-10-09,0.6962
2015-10-10,
2015-10-11,
2015-10-12,0.4754
2015-10-13,0.8706
2015-10-14,-0.1748
2015-10-15,1.6248
2015-10-16,0.0695
2015-10-17,
2015-10-18,
2015-10-19,0.5889
2015-10-20,-2.375
2015-10-21,-1.1795
2015-10-22,1.4285
2015-10-23,7.7034
2015-10-24,
2015-10-25,
2015-10-26,1.5356
2015-10-27,-0.6019
2015-10-28,0.6295
2015-10-29,0.5568
2015-10-30,-0.8523
2015-10-31,
2015-11-01,
2015-11-02,1.4491
2015-11-03,0.1456
2015-11-04,0.8239
2015-11-05,0.4313
2015-11-06,0.3432
2015-11-07,
2015-11-08,
2015-11-09,-1.2088
2015-11-10,0.4732
2015-11-11,0.9721
2015-11-12,-0.567
2015-11-13,-1.946
2015-11-14,
2015-11-15,
2015-11-16,1.6681
2015-11-17,-0.5021
2015-11-18,2.0267
2015-11-19,-0.2149
2015-11-20,2.4634
2015-11-21,
2015-11-22,
2015-11-23,-0.0819
2015-11-24,-1.0185
2015-11-25,-0.0174
2015-11-26,
2015-11-27,0.282
2015-11-28,
2015-11-29,
2015-11-30,-1.021
2015-12-01,3.2911
2015-12-02,-0.6075
2015-12-03,-1.2907
2015-12-04,1.8961999999999999
2015-12-05,
2015-12-06,
2015-12-07,-0.4643
2015-12-08,-0.1153
2015-12-09,-1.4114
2015-12-10,-0.2861
2015-12-11,-1.413
2015-12-12,
2015-12-13,
2015-12-14,1.2045
2015-12-15,-0.5844
2015-12-16,1.9761
2015-12-17,-1.1423
2015-12-18,-1.3504
2015-12-19,
2015-12-20,
2015-12-21,1.1443
2015-12-22,0.2982
2015-12-23,0.0413
2015-12-24,-0.2546
2015-12-25,
2015-12-26,
2015-12-27,
2015-12-28,1.8854
2015-12-29,1.8477999999999999
2015-12-30,-0.7211
2015-12-31,-1.572
2016-01-01,
2016-01-02,
2016-01-03,
2016-01-04,-2.2454
2016-01-05,0.0998
2016-01-06,0.1401
2016-01-07,-2.317
2016-01-08,-1.641
2016-01-09,
2016-01-10,
2016-01-11,0.2183
2016-01-12,1.4022000000000001
2016-01-13,-3.5134
2016-01-14,2.0212
2016-01-15,-2.8361
2016-01-16,
2016-01-17,
2016-01-18,
2016-01-19,1.057
2016-01-20,-0.4759
2016-01-21,1.1654
2016-01-22,2.6409000000000002
2016-01-23,
2016-01-24,
2016-01-25,-1.8725
2016-01-26,0.1925
2016-01-27,-1.8302
2016-01-28,4.4243
2016-01-29,1.6402999999999999
2016-01-30,
2016-01-31,
2016-02-01,1.2181
2016-02-02,1.6822
2016-02-03,-4.9304
2016-02-04,-2.6054
2016-02-05,-3.4519
2016-02-06,
2016-02-07,
2016-02-08,-0.1214
2016-02-09,-0.6781
2016-02-10,0.8863
2016-02-11,-0.1476
2016-02-12,-0.1039
2016-02-13,
2016-02-14,
2016-02-15,
2016-02-16,1.2603
2016-02-17,2.5181
2016-02-18,-1.5598999999999998
2016-02-19,0.5105
2016-02-20,
2016-02-21,
2016-02-22,0.7918
2016-02-23,-1.5019
2016-02-24,0.5332
2016-02-25,0.8848
2016-02-26,-0.0964
2016-02-27,
2016-02-28,
2016-02-29,-1.0354
2016-03-01,3.0153
2016-03-02,0.0056
2016-03-03,-0.8945
2016-03-04,-0.2148
2016-03-05,
2016-03-06,
2016-03-07,-2.2127
2016-03-08,-0.1712
2016-03-09,1.624
2016-03-10,1.0748
2016-03-11,1.964
2016-03-12,
2016-03-13,
2016-03-14,0.5049
2016-03-15,-0.2957
2016-03-16,1.0655000000000001
2016-03-17,0.2296
2016-03-18,-0.0244
2016-03-19,
2016-03-20,
2016-03-21,0.6087
2016-03-22,-0.1806
2016-03-23,-0.3631
2016-03-24,-0.374
2016-03-25,
2016-03-26,
2016-03-27,
2016-03-28,-0.2407
2016-03-29,1.5323
2016-03-30,0.7734
2016-03-31,-0.7435
2016-04-01,0.6658
2016-04-02,
2016-04-03,
2016-04-04,-0.6161
2016-04-05,-1.005
2016-04-06,1.0694
2016-04-07,-0.7255
2016-04-08,-0.1526
2016-04-09,
2016-04-10,
2016-04-11,-0.4126
2016-04-12,0.9496
2016-04-13,1.1614
2016-04-14,0.1969
2016-04-15,0.77
2016-04-16,
2016-04-17,
2016-04-18,1.0026
2016-04-19,-1.654
2016-04-20,-0.1671
2016-04-21,0.8596
2016-04-22,-5.3179
2016-04-23,
2016-04-24,
2016-04-25,0.6094
2016-04-26,-2.0756
2016-04-27,-0.3248
2016-04-28,-2.0996
2016-04-29,0.288
2016-04-30,
2016-05-01,
2016-05-02,0.7503
2016-05-03,-0.8379
2016-05-04,0.4824
2016-05-05,0.8236
2016-05-06,1.3815
2016-05-07,
2016-05-08,
2016-05-09,0.2503
2016-05-10,1.442
2016-05-11,-1.091
2016-05-12,-0.2768
2016-05-13,-0.3477
2016-05-14,
2016-05-15,
2016-05-16,0.7963
2016-05-17,-1.432
2016-05-18,0.0566
2016-05-19,-0.893
2016-05-20,1.3451
2016-05-21,
2016-05-22,
2016-05-23,-0.7749
2016-05-24,2.2507
2016-05-25,0.7194
2016-05-26,-0.1586
2016-05-27,1.1794
2016-05-28,
2016-05-29,
2016-05-30,
2016-05-31,0.4177
2016-06-01,-0.2134
2016-06-02,-0.5108
2016-06-03,-1.1035
2016-06-04,
2016-06-05,
2016-06-06,-0.8016
2016-06-07,0.014
2016-06-08,1.6228
2016-06-09,0.0412
2016-06-10,-1.2586
2016-06-11,
2016-06-12,
2016-06-13,-0.146
2016-06-14,-0.0125
2016-06-15,0.0905
2016-06-16,-1.1907
2016-06-17,-2.624
2016-06-18,
2016-06-19,
2016-06-20,0.2877
2016-06-21,0.3215
2016-06-22,0.2184
2016-06-23,0.6323
2016-06-24,-3.797
2016-06-25,
2016-06-26,
2016-06-27,-1.0308
2016-06-28,1.7628
2016-06-29,0.5985
2016-06-30,1.1679
2016-07-01,1.0273
2016-07-02,
2016-07-03,
2016-07-04,
2016-07-05,-0.675
2016-07-06,0.4723
2016-07-07,-0.3454
2016-07-08,1.4769
2016-07-09,
2016-07-10,
2016-07-11,1.3406
2016-07-12,0.7761
2016-07-13,-0.5079
2016-07-14,0.5537
2016-07-15,-0.1526
2016-07-16,
2016-07-17,
2016-07-18,1.9351
2016-07-19,0.4334
2016-07-20,0.574
2016-07-21,-0.3454
2016-07-22,0.5564
2016-07-23,
2016-07-24,
2016-07-25,-0.3999
2016-07-26,-0.1825
2016-07-27,0.4537
2016-07-28,0.5581
2016-07-29,3.0674
2016-07-30,
2016-07-31,
2016-08-01,0.532
2016-08-02,-0.2342
2016-08-03,0.2736
2016-08-04,-0.2031
2016-08-05,1.375
2016-08-06,
2016-08-07,
2016-08-08,-0.0588
2016-08-09,0.3198
2016-08-10,0.0536
2016-08-11,0.0217
2016-08-12,-0.2077
2016-08-13,
2016-08-14,
2016-08-15,-0.0996
2016-08-16,-0.6774
2016-08-17,0.3564
2016-08-18,-0.309
2016-08-19,-0.2675
2016-08-20,
2016-08-21,
2016-08-22,-0.4217
2016-08-23,-0.0091
2016-08-24,-0.316
2016-08-25,-0.0299
2016-08-26,0.0169
2016-08-27,
2016-08-28,
2016-08-29,0.3392
2016-08-30,-0.3963
2016-08-31,-0.2652
2016-09-01,0.2255
2016-09-02,0.3486
2016-09-03,
2016-09-04,
2016-09-05,
2016-09-06,1.1174
2016-09-07,0.0346
2016-09-08,-0.6446
2016-09-09,-2.0198
2016-09-10,
2016-09-11,
2016-09-12,1.2321
2016-09-13,-1.2132
2016-09-14,0.3686
2016-09-15,1.2158
2016-09-16,-0.3732
2016-09-17,
2016-09-18,
2016-09-19,-0.4136
2016-09-20,0.7457
2016-09-21,0.6235
2016-09-22,1.4158
2016-09-23,-0.0394
2016-09-24,
2016-09-25,
2016-09-26,-1.6127
2016-09-27,1.1366
2016-09-28,-0.1852
2016-09-29,-0.8381
2016-09-30,0.2942
2016-10-01,
2016-10-02,
2016-10-03,-0.6085
2016-10-04,0.5009
2016-10-05,0.0052
2016-10-06,0.0502
2016-10-07,-0.2291
2016-10-08,
2016-10-09,
2016-10-10,1.4011
2016-10-11,-0.3652
2016-10-12,0.392
2016-10-13,-1.0113
2016-10-14,0.0437
2016-10-15,
2016-10-16,
2016-10-17,0.1837
2016-10-18,1.9616
2016-10-19,0.7922
2016-10-20,-0.5726
2016-10-21,0.3011
2016-10-22,
2016-10-23,
2016-10-24,1.7189
2016-10-25,-0.669
2016-10-26,-1.0648
2016-10-27,-0.4655
2016-10-28,0.0025
2016-10-29,
2016-10-30,
2016-10-31,-1.3616
2016-11-01,-0.1185
2016-11-02,-1.9026999999999998
2016-11-03,-0.8547
2016-11-04,-0.0144
2016-11-05,
2016-11-06,
2016-11-07,2.6902
2016-11-08,1.0211
2016-11-09,-0.6578
2016-11-10,-2.8969
2016-11-11,-1.1199
2016-11-12,
2016-11-13,
2016-11-14,-2.3792
2016-11-15,3.0445
2016-11-16,0.7897
2016-11-17,0.883
2016-11-18,-1.3860999999999999
2016-11-19,
2016-11-20,
2016-11-21,1.1387
2016-11-22,-0.1209
2016-11-23,-0.9476
2016-11-24,
2016-11-25,0.0907
2016-11-26,
2016-11-27,
2016-11-28,0.8613
2016-11-29,0.3384
2016-11-30,-1.6604999999999999
2016-12-01,-1.335
2016-12-02,0.345
2016-12-03,
2016-12-04,
2016-12-05,1.6016
2016-12-06,-0.4472
2016-12-07,1.5913
2016-12-08,0.6782
2016-12-09,1.6576
2016-12-10,
2016-12-11,
2016-12-12,-0.0025
2016-12-13,0.8654
2016-12-14,0.1218
2016-12-15,0.0979
2016-12-16,-0.8836
2016-12-17,
2016-12-18,
2016-12-19,0.4299
2016-12-20,0.2795
2016-12-21,-0.2335
2016-12-22,-0.4153
2016-12-23,-0.1706
2016-12-24,
2016-12-25,
2016-12-26,
2016-12-27,0.2076
2016-12-28,-0.8212
2016-12-29,-0.2879
2016-12-30,-1.4014
2016-12-31,
2017-01-01,
2017-01-02,
2017-01-03,1.8554
2017-01-04,0.0967
2017-01-05,0.9048
2017-01-06,1.5276999999999998
2017-01-07,
2017-01-08,
2017-01-09,0.062
2017-01-10,-0.2306
2017-01-11,0.3877
2017-01-12,-0.1919
2017-01-13,0.1885
2017-01-14,
2017-01-15,
2017-01-16,
2017-01-17,-0.4048
2017-01-18,0.1815
2017-01-19,-0.4832
2017-01-20,0.3547
2017-01-21,
2017-01-22,
2017-01-23,1.7751000000000001
2017-01-24,0.5566
2017-01-25,1.4323000000000001
2017-01-26,-0.4212
2017-01-27,-1.0623
2017-01-28,
2017-01-29,
2017-01-30,-2.5495
2017-01-31,-0.6893
2017-02-01,-0.1374
2017-02-02,0.3563
2017-02-03,0.3707
2017-02-04,
2017-02-05,
2017-02-06,-0.0187
2017-02-07,0.7026
2017-02-08,0.1747
2017-02-09,0.146
2017-02-10,0.5077
2017-02-11,
2017-02-12,
2017-02-13,0.6846
2017-02-14,0.1477
2017-02-15,-0.1792
2017-02-16,0.6325
2017-02-17,0.4744
2017-02-18,
2017-02-19,
2017-02-20,
2017-02-21,0.4335
2017-02-22,-0.1082
2017-02-23,0.0686
2017-02-24,-0.3236
2017-02-25,
2017-02-26,
2017-02-27,0.0772
2017-02-28,-0.732
2017-03-01,1.4614
2017-03-02,-0.5519
2017-03-03,-0.1866
2017-03-04,
2017-03-05,
2017-03-06,-0.1568
2017-03-07,0.4989
2017-03-08,0.4159
2017-03-09,0.3962
2017-03-10,0.5449
2017-03-11,
2017-03-12,
2017-03-13,0.2716
2017-03-14,0.0095
2017-03-15,0.1868
2017-03-16,0.1865
2017-03-17,0.3935
2017-03-18,
2017-03-19,
2017-03-20,-0.4366
2017-03-21,-2.1146
2017-03-22,-0.1048
2017-03-23,-1.4477
2017-03-24,-0.3853
2017-03-25,
2017-03-26,
2017-03-27,0.6237
2017-03-28,0.1721
2017-03-29,1.2778
2017-03-30,0.0108
2017-03-31,-0.2333
2017-04-01,
2017-04-02,
2017-04-03,1.0836999999999999
2017-04-04,-0.4746
2017-04-05,-0.3786
2017-04-06,-0.4246
2017-04-07,-0.3877
2017-04-08,
2017-04-09,
2017-04-10,0.0073
2017-04-11,-0.1673
2017-04-12,0.1178
2017-04-13,-0.0922
2017-04-14,
2017-04-15,
2017-04-16,
2017-04-17,1.6526
2017-04-18,-0.0418
2017-04-19,0.1661
2017-04-20,0.4104
2017-04-21,0.183
2017-04-22,
2017-04-23,
2017-04-24,2.3209
2017-04-25,1.1058
2017-04-26,-0.0653
2017-04-27,0.2891
2017-04-28,3.6271
2017-04-29,
2017-04-30,
2017-05-01,0.7296
2017-05-02,0.4241
2017-05-03,1.1566
2017-05-04,0.4984
2017-05-05,-0.4862
2017-05-06,
2017-05-07,
2017-05-08,0.7734
2017-05-09,-0.228
2017-05-10,-0.3637
2017-05-11,0.196
2017-05-12,0.1741
2017-05-13,
2017-05-14,
2017-05-15,0.5213
2017-05-16,0.6317
2017-05-17,-2.4793
2017-05-18,1.1548
2017-05-19,0.4053
2017-05-20,
2017-05-21,
2017-05-22,0.8405
2017-05-23,0.739
2017-05-24,0.6471
2017-05-25,1.5268000000000002
2017-05-26,0.1991
2017-05-27,
2017-05-28,
2017-05-29,
2017-05-30,0.454
2017-05-31,-1.1292
2017-06-01,0.2166
2017-06-02,0.8946
2017-06-03,
2017-06-04,
2017-06-05,0.8282
2017-06-06,-0.7228
2017-06-07,0.4618
2017-06-08,0.2375
2017-06-09,-3.4146
2017-06-10,
2017-06-11,
2017-06-12,-0.7296
2017-06-13,1.1136
2017-06-14,-0.2769
2017-06-15,-0.8888
2017-06-16,-0.2685
2017-06-17,
2017-06-18,
2017-06-19,1.8717000000000001
2017-06-20,-0.704
2017-06-21,0.9278
2017-06-22,-0.246
2017-06-23,0.8881
2017-06-24,
2017-06-25,
2017-06-26,-1.3795
2017-06-27,-2.6189999999999998
2017-06-28,1.4191
2017-06-29,-2.4136
2017-06-30,-0.9872
2017-07-01,
2017-07-02,
2017-07-03,-1.1037
2017-07-04,
2017-07-05,1.4476
2017-07-06,-0.5506
2017-07-07,1.3125
2017-07-08,
2017-07-09,
2017-07-10,1.1115
2017-07-11,0.1389
2017-07-12,1.4773
2017-07-13,0.3528
2017-07-14,0.9323
2017-07-15,
2017-07-16,
2017-07-17,-0.2688
2017-07-18,1.2565
2017-07-19,0.5687
2017-07-20,-0.2822
2017-07-21,0.4927
2017-07-22,
2017-07-23,
2017-07-24,0.7627
2017-07-25,-3.0234
2017-07-26,-0.305
2017-07-27,-1.4465
2017-07-28,0.7965
2017-07-29,
2017-07-30,
2017-07-31,-1.1715
2017-08-01,0.0355
2017-08-02,-0.0473
2017-08-03,-0.7244
2017-08-04,0.4666
2017-08-05,
2017-08-06,
2017-08-07,0.1509
2017-08-08,-0.2765
2017-08-09,-0.4197
2017-08-10,-1.6968
2017-08-11,0.7881
2017-08-12,
2017-08-13,
2017-08-14,0.9055
2017-08-15,-0.0488
2017-08-16,0.514
2017-08-17,-1.7239
2017-08-18,-0.034
2017-08-19,
2017-08-20,
2017-08-21,-0.4403
2017-08-22,1.9886
2017-08-23,0.2498
2017-08-24,-0.617
2017-08-25,-0.5851
2017-08-26,
2017-08-27,
2017-08-28,-0.2271
2017-08-29,0.8186
2017-08-30,0.8987
2017-08-31,1.0499
2017-09-01,-0.2119
2017-09-02,
2017-09-03,
2017-09-04,
2017-09-05,-0.9484
