date,TEL UN Equity
2007-09-20,1.1793
2007-09-21,-0.0299
2007-09-22,
2007-09-23,
2007-09-24,-0.1794
2007-09-25,1.1381000000000001
2007-09-26,2.2801
2007-09-27,1.8529
2007-09-28,1.1086
2007-09-29,
2007-09-30,
2007-10-01,2.3991
2007-10-02,-0.9096
2007-10-03,-0.8067
2007-10-04,0.673
2007-10-05,0.4178
2007-10-06,
2007-10-07,
2007-10-08,2.9680999999999997
2007-10-09,-1.0506
2007-10-10,0.2995
2007-10-11,-0.5157
2007-10-12,0.955
2007-10-13,
2007-10-14,
2007-10-15,-0.0811
2007-10-16,0.0541
2007-10-17,-0.2433
2007-10-18,-0.0542
2007-10-19,-1.7354
2007-10-20,
2007-10-21,
2007-10-22,-1.5453000000000001
2007-10-23,-1.5695000000000001
2007-10-24,-1.5945
2007-10-25,-1.5046
2007-10-26,-0.9988
2007-10-27,
2007-10-28,
2007-10-29,2.0178
2007-10-30,1.8034
2007-10-31,1.9143
2007-11-01,-1.4017
2007-11-02,0.5687
2007-11-03,
2007-11-04,
2007-11-05,-4.5519
2007-11-06,0.0296
2007-11-07,-2.3097
2007-11-08,0.4547
2007-11-09,-1.72
2007-11-10,
2007-11-11,
2007-11-12,-3.7151
2007-11-13,3.1569
2007-11-14,0.4637
2007-11-15,1.8462
2007-11-16,5.8006
2007-11-17,
2007-11-18,
2007-11-19,0.0857
2007-11-20,0.428
2007-11-21,-0.5398
2007-11-22,
2007-11-23,1.1997
2007-11-24,
2007-11-25,
2007-11-26,-2.2297
2007-11-27,-0.4619
2007-11-28,3.5093
2007-11-29,2.5497
2007-11-30,2.1585
2007-12-01,
2007-12-02,
2007-12-03,-0.3477
2007-12-04,-1.2346
2007-12-05,0.0
2007-12-06,2.2554
2007-12-07,-0.5581
2007-12-08,
2007-12-09,
2007-12-10,-0.1069
2007-12-11,-2.3274
2007-12-12,1.7256
2007-12-13,-0.4847
2007-12-14,-1.1364
2007-12-15,
2007-12-16,
2007-12-17,-0.0274
2007-12-18,0.7665
2007-12-19,-0.0272
2007-12-20,-0.5978
2007-12-21,1.9136
2007-12-22,
2007-12-23,
2007-12-24,1.7704
2007-12-25,
2007-12-26,0.0791
2007-12-27,-1.3695
2007-12-28,0.9346
2007-12-29,
2007-12-30,
2007-12-31,-1.7725
2008-01-01,
2008-01-02,-0.9696
2008-01-03,-0.2448
2008-01-04,-3.1625
2008-01-05,
2008-01-06,
2008-01-07,-3.5473
2008-01-08,-3.9112999999999998
2008-01-09,1.367
2008-01-10,1.7681
2008-01-11,-1.1827
2008-01-12,
2008-01-13,
2008-01-14,2.693
2008-01-15,-3.3508
2008-01-16,1.6280000000000001
2008-01-17,-2.9665
2008-01-18,-1.3757
2008-01-19,
2008-01-20,
2008-01-21,
2008-01-22,-1.6118999999999999
2008-01-23,-1.2287
2008-01-24,4.0191
2008-01-25,1.9013
2008-01-26,
2008-01-27,
2008-01-28,0.3912
2008-01-29,-1.6487
2008-01-30,1.8287
2008-01-31,1.1972
2008-02-01,0.2366
2008-02-02,
2008-02-03,
2008-02-04,-0.1475
2008-02-05,-3.6348000000000003
2008-02-06,6.5624
2008-02-07,1.0647
2008-02-08,-1.4806
2008-02-09,
2008-02-10,
2008-02-11,1.5029
2008-02-12,0.2278
2008-02-13,1.8466
2008-02-14,-1.8131
2008-02-15,-0.3409
2008-02-16,
2008-02-17,
2008-02-18,
2008-02-19,0.2851
2008-02-20,-0.5117
2008-02-21,-2.4
2008-02-22,1.0831
2008-02-23,
2008-02-24,
2008-02-25,0.4344
2008-02-26,-0.0288
2008-02-27,-0.6634
2008-02-28,-2.7584
2008-02-29,-1.7617
2008-03-01,
2008-03-02,
2008-03-03,0.152
2008-03-04,-0.1214
2008-03-05,-0.6685
2008-03-06,-0.673
2008-03-07,-0.1232
2008-03-08,
2008-03-09,
2008-03-10,-3.0836
2008-03-11,2.3863
2008-03-12,0.1554
2008-03-13,-0.4654
2008-03-14,-1.091
2008-03-15,
2008-03-16,
2008-03-17,-1.7334
2008-03-18,3.0789
2008-03-19,-0.4045
2008-03-20,2.6554
2008-03-21,
2008-03-22,
2008-03-23,
2008-03-24,2.8606
2008-03-25,-0.5621
2008-03-26,1.2793999999999999
2008-03-27,-1.6745
2008-03-28,1.0756000000000001
2008-03-29,
2008-03-30,
2008-03-31,1.4484
2008-04-01,0.4662
2008-04-02,1.5081
2008-04-03,-0.0857
2008-04-04,2.4878
2008-04-05,
2008-04-06,
2008-04-07,-0.1116
2008-04-08,-2.1508
2008-04-09,-0.2855
2008-04-10,-0.1431
2008-04-11,-1.7271
2008-04-12,
2008-04-13,
2008-04-14,0.8494
2008-04-15,-1.1327
2008-04-16,2.5852
2008-04-17,1.3173
2008-04-18,4.2114
2008-04-19,
2008-04-20,
2008-04-21,-1.329
2008-04-22,-2.4189
2008-04-23,1.6056
2008-04-24,3.1051
2008-04-25,1.1293
2008-04-26,
2008-04-27,
2008-04-28,-1.1433
2008-04-29,1.2103
2008-04-30,-0.5846
2008-05-01,6.7896
2008-05-02,-0.3504
2008-05-03,
2008-05-04,
2008-05-05,-1.5574
2008-05-06,-1.5310000000000001
2008-05-07,-1.788
2008-05-08,0.8971
2008-05-09,-0.2354
2008-05-10,
2008-05-11,
2008-05-12,0.4718
2008-05-13,-0.6261
2008-05-14,-0.9189
2008-05-15,-0.8479
2008-05-16,4.6766
2008-05-17,
2008-05-18,
2008-05-19,-0.2808
2008-05-20,-1.7409
2008-05-21,-0.9119
2008-05-22,-0.6311
2008-05-23,0.8997
2008-05-24,
2008-05-25,
2008-05-26,
2008-05-27,2.6751
2008-05-28,0.5875
2008-05-29,0.2793
2008-05-30,1.5953
2008-05-31,
2008-06-01,
2008-06-02,-0.7727
2008-06-03,-1.9091
2008-06-04,-0.3073
2008-06-05,0.1541
2008-06-06,-1.7953000000000001
2008-06-07,
2008-06-08,
2008-06-09,1.3058
2008-06-10,-1.2631999999999999
2008-06-11,-2.2454
2008-06-12,1.5224
2008-06-13,1.4207
2008-06-14,
2008-06-15,
2008-06-16,1.4267
2008-06-17,-1.9949
2008-06-18,-2.9228
2008-06-19,1.1828
2008-06-20,-2.2051
2008-06-21,
2008-06-22,
2008-06-23,-1.5213
2008-06-24,2.0966
2008-06-25,-0.7295
2008-06-26,-3.1029
2008-06-27,1.2079
2008-06-28,
2008-06-29,
2008-06-30,-0.5828
2008-07-01,-1.0329
2008-07-02,-0.1693
2008-07-03,-0.7064
2008-07-04,
2008-07-05,
2008-07-06,
2008-07-07,-0.0854
2008-07-08,0.1994
2008-07-09,-0.7106
2008-07-10,1.2024
2008-07-11,-0.8487
2008-07-12,
2008-07-13,
2008-07-14,-1.1458
2008-07-15,0.6665
2008-07-16,1.3529
2008-07-17,4.8566
2008-07-18,-1.4626000000000001
2008-07-19,
2008-07-20,
2008-07-21,-0.8521
2008-07-22,2.3288
2008-07-23,1.3276
2008-07-24,-3.0749
2008-07-25,0.3586
2008-07-26,
2008-07-27,
2008-07-28,-2.3914
2008-07-29,0.169
2008-07-30,-5.1448
2008-07-31,-1.7783
2008-08-01,-1.207
2008-08-02,
2008-08-03,
2008-08-04,-0.8247
2008-08-05,2.0942
2008-08-06,1.9607999999999999
2008-08-07,-1.0947
2008-08-08,2.6025
2008-08-09,
2008-08-10,
2008-08-11,1.2536
2008-08-12,-0.144
2008-08-13,-1.2399
2008-08-14,1.1387
2008-08-15,-0.7506
2008-08-16,
2008-08-17,
2008-08-18,0.2618
2008-08-19,-0.3481
2008-08-20,-2.6492
2008-08-21,-0.7476
2008-08-22,-0.8738
2008-08-23,
2008-08-24,
2008-08-25,-2.4316
2008-08-26,-0.3115
2008-08-27,0.2187
2008-08-28,2.5881
2008-08-29,0.0304
2008-08-30,
2008-08-31,
2008-09-01,
2008-09-02,-0.2127
2008-09-03,-3.1973
2008-09-04,-3.9006
2008-09-05,-0.1637
2008-09-06,
2008-09-07,
2008-09-08,-0.3607
2008-09-09,-0.8555
2008-09-10,0.1328
2008-09-11,-0.3315
2008-09-12,-0.5986
2008-09-13,
2008-09-14,
2008-09-15,-5.2191
2008-09-16,-1.0236
2008-09-17,-4.0656
2008-09-18,0.0
2008-09-19,12.0818
2008-09-20,
2008-09-21,
2008-09-22,-3.3167
2008-09-23,-2.7100999999999997
2008-09-24,-0.3879
2008-09-25,0.354
2008-09-26,-3.3862
2008-09-27,
2008-09-28,
2008-09-29,-8.7258
2008-09-30,10.64
2008-10-01,-0.1808
2008-10-02,-6.7005
2008-10-03,-0.427
2008-10-04,
2008-10-05,
2008-10-06,-2.0663
2008-10-07,-8.0016
2008-10-08,-4.154
2008-10-09,-4.5147
2008-10-10,-2.9538
2008-10-11,
2008-10-12,
2008-10-13,9.5729
2008-10-14,0.8961
2008-10-15,-8.5258
2008-10-16,0.9709
2008-10-17,-3.1731
2008-10-18,
2008-10-19,
2008-10-20,4.0715
2008-10-21,-1.9083999999999999
2008-10-22,-2.9669
2008-10-23,-2.7569
2008-10-24,-8.8144
2008-10-25,
2008-10-26,
2008-10-27,-4.5789
2008-10-28,10.4265
2008-10-29,-4.721
2008-10-30,4.786
2008-10-31,4.46
2008-11-01,
2008-11-02,
2008-11-03,2.3148
2008-11-04,2.1619
2008-11-05,-6.4469
2008-11-06,-11.7307
2008-11-07,5.3635
2008-11-08,
2008-11-09,
2008-11-10,-9.5023
2008-11-11,-11.6875
2008-11-12,-7.2895
2008-11-13,13.4351
2008-11-14,-2.4226
2008-11-15,
2008-11-16,
2008-11-17,-2.6897
2008-11-18,3.1892
2008-11-19,-3.7088
2008-11-20,-7.4893
2008-11-21,12.5675
2008-11-22,
2008-11-23,
2008-11-24,2.7397
2008-11-25,2.0
2008-11-26,4.183
2008-11-27,
2008-11-28,3.3877
2008-11-29,
2008-11-30,
2008-12-01,-7.8883
2008-12-02,1.5152
2008-12-03,9.8637
2008-12-04,-4.9025
2008-12-05,7.2671
2008-12-06,
2008-12-07,
2008-12-08,2.2583
2008-12-09,-3.9638
2008-12-10,-0.4717
2008-12-11,-5.9242
2008-12-12,1.1335
2008-12-13,
2008-12-14,
2008-12-15,-3.3624
2008-12-16,7.1521
2008-12-17,-0.1203
2008-12-18,-0.9633
2008-12-19,-4.4376999999999995
2008-12-20,
2008-12-21,
2008-12-22,-1.7176
2008-12-23,-1.4239
2008-12-24,0.1313
2008-12-25,
2008-12-26,-0.1311
2008-12-27,
2008-12-28,
2008-12-29,-0.394
2008-12-30,5.2736
2008-12-31,1.5028000000000001
2009-01-01,
2009-01-02,6.2924
2009-01-03,
2009-01-04,
2009-01-05,-1.567
2009-01-06,3.4788
2009-01-07,-0.2849
2009-01-08,-2.5714
2009-01-09,0.176
2009-01-10,
2009-01-11,
2009-01-12,0.4137
2009-01-13,-5.7092
2009-01-14,-5.181
2009-01-15,4.4108
2009-01-16,-0.2522
2009-01-17,
2009-01-18,
2009-01-19,
2009-01-20,-4.7408
2009-01-21,3.3842
2009-01-22,-0.0642
2009-01-23,0.4496
2009-01-24,
2009-01-25,
2009-01-26,-1.2147999999999999
2009-01-27,1.877
2009-01-28,-4.3837
2009-01-29,-1.9268999999999998
2009-01-30,-4.065
2009-01-31,
2009-02-01,
2009-02-02,-3.0367
2009-02-03,0.3642
2009-02-04,1.3788
2009-02-05,2.577
2009-02-06,3.0705
2009-02-07,
2009-02-08,
2009-02-09,-0.9479
2009-02-10,-5.8100000000000005
2009-02-11,0.8708
2009-02-12,-1.3669
2009-02-13,1.0212
2009-02-14,
2009-02-15,
2009-02-16,
2009-02-17,-7.5812
2009-02-18,-4.0625
2009-02-19,-5.7818000000000005
2009-02-20,-4.8401
2009-02-21,
2009-02-22,
2009-02-23,-7.8111
2009-02-24,4.7291
2009-02-25,-2.7281
2009-02-26,-5.7059999999999995
2009-02-27,-2.7692
2009-02-28,
2009-03-01,
2009-03-02,-5.5907
2009-03-03,-0.8939
2009-03-04,2.593
2009-03-05,-12.1978
2009-03-06,-1.3767
2009-03-07,
2009-03-08,
2009-03-09,-5.5838
2009-03-10,11.6935
2009-03-11,4.3321
2009-03-12,4.6136
2009-03-13,4.8512
2009-03-14,
2009-03-15,
2009-03-16,-1.4721
2009-03-17,-1.8143
2009-03-18,7.7174
2009-03-19,6.4581
2009-03-20,-1.8957000000000002
2009-03-21,
2009-03-22,
2009-03-23,6.8599
2009-03-24,-3.0741
2009-03-25,2.5187
2009-03-26,10.4641
2009-03-27,-1.318
2009-03-28,
2009-03-29,
2009-03-30,-12.02
2009-03-31,4.7438
2009-04-01,1.4493
2009-04-02,14.5536
2009-04-03,-0.0779
2009-04-04,
2009-04-05,
2009-04-06,-1.9501
2009-04-07,-4.8528
2009-04-08,2.7592
2009-04-09,10.4963
2009-04-10,
2009-04-11,
2009-04-12,
2009-04-13,-2.608
2009-04-14,0.7651
2009-04-15,-1.2908
2009-04-16,9.7692
2009-04-17,13.7351
2009-04-18,
2009-04-19,
2009-04-20,-7.8866
2009-04-21,4.6823
2009-04-22,2.492
2009-04-23,0.3117
2009-04-24,5.9664
2009-04-25,
2009-04-26,
2009-04-27,-1.5836000000000001
2009-04-28,0.5959
2009-04-29,5.9242
2009-04-30,-2.4609
2009-05-01,1.7202
2009-05-02,
2009-05-03,
2009-05-04,4.566
2009-05-05,-1.1320999999999999
2009-05-06,-1.0905
2009-05-07,-3.1422
2009-05-08,2.1628
2009-05-09,
2009-05-10,
2009-05-11,-2.7298
2009-05-12,2.2337
2009-05-13,-8.7955
2009-05-14,4.9754000000000005
2009-05-15,-1.6968999999999999
2009-05-16,
2009-05-17,
2009-05-18,4.0476
2009-05-19,1.3158
2009-05-20,-1.0728
2009-05-21,-3.8242000000000003
2009-05-22,0.0593
2009-05-23,
2009-05-24,
2009-05-25,
2009-05-26,4.2112
2009-05-27,-0.9106
2009-05-28,0.0574
2009-05-29,-0.287
2009-05-30,
2009-05-31,
2009-06-01,8.5204
2009-06-02,-1.5915
2009-06-03,1.2938
2009-06-04,8.5152
2009-06-05,-2.5993
2009-06-06,
2009-06-07,
2009-06-08,-0.2518
2009-06-09,0.7572
2009-06-10,-0.501
2009-06-11,0.9567
2009-06-12,-0.8978
2009-06-13,
2009-06-14,
2009-06-15,-3.07
2009-06-16,3.7382999999999997
2009-06-17,-1.6016
2009-06-18,3.3062
2009-06-19,-0.4431
2009-06-20,
2009-06-21,
2009-06-22,-5.5885
2009-06-23,-2.6192
2009-06-24,-2.0979
2009-06-25,-1.0989
2009-06-26,1.9444
2009-06-27,
2009-06-28,
2009-06-29,0.7084
2009-06-30,0.5952
2009-07-01,-0.6455
2009-07-02,-3.3568
2009-07-03,
2009-07-04,
2009-07-05,
2009-07-06,-4.8179
2009-07-07,-1.8246
2009-07-08,0.1799
2009-07-09,0.1795
2009-07-10,-0.3584
2009-07-11,
2009-07-12,
2009-07-13,2.0384
2009-07-14,1.6451
2009-07-15,8.3815
2009-07-16,0.5867
2009-07-17,-0.4772
2009-07-18,
2009-07-19,
2009-07-20,3.09
2009-07-21,0.0517
2009-07-22,0.5682
2009-07-23,4.2116
2009-07-24,1.035
2009-07-25,
2009-07-26,
2009-07-27,0.878
2009-07-28,-0.0967
2009-07-29,2.5169
2009-07-30,1.983
2009-07-31,-0.6019
2009-08-01,
2009-08-02,
2009-08-03,2.8411999999999997
2009-08-04,0.6341
2009-08-05,-1.0801
2009-08-06,-1.3194
2009-08-07,2.6279
2009-08-08,
2009-08-09,
2009-08-10,0.0449
2009-08-11,-0.0449
2009-08-12,2.336
2009-08-13,2.2388
2009-08-14,-2.3615
2009-08-15,
2009-08-16,
2009-08-17,-2.0229
2009-08-18,1.8401999999999998
2009-08-19,2.1155
2009-08-20,0.9063
2009-08-21,0.7271
2009-08-22,
2009-08-23,
2009-08-24,-0.4246
2009-08-25,0.1706
2009-08-26,-0.7237
2009-08-27,-0.2573
2009-08-28,0.6879
2009-08-29,
2009-08-30,
2009-08-31,-2.5619
2009-09-01,-3.681
2009-09-02,-1.7288000000000001
2009-09-03,3.9815
2009-09-04,2.0926
2009-09-05,
2009-09-06,
2009-09-07,
2009-09-08,1.2647
2009-09-09,3.1869
2009-09-10,0.5882
2009-09-11,-0.6266
2009-09-12,
2009-09-13,
2009-09-14,-0.9248
2009-09-15,1.2304
2009-09-16,-0.922
2009-09-17,-0.4653
2009-09-18,1.1475
2009-09-19,
2009-09-20,
2009-09-21,-2.1008
2009-09-22,1.4163000000000001
2009-09-23,-1.6928
2009-09-24,-2.8842
2009-09-25,0.0
2009-09-26,
2009-09-27,
2009-09-28,2.0833
2009-09-29,-4.1251
2009-09-30,0.9058
2009-10-01,-2.7379
2009-10-02,-2.5381
2009-10-03,
2009-10-04,
2009-10-05,1.0417
2009-10-06,1.359
2009-10-07,-0.1387
2009-10-08,1.25
2009-10-09,3.3836
2009-10-10,
2009-10-11,
2009-10-12,-0.0885
2009-10-13,-0.3541
2009-10-14,5.9973
2009-10-15,0.0838
2009-10-16,-1.005
2009-10-17,
2009-10-18,
2009-10-19,1.7766
2009-10-20,-0.4572
2009-10-21,-0.2505
2009-10-22,-0.0837
2009-10-23,-2.5555
2009-10-24,
2009-10-25,
2009-10-26,-2.6654999999999998
2009-10-27,-2.1643
2009-10-28,-3.386
2009-10-29,3.0374
2009-10-30,-3.6281
2009-10-31,
2009-11-01,
2009-11-02,0.8941
2009-11-03,1.2593
2009-11-04,3.6849
2009-11-05,2.1324
2009-11-06,-0.9569
2009-11-07,
2009-11-08,
2009-11-09,0.7905
2009-11-10,-0.0436
2009-11-11,2.8335
2009-11-12,0.3815
2009-11-13,1.8580999999999999
2009-11-14,
2009-11-15,
2009-11-16,0.9536
2009-11-17,1.0267
2009-11-18,-0.8537
2009-11-19,-1.681
2009-11-20,-0.5838
2009-11-21,
2009-11-22,
2009-11-23,0.7131
2009-11-24,-1.4994
2009-11-25,0.4651
2009-11-26,
2009-11-27,-1.2626
2009-11-28,
2009-11-29,
2009-11-30,-1.0656
2009-12-01,2.1973
2009-12-02,0.2951
2009-12-03,-0.3783
2009-12-04,0.4219
2009-12-05,
2009-12-06,
2009-12-07,0.1261
2009-12-08,-3.2312
2009-12-09,2.6886
2009-12-10,-0.8024
2009-12-11,2.5117000000000003
2009-12-12,
2009-12-13,
2009-12-14,-0.3763
2009-12-15,-0.5875
2009-12-16,-0.7176
2009-12-17,-1.8282
2009-12-18,0.7362
2009-12-19,
2009-12-20,
2009-12-21,2.0636
2009-12-22,0.2527
2009-12-23,0.6303
2009-12-24,0.8351
2009-12-25,
2009-12-26,
2009-12-27,
2009-12-28,-0.2899
2009-12-29,-0.4153
2009-12-30,2.1685
2009-12-31,0.2041
2010-01-01,
2010-01-02,
2010-01-03,
2010-01-04,1.9552
2010-01-05,-1.4782
2010-01-06,2.0276
2010-01-07,-1.8679999999999999
2010-01-08,1.2556
2010-01-09,
2010-01-10,
2010-01-11,-0.88
2010-01-12,-0.1614
2010-01-13,3.1528
2010-01-14,0.5486
2010-01-15,-1.6368
2010-01-16,
2010-01-17,
2010-01-18,
2010-01-19,0.8716
2010-01-20,0.3928
2010-01-21,0.939
2010-01-22,-3.1783
2010-01-23,
2010-01-24,
2010-01-25,0.4404
2010-01-26,1.116
2010-01-27,1.4978
2010-01-28,-1.8641
2010-01-29,-1.5433
2010-01-30,
2010-01-31,
2010-02-01,2.6125
2010-02-02,0.5484
2010-02-03,-0.896
2010-02-04,-2.555
2010-02-05,-0.7664
2010-02-06,
2010-02-07,
2010-02-08,0.3252
2010-02-09,0.8509
2010-02-10,-0.8035
2010-02-11,1.7821
2010-02-12,0.6765
2010-02-13,
2010-02-14,
2010-02-15,
2010-02-16,2.0553
2010-02-17,1.5105
2010-02-18,-0.1526
2010-02-19,0.8789
2010-02-20,
2010-02-21,
2010-02-22,-0.8712
2010-02-23,-2.0634
2010-02-24,2.7312
2010-02-25,-2.2408
2010-02-26,-0.4274
2010-02-27,
2010-02-28,
2010-03-01,2.9653
2010-03-02,-2.1599
2010-03-03,0.1549
2010-03-04,0.0
2010-03-05,0.348
2010-03-06,
2010-03-07,
2010-03-08,0.3877
2010-03-09,-0.4635
2010-03-10,3.9193
2010-03-11,-1.0082
2010-03-12,0.4904
2010-03-13,
2010-03-14,
2010-03-15,-0.4129
2010-03-16,0.6785
2010-03-17,2.6207000000000003
2010-03-18,-0.4743
2010-03-19,0.8065
2010-03-20,
2010-03-21,
2010-03-22,0.2909
2010-03-23,2.3205
2010-03-24,-0.1772
2010-03-25,-1.0295
2010-03-26,-0.7174
2010-03-27,
2010-03-28,
2010-03-29,0.1445
2010-03-30,0.6133
2010-03-31,-1.4701
2010-04-01,0.4367
2010-04-02,
2010-04-03,
2010-04-04,
2010-04-05,1.6303999999999998
2010-04-06,0.82
2010-04-07,0.9194
2010-04-08,0.4205
2010-04-09,1.3608
2010-04-10,
2010-04-11,
2010-04-12,-0.6885
2010-04-13,-1.4558
2010-04-14,2.6732
2010-04-15,-0.5481
2010-04-16,-1.8601
2010-04-17,
2010-04-18,
2010-04-19,-0.5265
2010-04-20,3.5639
2010-04-21,-1.4651
2010-04-22,0.1729
2010-04-23,2.0711
2010-04-24,
2010-04-25,
2010-04-26,1.7924
2010-04-27,-2.99
2010-04-28,5.3425
2010-04-29,5.039
2010-04-30,-0.5881
2010-05-01,
2010-05-02,
2010-05-03,2.2727
2010-05-04,-3.8356
2010-05-05,-3.2922000000000002
2010-05-06,-5.0409
2010-05-07,-3.5505
2010-05-08,
2010-05-09,
2010-05-10,5.6112
2010-05-11,2.7073
2010-05-12,4.8435
2010-05-13,-4.2112
2010-05-14,-4.8885
2010-05-15,
2010-05-16,
2010-05-17,1.0003
2010-05-18,-4.5765
2010-05-19,1.1095
2010-05-20,-3.0088
2010-05-21,1.9343
2010-05-22,
2010-05-23,
2010-05-24,0.7877
2010-05-25,-0.3908
2010-05-26,-1.0342
2010-05-27,5.3333
2010-05-28,-1.4027
2010-05-29,
2010-05-30,
2010-05-31,
2010-06-01,-2.8105
2010-06-02,3.7843999999999998
2010-06-03,0.344
2010-06-04,-3.0168
2010-06-05,
2010-06-06,
2010-06-07,-4.4081
2010-06-08,-0.0372
2010-06-09,1.4509
2010-06-10,3.3003
2010-06-11,2.3429
2010-06-12,
2010-06-13,
2010-06-14,-0.5203
2010-06-15,0.9066
2010-06-16,-0.1728
2010-06-17,-0.45
2010-06-18,0.2086
2010-06-19,
2010-06-20,
2010-06-21,1.9083999999999999
2010-06-22,-2.0769
2010-06-23,-0.4868
2010-06-24,-3.4242
2010-06-25,-0.3256
2010-06-26,
2010-06-27,
2010-06-28,-1.0526
2010-06-29,-5.9061
2010-06-30,-1.0526
2010-07-01,-3.0339
2010-07-02,-0.1219
2010-07-03,
2010-07-04,
2010-07-05,
2010-07-06,-0.773
2010-07-07,3.854
2010-07-08,-1.895
2010-07-09,0.9256
2010-07-10,
2010-07-11,
2010-07-12,0.7974
2010-07-13,2.5316
2010-07-14,-1.4275
2010-07-15,-0.0391
2010-07-16,-0.6656
2010-07-17,
2010-07-18,
2010-07-19,0.5124
2010-07-20,-0.0392
2010-07-21,-0.1177
2010-07-22,1.1783
2010-07-23,1.087
2010-07-24,
2010-07-25,
2010-07-26,3.149
2010-07-27,1.1541
2010-07-28,-1.4722
2010-07-29,1.158
2010-07-30,-0.2954
2010-07-31,
2010-08-01,
2010-08-02,1.2222
2010-08-03,-1.6099999999999999
2010-08-04,3.6817
2010-08-05,-0.4663
2010-08-06,1.1532
2010-08-07,
2010-08-08,
2010-08-09,1.3181
2010-08-10,-1.6174
2010-08-11,-2.8234
2010-08-12,-1.9492
2010-08-13,0.2626
2010-08-14,
2010-08-15,
2010-08-16,-0.4863
2010-08-17,0.5639
2010-08-18,0.2243
2010-08-19,-0.8952
2010-08-20,-1.2796
2010-08-21,
2010-08-22,
2010-08-23,-2.8593
2010-08-24,-0.9812
2010-08-25,0.6342
2010-08-26,-1.3391
2010-08-27,-0.4391
2010-08-28,
2010-08-29,
2010-08-30,-0.0802
2010-08-31,-1.6051
2010-09-01,2.3654
2010-09-02,3.3466
2010-09-03,2.6377
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,-2.1542
2010-09-08,2.8196
2010-09-09,-2.1788
2010-09-10,1.1905000000000001
2010-09-11,
2010-09-12,
2010-09-13,1.518
2010-09-14,0.5234
2010-09-15,1.0785
2010-09-16,-0.3679
2010-09-17,0.9601
2010-09-18,
2010-09-19,
2010-09-20,2.5968999999999998
2010-09-21,1.2478
2010-09-22,-0.7042
2010-09-23,-0.6738
2010-09-24,4.4627
2010-09-25,
2010-09-26,
2010-09-27,-0.9911
2010-09-28,0.4142
2010-09-29,2.0626
2010-09-30,-1.583
2010-10-01,2.0876
2010-10-02,
2010-10-03,
2010-10-04,-1.3745
2010-10-05,1.3256000000000001
2010-10-06,0.369
2010-10-07,-1.1364
2010-10-08,1.2508
2010-10-09,
2010-10-10,
2010-10-11,1.4691
2010-10-12,-0.8555
2010-10-13,1.3940000000000001
2010-10-14,0.4255
2010-10-15,0.3585
2010-10-16,
2010-10-17,
2010-10-18,0.1299
2010-10-19,-0.3568
2010-10-20,1.2695
2010-10-21,1.9929000000000001
2010-10-22,-1.04
2010-10-23,
2010-10-24,
2010-10-25,0.9873
2010-10-26,-1.1984
2010-10-27,-1.0852
2010-10-28,1.323
2010-10-29,0.8917
2010-10-30,
2010-10-31,
2010-11-01,-0.0316
2010-11-02,0.3158
2010-11-03,1.1017
2010-11-04,1.8056999999999999
2010-11-05,1.2232
2010-11-06,
2010-11-07,
2010-11-08,1.9033
2010-11-09,-2.52
2010-11-10,-0.1825
2010-11-11,-2.0414
2010-11-12,-0.8709
