date,WU UN Equity
2006-09-22,-2.088
2006-09-23,
2006-09-24,
2006-09-25,3.9193
2006-09-26,5.3799
2006-09-27,2.1053
2006-09-28,-0.1546
2006-09-29,-1.2389999999999999
2006-09-30,
2006-10-01,
2006-10-02,3.2933
2006-10-03,1.2146
2006-10-04,-1.1
2006-10-05,-0.7078
2006-10-06,-0.3564
2006-10-07,
2006-10-08,
2006-10-09,0.8176
2006-10-10,-0.1014
2006-10-11,-2.0294
2006-10-12,-1.45
2006-10-13,-0.8408
2006-10-14,
2006-10-15,
2006-10-16,-0.6889
2006-10-17,-0.8538
2006-10-18,2.2605
2006-10-19,2.6316
2006-10-20,0.6667
2006-10-21,
2006-10-22,
2006-10-23,-0.2547
2006-10-24,1.8897
2006-10-25,9.5238
2006-10-26,2.2426
2006-10-27,-1.7457
2006-10-28,
2006-10-29,
2006-10-30,0.7289
2006-10-31,-0.2714
2006-11-01,-0.3628
2006-11-02,-0.6372
2006-11-03,-1.3284
2006-11-04,
2006-11-05,
2006-11-06,3.2033
2006-11-07,1.2146
2006-11-08,0.5333
2006-11-09,2.9177999999999997
2006-11-10,-1.933
2006-11-11,
2006-11-12,
2006-11-13,1.7959
2006-11-14,0.7745
2006-11-15,-0.2989
2006-11-16,-0.985
2006-11-17,-1.9031
2006-11-18,
2006-11-19,
2006-11-20,-0.7496
2006-11-21,0.1777
2006-11-22,-0.0443
2006-11-23,
2006-11-24,-0.7986
2006-11-25,
2006-11-26,
2006-11-27,-2.2809
2006-11-28,-1.0526
2006-11-29,2.4977
2006-11-30,2.8881
2006-12-01,0.2193
2006-12-02,
2006-12-03,
2006-12-04,2.8446
2006-12-05,2.6383
2006-12-06,-2.7778
2006-12-07,1.9616
2006-12-08,-0.2509
2006-12-09,
2006-12-10,
2006-12-11,-1.174
2006-12-12,-1.1455
2006-12-13,-1.9313
2006-12-14,-0.3065
2006-12-15,0.9662
2006-12-16,
2006-12-17,
2006-12-18,-0.4785
2006-12-19,-1.4423
2006-12-20,-0.7095
2006-12-21,-0.7593
2006-12-22,-1.0801
2006-12-23,
2006-12-24,
2006-12-25,
2006-12-26,0.6369
2006-12-27,1.7179
2006-12-28,-0.6667
2006-12-29,0.3132
2006-12-30,
2006-12-31,
2007-01-01,
2007-01-02,
2007-01-03,1.2934999999999999
2007-01-04,0.8807
2007-01-05,-2.5316
2007-01-06,
2007-01-07,
2007-01-08,-1.657
2007-01-09,1.3206
2007-01-10,0.9438
2007-01-11,0.8014
2007-01-12,0.6625
2007-01-13,
2007-01-14,
2007-01-15,
2007-01-16,-2.5888999999999998
2007-01-17,-2.1622
2007-01-18,-0.5525
2007-01-19,-0.8796
2007-01-20,
2007-01-21,
2007-01-22,-1.7749000000000001
2007-01-23,3.6614
2007-01-24,-1.8349
2007-01-25,-1.5421
2007-01-26,-0.617
2007-01-27,
2007-01-28,
2007-01-29,1.1939
2007-01-30,2.5012
2007-01-31,2.8545
2007-02-01,5.4163
2007-02-02,-2.2505
2007-02-03,
2007-02-04,
2007-02-05,-0.7385
2007-02-06,-1.4003999999999999
2007-02-07,0.0888
2007-02-08,-1.9956
2007-02-09,-1.3575
2007-02-10,
2007-02-11,
2007-02-12,0.7798
2007-02-13,-0.0455
2007-02-14,1.6393
2007-02-15,0.7168
2007-02-16,-1.468
2007-02-17,
2007-02-18,
2007-02-19,
2007-02-20,0.0451
2007-02-21,-0.0903
2007-02-22,-1.5356999999999998
2007-02-23,0.4128
2007-02-24,
2007-02-25,
2007-02-26,2.1928
2007-02-27,-3.2186
2007-02-28,0.0924
2007-03-01,-1.1998
2007-03-02,-1.5413000000000001
2007-03-03,
2007-03-04,
2007-03-05,0.5218
2007-03-06,3.2091
2007-03-07,-2.332
2007-03-08,0.2341
2007-03-09,-1.2610999999999999
2007-03-10,
2007-03-11,
2007-03-12,1.9395
2007-03-13,-1.7633
2007-03-14,0.4724
2007-03-15,2.5858
2007-03-16,-0.9624
2007-03-17,
2007-03-18,
2007-03-19,1.018
2007-03-20,-1.4659
2007-03-21,1.5807
2007-03-22,-0.778
2007-03-23,3.0443
2007-03-24,
2007-03-25,
2007-03-26,1.2981
2007-03-27,-0.0442
2007-03-28,-0.7515
2007-03-29,-1.069
2007-03-30,-1.1706
2007-03-31,
2007-04-01,
2007-04-02,1.0478
2007-04-03,1.3526
2007-04-04,0.5338
2007-04-05,1.1947
2007-04-06,
2007-04-07,
2007-04-08,
2007-04-09,0.6559
2007-04-10,0.6516
2007-04-11,-0.1726
2007-04-12,-1.3403
2007-04-13,-1.4899
2007-04-14,
2007-04-15,
2007-04-16,0.3114
2007-04-17,1.4634
2007-04-18,-0.1748
2007-04-19,1.4011
2007-04-20,0.4318
2007-04-21,
2007-04-22,
2007-04-23,-1.7627000000000002
2007-04-24,0.3501
2007-04-25,-5.8439
2007-04-26,0.4632
2007-04-27,0.0922
2007-04-28,
2007-04-29,
2007-04-30,-3.0401
2007-05-01,-0.8551
2007-05-02,0.3354
2007-05-03,2.7221
2007-05-04,0.1395
2007-05-05,
2007-05-06,
2007-05-07,0.4643
2007-05-08,-1.3862999999999999
2007-05-09,0.656
2007-05-10,-1.4898
2007-05-11,1.5123
2007-05-12,
2007-05-13,
2007-05-14,-1.2570000000000001
2007-05-15,-0.4243
2007-05-16,1.2311
2007-05-17,-0.7016
2007-05-18,1.9312
2007-05-19,
2007-05-20,
2007-05-21,0.5545
2007-05-22,-0.6434
2007-05-23,2.1739
2007-05-24,-2.0371
2007-05-25,2.9575
2007-05-26,
2007-05-27,
2007-05-28,
2007-05-29,-1.7504
2007-05-30,1.873
2007-05-31,0.6726
2007-06-01,0.1782
2007-06-02,
2007-06-03,
2007-06-04,-1.3784
2007-06-05,-0.0902
2007-06-06,0.0451
2007-06-07,-1.5787
2007-06-08,1.5582
2007-06-09,
2007-06-10,
2007-06-11,2.6625
2007-06-12,-1.4505
2007-06-13,2.1409
2007-06-14,0.6987
2007-06-15,-0.7372
2007-06-16,
2007-06-17,
2007-06-18,-0.8737
2007-06-19,-1.0577
2007-06-20,-5.5234
2007-06-21,-0.8015
2007-06-22,-0.3327
2007-06-23,
2007-06-24,
2007-06-25,-1.2399
2007-06-26,-1.2554
2007-06-27,1.4181
2007-06-28,-1.0608
2007-06-29,1.5107
2007-06-30,
2007-07-01,
2007-07-02,0.144
2007-07-03,-0.6232
2007-07-04,
2007-07-05,-1.1577
2007-07-06,-0.8785
2007-07-07,
2007-07-08,
2007-07-09,-0.9355
2007-07-10,2.7833
2007-07-11,0.2901
2007-07-12,0.8197
2007-07-13,-1.1956
2007-07-14,
2007-07-15,
2007-07-16,-0.0968
2007-07-17,-0.7267
2007-07-18,-0.7321
2007-07-19,0.7866
2007-07-20,0.8293
2007-07-21,
2007-07-22,
2007-07-23,0.1451
2007-07-24,3.5749
2007-07-25,-0.0466
2007-07-26,-2.5665
2007-07-27,-3.3045999999999998
2007-07-28,
2007-07-29,
2007-07-30,0.2972
2007-07-31,-1.4815
2007-08-01,-0.8521
2007-08-02,0.0
2007-08-03,-1.365
2007-08-04,
2007-08-05,
2007-08-06,3.2291
2007-08-07,0.3972
2007-08-08,1.4837
2007-08-09,-2.8265000000000002
2007-08-10,-1.5045
2007-08-11,
2007-08-12,
2007-08-13,-0.7128
2007-08-14,-2.5641
2007-08-15,-0.4211
2007-08-16,-2.9598
2007-08-17,2.0153
2007-08-18,
2007-08-19,
2007-08-20,-1.0678
2007-08-21,2.4825
2007-08-22,2.8436
2007-08-23,0.4096
2007-08-24,1.2239
2007-08-25,
2007-08-26,
2007-08-27,-2.1159
2007-08-28,-2.7277
2007-08-29,1.2698
2007-08-30,-1.9854
2007-08-31,0.3731
2007-09-01,
2007-09-02,
2007-09-03,
2007-09-04,6.7446
2007-09-05,-1.1443
2007-09-06,0.151
2007-09-07,-2.6131
2007-09-08,
2007-09-09,
2007-09-10,-0.3096
2007-09-11,2.4327
2007-09-12,0.7074
2007-09-13,0.853
2007-09-14,0.1493
2007-09-15,
2007-09-16,
2007-09-17,-1.7884
2007-09-18,2.0738
2007-09-19,-0.7433
2007-09-20,-1.9471
2007-09-21,3.9715
2007-09-22,
2007-09-23,
2007-09-24,3.6239
2007-09-25,-0.4726
2007-09-26,1.8044
2007-09-27,0.2332
2007-09-28,-2.4197
2007-09-29,
2007-09-30,
2007-10-01,0.5246
2007-10-02,-0.3321
2007-10-03,-0.238
2007-10-04,-0.1908
2007-10-05,-0.1912
2007-10-06,
2007-10-07,
2007-10-08,-0.7663
2007-10-09,0.917
2007-10-10,-2.726
2007-10-11,-1.2783
2007-10-12,0.249
2007-10-13,
2007-10-14,
2007-10-15,-2.1858
2007-10-16,-1.3205
2007-10-17,-0.6176
2007-10-18,-1.1911
2007-10-19,-3.4067
2007-10-20,
2007-10-21,
2007-10-22,2.9843
2007-10-23,6.902
2007-10-24,5.4214
2007-10-25,1.4025
2007-10-26,0.5994
2007-10-27,
2007-10-28,
2007-10-29,1.1916
2007-10-30,0.7246
2007-10-31,-0.8993
2007-11-01,-1.1797
2007-11-02,1.607
2007-11-03,
2007-11-04,
2007-11-05,-0.1356
2007-11-06,0.8145
2007-11-07,1.8401999999999998
2007-11-08,-0.2644
2007-11-09,-2.7839
2007-11-10,
2007-11-11,
2007-11-12,1.8636
2007-11-13,2.8559
2007-11-14,-1.3883
2007-11-15,-3.2556
2007-11-16,2.9558999999999997
2007-11-17,
2007-11-18,
2007-11-19,-2.7385
2007-11-20,-2.2252
2007-11-21,-1.9971999999999999
2007-11-22,
2007-11-23,2.7488
2007-11-24,
2007-11-25,
2007-11-26,-5.3506
2007-11-27,5.1657
2007-11-28,4.2632
2007-11-29,0.0
2007-11-30,0.4444
2007-12-01,
2007-12-02,
2007-12-03,2.3009
2007-12-04,-0.8218
2007-12-05,0.1308
2007-12-06,-0.7404
2007-12-07,-0.351
2007-12-08,
2007-12-09,
2007-12-10,4.2712
2007-12-11,-2.4493
2007-12-12,0.9091
2007-12-13,0.5157
2007-12-14,1.1543
2007-12-15,
2007-12-16,
2007-12-17,-2.9163
2007-12-18,-0.0435
2007-12-19,2.4826
2007-12-20,0.3825
2007-12-21,2.0322
2007-12-22,
2007-12-23,
2007-12-24,0.9544
2007-12-25,
2007-12-26,1.603
2007-12-27,-2.9531
2007-12-28,-0.1667
2007-12-29,
2007-12-30,
2007-12-31,1.3779
2008-01-01,
2008-01-02,-5.1483
2008-01-03,0.9553
2008-01-04,-5.6344
2008-01-05,
2008-01-06,
2008-01-07,-0.3646
2008-01-08,-2.2415
2008-01-09,4.5859
2008-01-10,-0.2237
2008-01-11,-4.3049
2008-01-12,
2008-01-13,
2008-01-14,1.5933000000000002
2008-01-15,-1.1993
2008-01-16,2.1008
2008-01-17,-2.9721
2008-01-18,-0.8483
2008-01-19,
2008-01-20,
2008-01-21,
2008-01-22,-4.8954
2008-01-23,-1.3993
2008-01-24,5.4739
2008-01-25,-1.6338
2008-01-26,
2008-01-27,
2008-01-28,2.7357
2008-01-29,-0.5231
2008-01-30,-0.2868
2008-01-31,7.3826
2008-02-01,2.8571
2008-02-02,
2008-02-03,
2008-02-04,-1.9531
2008-02-05,-3.4529
2008-02-06,1.0087
2008-02-07,-1.1348
2008-02-08,-0.5051
2008-02-09,
2008-02-10,
2008-02-11,1.3383
2008-02-12,-1.9125999999999999
2008-02-13,1.3463
2008-02-14,-3.3898
2008-02-15,1.3276
2008-02-16,
2008-02-17,
2008-02-18,
2008-02-19,0.1404
2008-02-20,-0.514
2008-02-21,-1.4091
2008-02-22,2.1439
2008-02-23,
2008-02-24,
2008-02-25,1.9123
2008-02-26,-1.1899
2008-02-27,0.1853
2008-02-28,-1.5718999999999999
2008-02-29,-2.3016
2008-03-01,
2008-03-02,
2008-03-03,1.5385
2008-03-04,2.1307
2008-03-05,2.8744
2008-03-06,-1.9378
2008-03-07,-2.2059
2008-03-08,
2008-03-09,
2008-03-10,-1.4567999999999999
2008-03-11,3.8627000000000002
2008-03-12,-2.9385
2008-03-13,-0.2838
2008-03-14,-2.1822
2008-03-15,
2008-03-16,
2008-03-17,-1.0184
2008-03-18,6.3204
2008-03-19,1.106
2008-03-20,0.0456
2008-03-21,
2008-03-22,
2008-03-23,
2008-03-24,0.6834
2008-03-25,-1.3575
2008-03-26,-2.844
2008-03-27,-1.3692
2008-03-28,0.4308
2008-03-29,
2008-03-30,
2008-03-31,1.3822999999999999
2008-04-01,1.0813
2008-04-02,-0.4651
2008-04-03,-1.6822
2008-04-04,-1.2833
2008-04-05,
2008-04-06,
2008-04-07,1.3961999999999999
2008-04-08,-0.2849
2008-04-09,-0.8571
2008-04-10,-1.1047
2008-04-11,-1.5056
2008-04-12,
2008-04-13,
2008-04-14,-1.2821
2008-04-15,2.5974
2008-04-16,2.7751
2008-04-17,0.0947
2008-04-18,-2.6976
2008-04-19,
2008-04-20,
2008-04-21,2.9183
2008-04-22,3.9698
2008-04-23,2.2727
2008-04-24,3.3778
2008-04-25,-0.8598
2008-04-26,
2008-04-27,
2008-04-28,0.7372
2008-04-29,-0.9471
2008-04-30,-0.0435
2008-05-01,2.7826
2008-05-02,-1.2267000000000001
2008-05-03,
2008-05-04,
2008-05-05,-0.2141
2008-05-06,-0.8584
2008-05-07,-1.5584
2008-05-08,2.1108
2008-05-09,-1.0767
2008-05-10,
2008-05-11,
2008-05-12,0.566
2008-05-13,3.4632
2008-05-14,-1.2971
2008-05-15,-0.8054
2008-05-16,0.0855
2008-05-17,
2008-05-18,
2008-05-19,1.4518
2008-05-20,-0.5892
2008-05-21,-1.3548
2008-05-22,-0.2146
2008-05-23,-2.2796
2008-05-24,
2008-05-25,
2008-05-26,
2008-05-27,1.8486
2008-05-28,0.9075
2008-05-29,-1.9272
2008-05-30,3.2314
2008-05-31,
2008-06-01,
2008-06-02,-1.3536000000000001
2008-06-03,2.7015000000000002
2008-06-04,-2.5052
2008-06-05,1.7987
2008-06-06,-3.5339
2008-06-07,
2008-06-08,
2008-06-09,0.8722
2008-06-10,2.5076
2008-06-11,-2.1932
2008-06-12,2.458
2008-06-13,1.1364
2008-06-14,
2008-06-15,
2008-06-16,-2.1223
2008-06-17,-1.6156000000000001
2008-06-18,-1.0372
2008-06-19,1.1354
2008-06-20,8.3765
2008-06-21,
2008-06-22,
2008-06-23,3.1474
2008-06-24,-2.8196
2008-06-25,1.8679999999999999
2008-06-26,-3.4335
2008-06-27,1.7778
2008-06-28,
2008-06-29,
2008-06-30,-1.8658000000000001
2008-07-01,0.445
2008-07-02,-3.7857
2008-07-03,-2.3441
2008-07-04,
2008-07-05,
2008-07-06,
2008-07-07,1.3716
2008-07-08,2.6638
2008-07-09,-3.1301
2008-07-10,2.3384
2008-07-11,-0.1246
2008-07-12,
2008-07-13,
2008-07-14,0.5824
2008-07-15,2.0265
2008-07-16,1.7835
2008-07-17,0.8363
2008-07-18,2.1327
2008-07-19,
2008-07-20,
2008-07-21,-3.0549
2008-07-22,8.6159
2008-07-23,2.0198
2008-07-24,-0.7919
2008-07-25,-0.5443
2008-07-26,
2008-07-27,
2008-07-28,-0.3283
2008-07-29,-1.2079
2008-07-30,3.8533
2008-07-31,-1.3914
2008-08-01,-0.2533
2008-08-02,
2008-08-03,
