date,FANG UW Equity
2013-04-12,0.4906
2013-04-13,
2013-04-14,
2013-04-15,-3.1168
2013-04-16,3.6433999999999997
2013-04-17,-3.5153
2013-04-18,2.7519
2013-04-19,-1.0939
2013-04-20,
2013-04-21,
2013-04-22,2.8986
2013-04-23,1.8902999999999999
2013-04-24,-1.4187
2013-04-25,0.738
2013-04-26,-1.5385
2013-04-27,
2013-04-28,
2013-04-29,-3.125
2013-04-30,0.8449
2013-05-01,0.6855
2013-05-02,2.4962
2013-05-03,1.4022000000000001
2013-05-04,
2013-05-05,
2013-05-06,4.6579
2013-05-07,-0.765
2013-05-08,3.4688
2013-05-09,-2.8784
2013-05-10,-0.3487
2013-05-11,
2013-05-12,
2013-05-13,0.2799
2013-05-14,0.7327
2013-05-15,2.1129
2013-05-16,1.5604
2013-05-17,4.9766
2013-05-18,
2013-05-19,
2013-05-20,1.909
2013-05-21,-0.9991
2013-05-22,2.6175
2013-05-23,2.2434
2013-05-24,3.156
2013-05-25,
2013-05-26,
2013-05-27,
2013-05-28,1.8357
2013-05-29,0.0286
2013-05-30,-0.0286
2013-05-31,-3.3763
2013-06-01,
2013-06-02,
2013-06-03,2.4577999999999998
2013-06-04,-1.5029
2013-06-05,-0.4108
2013-06-06,1.8857
2013-06-07,2.5159000000000002
2013-06-08,
2013-06-09,
2013-06-10,-2.0028
2013-06-11,-0.806
2013-06-12,-0.0871
2013-06-13,1.5684
2013-06-14,-0.2288
2013-06-15,
2013-06-16,
2013-06-17,-1.2610999999999999
2013-06-18,1.6255
2013-06-19,-1.1425
2013-06-20,-5.692
2013-06-21,1.5625
2013-06-22,
2013-06-23,
2013-06-24,-3.4087
2013-06-25,2.8106999999999998
2013-06-26,2.2175
2013-06-27,-1.7532999999999999
2013-06-28,0.7864
2013-06-29,
2013-06-30,
2013-07-01,2.8510999999999997
2013-07-02,0.8462
2013-07-03,1.8519
2013-07-04,
2013-07-05,1.9602
2013-07-06,
2013-07-07,
2013-07-08,0.5851
2013-07-09,1.108
2013-07-10,1.8082
2013-07-11,1.1841
2013-07-12,-0.9309
2013-07-13,
2013-07-14,
2013-07-15,0.0537
2013-07-16,1.1806
2013-07-17,-0.1326
2013-07-18,1.1152
2013-07-19,3.3613
2013-07-20,
2013-07-21,
2013-07-22,0.2795
2013-07-23,-1.7227999999999999
2013-07-24,-3.5576
2013-07-25,0.9088
2013-07-26,-0.7417
2013-07-27,
2013-07-28,
2013-07-29,0.5338
2013-07-30,0.4247
2013-07-31,0.9252
2013-08-01,11.6029
2013-08-02,0.0939
2013-08-03,
2013-08-04,
2013-08-05,1.0551
2013-08-06,-2.0882
2013-08-07,0.0948
2013-08-08,-0.3551
2013-08-09,0.3564
2013-08-10,
2013-08-11,
2013-08-12,-0.3788
2013-08-13,0.0238
2013-08-14,-3.8964
2013-08-15,-1.6316000000000002
2013-08-16,1.7844
2013-08-17,
2013-08-18,
2013-08-19,-2.8395
2013-08-20,-0.1779
2013-08-21,-0.1527
2013-08-22,0.3315
2013-08-23,1.9567999999999999
2013-08-24,
2013-08-25,
2013-08-26,-0.2991
2013-08-27,-0.275
2013-08-28,4.0361
2013-08-29,-2.5542
2013-08-30,-0.4946
2013-08-31,
2013-09-01,
2013-09-02,
2013-09-03,3.5288
2013-09-04,4.0566
2013-09-05,0.6228
2013-09-06,-0.4585
2013-09-07,
2013-09-08,
2013-09-09,2.0728
2013-09-10,0.1354
2013-09-11,2.5913
2013-09-12,2.416
2013-09-13,-1.3511
2013-09-14,
2013-09-15,
2013-09-16,-2.5652
2013-09-17,-0.5132
2013-09-18,0.1794
2013-09-19,-1.4551
2013-09-20,-2.8169
2013-09-21,
2013-09-22,
2013-09-23,1.7999
2013-09-24,0.1837
2013-09-25,0.2521
2013-09-26,0.5487
2013-09-27,-1.8872
2013-09-28,
2013-09-29,
2013-09-30,-1.1819
2013-10-01,1.8293
2013-10-02,-0.4606
2013-10-03,1.4114
2013-10-04,4.9738
2013-10-05,
2013-10-06,
2013-10-07,-0.5434
2013-10-08,-2.6224
2013-10-09,-2.6481
2013-10-10,0.6916
2013-10-11,2.3352
2013-10-12,
2013-10-13,
2013-10-14,4.0716
2013-10-15,0.7094
2013-10-16,5.699
2013-10-17,1.3328
2013-10-18,3.9857
2013-10-19,
2013-10-20,
2013-10-21,1.0924
2013-10-22,-4.6066
2013-10-23,-2.4245
2013-10-24,9.9796
2013-10-25,-1.2593
2013-10-26,
2013-10-27,
2013-10-28,0.3751
2013-10-29,1.0277
2013-10-30,-0.6658
2013-10-31,-3.8354
2013-11-01,-1.9555
2013-11-02,
2013-11-03,
2013-11-04,4.9763
2013-11-05,3.7246
2013-11-06,-2.9561
2013-11-07,0.9157
2013-11-08,-0.9815
2013-11-09,
2013-11-10,
2013-11-11,-0.3366
2013-11-12,-1.4825
2013-11-13,1.219
2013-11-14,-0.0376
2013-11-15,0.7718
2013-11-16,
2013-11-17,
2013-11-18,-6.2208
2013-11-19,-2.749
2013-11-20,-0.1229
2013-11-21,6.1116
2013-11-22,-0.4059
2013-11-23,
2013-11-24,
2013-11-25,-1.2614
2013-11-26,1.4346999999999999
2013-11-27,-3.0033
2013-11-28,
2013-11-29,-0.6392
2013-11-30,
2013-12-01,
2013-12-02,1.2666
2013-12-03,-0.2779
2013-12-04,0.438
2013-12-05,-2.4777
2013-12-06,-6.1382
2013-12-07,
2013-12-08,
2013-12-09,-2.4036
2013-12-10,2.0635
2013-12-11,-1.9348
2013-12-12,-0.3325
2013-12-13,-0.5116
2013-12-14,
2013-12-15,
2013-12-16,1.6991
2013-12-17,1.231
2013-12-18,0.6298
2013-12-19,7.4666
2013-12-20,1.988
2013-12-21,
2013-12-22,
2013-12-23,2.5792
2013-12-24,-0.1536
2013-12-25,
2013-12-26,1.3649
2013-12-27,1.1568
2013-12-28,
2013-12-29,
2013-12-30,-2.6433999999999997
2013-12-31,1.7909000000000002
2014-01-01,
2014-01-02,-3.216
2014-01-03,-3.8702
2014-01-04,
2014-01-05,
2014-01-06,-1.2403
2014-01-07,-0.3706
2014-01-08,-1.6118999999999999
2014-01-09,-4.3898
2014-01-10,3.1854
2014-01-11,
2014-01-12,
2014-01-13,-5.4077
2014-01-14,5.8069
2014-01-15,2.1485
2014-01-16,1.2287
2014-01-17,-0.2057
2014-01-18,
2014-01-19,
2014-01-20,
2014-01-21,1.175
2014-01-22,4.3602
2014-01-23,-1.5228000000000002
2014-01-24,-3.1126
2014-01-25,
2014-01-26,
2014-01-27,-2.7215
2014-01-28,4.7539
2014-01-29,-2.4297
2014-01-30,5.7213
2014-01-31,1.1875
2014-02-01,
2014-02-02,
2014-02-03,-3.6553
2014-02-04,3.115
2014-02-05,2.5562
2014-02-06,1.5295
2014-02-07,5.4863
2014-02-08,
2014-02-09,
2014-02-10,1.4104
2014-02-11,2.4166
2014-02-12,-1.5957
2014-02-13,1.587
2014-02-14,1.2905
2014-02-15,
2014-02-16,
2014-02-17,
2014-02-18,2.2967
2014-02-19,0.0328
2014-02-20,2.6704
2014-02-21,2.1063
2014-02-22,
2014-02-23,
2014-02-24,1.2658
2014-02-25,-1.6358000000000001
2014-02-26,1.2551
2014-02-27,-1.0071
2014-02-28,0.6887
2014-03-01,
2014-03-02,
2014-03-03,0.1244
2014-03-04,1.6612
2014-03-05,-2.1991
2014-03-06,-1.9988000000000001
2014-03-07,1.7846
2014-03-08,
2014-03-09,
2014-03-10,-1.3306
2014-03-11,-1.6183
2014-03-12,1.8545
2014-03-13,0.3167
2014-03-14,0.3472
2014-03-15,
2014-03-16,
2014-03-17,0.5505
2014-03-18,2.7374
2014-03-19,-1.9487999999999999
2014-03-20,1.2267000000000001
2014-03-21,-1.488
2014-03-22,
2014-03-23,
2014-03-24,-0.1246
2014-03-25,0.2339
2014-03-26,0.9333
2014-03-27,4.8544
2014-03-28,2.4397
2014-03-29,
2014-03-30,
2014-03-31,-3.429
2014-04-01,-1.3371
2014-04-02,3.8548
2014-04-03,-1.5369000000000002
2014-04-04,-0.9719
2014-04-05,
2014-04-06,
2014-04-07,-3.0929
2014-04-08,2.1943
2014-04-09,2.1922
2014-04-10,-3.5704000000000002
2014-04-11,3.0017
2014-04-12,
2014-04-13,
2014-04-14,3.7278000000000002
2014-04-15,-1.4832
2014-04-16,2.0411
2014-04-17,4.0431
2014-04-18,
2014-04-19,
2014-04-20,
2014-04-21,1.6089
2014-04-22,-0.3489
2014-04-23,-0.4982
2014-04-24,2.1789
2014-04-25,-5.3775
2014-04-26,
2014-04-27,
2014-04-28,-0.6719
2014-04-29,1.7755999999999998
2014-04-30,-0.3877
2014-05-01,-0.9313
2014-05-02,3.5078
2014-05-03,
2014-05-04,
2014-05-05,-0.1898
2014-05-06,-0.5229
2014-05-07,3.3791
2014-05-08,-5.2958
2014-05-09,-0.6554
2014-05-10,
2014-05-11,
2014-05-12,2.0775
2014-05-13,1.3889
2014-05-14,-2.3193
2014-05-15,-3.5962
2014-05-16,1.786
2014-05-17,
2014-05-18,
2014-05-19,0.6792
2014-05-20,-1.3914
2014-05-21,3.6345
2014-05-22,0.4401
2014-05-23,-0.3423
2014-05-24,
2014-05-25,
2014-05-26,
2014-05-27,-1.7999
2014-05-28,-0.1119
2014-05-29,5.0847
2014-05-30,0.6132
2014-05-31,
2014-06-01,
2014-06-02,0.8347
2014-06-03,2.8773999999999997
2014-06-04,0.3065
2014-06-05,0.8913
2014-06-06,2.3346999999999998
2014-06-07,
2014-06-08,
2014-06-09,1.1222
2014-06-10,0.4024
2014-06-11,1.8340999999999998
2014-06-12,1.0138
2014-06-13,3.8493
2014-06-14,
2014-06-15,
2014-06-16,2.2172
2014-06-17,0.4004
2014-06-18,0.0886
2014-06-19,-1.4279
2014-06-20,0.831
2014-06-21,
2014-06-22,
2014-06-23,1.8042
2014-06-24,-4.0696
2014-06-25,3.2729
2014-06-26,-1.4024
2014-06-27,-0.672
2014-06-28,
2014-06-29,
2014-06-30,0.124
2014-07-01,1.0923
2014-07-02,-1.6487
2014-07-03,0.589
2014-07-04,
2014-07-05,
2014-07-06,
2014-07-07,-1.689
2014-07-08,-1.5348000000000002
2014-07-09,1.5354
2014-07-10,-1.7986
2014-07-11,-1.7614999999999998
2014-07-12,
2014-07-13,
2014-07-14,2.8263
2014-07-15,-3.7302
2014-07-16,2.5552
2014-07-17,-0.9124
2014-07-18,2.302
2014-07-19,
2014-07-20,
2014-07-21,1.5347
2014-07-22,-1.6252
2014-07-23,1.4903
2014-07-24,0.1821
2014-07-25,-2.6247
2014-07-26,
2014-07-27,
2014-07-28,-1.0502
2014-07-29,0.9316
2014-07-30,-0.9814
2014-07-31,-2.9735
2014-08-01,-2.6875999999999998
2014-08-02,
2014-08-03,
2014-08-04,1.987
2014-08-05,-3.2839
2014-08-06,-0.5194
2014-08-07,-2.4707
2014-08-08,1.1360999999999999
2014-08-09,
2014-08-10,
2014-08-11,0.0516
2014-08-12,-1.8712
2014-08-13,1.4992
2014-08-14,-1.7103000000000002
2014-08-15,3.4142
2014-08-16,
2014-08-17,
2014-08-18,1.6953
2014-08-19,0.2758
2014-08-20,0.3
2014-08-21,0.6231
2014-08-22,-0.9413
2014-08-23,
2014-08-24,
2014-08-25,1.7753999999999999
2014-08-26,3.0467
2014-08-27,-1.526
2014-08-28,0.7264
2014-08-29,3.7861000000000002
2014-08-30,
2014-08-31,
2014-09-01,
2014-09-02,-3.6132
2014-09-03,0.7329
2014-09-04,-5.1765
2014-09-05,-0.3145
2014-09-06,
2014-09-07,
2014-09-08,-2.3091
2014-09-09,-1.24
2014-09-10,0.4447
2014-09-11,1.3932
2014-09-12,-1.6823000000000001
2014-09-13,
2014-09-14,
2014-09-15,-0.418
2014-09-16,2.5971
2014-09-17,-0.6648
2014-09-18,-1.9562
2014-09-19,-0.827
2014-09-20,
2014-09-21,
2014-09-22,-2.7664
2014-09-23,-0.844
2014-09-24,2.0044
2014-09-25,-2.288
2014-09-26,1.4325
2014-09-27,
2014-09-28,
2014-09-29,4.2368
2014-09-30,-2.5795
2014-10-01,-0.4948
2014-10-02,1.1692
2014-10-03,-3.0287
2014-10-04,
2014-10-05,
2014-10-06,1.3288
2014-10-07,-3.4068
2014-10-08,2.3373
2014-10-09,-5.2653
2014-10-10,-6.5252
2014-10-11,
2014-10-12,
2014-10-13,-8.556000000000001
2014-10-14,-1.3005
2014-10-15,2.6352
2014-10-16,5.2351
2014-10-17,0.3644
2014-10-18,
2014-10-19,
2014-10-20,1.468
2014-10-21,4.9938
2014-10-22,-4.8748000000000005
2014-10-23,4.704
2014-10-24,0.0298
2014-10-25,
2014-10-26,
2014-10-27,-4.6251999999999995
2014-10-28,5.6916
2014-10-29,1.9180000000000001
2014-10-30,-2.0266
2014-10-31,1.1229
2014-11-01,
2014-11-02,
2014-11-03,-1.5342
2014-11-04,-5.5646
2014-11-05,2.1527
2014-11-06,1.246
2014-11-07,5.5758
2014-11-08,
2014-11-09,
2014-11-10,-4.1589
2014-11-11,1.3514
2014-11-12,-3.9852
2014-11-13,-0.0771
2014-11-14,4.6788
2014-11-15,
2014-11-16,
2014-11-17,-6.0038
2014-11-18,1.0201
2014-11-19,1.1807
2014-11-20,3.1936
2014-11-21,3.7643
2014-11-22,
2014-11-23,
2014-11-24,-2.3659
2014-11-25,-1.5568
2014-11-26,-3.2075
2014-11-27,
2014-11-28,-13.0703
2014-11-29,
2014-11-30,
2014-12-01,-1.0461
2014-12-02,3.6372999999999998
2014-12-03,3.4924
2014-12-04,-2.3054
2014-12-05,0.5301
2014-12-06,
2014-12-07,
2014-12-08,-6.7869
2014-12-09,3.4307
2014-12-10,-5.3458
2014-12-11,-1.0065
2014-12-12,-1.205
2014-12-13,
2014-12-14,
2014-12-15,1.782
2014-12-16,4.5595
2014-12-17,5.5963
2014-12-18,1.0345
2014-12-19,5.0105
2014-12-20,
2014-12-21,
2014-12-22,-2.3817
2014-12-23,1.0234
2014-12-24,-2.4556
2014-12-25,
2014-12-26,0.3822
2014-12-27,
2014-12-28,
2014-12-29,-0.0497
2014-12-30,-0.8447
2014-12-31,-0.1503
2015-01-01,
2015-01-02,0.2509
2015-01-03,
2015-01-04,
2015-01-05,-4.4218
2015-01-06,0.1571
2015-01-07,1.5339
2015-01-08,4.867
2015-01-09,1.236
2015-01-10,
2015-01-11,
2015-01-12,-3.8325
2015-01-13,2.9763
2015-01-14,6.6297
2015-01-15,-2.8331
2015-01-16,3.4358
2015-01-17,
2015-01-18,
2015-01-19,
2015-01-20,-4.2968
2015-01-21,9.1228
2015-01-22,-0.817
2015-01-23,-1.4416
2015-01-24,
2015-01-25,
2015-01-26,2.2537
2015-01-27,0.6641
2015-01-28,-4.1833
2015-01-29,3.8741
2015-01-30,0.5099
2015-01-31,
2015-02-01,
2015-02-02,1.0799
2015-02-03,-0.0789
2015-02-04,-3.6668
2015-02-05,2.8827
2015-02-06,2.5629999999999997
2015-02-07,
2015-02-08,
2015-02-09,-0.9883
2015-02-10,-1.0409
2015-02-11,-0.8934
2015-02-12,6.0919
2015-02-13,0.6715
2015-02-14,
2015-02-15,
2015-02-16,
2015-02-17,0.1497
2015-02-18,0.3126
2015-02-19,2.7913
2015-02-20,-1.015
2015-02-21,
2015-02-22,
2015-02-23,-0.9722
2015-02-24,-0.3765
2015-02-25,1.1879
2015-02-26,-2.3879
2015-02-27,-2.6787
2015-02-28,
2015-03-01,
2015-03-02,-0.323
2015-03-03,1.0003
2015-03-04,0.1674
2015-03-05,-0.8773
2015-03-06,-1.8545
2015-03-07,
2015-03-08,
2015-03-09,-0.3579
2015-03-10,-2.1836
2015-03-11,2.8785
2015-03-12,-0.157
2015-03-13,-0.3717
2015-03-14,
2015-03-15,
2015-03-16,0.4592
2015-03-17,0.6714
2015-03-18,3.0935
2015-03-19,-1.5967
2015-03-20,1.189
2015-03-21,
2015-03-22,
2015-03-23,-1.0506
2015-03-24,3.0595
2015-03-25,1.5589
2015-03-26,2.5761
2015-03-27,-2.1861
2015-03-28,
2015-03-29,
2015-03-30,3.2726
2015-03-31,-1.0176
2015-04-01,0.7223
2015-04-02,1.9186999999999999
2015-04-03,
2015-04-04,
2015-04-05,
2015-04-06,0.748
2015-04-07,0.6103
2015-04-08,-2.3701
2015-04-09,3.414
2015-04-10,0.031
2015-04-11,
2015-04-12,
2015-04-13,-1.1022
2015-04-14,0.6637
2015-04-15,2.5128
2015-04-16,1.1042
2015-04-17,-0.9001
2015-04-18,
2015-04-19,
2015-04-20,1.8166
2015-04-21,-1.4988000000000001
2015-04-22,-1.0023
2015-04-23,-0.0244
2015-04-24,-2.5987999999999998
2015-04-25,
2015-04-26,
2015-04-27,-0.1253
2015-04-28,0.6271
2015-04-29,3.3965
2015-04-30,-0.4641
2015-05-01,-0.8357
2015-05-02,
2015-05-03,
2015-05-04,1.2946
2015-05-05,-3.8341
2015-05-06,-1.3666
2015-05-07,-4.2329
2015-05-08,2.2166
2015-05-09,
2015-05-10,
2015-05-11,1.7141
2015-05-12,1.6086
2015-05-13,-0.2136
2015-05-14,-2.7953
2015-05-15,2.2409
2015-05-16,
2015-05-17,
2015-05-18,0.3801
2015-05-19,-2.2214
2015-05-20,1.3683
2015-05-21,2.6614
2015-05-22,0.9427
2015-05-23,
2015-05-24,
2015-05-25,
2015-05-26,-2.6419
2015-05-27,-0.0631
2015-05-28,-2.0839
2015-05-29,0.3612
2015-05-30,
2015-05-31,
2015-06-01,1.478
2015-06-02,0.0887
2015-06-03,-1.7335
2015-06-04,-1.5452
2015-06-05,2.3542
2015-06-06,
2015-06-07,
2015-06-08,0.7283
2015-06-09,1.4715
2015-06-10,1.8002
2015-06-11,-0.4789
2015-06-12,-0.4812
2015-06-13,
2015-06-14,
2015-06-15,-0.9423
2015-06-16,1.0765
2015-06-17,-1.6842000000000001
2015-06-18,-1.0329
2015-06-19,-2.4819
2015-06-20,
2015-06-21,
2015-06-22,2.8583
2015-06-23,1.3704
2015-06-24,-2.4221
2015-06-25,-2.0076
2015-06-26,-1.4923
2015-06-27,
2015-06-28,
2015-06-29,-0.1196
2015-06-30,0.2927
2015-07-01,-3.3961
2015-07-02,0.4257
2015-07-03,
2015-07-04,
2015-07-05,
2015-07-06,-3.9929
2015-07-07,1.2107
2015-07-08,-2.4909
2015-07-09,2.2658
2015-07-10,0.0423
2015-07-11,
2015-07-12,
2015-07-13,0.5925
2015-07-14,2.8467000000000002
2015-07-15,-3.6132999999999997
2015-07-16,-2.1219
2015-07-17,-4.2203
2015-07-18,
2015-07-19,
2015-07-20,-2.1729
2015-07-21,1.7584
2015-07-22,0.4093
2015-07-23,0.0755
2015-07-24,-3.6054
2015-07-25,
2015-07-26,
2015-07-27,-0.939
2015-07-28,2.6698
2015-07-29,4.0929
2015-07-30,0.0443
2015-07-31,-0.5615
2015-08-01,
2015-08-02,
2015-08-03,-0.7132
2015-08-04,1.751
2015-08-05,0.5589
2015-08-06,3.0861
2015-08-07,-2.3269
2015-08-08,
2015-08-09,
2015-08-10,1.9611
2015-08-11,0.9688
2015-08-12,2.2718
2015-08-13,-1.1175
2015-08-14,3.1115
2015-08-15,
2015-08-16,
2015-08-17,-2.2869
2015-08-18,1.6202999999999999
2015-08-19,-2.0987
2015-08-20,-2.2411
2015-08-21,-5.2399000000000004
2015-08-22,
2015-08-23,
2015-08-24,-7.2126
2015-08-25,-1.5061
2015-08-26,2.0881
2015-08-27,5.8141
2015-08-28,1.309
2015-08-29,
2015-08-30,
2015-08-31,2.5991999999999997
2015-09-01,-5.5206
2015-09-02,4.5412
2015-09-03,-0.6968
2015-09-04,-1.4631
2015-09-05,
2015-09-06,
2015-09-07,
2015-09-08,1.9848
2015-09-09,-3.3576
2015-09-10,2.8132
2015-09-11,-0.8523
2015-09-12,
2015-09-13,
2015-09-14,-0.8898
2015-09-15,1.4912
2015-09-16,4.7826
2015-09-17,-0.1145
2015-09-18,-1.1602999999999999
2015-09-19,
2015-09-20,
2015-09-21,0.6087
2015-09-22,-0.3457
2015-09-23,-3.8884
2015-09-24,0.2707
2015-09-25,-0.99
2015-09-26,
2015-09-27,
2015-09-28,-5.1204
2015-09-29,0.5908
2015-09-30,2.5397
2015-10-01,1.4861
2015-10-02,5.7962
2015-10-03,
2015-10-04,
2015-10-05,4.109
2015-10-06,0.5124
2015-10-07,1.4742
2015-10-08,3.4895
2015-10-09,0.9578
2015-10-10,
2015-10-11,
2015-10-12,-0.052
2015-10-13,-0.9622
2015-10-14,0.3413
2015-10-15,-0.9813
2015-10-16,1.982
2015-10-17,
2015-10-18,
2015-10-19,-5.0143
2015-10-20,0.0682
2015-10-21,-2.849
2015-10-22,1.5154
2015-10-23,-0.5943
2015-10-24,
2015-10-25,
2015-10-26,1.3348
2015-10-27,-0.4391
2015-10-28,4.0518
2015-10-29,-0.1325
2015-10-30,-2.069
2015-10-31,
2015-11-01,
2015-11-02,-0.5823
2015-11-03,5.2445
2015-11-04,-1.5272999999999999
2015-11-05,1.3275000000000001
2015-11-06,0.908
2015-11-07,
2015-11-08,
2015-11-09,2.3525
2015-11-10,-0.0251
2015-11-11,0.2889
2015-11-12,-2.1796
2015-11-13,-1.7544
2015-11-14,
2015-11-15,
2015-11-16,3.8321
2015-11-17,-0.0628
2015-11-18,2.2736
2015-11-19,-5.3549
2015-11-20,0.5321
2015-11-21,
2015-11-22,
2015-11-23,2.9302
2015-11-24,0.2508
2015-11-25,-1.5512000000000001
2015-11-26,
2015-11-27,-1.4994
2015-11-28,
2015-11-29,
2015-11-30,0.645
2015-12-01,0.2307
2015-12-02,-1.8031000000000001
2015-12-03,-0.0521
2015-12-04,-0.5733
2015-12-05,
2015-12-06,
2015-12-07,-3.2237
2015-12-08,1.476
2015-12-09,2.7756
2015-12-10,2.6875999999999998
2015-12-11,-3.1989
2015-12-12,
2015-12-13,
2015-12-14,-1.2409
2015-12-15,1.1903
2015-12-16,-5.4241
2015-12-17,-4.9889
2015-12-18,-3.7673
2015-12-19,
2015-12-20,
2015-12-21,-5.9855
2015-12-22,1.8489
2015-12-23,6.4878
2015-12-24,0.6819
2015-12-25,
2015-12-26,
2015-12-27,
2015-12-28,-3.6661
2015-12-29,1.5436
2015-12-30,-0.6321
2015-12-31,1.3329
2016-01-01,
2016-01-02,
2016-01-03,
2016-01-04,-1.1809
2016-01-05,-1.3916
2016-01-06,-4.5866
2016-01-07,-2.8939
2016-01-08,0.596
2016-01-09,
2016-01-10,
2016-01-11,-5.2008
2016-01-12,1.5972
2016-01-13,1.6917
2016-01-14,5.3268
2016-01-15,0.7658
2016-01-16,
2016-01-17,
2016-01-18,
2016-01-19,-4.2432
2016-01-20,0.711
2016-01-21,5.2372
2016-01-22,3.2293
2016-01-23,
2016-01-24,
2016-01-25,-6.181
2016-01-26,7.1682
2016-01-27,2.6154
2016-01-28,6.6208
2016-01-29,3.7917
2016-01-30,
2016-01-31,
2016-02-01,-3.9047
2016-02-02,-1.8595000000000002
2016-02-03,5.0947
2016-02-04,-3.8462
2016-02-05,-6.5139
2016-02-06,
2016-02-07,
2016-02-08,3.9222
2016-02-09,-4.1315
2016-02-10,0.4026
2016-02-11,0.8466
2016-02-12,1.8115
2016-02-13,
2016-02-14,
2016-02-15,
2016-02-16,-1.678
2016-02-17,3.634
2016-02-18,-0.2697
2016-02-19,2.605
2016-02-20,
2016-02-21,
2016-02-22,2.2475
2016-02-23,-5.0339
2016-02-24,2.4718
2016-02-25,-0.2231
2016-02-26,1.4533
2016-02-27,
2016-02-28,
2016-02-29,-1.8595000000000002
2016-03-01,1.7404
2016-03-02,2.083
2016-03-03,-2.0135
2016-03-04,4.7993
2016-03-05,
2016-03-06,
2016-03-07,0.329
2016-03-08,-2.4265
2016-03-09,0.4167
2016-03-10,0.5087
2016-03-11,4.4619
2016-03-12,
2016-03-13,
2016-03-14,-3.0856
2016-03-15,1.2761
