date,COV UN Equity
2007-10-12,0.241
2007-10-13,
2007-10-14,
2007-10-15,-0.2644
2007-10-16,-0.8436
2007-10-17,0.4375
2007-10-18,-1.2585
2007-10-19,-1.9607999999999999
2007-10-20,
2007-10-21,
2007-10-22,1.775
2007-10-23,0.1474
2007-10-24,-1.0302
2007-10-25,0.4213
2007-10-26,1.1846
2007-10-27,
2007-10-28,
2007-10-29,1.8049
2007-10-30,-0.2156
2007-10-31,-0.12
2007-11-01,-1.1298
2007-11-02,-1.167
2007-11-03,
2007-11-04,
2007-11-05,-0.984
2007-11-06,0.0994
2007-11-07,-1.9111
2007-11-08,1.1893
2007-11-09,-1.3753
2007-11-10,
2007-11-11,
2007-11-12,-1.0396
2007-11-13,0.538
2007-11-14,-1.5545
2007-11-15,0.9578
2007-11-16,1.4872
2007-11-17,
2007-11-18,
2007-11-19,-1.2633
2007-11-20,-0.9468
2007-11-21,-1.5758
2007-11-22,
2007-11-23,0.6562
2007-11-24,
2007-11-25,
2007-11-26,-0.9126
2007-11-27,1.2368000000000001
2007-11-28,1.5596999999999999
2007-11-29,-0.0256
2007-11-30,2.6882
2007-12-01,
2007-12-02,
2007-12-03,-0.1496
2007-12-04,-1.9226
2007-12-05,-0.0509
2007-12-06,3.8971
2007-12-07,3.5058
2007-12-08,
2007-12-09,
2007-12-10,0.2132
2007-12-11,-1.0163
2007-12-12,3.3668
2007-12-13,0.1155
2007-12-14,1.2921
2007-12-15,
2007-12-16,
2007-12-17,-2.3918
2007-12-18,1.4702
2007-12-19,0.046
2007-12-20,0.4368
2007-12-21,2.8153
2007-12-22,
2007-12-23,
2007-12-24,-0.0223
2007-12-25,
2007-12-26,-0.0223
2007-12-27,-0.3341
2007-12-28,0.0447
2007-12-29,
2007-12-30,
2007-12-31,-1.0721
2008-01-01,
2008-01-02,-2.5288
2008-01-03,-1.1814
2008-01-04,0.5391
2008-01-05,
2008-01-06,
2008-01-07,2.3548999999999998
2008-01-08,1.4123
2008-01-09,0.6289
2008-01-10,-0.2902
2008-01-11,0.5597
2008-01-12,
2008-01-13,
2008-01-14,0.2894
2008-01-15,-0.9101
2008-01-16,0.9409
2008-01-17,0.6436
2008-01-18,-4.344
2008-01-19,
2008-01-20,
2008-01-21,
2008-01-22,-0.6224
2008-01-23,-2.2037
2008-01-24,0.5
2008-01-25,0.687
2008-01-26,
2008-01-27,
2008-01-28,0.9176
2008-01-29,-0.9326
2008-01-30,0.0235
2008-01-31,5.0118
2008-02-01,-2.3527
2008-02-02,
2008-02-03,
2008-02-04,-0.9867
2008-02-05,-1.066
2008-02-06,0.3982
2008-02-07,2.8465
2008-02-08,-1.2024
2008-02-09,
2008-02-10,
2008-02-11,-2.2732
2008-02-12,2.6551
2008-02-13,-0.1144
2008-02-14,-1.2374
2008-02-15,0.3248
2008-02-16,
2008-02-17,
2008-02-18,
2008-02-19,-0.0231
2008-02-20,0.2776
2008-02-21,0.5306
2008-02-22,0.0459
2008-02-23,
2008-02-24,
2008-02-25,1.3761
2008-02-26,-0.9276
2008-02-27,-0.4796
2008-02-28,-1.1244
2008-02-29,-0.6962
2008-03-01,
2008-03-02,
2008-03-03,0.3973
2008-03-04,0.4423
2008-03-05,-0.6721
2008-03-06,-1.0499
2008-03-07,-2.24
2008-03-08,
2008-03-09,
2008-03-10,-2.4361
2008-03-11,2.5464
2008-03-12,2.3385
2008-03-13,2.1908
2008-03-14,-2.2591
2008-03-15,
2008-03-16,
2008-03-17,0.4481
2008-03-18,3.6863
2008-03-19,-2.9665
2008-03-20,0.0233
2008-03-21,
2008-03-22,
2008-03-23,
2008-03-24,-0.3733
2008-03-25,-0.2342
2008-03-26,2.6995
2008-03-27,0.9143
2008-03-28,0.0
2008-03-29,
2008-03-30,
2008-03-31,0.591
2008-04-01,0.8814
2008-04-02,1.0529
2008-04-03,-0.2438
2008-04-04,1.3778000000000001
2008-04-05,
2008-04-06,
2008-04-07,0.3069
2008-04-08,0.5026
2008-04-09,-0.7393
2008-04-10,0.8324
2008-04-11,-2.2377
2008-04-12,
2008-04-13,
2008-04-14,-0.2222
2008-04-15,-0.7795
2008-04-16,1.908
2008-04-17,-0.1322
2008-04-18,2.6908
2008-04-19,
2008-04-20,
2008-04-21,0.5584
2008-04-22,-0.1282
2008-04-23,2.716
2008-04-24,-1.7697
2008-04-25,-0.6359
2008-04-26,
2008-04-27,
2008-04-28,0.384
2008-04-29,-0.1912
2008-04-30,-0.5961
2008-05-01,1.3493
2008-05-02,0.3381
2008-05-03,
2008-05-04,
2008-05-05,-0.7372
2008-05-06,3.9253
2008-05-07,0.1429
2008-05-08,0.7339
2008-05-09,-1.2548
2008-05-10,
2008-05-11,
2008-05-12,-0.5944
2008-05-13,0.2062
2008-05-14,1.5638
2008-05-15,1.4384000000000001
2008-05-16,-0.4394
2008-05-17,
2008-05-18,
2008-05-19,-0.7021
2008-05-20,-1.0101
2008-05-21,-0.7551
2008-05-22,-0.658
2008-05-23,-1.3041
2008-05-24,
2008-05-25,
2008-05-26,
2008-05-27,1.2164
2008-05-28,0.5387
2008-05-29,1.6488
2008-05-30,1.5612
2008-05-31,
2008-06-01,
2008-06-02,-0.3194
2008-06-03,-0.0401
2008-06-04,-0.8616
2008-06-05,0.8286
2008-06-06,-2.6458
2008-06-07,
2008-06-08,
2008-06-09,-0.6588
2008-06-10,-0.7047
2008-06-11,-0.8558
2008-06-12,2.7368
2008-06-13,0.8607
2008-06-14,
2008-06-15,
2008-06-16,0.1625
2008-06-17,-0.9331
2008-06-18,-1.9451
2008-06-19,0.8144
2008-06-20,-2.5891
2008-06-21,
2008-06-22,
2008-06-23,-0.3615
2008-06-24,-0.7469
2008-06-25,2.2361
2008-06-26,-1.6614
2008-06-27,1.3473
2008-06-28,
2008-06-29,
2008-06-30,1.0551
2008-07-01,1.3364
2008-07-02,0.1855
2008-07-03,-1.5013999999999998
2008-07-04,
2008-07-05,
2008-07-06,
2008-07-07,-0.7726
2008-07-08,1.0101
2008-07-09,-1.0
2008-07-10,3.0303
2008-07-11,-0.2042
2008-07-12,
2008-07-13,
2008-07-14,-0.4912
2008-07-15,0.8021
2008-07-16,-1.061
2008-07-17,-0.4537
2008-07-18,1.5745
2008-07-19,
2008-07-20,
2008-07-21,0.7138
2008-07-22,2.9567
2008-07-23,-1.7309
2008-07-24,-0.02
2008-07-25,0.3414
2008-07-26,
2008-07-27,
2008-07-28,-1.5011999999999999
2008-07-29,0.7519
2008-07-30,0.3025
2008-07-31,-0.9853
2008-08-01,0.4468
2008-08-02,
2008-08-03,
2008-08-04,0.8896
2008-08-05,4.7094000000000005
2008-08-06,-1.5885
2008-08-07,0.7001
2008-08-08,3.8239
2008-08-09,
2008-08-10,
2008-08-11,-1.3951
2008-08-12,-0.2075
2008-08-13,0.6616
2008-08-14,-0.3944
2008-08-15,1.5836999999999999
2008-08-16,
2008-08-17,
2008-08-18,-0.0557
2008-08-19,-0.5757
2008-08-20,0.3549
2008-08-21,0.4467
2008-08-22,0.667
2008-08-23,
2008-08-24,
2008-08-25,-0.5522
2008-08-26,1.0735
2008-08-27,0.2197
2008-08-28,0.9501
2008-08-29,-2.1357
2008-08-30,
2008-08-31,
2008-09-01,
2008-09-02,0.2219
2008-09-03,2.3252
2008-09-04,-4.3102
2008-09-05,-0.1885
2008-09-06,
2008-09-07,
2008-09-08,0.7364
2008-09-09,0.2624
2008-09-10,2.9912
2008-09-11,2.8862
2008-09-12,-0.7763
2008-09-13,
2008-09-14,
2008-09-15,-0.5512
2008-09-16,0.5543
2008-09-17,-3.0228
2008-09-18,1.2468
2008-09-19,-2.481
2008-09-20,
2008-09-21,
2008-09-22,-0.8357
2008-09-23,0.412
2008-09-24,0.5781
2008-09-25,1.4649
2008-09-26,0.3472
2008-09-27,
2008-09-28,
2008-09-29,-4.8807
2008-09-30,2.9294000000000002
2008-10-01,-3.1436
2008-10-02,-1.4020000000000001
2008-10-03,1.6556
2008-10-04,
2008-10-05,
2008-10-06,-5.9207
2008-10-07,0.3055
2008-10-08,-2.7297000000000002
2008-10-09,-9.2565
2008-10-10,-2.7233
2008-10-11,
2008-10-12,
2008-10-13,14.6145
2008-10-14,-1.3869
2008-10-15,-8.1864
2008-10-16,4.6182
2008-10-17,0.8086
2008-10-18,
2008-10-19,
2008-10-20,1.1923
2008-10-21,-2.0137
2008-10-22,-3.9571
2008-10-23,-2.0942
2008-10-24,-3.6968
2008-10-25,
2008-10-26,
2008-10-27,-6.0116
2008-10-28,5.9594000000000005
2008-10-29,1.6242
2008-10-30,4.1985
2008-10-31,1.3965
2008-11-01,
2008-11-02,
2008-11-03,-0.2032
2008-11-04,0.7014
2008-11-05,-2.0894
2008-11-06,-3.419
2008-11-07,1.8769
2008-11-08,
2008-11-09,
2008-11-10,-3.2416
2008-11-11,-3.1814999999999998
2008-11-12,-5.0535
2008-11-13,-2.8055
2008-11-14,2.7785
2008-11-15,
2008-11-16,
2008-11-17,-0.2362
2008-11-18,-1.7364000000000002
2008-11-19,-5.5689
2008-11-20,-5.3870000000000005
2008-11-21,1.6482
2008-11-22,
2008-11-23,
2008-11-24,7.3408
2008-11-25,2.4444
2008-11-26,-0.7775
2008-11-27,
2008-11-28,-0.4323
2008-11-29,
2008-11-30,
2008-12-01,-7.327
2008-12-02,0.0586
2008-12-03,3.3655
2008-12-04,0.2831
2008-12-05,1.9481000000000002
2008-12-06,
2008-12-07,
2008-12-08,1.8554
2008-12-09,-3.1811
2008-12-10,-2.7801
2008-12-11,2.4840999999999998
2008-12-12,-3.044
2008-12-13,
2008-12-14,
2008-12-15,0.5814
2008-12-16,2.8902
2008-12-17,5.7584
2008-12-18,-0.3187
2008-12-19,-2.7445
2008-12-20,
2008-12-21,
2008-12-22,1.8082
2008-12-23,-4.6825
2008-12-24,-1.1011
2008-12-25,
2008-12-26,-1.8841
2008-12-27,
2008-12-28,
2008-12-29,0.5528
2008-12-30,2.1701
2008-12-31,2.6338
2009-01-01,
2009-01-02,3.1181
2009-01-03,
2009-01-04,
2009-01-05,-1.7126000000000001
2009-01-06,1.4157
2009-01-07,-0.4027
2009-01-08,-0.2426
2009-01-09,-0.1351
2009-01-10,
2009-01-11,
2009-01-12,0.8929
2009-01-13,-1.8772
2009-01-14,-2.1864
2009-01-15,-0.3073
2009-01-16,2.9428
2009-01-17,
2009-01-18,
2009-01-19,
2009-01-20,-3.0765
2009-01-21,3.7640000000000002
2009-01-22,0.7038
2009-01-23,-5.9946
2009-01-24,
2009-01-25,
2009-01-26,6.0337
2009-01-27,0.7821
2009-01-28,2.2746
2009-01-29,-0.3925
2009-01-30,0.7092
2009-01-31,
2009-02-01,
2009-02-02,-0.8346
2009-02-03,2.4198
2009-02-04,2.5681000000000003
2009-02-05,-0.6285
2009-02-06,0.7336
2009-02-07,
2009-02-08,
2009-02-09,-1.3059
2009-02-10,-3.3079
2009-02-11,2.0
2009-02-12,1.2384
2009-02-13,-2.8287
2009-02-14,
2009-02-15,
2009-02-16,
2009-02-17,-2.7013
2009-02-18,-0.1078
2009-02-19,-0.6476
2009-02-20,-2.39
2009-02-21,
2009-02-22,
2009-02-23,-1.6416
2009-02-24,1.6973
2009-02-25,-2.2253
2009-02-26,-5.7183
2009-02-27,-4.4357
2009-02-28,
2009-03-01,
2009-03-02,-3.0944
2009-03-03,-1.0101
2009-03-04,-1.3167
2009-03-05,-5.5704
2009-03-06,-1.0597
2009-03-07,
2009-03-08,
2009-03-09,-0.3927
2009-03-10,2.7957
2009-03-11,4.6373999999999995
2009-03-12,3.5655
2009-03-13,3.3462
2009-03-14,
2009-03-15,
2009-03-16,-2.4907
2009-03-17,0.7344
2009-03-18,3.1696
2009-03-19,-3.8095
2009-03-20,2.2357
2009-03-21,
2009-03-22,
2009-03-23,2.6242
2009-03-24,-2.3744
2009-03-25,1.5903
2009-03-26,3.9288
2009-03-27,-0.2077
2009-03-28,
2009-03-29,
2009-03-30,-1.6652
2009-03-31,0.5141
2009-04-01,-0.3008
2009-04-02,-1.8407
2009-04-03,-3.8733
2009-04-04,
2009-04-05,
2009-04-06,-0.2558
2009-04-07,0.8657
2009-04-08,2.384
2009-04-09,-0.8693
2009-04-10,
2009-04-11,
2009-04-12,
2009-04-13,0.4698
2009-04-14,2.4626
2009-04-15,1.5516
2009-04-16,1.9771999999999998
2009-04-17,2.4089
2009-04-18,
2009-04-19,
2009-04-20,-2.8973
2009-04-21,-1.2703
2009-04-22,-0.8677
2009-04-23,-2.0223
2009-04-24,1.9409
2009-04-25,
2009-04-26,
2009-04-27,2.0852
2009-04-28,0.3256
2009-04-29,0.177
2009-04-30,-2.8571
2009-05-01,-1.8799000000000001
2009-05-02,
2009-05-03,
2009-05-04,2.3795
2009-05-05,1.4187
2009-05-06,-0.3869
2009-05-07,2.1811
2009-05-08,0.9942
2009-05-09,
2009-05-10,
2009-05-11,-2.403
2009-05-12,3.0258
2009-05-13,1.9292
2009-05-14,1.7513999999999998
2009-05-15,1.055
2009-05-16,
2009-05-17,
2009-05-18,-1.8407
2009-05-19,-0.6997
2009-05-20,0.761
2009-05-21,-1.3706
2009-05-22,-0.7374
2009-05-23,
2009-05-24,
2009-05-25,
2009-05-26,-0.5429
2009-05-27,-2.0684
2009-05-28,0.1173
2009-05-29,4.6587
2009-05-30,
2009-05-31,
2009-06-01,0.8959
2009-06-02,1.7481
2009-06-03,-1.5817
2009-06-04,-1.2192
2009-06-05,0.7854
2009-06-06,
2009-06-07,
2009-06-08,-0.7793
2009-06-09,-0.7013
2009-06-10,0.1695
2009-06-11,1.0152
2009-06-12,0.6421
2009-06-13,
2009-06-14,
2009-06-15,-1.7753
2009-06-16,-0.9319
2009-06-17,2.2805
2009-06-18,0.1115
2009-06-19,0.8352
2009-06-20,
2009-06-21,
2009-06-22,-0.5246
2009-06-23,-1.5543
2009-06-24,1.0149
2009-06-25,1.5629
2009-06-26,-0.055
2009-06-27,
2009-06-28,
2009-06-29,3.2994
2009-06-30,-0.346
2009-07-01,-1.5491000000000001
2009-07-02,-1.7363
2009-07-03,
2009-07-04,
2009-07-05,
2009-07-06,-1.2147999999999999
2009-07-07,-0.531
2009-07-08,-0.562
2009-07-09,0.6216
2009-07-10,0.4493
2009-07-11,
2009-07-12,
2009-07-13,0.5312
2009-07-14,0.6952
2009-07-15,0.7733
2009-07-16,1.2606
2009-07-17,-1.1096
2009-07-18,
2009-07-19,
2009-07-20,-0.9031
2009-07-21,-0.58
2009-07-22,-1.8056
2009-07-23,2.2914
2009-07-24,3.3462
2009-07-25,
2009-07-26,
2009-07-27,0.4282
2009-07-28,1.0925
2009-07-29,0.8171
2009-07-30,-1.4379
2009-07-31,0.7162
2009-08-01,
2009-08-02,
2009-08-03,3.306
2009-08-04,-0.0256
2009-08-05,-0.9219
2009-08-06,-1.9643000000000002
2009-08-07,0.6064
2009-08-08,
2009-08-09,
2009-08-10,1.2055
2009-08-11,1.7349
2009-08-12,0.6108
2009-08-13,0.3289
2009-08-14,-1.4372
2009-08-15,
2009-08-16,
2009-08-17,0.4349
2009-08-18,-1.5537
2009-08-19,3.7775
2009-08-20,0.0499
2009-08-21,-1.246
2009-08-22,
2009-08-23,
2009-08-24,-0.3028
2009-08-25,-0.1266
2009-08-26,-1.4445000000000001
2009-08-27,0.2828
2009-08-28,-0.3333
2009-08-29,
2009-08-30,
2009-08-31,1.8009
2009-09-01,-1.2636
2009-09-02,-1.3309
2009-09-03,1.8157999999999999
2009-09-04,0.8917
2009-09-05,
2009-09-06,
2009-09-07,
2009-09-08,-0.8081
2009-09-09,0.4073
2009-09-10,-0.2028
2009-09-11,6.377
2009-09-12,
2009-09-13,
2009-09-14,-0.8837
2009-09-15,0.4096
2009-09-16,2.8558
2009-09-17,-1.3299
2009-09-18,-1.9153
2009-09-19,
2009-09-20,
2009-09-21,-0.5545
2009-09-22,-0.9697
2009-09-23,-0.563
2009-09-24,-0.517
2009-09-25,2.3509
2009-09-26,
2009-09-27,
2009-09-28,2.8529999999999998
2009-09-29,0.7757
2009-09-30,0.9097
2009-10-01,-2.2423
2009-10-02,-1.7498
2009-10-03,
2009-10-04,
2009-10-05,0.3384
2009-10-06,0.795
2009-10-07,0.8365
2009-10-08,1.8961999999999999
2009-10-09,1.1165
2009-10-10,
2009-10-11,
2009-10-12,-0.5291
2009-10-13,-0.5319
2009-10-14,1.6973
2009-10-15,-0.4344
2009-10-16,1.1481
2009-10-17,
2009-10-18,
2009-10-19,1.0443
2009-10-20,-0.3145
2009-10-21,-2.9524
2009-10-22,0.9057
2009-10-23,-0.023
2009-10-24,
2009-10-25,
2009-10-26,-0.2072
2009-10-27,-0.5767
2009-10-28,-2.2738
2009-10-29,0.4748
2009-10-30,-0.4726
2009-10-31,
2009-11-01,
2009-11-02,1.8756
2009-11-03,0.0932
2009-11-04,0.4191
2009-11-05,2.4345
2009-11-06,-0.2943
2009-11-07,
2009-11-08,
2009-11-09,1.8161
2009-11-10,-0.5797
2009-11-11,-0.7849
2009-11-12,-0.0904
2009-11-13,0.4072
2009-11-14,
2009-11-15,
2009-11-16,-0.6534
2009-11-17,2.3588
2009-11-18,-0.554
2009-11-19,0.557
2009-11-20,1.1522000000000001
2009-11-21,
2009-11-22,
2009-11-23,1.0734
2009-11-24,1.4304000000000001
2009-11-25,1.1752
2009-11-26,
2009-11-27,-0.8237
2009-11-28,
2009-11-29,
2009-11-30,-0.2981
2009-12-01,1.666
2009-12-02,-0.1261
2009-12-03,-0.2945
2009-12-04,-0.2321
2009-12-05,
2009-12-06,
2009-12-07,-0.6555
2009-12-08,0.3619
2009-12-09,-0.2545
2009-12-10,0.9143
2009-12-11,-0.8639
2009-12-12,
2009-12-13,
2009-12-14,0.0213
2009-12-15,-0.4037
2009-12-16,-0.2774
2009-12-17,-0.1498
2009-12-18,-0.2571
2009-12-19,
2009-12-20,
2009-12-21,0.1933
2009-12-22,2.1441
2009-12-23,2.0991
2009-12-24,0.2056
2009-12-25,
2009-12-26,
2009-12-27,
2009-12-28,-0.3898
2009-12-29,0.7003
2009-12-30,-1.0227
2009-12-31,-1.0333
2010-01-01,
2010-01-02,
2010-01-03,
2010-01-04,-0.3341
2010-01-05,0.021
2010-01-06,1.9689999999999999
2010-01-07,0.7806
2010-01-08,-0.1223
2010-01-09,
2010-01-10,
2010-01-11,0.1224
2010-01-12,-0.9172
2010-01-13,2.4686
2010-01-14,-1.7266
2010-01-15,-1.5322
2010-01-16,
2010-01-17,
2010-01-18,
2010-01-19,2.5934
2010-01-20,4.3883
2010-01-21,-1.2591999999999999
2010-01-22,-0.4316
2010-01-23,
2010-01-24,
2010-01-25,0.0591
2010-01-26,-0.0394
2010-01-27,0.5713
2010-01-28,-0.0979
2010-01-29,-0.5116
2010-01-30,
2010-01-31,
2010-02-01,-0.4153
2010-02-02,1.2711000000000001
2010-02-03,-0.0784
2010-02-04,-0.7655
2010-02-05,-2.7492
2010-02-06,
2010-02-07,
2010-02-08,0.5898
2010-02-09,0.182
2010-02-10,-1.7356
2010-02-11,2.177
2010-02-12,-0.3417
2010-02-13,
2010-02-14,
2010-02-15,
2010-02-16,1.4724
2010-02-17,1.1131
2010-02-18,-0.1573
2010-02-19,-0.9648
2010-02-20,
2010-02-21,
2010-02-22,-0.0596
2010-02-23,-0.1989
2010-02-24,-0.0199
2010-02-25,-1.1364
2010-02-26,-0.9478
2010-02-27,
2010-02-28,
2010-03-01,0.8347
2010-03-02,1.5344
2010-03-03,0.1392
2010-03-04,-0.5957
2010-03-05,-0.4195
2010-03-06,
2010-03-07,
2010-03-08,1.0231
2010-03-09,2.1446
2010-03-10,-1.1858
2010-03-11,-0.0393
2010-03-12,-0.6298
2010-03-13,
2010-03-14,
2010-03-15,0.1188
2010-03-16,-0.3759
2010-03-17,1.7473999999999998
2010-03-18,-0.7611
2010-03-19,0.767
2010-03-20,
2010-03-21,
2010-03-22,-0.0781
2010-03-23,-0.1953
2010-03-24,-2.8376
2010-03-25,0.0806
2010-03-26,-0.6239
2010-03-27,
2010-03-28,
2010-03-29,0.243
2010-03-30,1.697
2010-03-31,-0.1192
2010-04-01,0.3978
2010-04-02,
2010-04-03,
2010-04-04,
2010-04-05,0.4556
2010-04-06,-0.0197
2010-04-07,-0.7495
2010-04-08,-1.9277
2010-04-09,2.6748
2010-04-10,
2010-04-11,
2010-04-12,0.2171
2010-04-13,-0.1969
2010-04-14,1.901
2010-04-15,0.6996
2010-04-16,-1.4087
2010-04-17,
2010-04-18,
2010-04-19,0.6068
2010-04-20,1.7121
2010-04-21,-4.1125
2010-04-22,-1.915
2010-04-23,0.0407
2010-04-24,
2010-04-25,
2010-04-26,-2.7648
2010-04-27,-1.6935
2010-04-28,1.1484
2010-04-29,1.4298
2010-04-30,-0.5182
2010-05-01,
2010-05-02,
2010-05-03,0.0
2010-05-04,-2.5839
2010-05-05,-1.0695000000000001
2010-05-06,-2.1622
2010-05-07,-3.4475
2010-05-08,
2010-05-09,
2010-05-10,2.7008
2010-05-11,-0.7577
2010-05-12,4.2219
2010-05-13,-1.3144
2010-05-14,-2.3144
2010-05-15,
2010-05-16,
2010-05-17,-0.3353
2010-05-18,-0.0224
2010-05-19,-2.2432
2010-05-20,-3.832
2010-05-21,-1.3839000000000001
2010-05-22,
2010-05-23,
2010-05-24,1.4517
2010-05-25,-0.4293
2010-05-26,-0.7186
2010-05-27,2.6297
2010-05-28,-0.3526
2010-05-29,
2010-05-30,
2010-05-31,
2010-06-01,-2.7129
2010-06-02,0.582
2010-06-03,3.5198
2010-06-04,-4.0755
2010-06-05,
2010-06-06,
2010-06-07,-2.5249
2010-06-08,-1.2453
2010-06-09,-0.3783
2010-06-10,3.3418
2010-06-11,1.5924
2010-06-12,
2010-06-13,
2010-06-14,0.2653
2010-06-15,0.3127
2010-06-16,-0.6953
2010-06-17,1.6659000000000002
2010-06-18,1.4723
2010-06-19,
2010-06-20,
2010-06-21,1.1935
2010-06-22,-1.2026
2010-06-23,-1.7322
2010-06-24,-0.9767
2010-06-25,0.9141
2010-06-26,
2010-06-27,
2010-06-28,-0.3337
2010-06-29,-3.3246
2010-06-30,-0.5938
2010-07-01,-0.4978
2010-07-02,-0.7754
2010-07-03,
2010-07-04,
2010-07-05,
2010-07-06,-1.0587
2010-07-07,2.0637
2010-07-08,1.7973
2010-07-09,-0.049
2010-07-10,
2010-07-11,
2010-07-12,-0.6869
2010-07-13,1.2599
2010-07-14,-1.2198
2010-07-15,0.0
2010-07-16,-1.1360999999999999
2010-07-17,
2010-07-18,
2010-07-19,-1.5488
2010-07-20,1.7255
2010-07-21,-1.6463
2010-07-22,1.3949
2010-07-23,-3.1516
2010-07-24,
2010-07-25,
2010-07-26,2.1178
2010-07-27,-0.5817
2010-07-28,-1.5772
2010-07-29,-4.213
2010-07-30,1.1931
2010-07-31,
2010-08-01,
2010-08-02,-1.3934
2010-08-03,-1.3043
2010-08-04,4.1575
2010-08-05,0.608
2010-08-06,0.4204
2010-08-07,
2010-08-08,
2010-08-09,0.157
2010-08-10,-0.0261
2010-08-11,-0.6271
2010-08-12,-0.5785
2010-08-13,2.0365
2010-08-14,
2010-08-15,
2010-08-16,-1.1663999999999999
2010-08-17,1.6522000000000001
2010-08-18,0.645
2010-08-19,-1.0766
2010-08-20,-1.2957
2010-08-21,
2010-08-22,
2010-08-23,0.7876
2010-08-24,-2.6569000000000003
2010-08-25,-0.0803
2010-08-26,-1.1516
2010-08-27,-0.4877
2010-08-28,
2010-08-29,
2010-08-30,-0.8984
2010-08-31,-2.9121
2010-09-01,2.292
2010-09-02,3.0429
2010-09-03,-0.3758
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,0.8084
2010-09-08,-2.2454
2010-09-09,0.3555
2010-09-10,1.1989
2010-09-11,
2010-09-12,
2010-09-13,0.5385
2010-09-14,0.9373
2010-09-15,0.5572
2010-09-16,4.248
2010-09-17,-0.0253
2010-09-18,
2010-09-19,
2010-09-20,-0.4304
2010-09-21,-0.2034
2010-09-22,-0.3312
2010-09-23,-1.0735999999999999
2010-09-24,2.0672
2010-09-25,
2010-09-26,
2010-09-27,-0.0506
2010-09-28,2.8116
2010-09-29,-1.084
2010-09-30,0.5978
2010-10-01,0.423
2010-10-02,
2010-10-03,
2010-10-04,-1.4371
2010-10-05,1.9859
2010-10-06,0.8874
2010-10-07,0.4153
2010-10-08,-0.4136
2010-10-09,
2010-10-10,
2010-10-11,0.2932
2010-10-12,-0.1949
2010-10-13,-0.4149
2010-10-14,-0.4657
2010-10-15,0.3694
2010-10-16,
2010-10-17,
2010-10-18,-0.5397
2010-10-19,-1.6526999999999998
2010-10-20,-0.928
2010-10-21,1.2658
2010-10-22,-1.175
2010-10-23,
2010-10-24,
2010-10-25,1.6696
2010-10-26,0.9455
2010-10-27,-0.7641
2010-10-28,0.0994
2010-10-29,-1.067
2010-10-30,
2010-10-31,
2010-11-01,-0.5267
2010-11-02,0.5547
2010-11-03,0.2006
2010-11-04,0.951
2010-11-05,3.4457
2010-11-06,
2010-11-07,
2010-11-08,-0.9106
2010-11-09,5.1995000000000005
2010-11-10,3.0805
2010-11-11,-0.3568
2010-11-12,-1.3205
