date,INFO UW Equity
2014-06-23,-0.7792
2014-06-24,0.0748
2014-06-25,0.5232
2014-06-26,0.2974
2014-06-27,0.0
2014-06-28,
2014-06-29,
2014-06-30,0.0
2014-07-01,-0.8895
2014-07-02,0.1122
2014-07-03,0.6724
2014-07-04,
2014-07-05,
2014-07-06,
2014-07-07,-0.0371
2014-07-08,-0.297
2014-07-09,0.0745
2014-07-10,-0.8185
2014-07-11,0.075
2014-07-12,
2014-07-13,
2014-07-14,-2.2489
2014-07-15,-0.3067
2014-07-16,0.1923
2014-07-17,-0.0384
2014-07-18,0.0384
2014-07-19,
2014-07-20,
2014-07-21,-0.9597
2014-07-22,-0.7752
2014-07-23,0.6641
2014-07-24,-0.3492
2014-07-25,1.4408
2014-07-26,
2014-07-27,
2014-07-28,0.3071
2014-07-29,-0.6506
2014-07-30,0.1156
2014-07-31,-2.6164
2014-08-01,-1.2248
2014-08-02,
2014-08-03,
2014-08-04,1.8399999999999999
2014-08-05,-1.414
2014-08-06,0.7171
2014-08-07,0.4747
2014-08-08,0.4331
2014-08-09,
2014-08-10,
2014-08-11,1.2544
2014-08-12,1.3163
2014-08-13,-2.8659
2014-08-14,0.5901
2014-08-15,-0.4693
2014-08-16,
2014-08-17,
2014-08-18,-0.0786
2014-08-19,1.2977
2014-08-20,0.7376
2014-08-21,-1.6185
2014-08-22,-0.5484
2014-08-23,
2014-08-24,
2014-08-25,-0.7089
2014-08-26,0.476
2014-08-27,-0.4343
2014-08-28,-0.8327
2014-08-29,0.0
2014-08-30,
2014-08-31,
2014-09-01,
2014-09-02,0.0
2014-09-03,1.5194
2014-09-04,-1.9693
2014-09-05,-0.0402
2014-09-06,
2014-09-07,
2014-09-08,-0.8039
2014-09-09,-1.1345
2014-09-10,0.3689
2014-09-11,1.2658
2014-09-12,-1.3306
2014-09-13,
2014-09-14,
2014-09-15,0.0409
2014-09-16,-0.3268
2014-09-17,-0.7377
2014-09-18,0.1239
2014-09-19,-0.2887
2014-09-20,
2014-09-21,
2014-09-22,-0.6203
2014-09-23,-1.2901
2014-09-24,0.4637
2014-09-25,-0.9652
2014-09-26,0.4661
2014-09-27,
2014-09-28,
2014-09-29,-0.2109
2014-09-30,-1.3102
2014-10-01,-0.2141
2014-10-02,-1.588
2014-10-03,1.4392
2014-10-04,
2014-10-05,
2014-10-06,-3.5254
2014-10-07,-6.2389
2014-10-08,7.462
2014-10-09,-1.7691
2014-10-10,-1.1256
2014-10-11,
2014-10-12,
2014-10-13,3.1421
2014-10-14,1.3687
2014-10-15,0.0
2014-10-16,0.0
2014-10-17,0.1307
2014-10-18,
2014-10-19,
2014-10-20,-0.087
2014-10-21,0.3047
2014-10-22,0.7378
2014-10-23,2.2835
2014-10-24,-0.0842
2014-10-25,
2014-10-26,
2014-10-27,-4.3423
2014-10-28,3.3054
2014-10-29,2.5597
2014-10-30,1.5391
2014-10-31,4.6293
2014-11-01,
2014-11-02,
2014-11-03,-3.6413
2014-11-04,-2.4787
2014-11-05,3.1667
2014-11-06,-2.1405
2014-11-07,-1.7747000000000002
2014-11-08,
2014-11-09,
2014-11-10,-0.2521
2014-11-11,1.4322
2014-11-12,4.2774
2014-11-13,-0.5974
2014-11-14,-0.1603
2014-11-15,
2014-11-16,
2014-11-17,-0.4013
2014-11-18,2.0951
2014-11-19,0.6314
2014-11-20,1.451
2014-11-21,-0.5025
2014-11-22,
2014-11-23,
2014-11-24,-0.8936
2014-11-25,-0.4312
2014-11-26,0.7874
2014-11-27,
2014-11-28,-0.6641
2014-11-29,
2014-11-30,
2014-12-01,-1.3763
2014-12-02,0.4785
2014-12-03,-0.3968
2014-12-04,-0.757
2014-12-05,1.6058
2014-12-06,
2014-12-07,
2014-12-08,2.1731
2014-12-09,2.4749
2014-12-10,-1.434
2014-12-11,0.7657
2014-12-12,-2.8116
2014-12-13,
2014-12-14,
2014-12-15,-0.5082
2014-12-16,-1.9253
2014-12-17,0.0401
2014-12-18,1.4017
2014-12-19,-1.1058
2014-12-20,
2014-12-21,
2014-12-22,3.7141
2014-12-23,2.7724
2014-12-24,-0.5245
2014-12-25,
2014-12-26,-0.226
2014-12-27,
2014-12-28,
2014-12-29,0.0
2014-12-30,0.1888
2014-12-31,-0.4145
2015-01-01,
2015-01-02,0.6432
2015-01-03,
2015-01-04,
2015-01-05,-2.406
2015-01-06,-1.3482
2015-01-07,3.3971
2015-01-08,1.7749000000000001
2015-01-09,-0.4453
2015-01-10,
2015-01-11,
2015-01-12,-1.4909
2015-01-13,1.4756
2015-01-14,-1.7524
2015-01-15,-3.4156
2015-01-16,2.1218
2015-01-17,
2015-01-18,
2015-01-19,
2015-01-20,-1.2697
2015-01-21,0.0
2015-01-22,-0.3897
2015-01-23,1.2128
2015-01-24,
2015-01-25,
2015-01-26,-0.1546
2015-01-27,2.2455
2015-01-28,1.2117
2015-01-29,-1.6087
2015-01-30,-0.1901
2015-01-31,
2015-02-01,
2015-02-02,0.4571
2015-02-03,0.1517
2015-02-04,0.1136
2015-02-05,0.1513
2015-02-06,-0.1888
2015-02-07,
2015-02-08,
2015-02-09,0.4162
2015-02-10,0.7536
2015-02-11,0.8227
2015-02-12,-0.5564
2015-02-13,-2.4991
2015-02-14,
2015-02-15,
2015-02-16,
2015-02-17,-0.4208
2015-02-18,0.2689
2015-02-19,0.3831
2015-02-20,0.5725
2015-02-21,
2015-02-22,
2015-02-23,0.0759
2015-02-24,0.493
2015-02-25,0.0755
2015-02-26,0.1131
2015-02-27,0.3766
2015-02-28,
2015-03-01,
2015-03-02,1.8386
2015-03-03,-1.2528000000000001
2015-03-04,-1.6791
2015-03-05,-0.1518
2015-03-06,-1.6343999999999999
2015-03-07,
2015-03-08,
2015-03-09,0.541
2015-03-10,-0.8839
2015-03-11,-0.6592
2015-03-12,1.6784
2015-03-13,-0.5758
2015-03-14,
2015-03-15,
2015-03-16,1.8919000000000001
2015-03-17,0.1137
2015-03-18,1.4383
2015-03-19,0.8582
2015-03-20,0.8139
2015-03-21,
2015-03-22,
2015-03-23,0.3303
2015-03-24,-1.1703999999999999
2015-03-25,-0.6292
2015-03-26,0.298
2015-03-27,-0.7055
2015-03-28,
2015-03-29,
2015-03-30,1.3089
2015-03-31,-0.7014
2015-04-01,1.0409
2015-04-02,0.184
2015-04-03,
2015-04-04,
2015-04-05,
2015-04-06,-0.1102
2015-04-07,-0.1838
2015-04-08,-0.0737
2015-04-09,-0.2949
2015-04-10,-0.3327
2015-04-11,
2015-04-12,
2015-04-13,0.5564
2015-04-14,-1.1804000000000001
2015-04-15,-0.5599
2015-04-16,-0.6006
2015-04-17,-1.6994
2015-04-18,
2015-04-19,
2015-04-20,-0.4994
2015-04-21,-0.4633
2015-04-22,0.1552
2015-04-23,0.6584
2015-04-24,-0.1924
2015-04-25,
2015-04-26,
2015-04-27,-0.5397
2015-04-28,-0.155
2015-04-29,0.3882
2015-04-30,-0.8121
2015-05-01,2.768
2015-05-02,
2015-05-03,
2015-05-04,-0.6449
2015-05-05,-1.0691
2015-05-06,-0.7333
2015-05-07,-0.3888
2015-05-08,0.3903
2015-05-09,
2015-05-10,
2015-05-11,0.8165
2015-05-12,0.4628
2015-05-13,0.0384
2015-05-14,1.1512
2015-05-15,-0.1138
2015-05-16,
2015-05-17,
2015-05-18,-0.6457
2015-05-19,0.6881
2015-05-20,-0.2658
2015-05-21,-0.3426
2015-05-22,0.6494
2015-05-23,
2015-05-24,
2015-05-25,
2015-05-26,-0.8349
2015-05-27,0.995
2015-05-28,0.7579
2015-05-29,0.8274
2015-05-30,
2015-05-31,
2015-06-01,-0.2238
2015-06-02,0.2243
2015-06-03,-0.0373
2015-06-04,-2.0522
2015-06-05,0.9905
2015-06-06,
2015-06-07,
2015-06-08,0.4527
2015-06-09,-0.4506
2015-06-10,0.4527
2015-06-11,0.4882
2015-06-12,0.4484
2015-06-13,
2015-06-14,
2015-06-15,-0.3348
2015-06-16,0.0747
2015-06-17,-0.8952
2015-06-18,0.3764
2015-06-19,-0.7124
2015-06-20,
2015-06-21,
2015-06-22,0.7931
2015-06-23,0.1124
2015-06-24,-0.0749
2015-06-25,-0.2247
2015-06-26,-1.0886
2015-06-27,
2015-06-28,
2015-06-29,-2.7324
2015-06-30,-0.2341
2015-07-01,3.2069
2015-07-02,0.4547
2015-07-03,
2015-07-04,
2015-07-05,
2015-07-06,-0.6413
2015-07-07,-0.1139
2015-07-08,0.0
2015-07-09,-0.076
2015-07-10,-0.1141
2015-07-11,
2015-07-12,
2015-07-13,0.1142
2015-07-14,0.5706
2015-07-15,-0.643
2015-07-16,0.6471
2015-07-17,0.4539
2015-07-18,
2015-07-19,
2015-07-20,-0.3765
2015-07-21,-0.7181
2015-07-22,0.571
2015-07-23,0.4921
2015-07-24,0.565
2015-07-25,
2015-07-26,
2015-07-27,-1.9849999999999999
2015-07-28,0.4585
2015-07-29,0.9129
2015-07-30,-0.0377
2015-07-31,0.3771
2015-08-01,
2015-08-02,
2015-08-03,-0.3381
2015-08-04,-0.98
2015-08-05,1.1801
2015-08-06,0.1881
2015-08-07,0.3755
2015-08-08,
2015-08-09,
2015-08-10,3.2922000000000002
2015-08-11,-2.0283
2015-08-12,4.8429
2015-08-13,3.7729
2015-08-14,0.3398
2015-08-15,
2015-08-16,
2015-08-17,-0.7789
2015-08-18,0.0
2015-08-19,0.785
2015-08-20,-1.1514
2015-08-21,-1.1648
2015-08-22,
2015-08-23,
2015-08-24,-3.2582
2015-08-25,0.2329
2015-08-26,1.4835
2015-08-27,-0.3522
2015-08-28,0.6716
2015-08-29,
2015-08-30,
2015-08-31,0.3511
2015-09-01,-0.9797
2015-09-02,1.6254
2015-09-03,0.904
2015-09-04,-0.7926
2015-09-05,
2015-09-06,
2015-09-07,
2015-09-08,0.1042
2015-09-09,-0.7287
2015-09-10,-0.6292
2015-09-11,1.1256
2015-09-12,
2015-09-13,
2015-09-14,0.3478
2015-09-15,1.9411
2015-09-16,-0.51
2015-09-17,0.3759
2015-09-18,0.1702
2015-09-19,
2015-09-20,
2015-09-21,-0.5778
2015-09-22,-0.0342
2015-09-23,0.513
2015-09-24,-1.361
2015-09-25,-0.3105
2015-09-26,
2015-09-27,
2015-09-28,-1.3841
2015-09-29,-0.2105
2015-09-30,1.9691
2015-10-01,0.4828
2015-10-02,1.407
2015-10-03,
2015-10-04,
2015-10-05,1.1844000000000001
2015-10-06,-0.7692
2015-10-07,-0.4719
2015-10-08,0.508
2015-10-09,1.0782
2015-10-10,
2015-10-11,
2015-10-12,0.8
2015-10-13,-1.6865
2015-10-14,0.2018
2015-10-15,2.8533
2015-10-16,-0.3264
2015-10-17,
2015-10-18,
2015-10-19,0.5894
2015-10-20,-0.9766
2015-10-21,-0.4274
2015-10-22,0.6933
2015-10-23,-0.1639
2015-10-24,
2015-10-25,
2015-10-26,-0.3941
2015-10-27,-0.2638
2015-10-28,1.2562
2015-10-29,-0.3265
2015-10-30,-0.0983
2015-10-31,
2015-11-01,
2015-11-02,-0.0328
2015-11-03,0.2952
2015-11-04,-0.3924
2015-11-05,-1.8385
2015-11-06,-1.5385
2015-11-07,
2015-11-08,
2015-11-09,1.9701
2015-11-10,-1.066
2015-11-11,-0.5051
2015-11-12,-1.9966
2015-11-13,-0.9669
2015-11-14,
2015-11-15,
2015-11-16,0.8717
2015-11-17,0.7259
2015-11-18,-0.2402
2015-11-19,0.86
2015-11-20,0.0
2015-11-21,
2015-11-22,
2015-11-23,-0.2729
2015-11-24,-0.8892
2015-11-25,1.0007
2015-11-26,
2015-11-27,-0.5466
2015-11-28,
2015-11-29,
