date,519239Q UQ Equity
2000-04-10,-7.3529
2000-04-11,6.3492
2000-04-12,0.597
2000-04-13,0.8902
2000-04-14,-10.8824
2000-04-15,
2000-04-16,
2000-04-17,5.6106
2000-04-18,2.8125
2000-04-19,2.1277
2000-04-20,3.8689999999999998
2000-04-21,
2000-04-22,
2000-04-23,
2000-04-24,4.298
2000-04-25,1.6484
2000-04-26,-3.5135
2000-04-27,0.5602
2000-04-28,-0.2786
2000-04-29,
2000-04-30,
2000-05-01,-2.2346
2000-05-02,-4.5714
2000-05-03,3.5928
2000-05-04,4.0462
2000-05-05,1.6667
2000-05-06,
2000-05-07,
2000-05-08,-1.0929
2000-05-09,2.2099
2000-05-10,-2.7027
2000-05-11,3.3333
2000-05-12,-3.7634
2000-05-13,
2000-05-14,
2000-05-15,4.4693
2000-05-16,-0.5348
2000-05-17,0.0
2000-05-18,-2.6882
2000-05-19,-2.2099
2000-05-20,
2000-05-21,
2000-05-22,1.9774
2000-05-23,-3.8781
2000-05-24,8.9337
2000-05-25,-5.8201
2000-05-26,1.6854
2000-05-27,
2000-05-28,
2000-05-29,
2000-05-30,8.8398
2000-05-31,-1.5228000000000002
2000-06-01,4.1237
2000-06-02,3.2178
2000-06-03,
2000-06-04,
2000-06-05,2.1583
2000-06-06,-0.7042
2000-06-07,4.0189
2000-06-08,-4.3182
2000-06-09,2.3753
2000-06-10,
2000-06-11,
2000-06-12,-3.4803
2000-06-13,3.3654
2000-06-14,0.6977
2000-06-15,1.1547
2000-06-16,3.653
2000-06-17,
2000-06-18,
2000-06-19,-2.8634
2000-06-20,-1.1338
2000-06-21,0.9174
2000-06-22,-3.6364
2000-06-23,-1.4151
2000-06-24,
2000-06-25,
2000-06-26,5.2632
2000-06-27,-3.8636
2000-06-28,-0.2364
2000-06-29,-1.4218
2000-06-30,0.0
2000-07-01,
2000-07-02,
2000-07-03,2.1635
2000-07-04,
2000-07-05,1.6471
2000-07-06,4.8611
2000-07-07,-1.3245
2000-07-08,
2000-07-09,
2000-07-10,0.4474
2000-07-11,1.1136
2000-07-12,1.7621
2000-07-13,-0.4329
2000-07-14,0.4348
2000-07-15,
2000-07-16,
2000-07-17,-1.2987
2000-07-18,0.2193
2000-07-19,-0.6565
2000-07-20,2.2026
2000-07-21,-4.3103
2000-07-22,
2000-07-23,
2000-07-24,-1.5766
2000-07-25,5.9497
2000-07-26,-6.6955
2000-07-27,0.6944
2000-07-28,-4.8276
2000-07-29,
2000-07-30,
2000-07-31,4.8309
2000-08-01,-0.9217
2000-08-02,2.3256
2000-08-03,3.1818
2000-08-04,0.6608
2000-08-05,
2000-08-06,
2000-08-07,1.0941
2000-08-08,-2.8139
2000-08-09,-2.4499
2000-08-10,0.6849
2000-08-11,2.2676
2000-08-12,
2000-08-13,
2000-08-14,0.6652
2000-08-15,2.6432
2000-08-16,-1.073
2000-08-17,1.7354
2000-08-18,1.2793
2000-08-19,
2000-08-20,
2000-08-21,0.8421
2000-08-22,0.2088
2000-08-23,-0.8333
2000-08-24,0.8403
2000-08-25,0.0
2000-08-26,
2000-08-27,
2000-08-28,0.2083
2000-08-29,3.5343
2000-08-30,0.0
2000-08-31,3.2129
2000-09-01,-3.1128
2000-09-02,
2000-09-03,
2000-09-04,
2000-09-05,0.8032
2000-09-06,3.7849
2000-09-07,1.7274
2000-09-08,-1.8868
2000-09-09,
2000-09-10,
2000-09-11,0.5769
2000-09-12,2.2945
2000-09-13,1.8692
2000-09-14,-4.7706
2000-09-15,-0.3854
2000-09-16,
2000-09-17,
2000-09-18,0.7737
2000-09-19,2.1113
2000-09-20,-1.3158
2000-09-21,-0.381
2000-09-22,-0.7648
2000-09-23,
2000-09-24,
2000-09-25,-0.3854
2000-09-26,6.7698
2000-09-27,-0.7246
2000-09-28,6.2044
2000-09-29,-2.3625
2000-09-30,
2000-10-01,
2000-10-02,-4.0915
2000-10-03,6.055
2000-10-04,-3.1142
2000-10-05,0.5357
2000-10-06,-1.9538
2000-10-07,
2000-10-08,
2000-10-09,-1.087
2000-10-10,5.4945
2000-10-11,-0.8681
2000-10-12,-3.3275
2000-10-13,1.9928
2000-10-14,
2000-10-15,
2000-10-16,2.4867
2000-10-17,4.6794
2000-10-18,-1.3245
2000-10-19,3.0201
2000-10-20,1.7915
2000-10-21,
2000-10-22,
2000-10-23,1.12
2000-10-24,-2.5316
2000-10-25,-1.9481000000000002
2000-10-26,0.6623
2000-10-27,0.4934
2000-10-28,
2000-10-29,
2000-10-30,4.7463
2000-10-31,3.2813
2000-11-01,3.9334
2000-11-02,-2.0378
2000-11-03,-0.5944
2000-11-04,
2000-11-05,
2000-11-06,4.7833
2000-11-07,-0.7133
2000-11-08,0.0
2000-11-09,-1.1494
2000-11-10,-4.2151
2000-11-11,
2000-11-12,
2000-11-13,-1.9727000000000001
2000-11-14,1.7027999999999999
2000-11-15,1.5221
2000-11-16,2.8486000000000002
2000-11-17,2.6239
2000-11-18,
2000-11-19,
2000-11-20,-0.5682
2000-11-21,-1.5714000000000001
2000-11-22,-1.3062
2000-11-23,
2000-11-24,1.1764999999999999
2000-11-25,
2000-11-26,
2000-11-27,0.0
2000-11-28,2.2529
2000-11-29,0.2132
2000-11-30,-0.9929
2000-12-01,-7.5931
2000-12-02,
2000-12-03,
2000-12-04,3.1008
2000-12-05,6.015
2000-12-06,0.4255
2000-12-07,0.1412
2000-12-08,4.3724
2000-12-09,
2000-12-10,
2000-12-11,-0.5405
2000-12-12,-1.7663
2000-12-13,-0.2766
2000-12-14,-2.9126
2000-12-15,-3.7143
2000-12-16,
2000-12-17,
2000-12-18,4.0059
2000-12-19,-3.1384
2000-12-20,-3.5346
2000-12-21,2.7481
2000-12-22,5.4978
2000-12-23,
2000-12-24,
2000-12-25,
2000-12-26,1.5493000000000001
2000-12-27,3.3287
2000-12-28,-2.6846
2000-12-29,-3.0345
2000-12-30,
2000-12-31,
2001-01-01,
2001-01-02,-4.4097
2001-01-03,6.994
2001-01-04,-10.8484
2001-01-05,-2.1841
2001-01-06,
2001-01-07,
2001-01-08,2.2329
2001-01-09,-2.4961
2001-01-10,1.12
2001-01-11,-2.5316
2001-01-12,-3.4091
2001-01-13,
2001-01-14,
2001-01-15,
2001-01-16,1.6806999999999999
2001-01-17,5.6198
2001-01-18,-5.4773
2001-01-19,-6.7881
2001-01-20,
2001-01-21,
2001-01-22,5.8615
2001-01-23,7.2148
2001-01-24,0.626
2001-01-25,-0.6221
2001-01-26,5.0078
2001-01-27,
2001-01-28,
2001-01-29,4.918
2001-01-30,1.2784
2001-01-31,-1.6480000000000001
2001-02-01,-0.8913
2001-02-02,-1.5827
2001-02-03,
2001-02-04,
2001-02-05,2.7778
2001-02-06,-0.4267
2001-02-07,0.0
2001-02-08,-4.5714
2001-02-09,-1.7964
2001-02-10,
2001-02-11,
2001-02-12,1.8293
2001-02-13,-1.0479
2001-02-14,0.1513
2001-02-15,-2.1148
2001-02-16,-1.2346
2001-02-17,
2001-02-18,
2001-02-19,
2001-02-20,-0.625
2001-02-21,4.8742
2001-02-22,1.0495
2001-02-23,4.0059
2001-02-24,
2001-02-25,
2001-02-26,7.7033000000000005
2001-02-27,-0.6623
2001-02-28,-1.3333
2001-03-01,1.0811
2001-03-02,2.6738
2001-03-03,
2001-03-04,
2001-03-05,0.651
2001-03-06,-1.5524
2001-03-07,3.1537
2001-03-08,0.0
2001-03-09,-2.6752000000000002
2001-03-10,
2001-03-11,
2001-03-12,-5.7592
2001-03-13,2.5
2001-03-14,-2.168
2001-03-15,-0.1385
2001-03-16,-1.387
2001-03-17,
2001-03-18,
2001-03-19,0.1406
2001-03-20,-1.6854
2001-03-21,1.0
2001-03-22,-1.2730000000000001
2001-03-23,1.0029
2001-03-24,
2001-03-25,
2001-03-26,1.5603
2001-03-27,3.352
2001-03-28,-1.2162
2001-03-29,-1.5048
2001-03-30,-10.1389
2001-03-31,
2001-04-01,
2001-04-02,1.391
2001-04-03,-0.6098
2001-04-04,-6.2883
2001-04-05,3.7643
2001-04-06,-0.1577
2001-04-07,
2001-04-08,
2001-04-09,6.3128
2001-04-10,4.2558
2001-04-11,1.1174
2001-04-12,3.0898
2001-04-13,
2001-04-14,
2001-04-15,
2001-04-16,-2.5159000000000002
2001-04-17,-0.3591
2001-04-18,3.3784
2001-04-19,1.1329
2001-04-20,-2.1327
2001-04-21,
2001-04-22,
2001-04-23,-2.0691
2001-04-24,-1.2362
2001-04-25,3.8689
2001-04-26,-1.4022999999999999
2001-04-27,3.5556
2001-04-28,
2001-04-29,
2001-04-30,-0.1073
2001-05-01,-1.0741
2001-05-02,-3.0836
2001-05-03,-1.8820999999999999
2001-05-04,2.649
2001-05-05,
2001-05-06,
2001-05-07,-1.0234
2001-05-08,-0.517
2001-05-09,-2.4627
2001-05-10,-1.0887
2001-05-11,1.897
2001-05-12,
2001-05-13,
2001-05-14,1.7467000000000001
2001-05-15,0.6325
2001-05-16,2.8058
2001-05-17,1.5939
2001-05-18,1.2465
2001-05-19,
2001-05-20,
2001-05-21,4.0119
2001-05-22,1.3265
2001-05-23,-1.0675
2001-05-24,-0.1629
2001-05-25,3.1811
2001-05-26,
2001-05-27,
2001-05-28,
2001-05-29,0.1976
2001-05-30,0.0394
2001-05-31,-0.0394
2001-06-01,-0.3945
2001-06-02,
2001-06-03,
2001-06-04,-0.6139
2001-06-05,2.2913
2001-06-06,-1.1492
2001-06-07,3.1133
2001-06-08,0.5351
2001-06-09,
2001-06-10,
2001-06-11,0.8173
2001-06-12,0.905
2001-06-13,-1.1024
2001-06-14,-4.0053
2001-06-15,-1.0628
2001-06-16,
2001-06-17,
2001-06-18,1.0145
2001-06-19,-1.4967
2001-06-20,1.4994
2001-06-21,7.465
2001-06-22,-0.3116
2001-06-23,
2001-06-24,
2001-06-25,2.3718
2001-06-26,-1.2033
2001-06-27,-1.7633
2001-06-28,3.775
2001-06-29,-7.2575
2001-06-30,
2001-07-01,
2001-07-02,5.1529
2001-07-03,1.3897
2001-07-04,
2001-07-05,-1.569
2001-07-06,-0.9527
2001-07-07,
2001-07-08,
2001-07-09,1.8313000000000001
2001-07-10,-0.109
2001-07-11,3.637
2001-07-12,3.9481
2001-07-13,-0.0844
2001-07-14,
2001-07-15,
2001-07-16,-1.2333
2001-07-17,2.7711
2001-07-18,0.6158
2001-07-19,-1.737
2001-07-20,0.0673
2001-07-21,
2001-07-22,
2001-07-23,-0.1851
2001-07-24,-1.9383
2001-07-25,-2.8017
2001-07-26,1.5030999999999999
2001-07-27,0.2962
2001-07-28,
2001-07-29,
2001-07-30,-2.2234
2001-07-31,1.9364
2001-08-01,-0.7145
2001-08-02,-3.8266
2001-08-03,-0.438
2001-08-04,
2001-08-05,
2001-08-06,-1.1916
2001-08-07,0.9091
2001-08-08,-1.6179000000000001
2001-08-09,0.9344
2001-08-10,4.4066
2001-08-11,
2001-08-12,
2001-08-13,-0.0532
2001-08-14,0.0355
2001-08-15,-0.4079
2001-08-16,0.1603
2001-08-17,-1.2269
2001-08-18,
2001-08-19,
2001-08-20,1.9442
2001-08-21,-3.2845
2001-08-22,3.3412
2001-08-23,0.7244
2001-08-24,1.2805
2001-08-25,
2001-08-26,
2001-08-27,-0.814
2001-08-28,-3.4748
2001-08-29,-0.9949
2001-08-30,-4.6044
2001-08-31,0.498
2001-09-01,
2001-09-02,
2001-09-03,
2001-09-04,-0.5908
2001-09-05,-0.4601
2001-09-06,-5.4122
2001-09-07,-0.9978
2001-09-08,
2001-09-09,
2001-09-10,1.2752
2001-09-11,
2001-09-12,
2001-09-13,
2001-09-14,
2001-09-15,
2001-09-16,
2001-09-17,-1.4622
2001-09-18,-0.1237
2001-09-19,-4.5811
2001-09-20,-2.4005
2001-09-21,-0.2881
2001-09-22,
2001-09-23,
2001-09-24,4.4222
2001-09-25,-1.7025000000000001
2001-09-26,-3.0093
2001-09-27,4.5536
2001-09-28,4.5047
2001-09-29,
2001-09-30,
2001-10-01,0.9602
2001-10-02,2.1044
2001-10-03,6.3417
2001-10-04,-0.5218
2001-10-05,-1.0491
2001-10-06,
2001-10-07,
2001-10-08,-1.401
2001-10-09,4.8003
2001-10-10,1.4657
2001-10-11,0.0722
2001-10-12,-0.83
2001-10-13,
2001-10-14,
2001-10-15,2.0742
2001-10-16,0.4635
2001-10-17,-2.3066
2001-10-18,0.0726
2001-10-19,-0.5808
2001-10-20,
2001-10-21,
2001-10-22,2.7016999999999998
2001-10-23,1.0309
2001-10-24,1.0204
2001-10-25,2.0202
2001-10-26,-6.76
2001-10-27,
2001-10-28,
2001-10-29,-5.6756
2001-10-30,3.0668
2001-10-31,3.0885
2001-11-01,2.3018
2001-11-02,-1.7856999999999998
2001-11-03,
2001-11-04,
2001-11-05,4.1455
2001-11-06,1.3617
2001-11-07,-1.4812
2001-11-08,-1.8881000000000001
2001-11-09,1.1404
2001-11-10,
2001-11-11,
2001-11-12,0.1057
2001-11-13,-0.0352
2001-11-14,0.493
2001-11-15,1.0862
2001-11-16,-0.104
2001-11-17,
2001-11-18,
2001-11-19,0.1735
2001-11-20,-2.771
2001-11-21,-0.8194
2001-11-22,
2001-11-23,1.329
2001-11-24,
2001-11-25,
2001-11-26,0.1418
2001-11-27,2.6195
2001-11-28,1.2073
2001-11-29,1.0566
2001-11-30,1.0455
2001-12-01,
2001-12-02,
2001-12-03,-0.3004
2001-12-04,1.2387
2001-12-05,5.9524
2001-12-06,-0.2185
2001-12-07,-3.8161
2001-12-08,
2001-12-09,
2001-12-10,-1.3008
2001-12-11,1.2191
2001-12-12,-0.5534
2001-12-13,-2.6187
2001-12-14,-1.9832
2001-12-15,
2001-12-16,
2001-12-17,3.9438
2001-12-18,3.7611
2001-12-19,1.0493
2001-12-20,-2.9893
2001-12-21,3.2436
2001-12-22,
2001-12-23,
2001-12-24,0.3739
2001-12-25,
2001-12-26,2.9766
2001-12-27,-0.3343
2001-12-28,-0.9149
2001-12-29,
2001-12-30,
2001-12-31,0.8926
2002-01-01,
2002-01-02,-0.8237
2002-01-03,-2.7069
2002-01-04,1.8653
2002-01-05,
2002-01-06,
2002-01-07,-0.838
2002-01-08,0.4695
2002-01-09,0.405
2002-01-10,2.0788
2002-01-11,-1.1854
2002-01-12,
2002-01-13,
2002-01-14,0.3076
2002-01-15,1.7786
2002-01-16,-2.2296
2002-01-17,-2.4653
2002-01-18,0.4739
2002-01-19,
2002-01-20,
2002-01-21,
2002-01-22,-2.8302
2002-01-23,0.5825
2002-01-24,0.0965
2002-01-25,-5.6573
2002-01-26,
2002-01-27,
2002-01-28,-3.7819000000000003
2002-01-29,-1.8768
2002-01-30,2.3457
2002-01-31,2.7856
2002-02-01,-3.9794
2002-02-02,
2002-02-03,
2002-02-04,1.2504
2002-02-05,2.1524
2002-02-06,-2.5216
2002-02-07,-3.7561999999999998
2002-02-08,1.3991
2002-02-09,
2002-02-10,
2002-02-11,-3.5221
2002-02-12,3.4249
2002-02-13,7.8967
2002-02-14,1.1804000000000001
2002-02-15,-3.2333
2002-02-16,
2002-02-17,
2002-02-18,
2002-02-19,0.0
2002-02-20,0.5512
2002-02-21,0.7879
2002-02-22,0.3399
2002-02-23,
2002-02-24,
2002-02-25,1.5583
2002-02-26,0.0667
2002-02-27,0.6
2002-02-28,-0.497
2002-03-01,6.5601
2002-03-02,
2002-03-03,
2002-03-04,4.2188
2002-03-05,-1.6792
2002-03-06,1.0064
2002-03-07,-2.3249
2002-03-08,2.6275
2002-03-09,
2002-03-10,
2002-03-11,0.7229
2002-03-12,-0.2691
2002-03-13,-3.5382
2002-03-14,-0.2176
2002-03-15,3.6449
2002-03-16,
2002-03-17,
2002-03-18,0.6913
2002-03-19,0.6866
2002-03-20,-2.6978999999999997
2002-03-21,-0.5484
2002-03-22,0.337
2002-03-23,
2002-03-24,
2002-03-25,-2.1374
2002-03-26,1.3729
2002-03-27,1.2927
2002-03-28,1.0331
2002-03-29,
2002-03-30,
2002-03-31,
2002-04-01,0.5714
2002-04-02,-0.3888
2002-04-03,-2.2216
2002-04-04,2.5791
2002-04-05,0.8381
2002-04-06,
2002-04-07,
2002-04-08,1.217
2002-04-09,-2.1408
2002-04-10,2.7869
2002-04-11,-3.6151999999999997
2002-04-12,2.8736
2002-04-13,
2002-04-14,
2002-04-15,-1.5878
2002-04-16,0.7469
2002-04-17,-2.847
2002-04-18,0.3358
2002-04-19,-1.8558
2002-04-20,
2002-04-21,
2002-04-22,0.8679
2002-04-23,0.3073
2002-04-24,-0.1225
2002-04-25,-1.5030999999999999
2002-04-26,-4.9829
2002-04-27,
2002-04-28,
2002-04-29,0.4589
2002-04-30,6.3295
2002-05-01,0.1534
2002-05-02,0.337
2002-05-03,-1.2214
2002-05-04,
2002-05-05,
2002-05-06,-0.9892
2002-05-07,0.2185
2002-05-08,6.2928
2002-05-09,-2.3154
2002-05-10,-4.0804
2002-05-11,
2002-05-12,
2002-05-13,2.5648999999999997
2002-05-14,4.3001
2002-05-15,-0.2047
2002-05-16,-2.7249
2002-05-17,-1.2048
2002-05-18,
2002-05-19,
2002-05-20,-3.0488
2002-05-21,-1.6667
2002-05-22,-0.1919
2002-05-23,2.5312
2002-05-24,-1.375
2002-05-25,
2002-05-26,
2002-05-27,
2002-05-28,-0.0634
2002-05-29,1.7438
2002-05-30,-1.0284
2002-05-31,-1.5428
2002-06-01,
2002-06-02,
2002-06-03,-4.0614
2002-06-04,-3.1333
2002-06-05,3.51
2002-06-06,0.9309
2002-06-07,2.5692
2002-06-08,
2002-06-09,
2002-06-10,0.0321
2002-06-11,-0.8026
2002-06-12,2.8803
2002-06-13,-2.6738
2002-06-14,0.1939
2002-06-15,
2002-06-16,
2002-06-17,2.7096999999999998
2002-06-18,1.0678
2002-06-19,-0.9323
2002-06-20,-1.192
2002-06-21,-3.0159
2002-06-22,
2002-06-23,
2002-06-24,0.2946
2002-06-25,-1.2076
2002-06-26,-0.5616
2002-06-27,-2.3256
2002-06-28,2.517
2002-06-29,
2002-06-30,
2002-07-01,-0.8295
2002-07-02,-2.1077
2002-07-03,0.0
2002-07-04,
2002-07-05,1.7772000000000001
2002-07-06,
2002-07-07,
2002-07-08,-2.8543
2002-07-09,-4.943
2002-07-10,-4.1455
2002-07-11,2.8452
2002-07-12,0.0369
2002-07-13,
2002-07-14,
2002-07-15,0.3319
2002-07-16,-0.5513
2002-07-17,2.476
2002-07-18,-7.6812000000000005
2002-07-19,-5.9375
2002-07-20,
2002-07-21,
2002-07-22,-1.0382
2002-07-23,-2.8535
2002-07-24,3.9741
2002-07-25,-5.027
2002-07-26,4.5057
2002-07-27,
2002-07-28,
2002-07-29,9.9623
2002-07-30,-15.6833
2002-07-31,-11.9639
2002-08-01,2.5128
2002-08-02,-7.3037
2002-08-03,
2002-08-04,
2002-08-05,1.619
2002-08-06,8.3909
2002-08-07,-3.8217
2002-08-08,-14.0092
2002-08-09,-2.7843999999999998
2002-08-10,
2002-08-11,
2002-08-12,3.1688
2002-08-13,10.3367
2002-08-14,5.4069
2002-08-15,1.0157
2002-08-16,3.1673999999999998
2002-08-17,
2002-08-18,
2002-08-19,8.4795
2002-08-20,-0.4492
2002-08-21,3.565
2002-08-22,1.9172
2002-08-23,-8.6789
2002-08-24,
2002-08-25,
2002-08-26,5.7584
2002-08-27,-4.8251
2002-08-28,-4.5581
2002-08-29,1.1209
2002-08-30,-1.6385999999999998
2002-08-31,
2002-09-01,
2002-09-02,
2002-09-03,-4.1646
2002-09-04,-3.4765
2002-09-05,-24.2585
2002-09-06,1.3287
2002-09-07,
2002-09-08,
2002-09-09,1.7943
2002-09-10,5.2203
2002-09-11,2.1263
2002-09-12,1.5142
2002-09-13,-1.1809
2002-09-14,
2002-09-15,
2002-09-16,-2.327
2002-09-17,-3.1552
2002-09-18,-0.3324
2002-09-19,0.0667
2002-09-20,1.6667
2002-09-21,
2002-09-22,
2002-09-23,-1.4950999999999999
2002-09-24,0.0533
2002-09-25,7.4518
2002-09-26,0.9412
2002-09-27,0.0491
2002-09-28,
2002-09-29,
2002-09-30,-2.6364
2002-10-01,3.7154
2002-10-02,-8.0753
2002-10-03,-9.3131
2002-10-04,-4.0058
2002-10-05,
2002-10-06,
2002-10-07,-0.3187
2002-10-08,5.191
2002-10-09,-5.2097999999999995
2002-10-10,7.3282
2002-10-11,6.2589
2002-10-12,
2002-10-13,
2002-10-14,2.2088
2002-10-15,5.37
2002-10-16,-3.9776
2002-10-17,8.0906
2002-10-18,-2.0958
2002-10-19,
2002-10-20,
2002-10-21,3.4862
2002-10-22,-0.2364
2002-10-23,4.6209
2002-10-24,-8.2106
2002-10-25,3.7014
2002-10-26,
2002-10-27,
2002-10-28,-4.9375
2002-10-29,-12.7034
2002-10-30,-1.7921
2002-10-31,4.2336
2002-11-01,5.7423
2002-11-02,
2002-11-03,
2002-11-04,0.9934
2002-11-05,0.918
2002-11-06,-3.2489
