date,DFS UN Equity
2008-01-26,
2008-01-27,
2008-01-28,2.8278
2008-01-29,2.1875
2008-01-30,-0.3058
2008-01-31,7.362
2008-02-01,2.6286
2008-02-02,
2008-02-03,
2008-02-04,-9.02
2008-02-05,-3.3048
2008-02-06,-0.1899
2008-02-07,2.7901
2008-02-08,-3.578
2008-02-09,
2008-02-10,
2008-02-11,-2.9431000000000003
2008-02-12,-1.2525
2008-02-13,2.0027
2008-02-14,-3.0759
2008-02-15,-3.9163
2008-02-16,
2008-02-17,
2008-02-18,
2008-02-19,-1.8271
2008-02-20,4.2949
2008-02-21,-2.814
2008-02-22,6.6384
2008-02-23,
2008-02-24,
2008-02-25,2.649
2008-02-26,4.4516
2008-02-27,-0.5559
2008-02-28,-2.1118
2008-02-29,-4.2513
2008-03-01,
2008-03-02,
2008-03-03,-0.729
2008-03-04,-1.6689
2008-03-05,-0.0679
2008-03-06,-6.25
2008-03-07,2.5362
2008-03-08,
2008-03-09,
2008-03-10,-6.0071
2008-03-11,13.0075
2008-03-12,1.6633
2008-03-13,3.0759
2008-03-14,-1.7778
2008-03-15,
2008-03-16,
2008-03-17,-1.8746
2008-03-18,14.6245
2008-03-19,-12.6437
2008-03-20,10.2632
2008-03-21,
2008-03-22,
2008-03-23,
2008-03-24,-0.4773
2008-03-25,3.2374
2008-03-26,-7.1429
2008-03-27,1.4384000000000001
2008-03-28,-1.4797
2008-03-29,
2008-03-30,
2008-03-31,2.4406
2008-04-01,8.6744
2008-04-02,-1.4664
2008-04-03,1.2021
2008-04-04,-3.0543
2008-04-05,
2008-04-06,
2008-04-07,5.5426
2008-04-08,1.5478
2008-04-09,-3.6473
2008-04-10,0.565
2008-04-11,-1.4045
2008-04-12,
2008-04-13,
2008-04-14,-2.906
2008-04-15,-0.1174
2008-04-16,5.4642
2008-04-17,1.4485000000000001
2008-04-18,1.4827
2008-04-19,
2008-04-20,
2008-04-21,0.0
2008-04-22,-2.2727
2008-04-23,-0.5537
2008-04-24,1.9487999999999999
2008-04-25,2.9492000000000003
2008-04-26,
2008-04-27,
2008-04-28,0.3714
2008-04-29,-1.3742
2008-04-30,-2.4116
2008-05-01,5.7111
2008-05-02,-2.8571
2008-05-03,
2008-05-04,
2008-05-05,0.7487
2008-05-06,2.0701
2008-05-07,-5.1482
2008-05-08,-1.3706
2008-05-09,-2.6126
2008-05-10,
2008-05-11,
2008-05-12,2.6826
2008-05-13,1.0006
2008-05-14,1.486
2008-05-15,1.3014999999999999
2008-05-16,-1.4454
2008-05-17,
2008-05-18,
2008-05-19,1.4123
2008-05-20,-4.1243
2008-05-21,-4.5809999999999995
2008-05-22,0.4684
2008-05-23,-1.8648
2008-05-24,
2008-05-25,
2008-05-26,
2008-05-27,1.8409
2008-05-28,0.0583
2008-05-29,0.5245
2008-05-30,-0.5797
2008-05-31,
2008-06-01,
2008-06-02,-4.9563
2008-06-03,-3.0675
2008-06-04,0.8861
2008-06-05,5.8344000000000005
2008-06-06,-6.9354
2008-06-07,
2008-06-08,
2008-06-09,-2.3567
2008-06-10,-0.848
2008-06-11,-4.4737
2008-06-12,5.3719
2008-06-13,2.2876
2008-06-14,
2008-06-15,
2008-06-16,3.0671
2008-06-17,-4.0298
2008-06-18,-1.4858
2008-06-19,-2.8197
2008-06-20,-2.7664999999999997
2008-06-21,
2008-06-22,
2008-06-23,1.0409
2008-06-24,3.2967
2008-06-25,-4.7207
2008-06-26,-8.2345
2008-06-27,3.6502
2008-06-28,
2008-06-29,
2008-06-30,-2.9477
2008-07-01,6.3022
2008-07-02,-1.7143000000000002
2008-07-03,0.1453
2008-07-04,
2008-07-05,
2008-07-06,
2008-07-07,-2.6125
2008-07-08,5.5887
2008-07-09,-1.9054
2008-07-10,0.3597
2008-07-11,0.5018
2008-07-12,
2008-07-13,
2008-07-14,-7.7745999999999995
2008-07-15,3.867
2008-07-16,9.9777
2008-07-17,9.411
2008-07-18,1.052
2008-07-19,
2008-07-20,
2008-07-21,-6.981
2008-07-22,-3.7525
2008-07-23,4.788
2008-07-24,-9.7911
2008-07-25,1.6643
2008-07-26,
2008-07-27,
2008-07-28,-4.9822
2008-07-29,9.4382
2008-07-30,2.1218
2008-07-31,-1.8096999999999999
2008-08-01,2.3208
2008-08-02,
2008-08-03,
2008-08-04,-3.2021
2008-08-05,5.7202
2008-08-06,-1.8253
2008-08-07,-5.1129
2008-08-08,4.7586
2008-08-09,
2008-08-10,
2008-08-11,2.8056
2008-08-12,-6.8225999999999996
2008-08-13,-0.9763
2008-08-14,3.0282
2008-08-15,6.6986
2008-08-16,
2008-08-17,
2008-08-18,-3.4593
2008-08-19,-4.5786
2008-08-20,1.4604
2008-08-21,4.2495
2008-08-22,2.5641
2008-08-23,
2008-08-24,
2008-08-25,-2.8846
2008-08-26,2.3102
2008-08-27,0.4516
2008-08-28,4.4315999999999995
2008-08-29,1.1685
2008-08-30,
2008-08-31,
2008-09-01,
2008-09-02,4.0122
2008-09-03,-0.6429
2008-09-04,-5.1176
2008-09-05,1.7979
2008-09-06,
2008-09-07,
2008-09-08,5.6029
2008-09-09,-5.3633
2008-09-10,2.4375
2008-09-11,1.5467
2008-09-12,3.2806
2008-09-13,
2008-09-14,
2008-09-15,-10.3233
2008-09-16,-2.2138
2008-09-17,-8.4735
2008-09-18,3.6749
2008-09-19,9.0661
2008-09-20,
2008-09-21,
2008-09-22,-4.4375
2008-09-23,1.3734
2008-09-24,-1.8065
2008-09-25,-2.6281
2008-09-26,-6.0729
2008-09-27,
2008-09-28,
2008-09-29,-2.5862
2008-09-30,2.3704
2008-10-01,-0.2894
2008-10-02,-5.9507
2008-10-03,-14.5833
2008-10-04,
2008-10-05,
2008-10-06,-3.3424
2008-10-07,-8.972
2008-10-08,2.5667
2008-10-09,-3.6036
2008-10-10,-0.6231
2008-10-11,
2008-10-12,
2008-10-13,10.7628
2008-10-14,10.9434
2008-10-15,-14.7959
2008-10-16,2.8942
2008-10-17,4.1707
2008-10-18,
2008-10-19,
2008-10-20,9.8696
2008-10-21,-7.0339
2008-10-22,-6.1987
2008-10-23,2.2352
2008-10-24,-3.6122
2008-10-25,
2008-10-26,
2008-10-27,-4.5365
2008-10-28,20.3512
2008-10-29,-3.8627000000000002
2008-10-30,0.7143
2008-10-31,8.5993
2008-11-01,
2008-11-02,
2008-11-03,-2.1224
2008-11-04,4.2535
2008-11-05,-3.44
2008-11-06,-2.4855
2008-11-07,0.5098
2008-11-08,
2008-11-09,
2008-11-10,-7.0161
2008-11-11,-8.6364
2008-11-12,-9.7512
2008-11-13,5.6229
2008-11-14,-1.1482
2008-11-15,
2008-11-16,
2008-11-17,-5.2798
2008-11-18,-10.1449
2008-11-19,-8.0645
2008-11-20,-9.9865
2008-11-21,14.6927
2008-11-22,
2008-11-23,
2008-11-24,27.3203
2008-11-25,-0.7187
2008-11-26,5.5843
2008-11-27,
2008-11-28,0.1959
2008-11-29,
2008-11-30,
2008-12-01,-8.1134
2008-12-02,6.0638
2008-12-03,4.3129
2008-12-04,-3.6538
2008-12-05,8.5828
2008-12-06,
2008-12-07,
2008-12-08,2.2059
2008-12-09,-6.9245
2008-12-10,-1.6425
2008-12-11,-10.5108
2008-12-12,-1.5368
2008-12-13,
2008-12-14,
2008-12-15,-2.6756
2008-12-16,3.7801
2008-12-17,-5.298
2008-12-18,7.9254
2008-12-19,0.7559
2008-12-20,
2008-12-21,
2008-12-22,-6.2165
2008-12-23,-0.9143
2008-12-24,-1.1534
2008-12-25,
2008-12-26,-2.3337
2008-12-27,
2008-12-28,
2008-12-29,2.3895
2008-12-30,5.4842
2008-12-31,6.1247
2009-01-01,
2009-01-02,-0.2099
2009-01-03,
2009-01-04,
2009-01-05,2.5237
2009-01-06,-0.4103
2009-01-07,-8.033
2009-01-08,-0.3359
2009-01-09,-2.1348
2009-01-10,
2009-01-11,
2009-01-12,-0.5741
2009-01-13,-0.5774
2009-01-14,-7.7816
2009-01-15,-4.1562
2009-01-16,-0.1314
2009-01-17,
2009-01-18,
2009-01-19,
2009-01-20,-2.2368
2009-01-21,6.8641
2009-01-22,-6.927
2009-01-23,1.4885
2009-01-24,
2009-01-25,
2009-01-26,-1.2
2009-01-27,0.4049
2009-01-28,6.3172
2009-01-29,-5.689
2009-01-30,-4.1555
2009-01-31,
2009-02-01,
2009-02-02,2.9371
2009-02-03,-1.9022000000000001
2009-02-04,-0.554
2009-02-05,-0.5571
2009-02-06,7.563
2009-02-07,
2009-02-08,
2009-02-09,3.6458
2009-02-10,-11.9347
2009-02-11,2.8531
2009-02-12,-0.9709
2009-02-13,-1.8207
2009-02-14,
2009-02-15,
2009-02-16,
2009-02-17,-12.9815
2009-02-18,3.2787
2009-02-19,-11.746
2009-02-20,3.2374
2009-02-21,
2009-02-22,
2009-02-23,-2.9617
2009-02-24,11.1311
2009-02-25,-3.0695
2009-02-26,3.0
2009-02-27,-7.2816
2009-02-28,
2009-03-01,
2009-03-02,-10.2967
2009-03-03,2.7237
2009-03-04,4.5455
2009-03-05,-11.413
2009-03-06,1.227
2009-03-07,
2009-03-08,
2009-03-09,5.2525
2009-03-10,16.3148
2009-03-11,-1.9802
2009-03-12,11.4478
2009-03-13,-5.8911999999999995
2009-03-14,
2009-03-15,
2009-03-16,0.321
2009-03-17,5.12
2009-03-18,10.1979
2009-03-19,-13.2597
2009-03-20,-12.2611
2009-03-21,
2009-03-22,
2009-03-23,18.6933
2009-03-24,-7.7982
2009-03-25,7.2968
2009-03-26,10.3555
2009-03-27,-4.7619
2009-03-28,
2009-03-29,
2009-03-30,-14.7059
2009-03-31,9.1696
2009-04-01,2.5357
2009-04-02,1.8547
2009-04-03,2.4279
2009-04-04,
2009-04-05,
2009-04-06,-2.8148
2009-04-07,-2.439
2009-04-08,6.7188
2009-04-09,19.9122
2009-04-10,
2009-04-11,
2009-04-12,
2009-04-13,3.1746
2009-04-14,-10.4142
2009-04-15,7.6618
2009-04-16,2.5766999999999998
2009-04-17,2.2727
2009-04-18,
2009-04-19,
2009-04-20,-12.3977
2009-04-21,9.8798
2009-04-22,-2.4301
2009-04-23,5.9776
2009-04-24,6.8155
2009-04-25,
2009-04-26,
2009-04-27,-11.1111
2009-04-28,3.0941
2009-04-29,1.8007
2009-04-30,-4.1274
2009-05-01,-0.123
2009-05-02,
2009-05-03,
2009-05-04,10.5911
2009-05-05,1.4477
2009-05-06,13.3919
2009-05-07,0.2904
2009-05-08,2.8958
2009-05-09,
2009-05-10,
2009-05-11,-9.1932
2009-05-12,-5.4752
2009-05-13,-6.6667
2009-05-14,2.459
2009-05-15,-1.8286
2009-05-16,
2009-05-17,
2009-05-18,7.3341
2009-05-19,-4.2299
2009-05-20,-1.6987999999999999
2009-05-21,-1.0369
2009-05-22,-2.6775
2009-05-23,
2009-05-24,
2009-05-25,
2009-05-26,6.3397
2009-05-27,-3.0371
2009-05-28,5.5684000000000005
2009-05-29,5.0549
2009-05-30,
2009-05-31,
2009-06-01,5.5439
2009-06-02,-4.4599
2009-06-03,-2.3859
2009-06-04,0.3188
2009-06-05,-0.3178
2009-06-06,
2009-06-07,
2009-06-08,-2.4442
2009-06-09,5.3377
2009-06-10,0.7239
2009-06-11,-0.924
2009-06-12,-3.6269
2009-06-13,
2009-06-14,
2009-06-15,1.9355
2009-06-16,-4.0084
2009-06-17,-2.0879
2009-06-18,4.0404
2009-06-19,0.5394
2009-06-20,
2009-06-21,
2009-06-22,-0.1073
2009-06-23,-1.3963
2009-06-24,4.902
2009-06-25,6.1267
2009-06-26,-3.1311
2009-06-27,
2009-06-28,
2009-06-29,8.1818
2009-06-30,-3.9289
2009-07-01,0.0
2009-07-02,-1.2658
2009-07-03,
2009-07-04,
2009-07-05,
2009-07-06,3.5503
2009-07-07,-10.7619
2009-07-08,-2.6681
2009-07-09,4.9342
2009-07-10,0.418
2009-07-11,
2009-07-12,
2009-07-13,5.5151
2009-07-14,0.789
2009-07-15,6.1644
2009-07-16,2.1198
2009-07-17,-1.444
2009-07-18,
2009-07-19,
2009-07-20,3.9377
2009-07-21,-1.0573
2009-07-22,1.4248
2009-07-23,2.3705
2009-07-24,3.4305
2009-07-25,
2009-07-26,
2009-07-27,-0.2488
2009-07-28,-0.8313
2009-07-29,-2.1794000000000002
2009-07-30,2.7420999999999998
2009-07-31,-0.9174
2009-08-01,
2009-08-02,
2009-08-03,2.9461
2009-08-04,1.3900000000000001
2009-08-05,1.0484
2009-08-06,0.399
2009-08-07,1.4308
2009-08-08,
2009-08-09,
2009-08-10,-2.8213
2009-08-11,-0.9677
2009-08-12,1.7915
2009-08-13,0.8
2009-08-14,-0.9524
2009-08-15,
2009-08-16,
2009-08-17,-2.8045
2009-08-18,2.7205
2009-08-19,0.4815
2009-08-20,4.7923
2009-08-21,2.9726
2009-08-22,
2009-08-23,
2009-08-24,1.5544
2009-08-25,-0.7289
2009-08-26,2.8634
2009-08-27,-0.2141
2009-08-28,1.7883
2009-08-29,
2009-08-30,
2009-08-31,-3.3731999999999998
2009-09-01,-5.0182
2009-09-02,-0.6126
2009-09-03,5.0847
2009-09-04,-0.6598
2009-09-05,
2009-09-06,
2009-09-07,
2009-09-08,1.476
2009-09-09,4.0
2009-09-10,1.1888
2009-09-11,1.6585999999999999
2009-09-12,
2009-09-13,
2009-09-14,2.1754
2009-09-15,0.7319
2009-09-16,1.1889
2009-09-17,1.3054999999999999
2009-09-18,3.4794
2009-09-19,
2009-09-20,
2009-09-21,-0.1868
2009-09-22,1.1229
2009-09-23,-1.6656
2009-09-24,-0.2509
2009-09-25,-3.3962
2009-09-26,
2009-09-27,
2009-09-28,6.8359
2009-09-29,-2.5594
2009-09-30,1.6280999999999999
2009-10-01,-1.4171
2009-10-02,-4.1875
2009-10-03,
2009-10-04,
2009-10-05,5.1533
2009-10-06,3.3499
2009-10-07,1.3806
2009-10-08,1.1249
2009-10-09,-5.1522
2009-10-10,
2009-10-11,
2009-10-12,0.8025
2009-10-13,-0.6736
2009-10-14,0.2466
2009-10-15,-0.984
2009-10-16,-6.3354
2009-10-17,
2009-10-18,
2009-10-19,3.5808999999999997
2009-10-20,-3.3931
2009-10-21,-1.4579
2009-10-22,3.6987
2009-10-23,-2.5292
2009-10-24,
2009-10-25,
2009-10-26,0.1996
2009-10-27,-1.2616
2009-10-28,-4.035
2009-10-29,4.7652
2009-10-30,-5.4181
2009-10-31,
2009-11-01,
2009-11-02,0.7072
2009-11-03,-0.3511
2009-11-04,-1.6913
2009-11-05,4.1577
2009-11-06,0.0
2009-11-07,
2009-11-08,
2009-11-09,5.85
2009-11-10,0.13
2009-11-11,0.0
2009-11-12,0.0
2009-11-13,0.0
2009-11-14,
2009-11-15,
2009-11-16,4.6104
2009-11-17,-1.1794
2009-11-18,0.4397
2009-11-19,-3.5647
2009-11-20,-0.454
2009-11-21,
2009-11-22,
2009-11-23,0.8469
2009-11-24,-0.9044
2009-11-25,2.3468
2009-11-26,
2009-11-27,-3.6306000000000003
2009-11-28,
2009-11-29,
2009-11-30,2.1811
2009-12-01,-0.0647
2009-12-02,-1.165
2009-12-03,-2.8815
2009-12-04,2.3601
2009-12-05,
2009-12-06,
2009-12-07,1.5152
2009-12-08,-2.0117
2009-12-09,2.2517
2009-12-10,1.0363
2009-12-11,3.3974
2009-12-12,
2009-12-13,
2009-12-14,2.2319
2009-12-15,-2.9109
2009-12-16,2.5609
2009-12-17,-9.1352
2009-12-18,0.2011
2009-12-19,
2009-12-20,
2009-12-21,-1.6722000000000001
2009-12-22,-0.4082
2009-12-23,0.2732
2009-12-24,1.7029999999999998
2009-12-25,
2009-12-26,
2009-12-27,
2009-12-28,-0.7368
2009-12-29,-0.2699
2009-12-30,0.3388
2009-12-31,-0.6752
2010-01-01,
2010-01-02,
2010-01-03,
2010-01-04,-0.6798
2010-01-05,3.3539
2010-01-06,-0.6623
2010-01-07,0.6
2010-01-08,-0.3976
2010-01-09,
2010-01-10,
2010-01-11,-1.2641
2010-01-12,0.4717
2010-01-13,0.6707
2010-01-14,-0.2665
2010-01-15,-1.4028
2010-01-16,
2010-01-17,
2010-01-18,
2010-01-19,0.6775
2010-01-20,-0.2692
2010-01-21,-3.9811
2010-01-22,-5.4111
2010-01-23,
2010-01-24,
2010-01-25,0.1486
2010-01-26,-0.0742
2010-01-27,2.5984
2010-01-28,-2.2431
2010-01-29,1.2583
2010-01-30,
2010-01-31,
2010-02-01,-2.6316
2010-02-02,3.6036
2010-02-03,-3.6231999999999998
2010-02-04,-3.0075
2010-02-05,0.8527
2010-02-06,
2010-02-07,
2010-02-08,-1.9216
2010-02-09,2.116
2010-02-10,-0.8442
2010-02-11,0.9288
2010-02-12,-0.0767
2010-02-13,
2010-02-14,
2010-02-15,
2010-02-16,3.9908
2010-02-17,-0.1476
2010-02-18,0.2217
2010-02-19,0.8112
2010-02-20,
2010-02-21,
2010-02-22,1.2436
2010-02-23,-2.6734
2010-02-24,1.1878
2010-02-25,-1.2472
2010-02-26,1.4116
2010-02-27,
2010-02-28,
2010-03-01,-0.293
2010-03-02,2.1308
2010-03-03,-0.8633
2010-03-04,-0.0726
2010-03-05,2.9049
2010-03-06,
2010-03-07,
2010-03-08,-0.3529
2010-03-09,2.2663
2010-03-10,-0.4155
2010-03-11,3.7552
2010-03-12,0.3351
2010-03-13,
2010-03-14,
2010-03-15,1.5364
2010-03-16,0.6579
2010-03-17,-0.3922
2010-03-18,1.8373
2010-03-19,-1.8041
2010-03-20,
2010-03-21,
2010-03-22,0.7218
2010-03-23,0.3257
2010-03-24,0.0
2010-03-25,-0.0649
2010-03-26,0.0
2010-03-27,
2010-03-28,
2010-03-29,-0.2599
2010-03-30,-1.3681
2010-03-31,-1.455
2010-04-01,2.953
2010-04-02,
2010-04-03,
2010-04-04,
2010-04-05,1.5645
2010-04-06,-1.2837
2010-04-07,-1.3654
2010-04-08,1.5821
2010-04-09,0.584
2010-04-10,
2010-04-11,
2010-04-12,0.6452
2010-04-13,0.0
2010-04-14,2.8205
2010-04-15,0.4988
2010-04-16,-4.7146
2010-04-17,
2010-04-18,
2010-04-19,2.0182
2010-04-20,1.2125
2010-04-21,-1.2610000000000001
2010-04-22,1.0217
2010-04-23,2.7813
2010-04-24,
2010-04-25,
2010-04-26,-1.0455
2010-04-27,-4.4748
2010-04-28,0.4554
2010-04-29,3.886
2010-04-30,-3.616
2010-05-01,
2010-05-02,
2010-05-03,4.1397
2010-05-04,-4.7205
2010-05-05,-2.6076
2010-05-06,-3.5475
2010-05-07,-2.2901
2010-05-08,
2010-05-09,
2010-05-10,5.6108
2010-05-11,0.2017
2010-05-12,2.0805
2010-05-13,-2.7613
2010-05-14,-3.7187
2010-05-15,
2010-05-16,
2010-05-17,-0.2107
2010-05-18,-5.2780000000000005
2010-05-19,1.0401
2010-05-20,-4.1176
2010-05-21,3.7577
2010-05-22,
2010-05-23,
2010-05-24,-2.7347
2010-05-25,0.228
2010-05-26,-0.1516
2010-05-27,4.0243
2010-05-28,-1.8248
2010-05-29,
2010-05-30,
2010-05-31,
2010-06-01,-2.0074
2010-06-02,2.2003
2010-06-03,0.3712
2010-06-04,-4.8817
2010-06-05,
2010-06-06,
2010-06-07,-3.3437
2010-06-08,1.6895
2010-06-09,-0.5538
2010-06-10,8.1941
2010-06-11,0.4412
2010-06-12,
2010-06-13,
2010-06-14,-1.9034
2010-06-15,3.8806000000000003
2010-06-16,1.1494
2010-06-17,-0.2841
2010-06-18,-0.2849
2010-06-19,
2010-06-20,
2010-06-21,-0.0714
2010-06-22,-1.0722
2010-06-23,1.2283
2010-06-24,0.4996
2010-06-25,3.125
2010-06-26,
2010-06-27,
2010-06-28,1.6529
2010-06-29,-6.5041
2010-06-30,1.3043
2010-07-01,-0.4292
2010-07-02,-0.431
2010-07-03,
2010-07-04,
2010-07-05,
2010-07-06,0.4335
2010-07-07,4.8201
2010-07-08,0.4118
2010-07-09,1.5038
2010-07-10,
2010-07-11,
2010-07-12,-1.3468
2010-07-13,4.2321
2010-07-14,-0.5894
2010-07-15,0.1976
2010-07-16,-4.668
2010-07-17,
2010-07-18,
2010-07-19,-0.069
2010-07-20,2.3464
2010-07-21,-3.7761
2010-07-22,5.0456
2010-07-23,0.467
2010-07-24,
2010-07-25,
2010-07-26,2.8552
2010-07-27,-1.6139000000000001
2010-07-28,-1.3123
2010-07-29,0.3989
2010-07-30,1.1258
2010-07-31,
2010-08-01,
2010-08-02,3.2089
2010-08-03,-1.3959
2010-08-04,0.3861
2010-08-05,-1.0897000000000001
2010-08-06,-0.7777
2010-08-07,
2010-08-08,
2010-08-09,1.6982
2010-08-10,-1.5413999999999999
2010-08-11,-3.7834
2010-08-12,-0.2712
2010-08-13,-0.2039
2010-08-14,
2010-08-15,
2010-08-16,0.0
2010-08-17,0.7493
2010-08-18,-0.1352
2010-08-19,-2.5051
2010-08-20,-0.9028
2010-08-21,
2010-08-22,
2010-08-23,0.0
2010-08-24,-2.1023
2010-08-25,-0.4295
2010-08-26,0.3595
2010-08-27,5.8023
2010-08-28,
2010-08-29,
2010-08-30,-3.0467
2010-08-31,1.3268
2010-09-01,4.4797
2010-09-02,2.5066
2010-09-03,2.0592
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,-3.4678
2010-09-08,2.0248
2010-09-09,0.5762
2010-09-10,1.2094
2010-09-11,
2010-09-12,
2010-09-13,1.0063
2010-09-14,-2.3661
2010-09-15,0.6378
2010-09-16,0.0634
2010-09-17,-1.3933
2010-09-18,
2010-09-19,
2010-09-20,3.7893
2010-09-21,-1.2376
2010-09-22,2.1303
2010-09-23,1.227
2010-09-24,1.6364
2010-09-25,
2010-09-26,
2010-09-27,-1.6696
2010-09-28,0.1213
2010-09-29,0.424
2010-09-30,0.6031
2010-10-01,-0.5995
2010-10-02,
2010-10-03,
2010-10-04,-1.6284999999999998
2010-10-05,3.6174
2010-10-06,0.7109
2010-10-07,-1.2941
2010-10-08,1.0131000000000001
2010-10-09,
2010-10-10,
2010-10-11,-0.059
2010-10-12,0.8855
2010-10-13,3.4523
2010-10-14,-0.1131
2010-10-15,-3.171
2010-10-16,
2010-10-17,
2010-10-18,0.5848
2010-10-19,0.6977
2010-10-20,1.2702
2010-10-21,0.057
2010-10-22,-0.7977
2010-10-23,
2010-10-24,
2010-10-25,0.6318
2010-10-26,0.7991
2010-10-27,-0.8494
2010-10-28,-0.3427
2010-10-29,1.1461000000000001
2010-10-30,
2010-10-31,
2010-11-01,2.153
2010-11-02,0.0555
2010-11-03,0.5543
2010-11-04,3.3076
2010-11-05,0.9072
2010-11-06,
2010-11-07,
2010-11-08,0.1586
2010-11-09,-2.4815
2010-11-10,1.3535
2010-11-11,1.9765000000000001
2010-11-12,-2.5667999999999997
2010-11-13,
2010-11-14,
2010-11-15,1.4516
2010-11-16,-4.0806000000000004
