date,COTY UN Equity
2013-10-18,0.8669
2013-10-19,
2013-10-20,
2013-10-21,0.1228
2013-10-22,-1.3489
2013-10-23,0.1243
2013-10-24,-0.9311
2013-10-25,-0.0627
2013-10-26,
2013-10-27,
2013-10-28,-0.627
2013-10-29,-0.8202
2013-10-30,0.1908
2013-10-31,-2.3492
2013-11-01,0.8453
2013-11-02,
2013-11-03,
2013-11-04,-0.6447
2013-11-05,-0.8436
2013-11-06,0.7853
2013-11-07,-1.8831
2013-11-08,-0.7942
2013-11-09,
2013-11-10,
2013-11-11,1.5344
2013-11-12,0.2628
2013-11-13,1.1796
2013-11-14,1.2306
2013-11-15,0.6398
2013-11-16,
2013-11-17,
2013-11-18,-1.5257
2013-11-19,0.3228
2013-11-20,-0.8366
2013-11-21,3.1798
2013-11-22,1.195
2013-11-23,
2013-11-24,
2013-11-25,0.6215
2013-11-26,0.0
2013-11-27,2.0383
2013-11-28,
2013-11-29,-0.6053
2013-11-30,
2013-12-01,
2013-12-02,-1.827
2013-12-03,0.4963
2013-12-04,-0.8642
2013-12-05,-0.0623
2013-12-06,-2.9907
2013-12-07,
2013-12-08,
2013-12-09,0.7707
2013-12-10,-1.0198
2013-12-11,0.1288
2013-12-12,0.5145
2013-12-13,-2.4312
2013-12-14,
2013-12-15,
2013-12-16,-0.5246
2013-12-17,-0.7251
2013-12-18,0.1992
2013-12-19,0.5964
2013-12-20,-0.4611
2013-12-21,
2013-12-22,
2013-12-23,-0.3309
2013-12-24,-0.2656
2013-12-25,
2013-12-26,-0.1997
2013-12-27,3.3356
2013-12-28,
2013-12-29,
2013-12-30,-0.5165
2013-12-31,-1.0383
2014-01-01,
2014-01-02,2.0984
2014-01-03,0.0642
2014-01-04,
2014-01-05,
2014-01-06,-2.439
2014-01-07,-0.0658
2014-01-08,-0.5925
2014-01-09,0.3974
2014-01-10,0.0
2014-01-11,
2014-01-12,
2014-01-13,-0.8575
2014-01-14,0.7319
2014-01-15,1.0568
2014-01-16,0.8497
2014-01-17,-4.6662
2014-01-18,
2014-01-19,
2014-01-20,
2014-01-21,-2.0394
2014-01-22,0.0694
2014-01-23,0.3467
2014-01-24,-3.8701
2014-01-25,
2014-01-26,
2014-01-27,-2.3724
2014-01-28,2.2828
2014-01-29,-3.4557
2014-01-30,0.6711
2014-01-31,-0.0741
2014-02-01,
2014-02-02,
2014-02-03,-1.4826
2014-02-04,0.9782
2014-02-05,-0.4471
2014-02-06,1.1228
2014-02-07,-1.9245
2014-02-08,
2014-02-09,
2014-02-10,0.0
2014-02-11,0.0
2014-02-12,1.283
2014-02-13,2.2355
2014-02-14,7.4344
2014-02-15,
2014-02-16,
2014-02-17,
2014-02-18,-3.7313
2014-02-19,-0.5638
2014-02-20,3.1184
2014-02-21,-0.5498
2014-02-22,
2014-02-23,
2014-02-24,1.5204
2014-02-25,0.953
2014-02-26,-0.2023
2014-02-27,-0.6081
2014-02-28,0.9517
2014-03-01,
2014-03-02,
2014-03-03,0.404
2014-03-04,1.0731
2014-03-05,-0.3981
2014-03-06,0.4664
2014-03-07,3.5808999999999997
2014-03-08,
2014-03-09,
2014-03-10,1.4725
2014-03-11,-4.0379
2014-03-12,1.5779
2014-03-13,-1.4239
2014-03-14,-2.0355
2014-03-15,
2014-03-16,
2014-03-17,1.6086
2014-03-18,0.3298
2014-03-19,-0.9862
2014-03-20,-0.1328
2014-03-21,0.8644
2014-03-22,
2014-03-23,
2014-03-24,-0.5274
2014-03-25,-0.3976
2014-03-26,-0.8649
2014-03-27,0.2013
2014-03-28,0.4019
2014-03-29,
2014-03-30,
2014-03-31,-0.0667
2014-04-01,0.1335
2014-04-02,0.0
2014-04-03,0.7333
2014-04-04,0.6618
2014-04-05,
2014-04-06,
2014-04-07,-0.1315
2014-04-08,0.5267
2014-04-09,0.3274
2014-04-10,1.3708
2014-04-11,-0.9659
2014-04-12,
2014-04-13,
2014-04-14,1.3654
2014-04-15,0.1283
2014-04-16,0.8969
2014-04-17,0.0
2014-04-18,
2014-04-19,
2014-04-20,
2014-04-21,-0.5714
2014-04-22,-0.0639
2014-04-23,0.7029
2014-04-24,-0.8249
2014-04-25,0.0
2014-04-26,
2014-04-27,
2014-04-28,1.8554
2014-04-29,-0.1884
2014-04-30,1.0069
2014-05-01,-0.0623
2014-05-02,1.995
2014-05-03,
2014-05-04,
2014-05-05,-1.2836
2014-05-06,-1.9814
2014-05-07,0.3159
2014-05-08,-0.8186
2014-05-09,-0.254
2014-05-10,
2014-05-11,
2014-05-12,0.8275
2014-05-13,-2.5253
2014-05-14,2.1373
2014-05-15,1.2682
2014-05-16,0.6888
2014-05-17,
2014-05-18,
2014-05-19,0.7463
2014-05-20,0.0
2014-05-21,-0.1852
2014-05-22,1.6078999999999999
2014-05-23,-0.3043
2014-05-24,
2014-05-25,
2014-05-26,
2014-05-27,1.221
2014-05-28,-0.2413
2014-05-29,-0.1814
2014-05-30,1.0297
2014-05-31,
2014-06-01,
2014-06-02,-0.4197
2014-06-03,1.8061
2014-06-04,0.0591
2014-06-05,-0.1773
2014-06-06,5.6838
2014-06-07,
2014-06-08,
2014-06-09,-0.2801
2014-06-10,-2.0225
2014-06-11,-1.2615
2014-06-12,-0.6388
2014-06-13,0.0
2014-06-14,
2014-06-15,
2014-06-16,-0.8182
2014-06-17,0.5303
2014-06-18,0.3517
2014-06-19,1.4603
2014-06-20,-2.5331
2014-06-21,
2014-06-22,
2014-06-23,0.1772
2014-06-24,-1.2382
2014-06-25,0.3582
2014-06-26,0.0595
2014-06-27,0.1189
2014-06-28,
2014-06-29,
2014-06-30,1.7221
2014-07-01,2.1016
2014-07-02,1.7724
2014-07-03,1.9663
2014-07-04,
2014-07-05,
2014-07-06,
2014-07-07,-0.8264
2014-07-08,-0.2222
2014-07-09,-0.2227
2014-07-10,-0.558
2014-07-11,-1.8519
2014-07-12,
2014-07-13,
2014-07-14,-1.7153
2014-07-15,1.9197
2014-07-16,-0.742
2014-07-17,-0.46
2014-07-18,0.0578
2014-07-19,
2014-07-20,
2014-07-21,-0.8083
2014-07-22,0.7567
2014-07-23,-0.1733
2014-07-24,-0.9838
2014-07-25,0.1169
2014-07-26,
2014-07-27,
2014-07-28,-0.7589
2014-07-29,0.0
2014-07-30,0.0588
2014-07-31,0.5879
2014-08-01,-0.7598
2014-08-02,
2014-08-03,
2014-08-04,1.3545
2014-08-05,0.5811
2014-08-06,0.751
2014-08-07,-2.2362
2014-08-08,1.6421999999999999
2014-08-09,
2014-08-10,
2014-08-11,1.6734
2014-08-12,-0.2838
2014-08-13,-0.0569
2014-08-14,0.3417
2014-08-15,1.3053
2014-08-16,
2014-08-17,
2014-08-18,0.3922
2014-08-19,0.5022
2014-08-20,-0.2776
2014-08-21,0.7238
2014-08-22,1.4373
2014-08-23,
2014-08-24,
2014-08-25,-0.654
2014-08-26,-1.1519
2014-08-27,-0.0555
2014-08-28,-3.4425
2014-08-29,-1.1501000000000001
2014-08-30,
2014-08-31,
2014-09-01,
2014-09-02,0.1745
2014-09-03,0.0
2014-09-04,-0.1742
2014-09-05,0.6399
2014-09-06,
2014-09-07,
2014-09-08,-0.2312
2014-09-09,-0.6373
2014-09-10,0.9913
2014-09-11,1.3857
2014-09-12,0.0
2014-09-13,
2014-09-14,
2014-09-15,-1.0251
2014-09-16,-0.8631
2014-09-17,1.7992
2014-09-18,0.9122
2014-09-19,-1.2429000000000001
2014-09-20,
2014-09-21,
2014-09-22,-0.8581
2014-09-23,-0.2885
2014-09-24,0.3472
2014-09-25,-1.9607999999999999
2014-09-26,0.7059
2014-09-27,
2014-09-28,
2014-09-29,-1.0514000000000001
2014-09-30,-1.135
2014-10-01,-1.0876
2014-10-02,-2.0159
2014-10-03,-0.4988
2014-10-04,
2014-10-05,
2014-10-06,-0.1253
2014-10-07,2.2585
2014-10-08,0.7362
2014-10-09,-1.0352999999999999
2014-10-10,0.0615
2014-10-11,
2014-10-12,
2014-10-13,-0.3075
2014-10-14,1.2338
2014-10-15,-0.2438
2014-10-16,1.0996
2014-10-17,-0.7855
2014-10-18,
2014-10-19,
2014-10-20,-0.0609
2014-10-21,1.2187999999999999
2014-10-22,-0.1204
2014-10-23,-1.1453
2014-10-24,-0.4878
2014-10-25,
2014-10-26,
2014-10-27,1.1642000000000001
2014-10-28,0.4846
2014-10-29,-1.6878
2014-10-30,-0.5518
2014-10-31,2.3428
2014-11-01,
2014-11-02,
2014-11-03,3.0723
2014-11-04,-1.8117999999999999
2014-11-05,2.5595
2014-11-06,4.0627
2014-11-07,2.3982
2014-11-08,
2014-11-09,
2014-11-10,2.5054
2014-11-11,-0.6376
2014-11-12,3.4759
2014-11-13,0.5168
2014-11-14,-1.5424
2014-11-15,
2014-11-16,
2014-11-17,-0.8877
2014-11-18,0.7903
2014-11-19,1.6205
2014-11-20,1.5947
2014-11-21,0.7089
2014-11-22,
2014-11-23,
2014-11-24,-0.2514
2014-11-25,1.5121
2014-11-26,-0.7448
2014-11-27,
2014-11-28,1.2506
2014-11-29,
2014-11-30,
2014-12-01,-0.0494
2014-12-02,-0.692
2014-12-03,-0.448
2014-12-04,-0.25
2014-12-05,1.2530999999999999
2014-12-06,
2014-12-07,
2014-12-08,-1.1881
2014-12-09,0.1503
2014-12-10,-0.3502
2014-12-11,0.753
2014-12-12,-1.5446
2014-12-13,
2014-12-14,
2014-12-15,-1.5182
2014-12-16,-1.7986
2014-12-17,2.7734
2014-12-18,2.0367
2014-12-19,0.0499
2014-12-20,
2014-12-21,
2014-12-22,0.0499
2014-12-23,1.0469
2014-12-24,1.9734
2014-12-25,
2014-12-26,1.016
2014-12-27,
2014-12-28,
2014-12-29,0.0
2014-12-30,-0.1916
2014-12-31,-0.8637
2015-01-01,
2015-01-02,-1.1133
2015-01-03,
2015-01-04,
2015-01-05,-0.2937
2015-01-06,-0.7364
2015-01-07,0.3462
2015-01-08,0.8379
2015-01-09,-2.9326
2015-01-10,
2015-01-11,
2015-01-12,-2.719
2015-01-13,-1.5528
2015-01-14,-0.5783
2015-01-15,0.1058
2015-01-16,-1.1622
2015-01-17,
2015-01-18,
2015-01-19,
2015-01-20,0.0534
2015-01-21,0.3205
2015-01-22,1.8637000000000001
2015-01-23,-0.9409
2015-01-24,
2015-01-25,
2015-01-26,2.1108
2015-01-27,-1.292
2015-01-28,-1.9895
2015-01-29,3.2051
2015-01-30,-1.5528
2015-01-31,
2015-02-01,
2015-02-02,0.9989
2015-02-03,2.0302
2015-02-04,-3.4184
2015-02-05,12.2029
2015-02-06,3.0132
2015-02-07,
2015-02-08,
2015-02-09,1.234
2015-02-10,-0.9481
2015-02-11,0.0456
2015-02-12,0.3645
2015-02-13,0.0
2015-02-14,
2015-02-15,
2015-02-16,
2015-02-17,1.1802
2015-02-18,0.0449
2015-02-19,-0.9865
2015-02-20,0.6793
2015-02-21,
2015-02-22,
2015-02-23,0.9897
2015-02-24,-0.6236
2015-02-25,0.4482
2015-02-26,-1.0263
2015-02-27,1.8936
2015-02-28,
2015-03-01,
2015-03-02,1.9468999999999999
2015-03-03,-1.3021
2015-03-04,-0.2199
2015-03-05,1.6307
2015-03-06,-2.2116
2015-03-07,
2015-03-08,
2015-03-09,2.7051
2015-03-10,-4.2314
2015-03-11,-0.7214
2015-03-12,2.089
2015-03-13,-0.8897
2015-03-14,
2015-03-15,
2015-03-16,0.4937
2015-03-17,2.5458
2015-03-18,1.2195
2015-03-19,-0.4733
2015-03-20,2.2049
2015-03-21,
2015-03-22,
2015-03-23,3.2995
2015-03-24,0.2457
2015-03-25,-0.4493
2015-03-26,-1.6824
2015-03-27,1.5025
2015-03-28,
2015-03-29,
2015-03-30,-0.5757
2015-03-31,0.3722
2015-04-01,-0.2472
2015-04-02,-1.8174000000000001
2015-04-03,
2015-04-04,
2015-04-05,
2015-04-06,1.0097
2015-04-07,-1.5827
2015-04-08,0.0423
2015-04-09,-0.5922
2015-04-10,-0.7234
2015-04-11,
2015-04-12,
2015-04-13,0.8144
2015-04-14,5.3571
2015-04-15,0.7667
2015-04-16,0.3604
2015-04-17,0.0399
2015-04-18,
2015-04-19,
2015-04-20,0.5185
2015-04-21,-0.1587
2015-04-22,-0.7949
2015-04-23,0.1603
2015-04-24,-0.88
2015-04-25,
2015-04-26,
2015-04-27,-0.1211
2015-04-28,-1.0101
2015-04-29,-0.898
2015-04-30,-1.5239
2015-05-01,2.5930999999999997
2015-05-02,
2015-05-03,
2015-05-04,0.8969
2015-05-05,-0.404
2015-05-06,-1.7444
2015-05-07,1.8993
2015-05-08,-3.282
2015-05-09,
2015-05-10,
2015-05-11,-0.7541
2015-05-12,-0.3799
2015-05-13,-0.2966
2015-05-14,1.7425000000000002
2015-05-15,-0.9607
2015-05-16,
2015-05-17,
2015-05-18,1.5183
2015-05-19,2.1604
2015-05-20,-0.5693
2015-05-21,-0.3272
2015-05-22,-0.3283
2015-05-23,
2015-05-24,
2015-05-25,
2015-05-26,1.1116
2015-05-27,1.2622
2015-05-28,1.0856
2015-05-29,-0.8353
2015-05-30,
2015-05-31,
2015-06-01,1.1633
2015-06-02,0.9516
2015-06-03,0.8641
2015-06-04,-0.1168
2015-06-05,0.6238
2015-06-06,
2015-06-07,
2015-06-08,-1.1623
2015-06-09,0.9016
2015-06-10,1.7483
2015-06-11,-1.0309
2015-06-12,1.3503
2015-06-13,
2015-06-14,
2015-06-15,-0.8375
2015-06-16,19.309
2015-06-17,0.4505
2015-06-18,-0.993
2015-06-19,2.4264
2015-06-20,
2015-06-21,
2015-06-22,-0.6949
2015-06-23,1.145
2015-06-24,0.4717
2015-06-25,0.5634
2015-06-26,0.996
2015-06-27,
2015-06-28,
2015-06-29,-0.7088
2015-06-30,-0.7759
2015-07-01,2.2208
2015-07-02,-0.9792
2015-07-03,
2015-07-04,
2015-07-05,
2015-07-06,-0.4017
2015-07-07,-0.2792
2015-07-08,-1.9291
2015-07-09,-4.6954
2015-07-10,-4.494
2015-07-11,
2015-07-12,
2015-07-13,-2.5096
2015-07-14,-0.3575
2015-07-15,0.1076
2015-07-16,-1.0753
2015-07-17,-0.4348
2015-07-18,
2015-07-19,
2015-07-20,0.4367
2015-07-21,-2.1014
2015-07-22,1.0733
2015-07-23,-0.3662
2015-07-24,-1.8742999999999999
2015-07-25,
2015-07-26,
2015-07-27,-0.7116
2015-07-28,0.3018
2015-07-29,0.9402
2015-07-30,0.2608
2015-07-31,-0.6689
2015-08-01,
2015-08-02,
2015-08-03,0.3741
2015-08-04,2.4599
2015-08-05,3.0193
2015-08-06,-1.2006000000000001
2015-08-07,2.2159
2015-08-08,
2015-08-09,
2015-08-10,2.1329
2015-08-11,1.5406
2015-08-12,-3.1693
2015-08-13,6.0933
2015-08-14,-2.8224
2015-08-15,
2015-08-16,
2015-08-17,-1.1145
2015-08-18,0.0342
2015-08-19,-0.8194
2015-08-20,-1.2048
2015-08-21,-1.3937
2015-08-22,
2015-08-23,
2015-08-24,-1.9435
2015-08-25,-0.4324
2015-08-26,2.4973
2015-08-27,2.0833
2015-08-28,4.2546
2015-08-29,
2015-08-30,
2015-08-31,0.564
2015-09-01,-6.4665
2015-09-02,1.1993
2015-09-03,0.5925
2015-09-04,-0.2426
2015-09-05,
2015-09-06,
2015-09-07,
2015-09-08,-0.2084
2015-09-09,0.5569
2015-09-10,-1.5922
2015-09-11,3.3064
2015-09-12,
2015-09-13,
2015-09-14,-4.1199
2015-09-15,2.0952
2015-09-16,0.1739
2015-09-17,1.4583
2015-09-18,-3.1143
2015-09-19,
2015-09-20,
2015-09-21,-1.4129
2015-09-22,-2.5797
2015-09-23,-0.1839
2015-09-24,-0.8475
2015-09-25,-0.1486
2015-09-26,
2015-09-27,
2015-09-28,-4.0566
2015-09-29,0.1164
2015-09-30,5.8685
2015-10-01,1.4782
2015-10-02,-2.0757
2015-10-03,
2015-10-04,
2015-10-05,4.1279
2015-10-06,-2.7143
2015-10-07,-2.3495
2015-10-08,2.8947000000000003
2015-10-09,2.1191
2015-10-10,
2015-10-11,
2015-10-12,2.1825
2015-10-13,-0.3501
2015-10-14,-2.7056
2015-10-15,2.1668
2015-10-16,0.7777
2015-10-17,
2015-10-18,
2015-10-19,-0.0351
2015-10-20,1.4737
2015-10-21,-3.0083
2015-10-22,0.107
2015-10-23,1.8162
2015-10-24,
2015-10-25,
2015-10-26,-0.035
2015-10-27,-0.6298
2015-10-28,1.1268
2015-10-29,0.766
2015-10-30,0.0346
2015-10-31,
2015-11-01,
2015-11-02,2.4525
2015-11-03,-0.1686
2015-11-04,1.1482999999999999
2015-11-05,-5.7763
2015-11-06,0.9922
2015-11-07,
2015-11-08,
2015-11-09,-0.2105
2015-11-10,5.0633
2015-11-11,1.6064
2015-11-12,-3.8867000000000003
2015-11-13,-1.7478
2015-11-14,
2015-11-15,
2015-11-16,-3.8368
2015-11-17,-3.8810000000000002
2015-11-18,1.8113000000000001
2015-11-19,-0.593
2015-11-20,1.1931
2015-11-21,
2015-11-22,
2015-11-23,2.9108
2015-11-24,1.5396
2015-11-25,1.9746000000000001
2015-11-26,
2015-11-27,0.0692
2015-11-28,
2015-11-29,
2015-11-30,-4.0083
2015-12-01,0.252
2015-12-02,-1.5798999999999999
2015-12-03,-2.6997
2015-12-04,0.7874
2015-12-05,
2015-12-06,
2015-12-07,1.5997
2015-12-08,0.3662
2015-12-09,3.1011
2015-12-10,-1.3093
2015-12-11,-4.2309
2015-12-12,
2015-12-13,
2015-12-14,-0.4118
2015-12-15,2.7068
2015-12-16,1.9766
2015-12-17,-1.1127
2015-12-18,-2.686
2015-12-19,
2015-12-20,
2015-12-21,0.6341
2015-12-22,-2.5204
2015-12-23,0.6464
2015-12-24,-0.2645
2015-12-25,
2015-12-26,
2015-12-27,
2015-12-28,-1.6288
2015-12-29,-0.3466
2015-12-30,-1.7002000000000002
2015-12-31,0.7469
2016-01-01,
2016-01-02,
2016-01-03,
2016-01-04,-2.6531000000000002
2016-01-05,-0.0401
2016-01-06,-3.0874
2016-01-07,-2.8962
2016-01-08,-0.1704
2016-01-09,
2016-01-10,
2016-01-11,-2.9023
2016-01-12,1.7582
2016-01-13,-2.5054
2016-01-14,-1.9052
2016-01-15,-1.5808
2016-01-16,
2016-01-17,
2016-01-18,
2016-01-19,0.7343
2016-01-20,4.5558
2016-01-21,-2.1786
2016-01-22,2.0045
2016-01-23,
2016-01-24,
2016-01-25,-1.9651
2016-01-26,3.1626
2016-01-27,0.2591
2016-01-28,0.9905
2016-01-29,4.9467
2016-01-30,
2016-01-31,
2016-02-01,-1.219
2016-02-02,1.6454
2016-02-03,-0.4047
2016-02-04,15.2377
2016-02-05,-1.0931
2016-02-06,
2016-02-07,
2016-02-08,-4.8485
2016-02-09,2.6976
2016-02-10,-1.3864
2016-02-11,-1.0359
2016-02-12,-1.0093
2016-02-13,
2016-02-14,
2016-02-15,
2016-02-16,1.9637
2016-02-17,7.2963000000000005
2016-02-18,-0.2761
2016-02-19,-0.1731
2016-02-20,
2016-02-21,
2016-02-22,-0.104
2016-02-23,-0.2777
2016-02-24,2.3669000000000002
2016-02-25,0.204
2016-02-26,-1.9002
2016-02-27,
2016-02-28,
2016-02-29,-1.4874
2016-03-01,-0.1404
2016-03-02,1.6878
2016-03-03,-2.8007999999999997
2016-03-04,-1.7431999999999999
2016-03-05,
2016-03-06,
2016-03-07,-0.6517
2016-03-08,0.7289
2016-03-09,-1.0854
2016-03-10,0.951
2016-03-11,-0.2899
2016-03-12,
2016-03-13,
2016-03-14,-1.1628
2016-03-15,-0.7721
2016-03-16,-0.1853
2016-03-17,0.928
2016-03-18,2.7951
2016-03-19,
2016-03-20,
2016-03-21,-3.3631
2016-03-22,-1.1107
2016-03-23,-0.8985
2016-03-24,0.8311
2016-03-25,
2016-03-26,
2016-03-27,
2016-03-28,1.6486
2016-03-29,1.2901
2016-03-30,0.655
2016-03-31,0.6146
2016-04-01,4.2041
2016-04-02,
2016-04-03,
2016-04-04,-0.7241
2016-04-05,-1.3894
2016-04-06,2.2543
2016-04-07,-0.4134
2016-04-08,0.1384
2016-04-09,
2016-04-10,
2016-04-11,-1.5889
2016-04-12,2.4219
2016-04-13,2.159
2016-04-14,-0.7716
2016-04-15,3.4145
2016-04-16,
2016-04-17,
2016-04-18,-0.7192
2016-04-19,-1.2183
2016-04-20,-0.1333
2016-04-21,-0.8678
2016-04-22,-0.6397
2016-04-23,
2016-04-24,
2016-04-25,0.9827
2016-04-26,-0.5705
2016-04-27,1.1812
2016-04-28,0.1668
2016-04-29,1.2321
2016-04-30,
2016-05-01,
2016-05-02,2.1711
2016-05-03,-8.725
2016-05-04,-3.7743
2016-05-05,-1.063
2016-05-06,-0.4817
2016-05-07,
2016-05-08,
2016-05-09,-0.968
2016-05-10,1.3158
2016-05-11,-2.7829
2016-05-12,-1.2595
2016-05-13,-1.4302000000000001
2016-05-14,
2016-05-15,
2016-05-16,-0.0392
2016-05-17,2.0008
2016-05-18,-2.7308
2016-05-19,-0.6327
2016-05-20,0.3183
2016-05-21,
2016-05-22,
2016-05-23,2.261
2016-05-24,1.0861
2016-05-25,-1.1896
2016-05-26,1.3592
2016-05-27,0.613
2016-05-28,
2016-05-29,
2016-05-30,
2016-05-31,0.3046
2016-06-01,0.9491
2016-06-02,0.9026
2016-06-03,-2.0872
2016-06-04,
2016-06-05,
2016-06-06,2.1698
2016-06-07,-1.7884
2016-06-08,-0.1897
2016-06-09,1.5583
2016-06-10,0.6362
2016-06-11,
2016-06-12,
2016-06-13,-1.971
2016-06-14,0.569
2016-06-15,-0.4149
2016-06-16,-0.5682
2016-06-17,0.0
2016-06-18,
2016-06-19,
2016-06-20,0.3048
2016-06-21,0.1519
2016-06-22,0.5309
2016-06-23,0.8299
2016-06-24,-5.1253
2016-06-25,
2016-06-26,
2016-06-27,-0.0789
2016-06-28,0.0395
2016-06-29,1.4201
2016-06-30,1.0891
2016-07-01,0.885
2016-07-02,
2016-07-03,
2016-07-04,
2016-07-05,-0.1526
2016-07-06,0.0764
2016-07-07,0.916
2016-07-08,2.6475
2016-07-09,
2016-07-10,
2016-07-11,-0.1842
2016-07-12,0.4799
2016-07-13,0.1837
2016-07-14,0.5134
2016-07-15,0.6932
2016-07-16,
2016-07-17,
2016-07-18,0.3623
2016-07-19,-1.444
2016-07-20,-0.6227
2016-07-21,-1.8798
2016-07-22,-0.0751
2016-07-23,
2016-07-24,
2016-07-25,0.3759
2016-07-26,1.3483
2016-07-27,-1.1086
2016-07-28,-0.5979
2016-07-29,1.015
2016-07-30,
2016-07-31,
2016-08-01,0.1489
2016-08-02,-0.1858
2016-08-03,0.8563
2016-08-04,0.3691
2016-08-05,1.655
2016-08-06,
2016-08-07,
2016-08-08,1.3386
2016-08-09,-0.3035
2016-08-10,1.2297
2016-08-11,3.4298
2016-08-12,0.0691
2016-08-13,
2016-08-14,
2016-08-15,2.6924
2016-08-16,-4.9412
2016-08-17,-2.0156
2016-08-18,3.1397
2016-08-19,0.3149
2016-08-20,
2016-08-21,
2016-08-22,0.8371
2016-08-23,-2.3175
2016-08-24,-1.5227
2016-08-25,-0.6113
2016-08-26,-0.398
2016-08-27,
2016-08-28,
2016-08-29,-0.2906
2016-08-30,-0.6557
2016-08-31,-1.1735
2016-09-01,-4.6011
2016-09-02,2.8005
2016-09-03,
2016-09-04,
2016-09-05,
2016-09-06,-2.081
2016-09-07,-3.0139
2016-09-08,-1.2749
2016-09-09,-2.1388
2016-09-10,
2016-09-11,
2016-09-12,1.2371
2016-09-13,-1.6701000000000001
2016-09-14,-0.2071
2016-09-15,0.9963
2016-09-16,0.6165
2016-09-17,
2016-09-18,
2016-09-19,-1.8791
2016-09-20,0.2914
2016-09-21,-0.9963
2016-09-22,-0.5031
2016-09-23,-1.4328
2016-09-24,
2016-09-25,
2016-09-26,0.7696
2016-09-27,-0.5091
2016-09-28,1.5777999999999999
2016-09-29,-3.1066
2016-09-30,1.8197999999999999
2016-10-01,
2016-10-02,
2016-10-03,1.234
2016-10-04,0.7987
2016-10-05,4.6706
2016-10-06,-1.3546
2016-10-07,-4.6446
2016-10-08,
2016-10-09,
2016-10-10,-2.9648
2016-10-11,0.2182
2016-10-12,1.7856999999999998
2016-10-13,0.4707
2016-10-14,-0.5963
2016-10-15,
2016-10-16,
2016-10-17,0.2142
2016-10-18,0.171
2016-10-19,0.5122
2016-10-20,-0.7219
2016-10-21,-1.6253
2016-10-22,
2016-10-23,
2016-10-24,-1.0435
2016-10-25,1.5377999999999998
2016-10-26,-0.7789
2016-10-27,-0.9158
2016-10-28,0.7923
2016-10-29,
2016-10-30,
2016-10-31,0.393
2016-11-01,-2.4358
2016-11-02,-0.8025
2016-11-03,0.4494
2016-11-04,-2.0582
2016-11-05,
2016-11-06,
2016-11-07,1.4619
2016-11-08,-1.4408
2016-11-09,-10.233
2016-11-10,-5.598
2016-11-11,0.593
2016-11-12,
2016-11-13,
2016-11-14,-2.2508
2016-11-15,0.1096
2016-11-16,0.4929
2016-11-17,1.3624
2016-11-18,0.8065
2016-11-19,
