date,TMUS UW Equity
2015-10-29,-4.6553
2015-10-30,1.0939
2015-10-31,
2015-11-01,
2015-11-02,1.0557
2015-11-03,0.9663
2015-11-04,0.5173
2015-11-05,1.4925
2015-11-06,-0.8367
2015-11-07,
2015-11-08,
2015-11-09,-1.4062999999999999
2015-11-10,-3.9678
2015-11-11,0.9992
2015-11-12,1.5241
2015-11-13,1.9752
2015-11-14,
2015-11-15,
2015-11-16,-2.1952
2015-11-17,0.7394
2015-11-18,-2.1756
2015-11-19,1.0986
2015-11-20,1.8818000000000001
2015-11-21,
2015-11-22,
2015-11-23,-1.0666
2015-11-24,0.9466
2015-11-25,-3.6989
2015-11-26,
2015-11-27,-0.2164
2015-11-28,
2015-11-29,
2015-11-30,-3.768
2015-12-01,1.9155
2015-12-02,-1.2713999999999999
2015-12-03,-3.2475
2015-12-04,2.5752
2015-12-05,
2015-12-06,
2015-12-07,3.2157999999999998
2015-12-08,0.8199
2015-12-09,-2.2228
2015-12-10,0.7485
2015-12-11,-0.9356
2015-12-12,
2015-12-13,
2015-12-14,1.4444
2015-12-15,4.4907
2015-12-16,2.5419
2015-12-17,0.1789
2015-12-18,-3.3418
2015-12-19,
2015-12-20,
2015-12-21,2.8767
2015-12-22,0.7183
2015-12-23,2.216
2015-12-24,-1.1463
2015-12-25,
2015-12-26,
2015-12-27,
2015-12-28,0.2773
2015-12-29,0.8547
2015-12-30,-0.9472
2015-12-31,-1.5601
2016-01-01,
2016-01-02,
2016-01-03,
2016-01-04,-0.4346
2016-01-05,3.2606
2016-01-06,-0.4227
2016-01-07,1.1486
2016-01-08,-1.5552000000000001
2016-01-09,
2016-01-10,
2016-01-11,-0.5015
2016-01-12,0.9577
2016-01-13,-3.0205
2016-01-14,1.3900000000000001
2016-01-15,-4.0619
2016-01-16,
2016-01-17,
2016-01-18,
2016-01-19,-0.3705
2016-01-20,-0.7703
2016-01-21,-0.6959
2016-01-22,2.0216
2016-01-23,
2016-01-24,
2016-01-25,0.1057
2016-01-26,4.0644
2016-01-27,-2.3586
2016-01-28,0.4416
2016-01-29,3.8273
2016-01-30,
2016-01-31,
2016-02-01,1.0959
2016-02-02,-3.252
2016-02-03,-2.3682
2016-02-04,0.939
2016-02-05,-7.8553
2016-02-06,
2016-02-07,
2016-02-08,-4.7672
2016-02-09,-0.2061
2016-02-10,2.0065
2016-02-11,-1.562
2016-02-12,3.1737
2016-02-13,
2016-02-14,
2016-02-15,
2016-02-16,3.8166
2016-02-17,1.0974
2016-02-18,-0.597
2016-02-19,-4.5864
2016-02-20,
2016-02-21,
2016-02-22,2.5179
2016-02-23,1.0327
2016-02-24,1.6021999999999998
2016-02-25,4.2958
2016-02-26,-2.3201
2016-02-27,
2016-02-28,
2016-02-29,-0.9875
2016-03-01,4.1779
2016-03-02,0.3105
2016-03-03,0.5159
2016-03-04,-1.2574
2016-03-05,
2016-03-06,
2016-03-07,0.4158
2016-03-08,0.8023
2016-03-09,-1.9255
2016-03-10,-1.6492
2016-03-11,0.4791
2016-03-12,
2016-03-13,
2016-03-14,-1.7483
2016-03-15,-0.8628
2016-03-16,1.115
2016-03-17,-0.0538
2016-03-18,-0.6189
2016-03-19,
2016-03-20,
2016-03-21,1.1373
2016-03-22,-0.1874
2016-03-23,-0.5633
2016-03-24,-0.1888
2016-03-25,
2016-03-26,
2016-03-27,
2016-03-28,0.1081
2016-03-29,3.7527
2016-03-30,0.026
2016-03-31,-0.3642
2016-04-01,2.7676
2016-04-02,
2016-04-03,
2016-04-04,0.7622
2016-04-05,-1.3111
2016-04-06,-0.1022
2016-04-07,-0.7161
2016-04-08,-0.3091
2016-04-09,
2016-04-10,
2016-04-11,-0.155
2016-04-12,0.647
2016-04-13,-0.1029
2016-04-14,-0.103
2016-04-15,1.2368000000000001
2016-04-16,
2016-04-17,
2016-04-18,-0.1018
2016-04-19,1.5159
2016-04-20,0.7655
2016-04-21,0.2491
2016-04-22,-0.0745
2016-04-23,
2016-04-24,
2016-04-25,2.3869
2016-04-26,-4.4925
2016-04-27,0.9408
2016-04-28,0.1511
2016-04-29,-1.2072
2016-04-30,
2016-05-01,
2016-05-02,1.8075
2016-05-03,-0.8252
2016-05-04,-1.412
2016-05-05,0.3836
2016-05-06,0.6115
2016-05-07,
2016-05-08,
2016-05-09,1.0382
2016-05-10,2.2807
2016-05-11,0.0245
2016-05-12,-0.245
2016-05-13,-0.1965
2016-05-14,
2016-05-15,
2016-05-16,-0.0492
2016-05-17,0.2462
2016-05-18,-0.0982
2016-05-19,0.3196
2016-05-20,2.1808
2016-05-21,
2016-05-22,
2016-05-23,-0.1439
2016-05-24,0.5524
2016-05-25,0.5971
2016-05-26,1.2107999999999999
2016-05-27,-0.2111
2016-05-28,
2016-05-29,
2016-05-30,
2016-05-31,0.5172
2016-06-01,-0.3274
2016-06-02,1.3374
2016-06-03,1.0188
2016-06-04,
2016-06-05,
2016-06-06,-1.2835
2016-06-07,1.5556
2016-06-08,0.3887
2016-06-09,-1.8902
2016-06-10,-2.6695
2016-06-11,
2016-06-12,
2016-06-13,0.3339
2016-06-14,0.6656
2016-06-15,-1.6293
2016-06-16,0.24
2016-06-17,0.0239
2016-06-18,
2016-06-19,
2016-06-20,1.221
2016-06-21,1.5137
2016-06-22,-0.5126
2016-06-23,2.2717
2016-06-24,-5.885
2016-06-25,
2016-06-26,
2016-06-27,0.2433
2016-06-28,3.1796
2016-06-29,2.2112
2016-06-30,-0.4143
2016-07-01,-0.6471
2016-07-02,
2016-07-03,
2016-07-04,
2016-07-05,0.5117
2016-07-06,-0.1389
2016-07-07,-0.4403
2016-07-08,1.4432
2016-07-09,
2016-07-10,
2016-07-11,1.0555
2016-07-12,-0.9083
2016-07-13,1.3061
2016-07-14,-0.4071
2016-07-15,0.863
2016-07-16,
2016-07-17,
2016-07-18,-0.0901
2016-07-19,0.0225
2016-07-20,0.3605
2016-07-21,0.2919
2016-07-22,1.7238
2016-07-23,
2016-07-24,
2016-07-25,-0.8803
2016-07-26,-0.1332
2016-07-27,1.4673
2016-07-28,1.2708
2016-07-29,0.2596
2016-07-30,
2016-07-31,
2016-08-01,1.5753
2016-08-02,-0.5524
2016-08-03,0.8545
2016-08-04,0.2542
2016-08-05,0.9508
2016-08-06,
2016-08-07,
2016-08-08,-0.3558
2016-08-09,0.063
2016-08-10,-0.9236
2016-08-11,-0.7839
2016-08-12,0.2562
2016-08-13,
2016-08-14,
2016-08-15,-0.3834
2016-08-16,-1.1332
2016-08-17,0.3028
2016-08-18,1.2937
2016-08-19,-1.5112999999999999
2016-08-20,
2016-08-21,
2016-08-22,0.9509
2016-08-23,0.2569
2016-08-24,-1.3239
2016-08-25,0.1515
2016-08-26,-0.6914
2016-08-27,
2016-08-28,
2016-08-29,1.6754
2016-08-30,-1.3482
2016-08-31,0.5206
2016-09-01,-0.1942
2016-09-02,2.2486
2016-09-03,
2016-09-04,
2016-09-05,
2016-09-06,-0.1692
2016-09-07,-1.0167
2016-09-08,-0.0428
2016-09-09,-4.4315999999999995
2016-09-10,
2016-09-11,
2016-09-12,2.8898
2016-09-13,-1.2846
2016-09-14,1.1689
2016-09-15,2.8559
2016-09-16,-1.3353
2016-09-17,
2016-09-18,
2016-09-19,-1.3319
2016-09-20,-3.1134
2016-09-21,3.1011
2016-09-22,2.5065
2016-09-23,0.5528
2016-09-24,
2016-09-25,
2016-09-26,-0.7824
2016-09-27,-0.0426
2016-09-28,-0.1919
2016-09-29,-0.7477
2016-09-30,0.5596
2016-10-01,
2016-10-02,
2016-10-03,0.3425
2016-10-04,-0.2773
2016-10-05,-1.4652
2016-10-06,-1.2265
2016-10-07,-0.5055
2016-10-08,
2016-10-09,
2016-10-10,1.9439
2016-10-11,-1.1701
2016-10-12,0.9209
2016-10-13,-0.0434
2016-10-14,0.4782
2016-10-15,
2016-10-16,
2016-10-17,0.6273
2016-10-18,1.7842
2016-10-19,-0.0634
2016-10-20,-0.5706
2016-10-21,-0.6376
2016-10-22,
2016-10-23,
2016-10-24,9.4973
2016-10-25,-3.1061
2016-10-26,-0.2016
2016-10-27,0.0
2016-10-28,-0.303
2016-10-29,
2016-10-30,
2016-10-31,0.77
2016-11-01,-0.8848
2016-11-02,-0.2232
2016-11-03,0.6913
2016-11-04,-0.3433
2016-11-05,
2016-11-06,
2016-11-07,2.0263
2016-11-08,0.2185
2016-11-09,5.0535
2016-11-10,-1.5657
2016-11-11,0.6899
2016-11-12,
2016-11-13,
2016-11-14,0.7233
2016-11-15,1.0204
2016-11-16,-1.3655
2016-11-17,1.2517
2016-11-18,0.3746
2016-11-19,
2016-11-20,
2016-11-21,0.2426
2016-11-22,0.968
2016-11-23,0.1844
2016-11-24,
2016-11-25,0.4601
2016-11-26,
2016-11-27,
2016-11-28,0.7144
2016-11-29,0.7457
2016-11-30,-2.1303
2016-12-01,0.0922
2016-12-02,0.3317
2016-12-03,
2016-12-04,
2016-12-05,1.0654
2016-12-06,1.763
2016-12-07,4.2865
2016-12-08,0.274
2016-12-09,-3.0914
2016-12-10,
2016-12-11,
2016-12-12,-1.0751
2016-12-13,0.9264
2016-12-14,-0.1765
2016-12-15,1.2378
2016-12-16,-0.4192
2016-12-17,
2016-12-18,
2016-12-19,1.3857
2016-12-20,0.4498
2016-12-21,-0.4134
2016-12-22,0.4497
2016-12-23,-0.1033
2016-12-24,
2016-12-25,
2016-12-26,
2016-12-27,0.5171
2016-12-28,-0.5487
2016-12-29,0.0862
2016-12-30,-0.9302
2016-12-31,
2017-01-01,
2017-01-02,
2017-01-03,1.4085
2017-01-04,0.8573
2017-01-05,-2.0571
2017-01-06,-1.4581
2017-01-07,
2017-01-08,
2017-01-09,-0.1761
2017-01-10,3.6527
2017-01-11,-2.1791
2017-01-12,-0.5395
2017-01-13,0.07
2017-01-14,
2017-01-15,
2017-01-16,
2017-01-17,-0.2448
2017-01-18,2.8221
2017-01-19,2.4037
2017-01-20,-0.7491
2017-01-21,
2017-01-22,
2017-01-23,1.0399
2017-01-24,-0.0332
2017-01-25,0.8635
2017-01-26,4.3299
2017-01-27,-1.4990999999999999
2017-01-28,
2017-01-29,
2017-01-30,-2.0666
2017-01-31,1.8649
2017-02-01,1.5899
2017-02-02,-3.3354
2017-02-03,0.3434
2017-02-04,
2017-02-05,
2017-02-06,-0.6519
2017-02-07,1.5255999999999998
2017-02-08,0.0
2017-02-09,0.5817
2017-02-10,0.2249
2017-02-11,
2017-02-12,
2017-02-13,-2.3882
2017-02-14,1.1494
2017-02-15,-0.4951
2017-02-16,-1.1175
2017-02-17,5.4611
2017-02-18,
2017-02-19,
2017-02-20,
2017-02-21,-1.1264
2017-02-22,-0.1899
2017-02-23,-1.6011
2017-02-24,0.2256
2017-02-25,
2017-02-26,
2017-02-27,-0.0643
2017-02-28,0.5791
2017-03-01,-0.3039
2017-03-02,0.3208
2017-03-03,1.631
2017-03-04,
2017-03-05,
2017-03-06,-1.1328
2017-03-07,-1.9255
2017-03-08,-0.357
2017-03-09,-0.4397
2017-03-10,0.5561
2017-03-11,
2017-03-12,
2017-03-13,0.5856
2017-03-14,-0.7924
2017-03-15,2.6732
2017-03-16,-0.9525
2017-03-17,1.7791000000000001
2017-03-18,
2017-03-19,
2017-03-20,-0.6142
2017-03-21,-1.0141
2017-03-22,1.2806
2017-03-23,-0.2371
2017-03-24,1.6635
2017-03-25,
2017-03-26,
2017-03-27,0.0779
2017-03-28,0.0156
2017-03-29,0.794
2017-03-30,0.6024
2017-03-31,-0.8291
2017-04-01,
2017-04-02,
2017-04-03,-1.6101999999999999
2017-04-04,0.2046
2017-04-05,-0.2827
2017-04-06,-0.4094
2017-04-07,0.5376
2017-04-08,
2017-04-09,
2017-04-10,0.4876
2017-04-11,0.0626
2017-04-12,-0.0156
2017-04-13,0.1877
2017-04-14,
2017-04-15,
2017-04-16,
2017-04-17,1.4054
2017-04-18,-0.5082
2017-04-19,0.8048
2017-04-20,-0.4913
2017-04-21,-0.1697
2017-04-22,
2017-04-23,
2017-04-24,1.9011
2017-04-25,2.1538
2017-04-26,0.3415
2017-04-27,0.2368
2017-04-28,-0.6938
2017-04-29,
2017-04-30,
2017-05-01,1.546
2017-05-02,-2.0056
2017-05-03,-2.3753
2017-05-04,0.1989
2017-05-05,1.5425
2017-05-06,
2017-05-07,
2017-05-08,-0.5114
2017-05-09,-0.9826
2017-05-10,0.7634
2017-05-11,-0.2879
2017-05-12,-0.3951
2017-05-13,
2017-05-14,
2017-05-15,0.2136
2017-05-16,0.3349
2017-05-17,-3.0344
2017-05-18,2.8321
2017-05-19,0.989
2017-05-20,
2017-05-21,
2017-05-22,1.2807
2017-05-23,0.5951
2017-05-24,0.3993
2017-05-25,-0.0442
2017-05-26,-0.0884
2017-05-27,
2017-05-28,
2017-05-29,
2017-05-30,-1.0619
2017-05-31,0.5069
2017-06-01,0.712
2017-06-02,0.6186
2017-06-03,
2017-06-04,
2017-06-05,-1.3466
2017-06-06,-1.9139
2017-06-07,-0.2874
2017-06-08,-0.3489
2017-06-09,-2.8163
2017-06-10,
2017-06-11,
2017-06-12,1.3001
2017-06-13,-1.0206
2017-06-14,-1.1561
2017-06-15,0.5216
2017-06-16,-0.739
2017-06-17,
2017-06-18,
2017-06-19,1.3939
2017-06-20,-0.0469
2017-06-21,-0.6408
2017-06-22,-0.0157
2017-06-23,-0.2517
2017-06-24,
2017-06-25,
2017-06-26,-0.3943
2017-06-27,-3.3888
2017-06-28,0.7704
2017-06-29,-1.9193
2017-06-30,0.5307
2017-07-01,
2017-07-02,
2017-07-03,-1.0228
2017-07-04,
2017-07-05,-0.0833
2017-07-06,-0.834
2017-07-07,0.942
2017-07-08,
2017-07-09,
2017-07-10,1.3164
2017-07-11,0.7072
2017-07-12,0.4573
2017-07-13,-0.9755
2017-07-14,0.5418
2017-07-15,
2017-07-16,
2017-07-17,0.2286
2017-07-18,0.0163
2017-07-19,0.9448
2017-07-20,-1.3716
2017-07-21,2.3887
2017-07-22,
2017-07-23,
2017-07-24,-0.0799
2017-07-25,-0.2719
2017-07-26,0.0481
2017-07-27,-1.2342
2017-07-28,0.2597
2017-07-29,
2017-07-30,
2017-07-31,-0.1942
2017-08-01,2.2867
2017-08-02,0.8879
2017-08-03,0.1572
2017-08-04,1.2396
2017-08-05,
2017-08-06,
2017-08-07,-0.403
2017-08-08,-0.5602
2017-08-09,-0.1565
2017-08-10,-2.0846
2017-08-11,1.8249
2017-08-12,
2017-08-13,
2017-08-14,0.2673
2017-08-15,0.1568
2017-08-16,0.6262
2017-08-17,-2.0068
2017-08-18,0.0159
2017-08-19,
2017-08-20,
2017-08-21,-0.2698
2017-08-22,2.467
2017-08-23,-0.5902
2017-08-24,-0.0469
2017-08-25,-0.3595
2017-08-26,
2017-08-27,
2017-08-28,-0.0314
2017-08-29,-0.3923
2017-08-30,1.2288999999999999
2017-08-31,0.716
2017-09-01,-0.8499
2017-09-02,
2017-09-03,
2017-09-04,
2017-09-05,-0.8105
2017-09-06,0.2357
2017-09-07,-0.7054
2017-09-08,-0.9473
2017-09-09,
2017-09-10,
2017-09-11,0.4622
2017-09-12,-0.0793
2017-09-13,-0.2858
2017-09-14,-2.5955
2017-09-15,0.0
2017-09-16,
2017-09-17,
2017-09-18,1.0299
2017-09-19,5.8576
2017-09-20,-2.9043
2017-09-21,-0.2047
2017-09-22,1.0569
2017-09-23,
2017-09-24,
2017-09-25,-1.8264
2017-09-26,0.2226
2017-09-27,-1.0154
2017-09-28,-0.7533
2017-09-29,-0.4199
2017-09-30,
2017-10-01,
2017-10-02,-0.2271
2017-10-03,0.2601
2017-10-04,-0.2918
2017-10-05,0.0325
2017-10-06,1.4466999999999999
2017-10-07,
2017-10-08,
2017-10-09,-1.362
2017-10-10,-0.5361
2017-10-11,-0.0817
2017-10-12,0.1635
2017-10-13,0.1795
2017-10-14,
2017-10-15,
2017-10-16,-0.6842
2017-10-17,-0.0492
2017-10-18,-0.4266
2017-10-19,1.3678
2017-10-20,-1.7069999999999999
2017-10-21,
2017-10-22,
2017-10-23,1.6705
2017-10-24,1.3176999999999999
2017-10-25,-0.562
2017-10-26,-0.3229
2017-10-27,1.9763
2017-10-28,
2017-10-29,
2017-10-30,-5.3535
2017-10-31,0.3189
2017-11-01,-0.0335
2017-11-02,-2.4268
2017-11-03,1.0463
2017-11-04,
2017-11-05,
2017-11-06,-5.7206
2017-11-07,-0.3241
2017-11-08,1.5535
2017-11-09,-0.3913
2017-11-10,1.4285999999999999
2017-11-11,
2017-11-12,
2017-11-13,-0.6338
2017-11-14,0.1772
2017-11-15,0.2653
2017-11-16,5.486
2017-11-17,0.3679
2017-11-18,
2017-11-19,
2017-11-20,0.4665
2017-11-21,0.1824
2017-11-22,1.556
2017-11-23,
2017-11-24,0.5379
2017-11-25,
2017-11-26,
2017-11-27,1.7833999999999999
2017-11-28,-2.23
2017-11-29,0.7331
