date,PSX UN Equity
2013-03-17,
2013-03-18,1.3718
2013-03-19,0.5843
2013-03-20,3.2564
2013-03-21,-1.066
2013-03-22,1.0925
2013-03-23,
2013-03-24,
2013-03-25,-1.0215
2013-03-26,0.5684
2013-03-27,1.5318
2013-03-28,2.4901
2013-03-29,
2013-03-30,
2013-03-31,
2013-04-01,-0.8718
2013-04-02,-3.6332
2013-04-03,-6.553
2013-04-04,-0.1121
2013-04-05,-0.1282
2013-04-06,
2013-04-07,
2013-04-08,2.1024
2013-04-09,1.6347
2013-04-10,-1.2372
2013-04-11,-2.8970000000000002
2013-04-12,-2.1609
2013-04-13,
2013-04-14,
2013-04-15,-5.192
2013-04-16,3.0598
2013-04-17,-2.1761
2013-04-18,-1.3106
2013-04-19,1.0659
2013-04-20,
2013-04-21,
2013-04-22,2.749
2013-04-23,2.8942
2013-04-24,1.0957
2013-04-25,0.1294
2013-04-26,-0.4847
2013-04-27,
2013-04-28,
2013-04-29,0.3247
2013-04-30,-1.3754
2013-05-01,-2.1001
2013-05-02,1.0558
2013-05-03,3.1177
2013-05-04,
2013-05-05,
2013-05-06,2.7179
2013-05-07,0.9551
2013-05-08,-1.6594
2013-05-09,-2.0186
2013-05-10,-1.2071
2013-05-11,
2013-05-12,
2013-05-13,0.9612
2013-05-14,3.4049
2013-05-15,1.3577
2013-05-16,-1.2279
2013-05-17,2.5376
2013-05-18,
2013-05-19,
2013-05-20,0.7638
2013-05-21,-0.8187
2013-05-22,-0.0459
2013-05-23,-0.2141
2013-05-24,0.3372
2013-05-25,
2013-05-26,
2013-05-27,
2013-05-28,1.6038000000000001
2013-05-29,0.4811
2013-05-30,-0.1047
2013-05-31,-0.2995
2013-06-01,
2013-06-02,
2013-06-03,-0.7361
2013-06-04,-1.362
2013-06-05,-2.4087
2013-06-06,2.1852
2013-06-07,1.3385
2013-06-08,
2013-06-09,
2013-06-10,-1.1538
2013-06-11,-1.7662
2013-06-12,-1.0163
2013-06-13,1.8954
2013-06-14,-1.0851
2013-06-15,
2013-06-16,
2013-06-17,0.7052
2013-06-18,0.2023
2013-06-19,-1.1803
2013-06-20,-5.0919
2013-06-21,-1.8877000000000002
2013-06-22,
2013-06-23,
2013-06-24,-3.4768
2013-06-25,3.8818
2013-06-26,0.5218
2013-06-27,-0.8372
2013-06-28,-0.5235
2013-06-29,
2013-06-30,
2013-07-01,-0.017
2013-07-02,-3.09
2013-07-03,1.0512
2013-07-04,
2013-07-05,-0.7628
2013-07-06,
2013-07-07,
2013-07-08,2.638
2013-07-09,-0.4085
2013-07-10,-4.136
2013-07-11,2.9774000000000003
2013-07-12,2.3026
2013-07-13,
2013-07-14,
2013-07-15,0.2369
2013-07-16,-2.6845
2013-07-17,0.694
2013-07-18,-1.9297
2013-07-19,1.0014
2013-07-20,
2013-07-21,
2013-07-22,0.8175
2013-07-23,2.6398
2013-07-24,-1.0926
2013-07-25,0.9857
2013-07-26,-0.7068
2013-07-27,
2013-07-28,
2013-07-29,-0.0678
2013-07-30,-0.8311
2013-07-31,5.1821
2013-08-01,-1.5935000000000001
2013-08-02,-3.4865
2013-08-03,
2013-08-04,
2013-08-05,-1.0443
2013-08-06,0.8824
2013-08-07,-0.6002
2013-08-08,1.7943
2013-08-09,-0.1356
2013-08-10,
2013-08-11,
2013-08-12,-1.2729
2013-08-13,1.5816
2013-08-14,0.0212
2013-08-15,-2.7896
2013-08-16,-1.4873
2013-08-17,
2013-08-18,
2013-08-19,-1.7052
2013-08-20,3.0177
2013-08-21,1.6488
2013-08-22,0.2761
2013-08-23,0.0
2013-08-24,
2013-08-25,
2013-08-26,0.0344
2013-08-27,-1.7719
2013-08-28,1.6287
2013-08-29,-0.5342
2013-08-30,-1.0742
2013-08-31,
2013-09-01,
2013-09-02,
2013-09-03,1.7688000000000001
2013-09-04,1.5832000000000002
2013-09-05,-2.0837
2013-09-06,-0.6574
2013-09-07,
2013-09-08,
2013-09-09,0.0871
2013-09-10,-1.1832
2013-09-11,0.2465
2013-09-12,-0.8431
2013-09-13,1.2046000000000001
2013-09-14,
2013-09-15,
2013-09-16,-0.5251
2013-09-17,-1.3725
2013-09-18,2.1409
2013-09-19,1.5721
2013-09-20,-0.3783
2013-09-21,
2013-09-22,
2013-09-23,-0.8976
2013-09-24,0.6271
2013-09-25,0.4847
2013-09-26,0.7407
2013-09-27,0.0855
2013-09-28,
2013-09-29,
2013-09-30,-1.2131
2013-10-01,0.1384
2013-10-02,2.2107
2013-10-03,0.6421
2013-10-04,-0.6548
2013-10-05,
2013-10-06,
2013-10-07,-2.1464
2013-10-08,-1.7444
2013-10-09,0.0176
2013-10-10,2.935
2013-10-11,2.322
2013-10-12,
2013-10-13,
2013-10-14,0.9177
2013-10-15,-1.6204
2013-10-16,2.0672
2013-10-17,2.4535
2013-10-18,2.0251
2013-10-19,
2013-10-20,
2013-10-21,0.6774
2013-10-22,1.5178
2013-10-23,-0.3391
2013-10-24,-2.2116
2013-10-25,0.2689
2013-10-26,
2013-10-27,
2013-10-28,-0.1893
2013-10-29,1.359
2013-10-30,1.6994
2013-10-31,-1.2264
2013-11-01,-0.4656
2013-11-02,
2013-11-03,
2013-11-04,0.4834
2013-11-05,-0.2638
2013-11-06,0.14
2013-11-07,-0.808
2013-11-08,2.3810000000000002
2013-11-09,
2013-11-10,
2013-11-11,0.1989
2013-11-12,0.4734
2013-11-13,0.9784
2013-11-14,2.2861000000000002
2013-11-15,-0.6809
2013-11-16,
2013-11-17,
2013-11-18,0.1639
2013-11-19,0.8332
2013-11-20,-1.0919
2013-11-21,0.7012
2013-11-22,1.4519
2013-11-23,
2013-11-24,
2013-11-25,0.2336
2013-11-26,0.1603
2013-11-27,1.9927000000000001
2013-11-28,
2013-11-29,-0.7273
2013-11-30,
2013-12-01,
2013-12-02,2.5140000000000002
2013-12-03,-1.065
2013-12-04,-1.4306
2013-12-05,0.2012
2013-12-06,2.1655
2013-12-07,
2013-12-08,
2013-12-09,0.8282
2013-12-10,-0.3063
2013-12-11,-1.0613
2013-12-12,0.5222
2013-12-13,0.5336
2013-12-14,
2013-12-15,
2013-12-16,1.4106
2013-12-17,-0.0138
2013-12-18,1.9008
2013-12-19,-1.4328
2013-12-20,1.5222
2013-12-21,
2013-12-22,
2013-12-23,0.5133
2013-12-24,0.4435
2013-12-25,
2013-12-26,0.5084
2013-12-27,-0.4925
2013-12-28,
2013-12-29,
2013-12-30,-0.0401
2013-12-31,3.2254
2014-01-01,
2014-01-02,-0.8816
2014-01-03,-0.2093
2014-01-04,
2014-01-05,
2014-01-06,0.9438
2014-01-07,0.013
2014-01-08,-0.1948
2014-01-09,1.6391
2014-01-10,-0.1664
2014-01-11,
2014-01-12,
2014-01-13,-2.8077
2014-01-14,0.897
2014-01-15,-1.242
2014-01-16,-0.1986
2014-01-17,0.8357
2014-01-18,
2014-01-19,
2014-01-20,
2014-01-21,1.1576
2014-01-22,0.2601
2014-01-23,0.1297
2014-01-24,-3.5751
2014-01-25,
2014-01-26,
2014-01-27,0.6179
2014-01-28,0.2403
2014-01-29,-1.1987
2014-01-30,-0.8358
2014-01-31,-0.6389
2014-02-01,
2014-02-02,
2014-02-03,-2.3669000000000002
2014-02-04,-0.3083
2014-02-05,-0.6607
2014-02-06,3.7215
2014-02-07,1.337
2014-02-08,
2014-02-09,
2014-02-10,-2.706
2014-02-11,2.5183
2014-02-12,-0.6074
2014-02-13,1.9011
2014-02-14,1.7147000000000001
2014-02-15,
2014-02-16,
2014-02-17,
2014-02-18,-0.7244
2014-02-19,-0.1459
2014-02-20,0.0266
2014-02-21,-0.4516
2014-02-22,
2014-02-23,
2014-02-24,1.7345000000000002
2014-02-25,1.6787
2014-02-26,-0.9932
2014-02-27,-2.6316
2014-02-28,0.1606
2014-03-01,
2014-03-02,
2014-03-03,0.0
2014-03-04,1.6297000000000001
2014-03-05,0.9595
2014-03-06,1.7315
2014-03-07,-0.0768
2014-03-08,
2014-03-09,
2014-03-10,0.7428
2014-03-11,0.5339
2014-03-12,1.1634
2014-03-13,-2.325
2014-03-14,0.7039
2014-03-15,
2014-03-16,
2014-03-17,0.8387
2014-03-18,1.2602
2014-03-19,-2.3895
2014-03-20,0.0893
2014-03-21,-0.7006
2014-03-22,
2014-03-23,
2014-03-24,-0.6799
2014-03-25,1.0075
2014-03-26,-1.266
2014-03-27,-0.4533
2014-03-28,-0.2732
2014-03-29,
2014-03-30,
2014-03-31,0.5349
2014-04-01,3.2702
2014-04-02,-0.4272
2014-04-03,1.7163
2014-04-04,-1.2779
2014-04-05,
2014-04-06,
2014-04-07,-2.0359
2014-04-08,-0.5003
2014-04-09,0.9928
2014-04-10,-2.0937
2014-04-11,0.0782
2014-04-12,
2014-04-13,
2014-04-14,1.6417000000000002
2014-04-15,0.8589
2014-04-16,3.0885
2014-04-17,-1.0233
2014-04-18,
2014-04-19,
2014-04-20,
2014-04-21,1.9183
2014-04-22,0.1956
2014-04-23,0.3903
2014-04-24,0.3281
2014-04-25,0.0242
2014-04-26,
2014-04-27,
2014-04-28,1.7678
2014-04-29,-0.3569
2014-04-30,-0.6328
2014-05-01,0.9974
2014-05-02,-0.6187
2014-05-03,
2014-05-04,
2014-05-05,0.4789
2014-05-06,0.3932
2014-05-07,0.9138
2014-05-08,-2.4815
2014-05-09,-1.218
2014-05-10,
2014-05-11,
2014-05-12,1.99
2014-05-13,0.8619
2014-05-14,-0.8308
2014-05-15,-1.2566
2014-05-16,-0.1829
2014-05-17,
2014-05-18,
2014-05-19,1.0628
2014-05-20,-0.9187
2014-05-21,-0.4636
2014-05-22,0.9683
2014-05-23,-0.4249
2014-05-24,
2014-05-25,
2014-05-26,
2014-05-27,0.1829
2014-05-28,0.9856
2014-05-29,1.6026
2014-05-30,0.5574
2014-05-31,
2014-06-01,
2014-06-02,0.5307
2014-06-03,-0.8212
2014-06-04,-0.9936
2014-06-05,-0.2151
2014-06-06,1.0057
2014-06-07,
2014-06-08,
2014-06-09,-0.7468
2014-06-10,-1.0749
2014-06-11,0.0724
2014-06-12,-0.1086
2014-06-13,0.8333
2014-06-14,
2014-06-15,
2014-06-16,-0.0599
2014-06-17,0.755
2014-06-18,0.5115
2014-06-19,0.8994
2014-06-20,0.7976
2014-06-21,
2014-06-22,
2014-06-23,0.4538
2014-06-24,-1.6101
2014-06-25,-4.2147
2014-06-26,0.9095
2014-06-27,-0.743
2014-06-28,
2014-06-29,
2014-06-30,-1.3008
2014-07-01,0.2114
2014-07-02,0.4963
2014-07-03,0.6173
2014-07-04,
2014-07-05,
2014-07-06,
2014-07-07,-1.227
2014-07-08,-1.5154999999999998
2014-07-09,0.6685
2014-07-10,-0.1002
2014-07-11,0.7024
2014-07-12,
2014-07-13,
2014-07-14,-0.4235
2014-07-15,1.4634
2014-07-16,-0.3452
2014-07-17,-1.6080999999999999
2014-07-18,1.6595
2014-07-19,
2014-07-20,
2014-07-21,-0.8657
2014-07-22,0.4242
2014-07-23,0.9565
2014-07-24,1.0213
2014-07-25,0.6699
2014-07-26,
2014-07-27,
2014-07-28,-0.0484
2014-07-29,-0.1695
2014-07-30,-0.9094
2014-07-31,-0.7465
2014-08-01,-0.7027
2014-08-02,
2014-08-03,
2014-08-04,1.6638
2014-08-05,-1.0625
2014-08-06,1.5676999999999999
2014-08-07,-0.9237
2014-08-08,1.8768
2014-08-09,
2014-08-10,
2014-08-11,-0.7947
2014-08-12,0.2063
2014-08-13,0.8721
2014-08-14,1.0993
2014-08-15,0.1195
2014-08-16,
2014-08-17,
2014-08-18,2.1721
2014-08-19,0.5607
2014-08-20,0.5924
2014-08-21,-0.4157
2014-08-22,-0.1739
2014-08-23,
2014-08-24,
2014-08-25,0.9409
2014-08-26,-0.2647
2014-08-27,-0.2654
2014-08-28,0.1967
2014-08-29,0.4734
2014-08-30,
2014-08-31,
2014-09-01,
2014-09-02,-0.0804
2014-09-03,0.3335
2014-09-04,-0.4127
2014-09-05,0.7251
2014-09-06,
2014-09-07,
2014-09-08,-0.5142
2014-09-09,-0.6777
2014-09-10,-1.5381
2014-09-11,-1.3272
2014-09-12,-1.1784
2014-09-13,
2014-09-14,
2014-09-15,1.06
2014-09-16,2.2408
2014-09-17,-0.1049
2014-09-18,0.2334
2014-09-19,-0.163
2014-09-20,
2014-09-21,
2014-09-22,-2.2274
2014-09-23,-0.6918
2014-09-24,-0.6846
2014-09-25,-1.1489
2014-09-26,0.5995
2014-09-27,
2014-09-28,
2014-09-29,-0.5594
2014-09-30,-0.5626
2014-10-01,-2.0662
2014-10-02,-2.3484
2014-10-03,-0.1543
2014-10-04,
2014-10-05,
2014-10-06,-0.3735
2014-10-07,0.0
2014-10-08,2.34
2014-10-09,-3.2213
2014-10-10,-0.3785
2014-10-11,
2014-10-12,
2014-10-13,-4.2846
2014-10-14,-3.3676
2014-10-15,-3.8249
2014-10-16,2.6808
2014-10-17,3.5863
2014-10-18,
2014-10-19,
2014-10-20,0.1939
2014-10-21,6.1645
2014-10-22,-1.8487
2014-10-23,0.9683
2014-10-24,0.4861
2014-10-25,
2014-10-26,
2014-10-27,-1.3204
2014-10-28,2.716
2014-10-29,-1.4704
2014-10-30,1.3222
2014-10-31,1.4212
2014-11-01,
2014-11-02,
2014-11-03,-2.3185000000000002
2014-11-04,-2.856
2014-11-05,0.3356
2014-11-06,0.9098
2014-11-07,-0.9547
2014-11-08,
2014-11-09,
2014-11-10,-0.2677
2014-11-11,-1.1544
2014-11-12,-0.1358
2014-11-13,-3.0257
2014-11-14,1.3412
2014-11-15,
2014-11-16,
2014-11-17,1.3931
2014-11-18,1.6213
2014-11-19,2.4473
2014-11-20,2.7188
2014-11-21,2.0429
2014-11-22,
2014-11-23,
2014-11-24,0.0
2014-11-25,0.1511
2014-11-26,-0.3269
2014-11-27,
2014-11-28,-7.8961
2014-11-29,
2014-11-30,
2014-12-01,-1.5886
2014-12-02,2.644
2014-12-03,1.4506999999999999
2014-12-04,0.1871
2014-12-05,-2.601
2014-12-06,
2014-12-07,
2014-12-08,-5.6012
2014-12-09,-0.1741
2014-12-10,-2.4706
2014-12-11,-0.4321
2014-12-12,-1.7061
2014-12-13,
2014-12-14,
2014-12-15,-0.8983
2014-12-16,2.9959
2014-12-17,1.9689999999999999
2014-12-18,0.9801
2014-12-19,4.0272
2014-12-20,
2014-12-21,
2014-12-22,-0.8077
2014-12-23,1.8672
2014-12-24,-0.634
2014-12-25,
2014-12-26,0.7628
2014-12-27,
2014-12-28,
2014-12-29,0.234
2014-12-30,0.1373
2014-12-31,-1.6731
2015-01-01,
2015-01-02,0.8229
2015-01-03,
2015-01-04,
2015-01-05,-6.0451
2015-01-06,-2.7974
2015-01-07,0.4393
2015-01-08,3.8908
2015-01-09,-2.2935
2015-01-10,
2015-01-11,
2015-01-12,-4.561
2015-01-13,-4.2653
2015-01-14,-3.3821
2015-01-15,-0.5554
2015-01-16,2.9447
2015-01-17,
2015-01-18,
2015-01-19,
2015-01-20,4.5866
2015-01-21,4.1339
2015-01-22,1.6
2015-01-23,1.7976999999999999
2015-01-24,
2015-01-25,
2015-01-26,-0.1751
2015-01-27,1.7544
2015-01-28,-1.7671999999999999
2015-01-29,3.0861
2015-01-30,-0.227
2015-01-31,
2015-02-01,
2015-02-02,3.5267
2015-02-03,2.8571
2015-02-04,-0.6143
2015-02-05,1.0615
2015-02-06,1.1834
2015-02-07,
2015-02-08,
2015-02-09,-0.2234
2015-02-10,-0.3424
2015-02-11,-1.9559
2015-02-12,1.9140000000000001
2015-02-13,2.0104
2015-02-14,
2015-02-15,
2015-02-16,
2015-02-17,0.3654
2015-02-18,-1.2354
2015-02-19,1.9487
2015-02-20,-0.1162
2015-02-21,
2015-02-22,
2015-02-23,2.5731
2015-02-24,0.8446
2015-02-25,-1.1375
2015-02-26,1.2265
2015-02-27,-1.9985
2015-02-28,
2015-03-01,
2015-03-02,-1.8608
2015-03-03,1.4156
2015-03-04,-0.1665
2015-03-05,-1.3853
2015-03-06,-1.9771
2015-03-07,
2015-03-08,
2015-03-09,1.2341
2015-03-10,-2.9624
2015-03-11,0.7024
2015-03-12,-0.5231
2015-03-13,0.6472
2015-03-14,
2015-03-15,
2015-03-16,2.2106
2015-03-17,-0.4457
2015-03-18,2.8571
2015-03-19,-0.7808
2015-03-20,1.7417
2015-03-21,
2015-03-22,
2015-03-23,-0.4185
2015-03-24,-1.1461000000000001
2015-03-25,1.7648000000000001
2015-03-26,-0.7089
2015-03-27,-1.0581
2015-03-28,
2015-03-29,
2015-03-30,2.5126
2015-03-31,-1.2066
2015-04-01,1.7048
2015-04-02,-2.2142
2015-04-03,
2015-04-04,
2015-04-05,
2015-04-06,0.4861
2015-04-07,-0.993
2015-04-08,-0.4629
2015-04-09,0.5167
2015-04-10,0.6811
2015-04-11,
2015-04-12,
2015-04-13,-1.7997999999999998
2015-04-14,1.1699
2015-04-15,1.4262000000000001
2015-04-16,0.38
2015-04-17,-1.5522
2015-04-18,
2015-04-19,
2015-04-20,1.6536
2015-04-21,0.2522
2015-04-22,1.7862
2015-04-23,0.3831
2015-04-24,0.4432
2015-04-25,
2015-04-26,
2015-04-27,-0.6373
2015-04-28,0.6661
2015-04-29,-0.7475
2015-04-30,-2.0864
2015-05-01,2.9
2015-05-02,
2015-05-03,
2015-05-04,-0.9435
2015-05-05,-0.4948
2015-05-06,-0.7708
2015-05-07,0.1503
2015-05-08,2.1141
2015-05-09,
2015-05-10,
2015-05-11,-1.3353
2015-05-12,-0.0497
2015-05-13,0.3354
2015-05-14,1.7581
2015-05-15,-0.7105
2015-05-16,
2015-05-17,
2015-05-18,0.3455
2015-05-19,-0.7746
2015-05-20,-0.223
2015-05-21,0.5961
2015-05-22,-0.037
2015-05-23,
2015-05-24,
2015-05-25,
2015-05-26,-1.9884
2015-05-27,-0.2142
2015-05-28,0.4672
2015-05-29,-0.553
2015-05-30,
2015-05-31,
2015-06-01,0.2907
2015-06-02,-0.3151
2015-06-03,-1.0114
2015-06-04,-1.175
2015-06-05,0.8659
2015-06-06,
2015-06-07,
2015-06-08,-1.1147
2015-06-09,-0.5053
2015-06-10,1.3153000000000001
2015-06-11,1.1183
2015-06-12,-1.2966
2015-06-13,
2015-06-14,
2015-06-15,0.5538
2015-06-16,0.397
2015-06-17,0.5741
2015-06-18,1.5093999999999999
2015-06-19,-0.4498
2015-06-20,
2015-06-21,
2015-06-22,-0.0879
2015-06-23,0.892
2015-06-24,-1.3946
2015-06-25,-0.3788
2015-06-26,0.9253
2015-06-27,
2015-06-28,
2015-06-29,-1.4192
2015-06-30,2.6372999999999998
2015-07-01,0.9186
2015-07-02,0.1845
2015-07-03,
2015-07-04,
2015-07-05,
2015-07-06,0.1105
2015-07-07,0.9934
2015-07-08,-4.6752
2015-07-09,1.2102
2015-07-10,2.5677
2015-07-11,
2015-07-12,
2015-07-13,2.3684
2015-07-14,0.1199
2015-07-15,-2.0953
2015-07-16,1.7610000000000001
2015-07-17,0.0361
2015-07-18,
2015-07-19,
2015-07-20,-1.0932
2015-07-21,-0.4251
2015-07-22,-0.183
2015-07-23,-0.5377
2015-07-24,-2.8996
2015-07-25,
2015-07-26,
2015-07-27,-2.9229000000000003
2015-07-28,2.5156
2015-07-29,1.7546
2015-07-30,-1.1371
2015-07-31,0.4803
2015-08-01,
2015-08-02,
2015-08-03,-1.0314
2015-08-04,-0.5338
2015-08-05,0.0256
2015-08-06,1.7374
2015-08-07,-0.0251
2015-08-08,
2015-08-09,
2015-08-10,3.6423
2015-08-11,1.43
2015-08-12,0.7407
2015-08-13,-0.8065
2015-08-14,-0.9389
2015-08-15,
2015-08-16,
2015-08-17,0.9235
2015-08-18,0.2288
2015-08-19,-2.9429
2015-08-20,-1.5718
2015-08-21,-4.7655
2015-08-22,
2015-08-23,
2015-08-24,-5.3868
2015-08-25,-1.549
2015-08-26,3.8979
2015-08-27,2.3465
2015-08-28,2.9459
2015-08-29,
2015-08-30,
2015-08-31,2.3825
2015-09-01,-1.8718
2015-09-02,1.2502
2015-09-03,-0.1273
2015-09-04,-1.6059
2015-09-05,
2015-09-06,
2015-09-07,
2015-09-08,3.4715
2015-09-09,0.9639
2015-09-10,0.4588
2015-09-11,-0.5184
2015-09-12,
2015-09-13,
2015-09-14,-2.9653
2015-09-15,1.2786
2015-09-16,-0.0252
