ticker,KR UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.3311
2000-01-04,3.3003
2000-01-05,1.5974
2000-01-06,-3.7736
2000-01-07,-0.9804
2000-01-10,-2.6403
2000-01-11,-0.678
2000-01-12,1.3652
2000-01-13,2.3569
2000-01-14,-2.9605
2000-01-18,-2.3729
2000-01-19,0.0
2000-01-20,-3.8194
2000-01-21,-2.8881
2000-01-24,-2.974
2000-01-25,-1.1494
2000-01-26,2.3256
2000-01-27,2.6515
2000-01-28,0.0
2000-01-31,2.583
2000-02-01,2.1583
2000-02-02,1.4085
2000-02-03,-0.3472
2000-02-04,-5.2265
2000-02-07,2.5735
2000-02-08,2.1505
2000-02-09,-4.5614
2000-02-10,-4.7794
2000-02-11,3.0888
2000-02-14,-2.2472
2000-02-15,4.2146
2000-02-16,-3.3088
2000-02-17,-3.0418
2000-02-18,-3.9215999999999998
2000-02-22,-0.8163
2000-02-23,-0.823
2000-02-24,-3.7344
2000-02-25,-2.1552
2000-02-28,6.6079
2000-02-29,-1.6529
2000-03-01,-0.8403
2000-03-02,-1.2711999999999999
2000-03-03,1.7167
2000-03-06,0.8439
2000-03-07,-1.6736
2000-03-08,4.6809
2000-03-09,-3.6585
2000-03-10,-0.4219
2000-03-13,1.2711999999999999
2000-03-14,-3.3473
2000-03-15,3.0303
2000-03-16,4.6218
2000-03-17,7.2289
2000-03-20,-3.7453
2000-03-21,3.5019
2000-03-22,3.3835
2000-03-23,-3.2727
2000-03-24,7.5188
2000-03-27,-2.4476
2000-03-28,-1.0753
2000-03-29,2.5362
2000-03-30,-1.4134
2000-03-31,0.7168
2000-04-03,7.4733
2000-04-04,6.9536
2000-04-05,0.3096
2000-04-06,-3.7037
2000-04-07,-1.2821
2000-04-10,0.0
2000-04-11,7.4675
2000-04-12,3.3233
2000-04-13,-4.6784
2000-04-14,-7.0552
2000-04-17,-5.2805
2000-04-18,0.0
2000-04-19,0.6969
2000-04-20,-2.0761
2000-04-24,6.7138
2000-04-25,2.9801
2000-04-26,-1.2862
2000-04-27,0.0
2000-04-28,-3.2573
2000-05-01,-2.6936
2000-05-02,4.4983
2000-05-03,-1.9868000000000001
2000-05-04,2.3649
2000-05-05,3.3003
2000-05-08,-1.5974
2000-05-09,0.3247
2000-05-10,4.2071
2000-05-11,2.4845
2000-05-12,-2.7273
2000-05-15,3.7382999999999997
2000-05-16,0.9009
2000-05-17,-1.4881
2000-05-18,-0.9063
2000-05-19,-2.1341
2000-05-22,-0.3115
