ticker,FOX UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-03-14,1.9388
2019-03-15,2.6527
2019-03-18,-0.3901
2019-03-19,-3.2061
2019-03-20,-4.9305
2019-03-21,3.4043
2019-03-22,-3.6523
2019-03-25,-2.6962
2019-03-26,0.7133
2019-03-27,-1.3893
2019-03-28,-1.4641
2019-03-29,0.5887
2019-04-01,0.7525
2019-04-02,-1.2448
2019-04-03,-0.5602
2019-04-04,1.4929999999999999
2019-04-05,2.6367000000000003
2019-04-08,-0.3515
2019-04-09,0.1085
2019-04-10,-2.6023
2019-04-11,1.3359
2019-04-12,1.4830999999999999
2019-04-15,0.0812
2019-04-16,0.622
2019-04-17,2.6874000000000002
2019-04-18,-0.759
2019-04-22,-1.7932000000000001
2019-04-23,0.9667
2019-04-24,-0.3989
2019-04-25,0.5073
2019-04-26,0.7173
2019-04-29,2.163
2019-04-30,-0.5939
2019-05-01,0.6234
2019-05-02,-4.9045
2019-05-03,0.4886
2019-05-06,0.7834
2019-05-07,-1.635
2019-05-08,0.327
2019-05-09,3.1233
2019-05-10,0.2107
2019-05-13,-1.4455
2019-05-14,-0.0533
2019-05-15,-0.667
2019-05-16,-2.4443
2019-05-17,2.0374
2019-05-20,-0.4073
2019-05-21,1.3631
2019-05-22,-1.3717
2019-05-23,-0.4363
2019-05-24,-0.1643
2019-05-28,-0.7956
2019-05-29,-2.3783
2019-05-30,-1.3881000000000001
2019-05-31,-0.2873
2019-06-03,-2.6793
2019-06-04,0.9177
2019-06-05,-0.2053
2019-06-06,-0.823
2019-06-07,-0.1778
2019-06-10,0.1781
2019-06-11,0.2667
2019-06-12,2.5717
2019-06-13,0.6916
2019-06-14,0.0572
2019-06-17,2.4027
2019-06-18,0.0838
2019-06-19,-0.2512
2019-06-20,-1.0912
2019-06-21,1.4993
2019-06-24,-0.9476
2019-06-25,-0.9848
2019-06-26,0.341
2019-06-27,1.2461
2019-06-28,2.1818
2019-07-01,-1.5604
2019-07-02,1.5851
2019-07-03,-0.4927
2019-07-05,0.5777
2019-07-08,-1.1761
2019-07-09,-0.3321
2019-07-10,0.361
2019-07-11,0.4704
2019-07-12,1.7901
2019-07-15,0.2165
2019-07-16,-0.9449
2019-07-17,-1.4173
2019-07-18,1.2165
2019-07-19,-0.437
2019-07-22,-0.3567
2019-07-23,0.5231
2019-07-24,1.0408
2019-07-25,1.4638
2019-07-26,0.1603
2019-07-29,0.5335
2019-07-30,0.4245
2019-07-31,-1.7173
2019-08-01,-0.9677
