ticker,FOX UW Equity
2019-08-02,-0.76
2019-08-05,-1.5316999999999998
2019-08-06,1.1111
2019-08-07,1.0714
2019-08-08,-4.8655
2019-08-09,1.0571
2019-08-12,-1.5833
2019-08-13,0.5458
2019-08-14,-3.8286
2019-08-15,-2.5253
2019-08-16,0.6096
2019-08-19,1.7873
2019-08-20,-0.7143
2019-08-21,-0.6295
2019-08-22,-0.9955
2019-08-23,-4.2048
2019-08-26,0.8588
2019-08-27,-0.2838
2019-08-28,-0.1898
2019-08-29,2.82
2019-08-30,1.0786
2019-09-03,-0.4268
2019-09-04,2.4052
2019-09-05,2.1078
2019-09-06,-0.118
2019-09-09,0.3543
2019-09-10,0.6767
2019-09-11,-0.7306
2019-09-12,-0.7948
2019-09-13,0.0297
2019-09-16,-0.6526
2019-09-17,-2.0006
2019-09-18,-0.975
2019-09-19,-1.6308
2019-09-20,0.3441
2019-09-23,0.3117
2019-09-24,-2.0199
2019-09-25,1.4906
2019-09-26,-1.6562999999999999
2019-09-27,0.0318
2019-09-30,0.1906
2019-10-01,-1.1414
2019-10-02,-2.7903000000000002
2019-10-03,0.2639
2019-10-04,0.3126
2019-10-07,0.0164
2019-10-08,-1.4923
2019-10-09,0.7491
2019-10-10,0.5453
2019-10-11,2.4158
2019-10-14,-0.4814
2019-10-15,1.3866
2019-10-16,0.4612
2019-10-17,-0.3008
2019-10-18,0.1111
2019-10-21,1.7922
2019-10-22,2.1189999999999998
2019-10-23,-0.4883
2019-10-24,-3.0972
2019-10-25,0.3165
2019-10-28,1.6088
2019-10-29,-0.4967
2019-10-30,-2.1529
2019-10-31,-0.3827
2019-11-01,1.9846
2019-11-04,0.1255
2019-11-05,0.7837
2019-11-06,0.5599
2019-11-07,5.9388
2019-11-08,0.5255
2019-11-11,-0.6099
2019-11-12,-1.1981
2019-11-13,-0.7098
2019-11-14,-0.3575
2019-11-15,0.4335
2019-11-18,2.5747999999999998
2019-11-19,2.8148999999999997
2019-11-20,-1.2278
2019-11-21,-0.6144
2019-11-22,0.2731
2019-11-25,-0.0717
2019-11-26,0.9756
2019-11-27,-0.4547
2019-11-29,-0.1427
2019-12-02,-0.4717
2019-12-03,-1.3356
2019-12-04,0.8443
2019-12-05,-0.0144
2019-12-06,-0.1011
2019-12-09,0.5491
2019-12-10,0.3737
2019-12-11,1.0596
2019-12-12,1.8986
2019-12-13,-0.2781
2019-12-16,0.0837
2019-12-17,0.9752
2019-12-18,-0.6623
2019-12-19,0.1389
2019-12-20,0.4716
2019-12-23,1.1320000000000001
2019-12-24,-0.3549
2019-12-26,0.8219
2019-12-27,-0.2038
2019-12-30,-0.776
2019-12-31,-0.1098
2020-01-02,0.1648
2020-01-03,-0.9874
2020-01-06,-0.2355
2020-01-07,1.2634
2020-01-08,-0.1371
2020-01-09,0.2197
2020-01-10,-1.137
2020-01-13,0.5958
2020-01-14,0.6612
2020-01-15,0.6842
2020-01-16,3.9141
2020-01-17,0.9024
2020-01-21,-0.4277
2020-01-22,-0.026
2020-01-23,-3.9063
2020-01-24,-2.3306
2020-01-27,0.9156
2020-01-28,0.6874
2020-01-29,-1.7204000000000002
2020-01-30,1.3059
2020-01-31,-0.3566
2020-02-03,1.3763
2020-02-04,1.5476999999999999
2020-02-05,1.4171
2020-02-06,-3.7701000000000002
2020-02-07,-0.3562
2020-02-10,1.1273
2020-02-11,-0.4622
2020-02-12,1.5023
2020-02-13,0.9688
2020-02-14,-0.5597
2020-02-18,-0.2412
2020-02-19,0.8329
2020-02-20,-2.6379
2020-02-21,-2.8462
2020-02-24,-3.4648
2020-02-25,-4.2019
2020-02-26,-1.3098
2020-02-27,-4.3519
2020-02-28,-1.7425000000000002
2020-03-02,4.4007
2020-03-03,-2.6738
2020-03-04,-0.1303
2020-03-05,-5.0538
2020-03-06,-2.0604
2020-03-09,-4.8738
2020-03-10,6.0081
2020-03-11,-4.3115
2020-03-12,-7.1221
2020-03-13,-0.7042
2020-03-16,-8.6288
2020-03-17,2.5873
2020-03-18,-10.0042
2020-03-19,2.4755
2020-03-20,-8.6144
2020-03-23,-1.197
2020-03-24,9.2882
2020-03-25,7.806
2020-03-26,5.3985
2020-03-27,-10.4065
2020-03-30,7.8494
2020-03-31,-3.7442
2020-04-01,-5.7474
2020-04-02,1.2752
2020-04-03,-1.1447
2020-04-06,13.2469
2020-04-07,2.1268
2020-04-08,3.4041
2020-04-09,-0.6971
2020-04-13,-0.936
2020-04-14,2.4016
2020-04-15,-3.2295
2020-04-16,-0.1589
2020-04-17,4.3772
2020-04-20,-2.0587
2020-04-21,-2.4912
2020-04-22,-1.8363
2020-04-23,-0.5693
2020-04-24,0.2863
2020-04-27,6.0767
2020-04-28,3.6909
2020-04-29,3.6337
2020-04-30,-8.551
2020-05-01,-2.1127
2020-05-04,-1.5588
2020-05-05,-3.1669
2020-05-06,3.1866
2020-05-07,1.6254
2020-05-08,2.8788
2020-05-11,-1.0882
2020-05-12,-2.2004
2020-05-13,-3.3346999999999998
2020-05-14,4.4057
2020-05-15,1.5127000000000002
2020-05-18,5.3137
2020-05-19,0.3165
2020-05-20,1.5960999999999999
2020-05-21,-0.5115
2020-05-22,0.5141
2020-05-26,4.4574
2020-05-27,2.4834
2020-05-28,-2.1843
2020-05-29,0.4187
2020-06-01,1.2509000000000001
2020-06-02,-0.9266
2020-06-03,4.6761
2020-06-04,-0.91
2020-06-05,1.0185
2020-06-08,4.7273
2020-06-09,-4.2614
2020-06-10,-1.9782
2020-06-11,-7.0972
2020-06-12,1.1948
2020-06-15,3.2558
2020-06-16,-2.9106
2020-06-17,-0.9279
2020-06-18,3.2421
2020-06-19,-2.9309
2020-06-22,-0.7908
2020-06-23,0.7609
2020-06-24,-2.8767
2020-06-25,-0.9626
2020-06-26,-3.7382999999999997
2020-06-29,4.0388
2020-06-30,0.1866
2020-07-01,0.2794
2020-07-02,-1.3561
2020-07-06,-0.0753
2020-07-07,-2.8647
2020-07-08,-1.4746000000000001
2020-07-09,-3.6629
2020-07-10,3.8021000000000003
2020-07-13,-1.3391
2020-07-14,0.3194
2020-07-15,4.4568
2020-07-16,0.5524
2020-07-17,-4.3001
2020-07-20,-1.7419
2020-07-21,2.1354
2020-07-22,2.0513
2020-07-23,1.005
2020-07-24,1.3777
2020-07-27,-3.02
2020-07-28,0.0779
2020-07-29,0.8168
2020-07-30,-0.1543
2020-07-31,-0.425
2020-08-03,1.8626
2020-08-04,1.7524
2020-08-05,-6.9637
2020-08-06,1.2475
2020-08-07,-1.0731
2020-08-10,-0.8437
2020-08-11,1.0535
2020-08-12,1.0826
2020-08-13,1.904
2020-08-14,0.506
2020-08-17,-0.426
2020-08-18,0.0972
2020-08-19,0.7189
2020-08-20,0.0
2020-08-21,0.3472
2020-08-24,3.9985
2020-08-25,-0.3327
2020-08-26,0.7047
2020-08-27,1.8048
2020-08-28,1.013
2020-08-31,-0.4298
2020-09-01,-0.2878
2020-09-02,1.8188
2020-09-03,-1.7149
2020-09-04,0.9088
2020-09-08,0.2882
2020-09-09,1.6164
2020-09-10,-0.4949
2020-09-11,-0.0355
2020-09-14,1.99
2020-09-15,-0.2091
2020-09-16,2.8631
2020-09-17,-2.3422
2020-09-18,-2.6764
2020-09-21,-3.9643
2020-09-22,0.2231
2020-09-23,-3.5993
2020-09-24,0.9238
2020-09-25,2.1358
2020-09-28,4.1822
2020-09-29,-0.2867
2020-09-30,0.5392
2020-10-01,0.8581
2020-10-02,-0.1418
2020-10-05,2.5559
2020-10-06,-2.6653000000000002
2020-10-07,3.5206
2020-10-08,1.7863
2020-10-09,-1.4512
2020-10-12,-0.2397
2020-10-13,-5.6986
2020-10-14,-1.2377
2020-10-15,0.258
2020-10-16,-0.2941
2020-10-19,-3.208
2020-10-20,-0.2667
2020-10-21,2.1772
2020-10-22,2.4673
2020-10-23,-1.7328999999999999
2020-10-26,-2.803
2020-10-27,-0.7066
2020-10-28,-3.7507
2020-10-29,1.4788000000000001
2020-10-30,2.9539
2020-11-02,2.8692
2020-11-03,-0.7066
2020-11-04,-4.7566
2020-11-05,3.6964
2020-11-06,-2.901
2020-11-09,2.2847
2020-11-10,1.9473
2020-11-11,1.6854
2020-11-12,-6.2615
2020-11-13,2.9862
2020-11-16,2.0603
2020-11-17,3.3645
2020-11-18,-1.8807
2020-11-19,0.516
2020-11-20,0.6234
2020-11-23,2.1866
2020-11-24,4.1726
2020-11-25,-0.8559
2020-11-27,-0.7942
2020-11-30,-1.2182
2020-12-01,4.6512
2020-12-02,1.1785
2020-12-03,-0.9318
2020-12-04,-1.7299
2020-12-07,0.188
2020-12-08,-1.4159
2020-12-09,-0.571
2020-12-10,-0.1566
2020-12-11,0.122
2020-12-14,-1.3231
2020-12-15,-0.4587
2020-12-16,-0.3545
2020-12-17,0.1779
2020-12-18,-1.3139
2020-12-21,-1.4394
2020-12-22,-1.4969000000000001
2020-12-23,2.854
2020-12-24,0.9009
2020-12-28,3.1429
2020-12-29,-0.3289
2020-12-30,-0.2953
2020-12-31,0.6272
2021-01-04,-1.6274
2021-01-05,2.1295
2021-01-06,8.4267
2021-01-07,-3.9097
2021-01-08,-2.0179
2021-01-11,0.2701
2021-01-12,-1.7508
2021-01-13,0.4455
2021-01-14,3.5141999999999998
2021-01-15,0.1648
2021-01-19,-4.0145
2021-01-20,2.6397
2021-01-21,-0.3006
2021-01-22,-2.2781000000000002
2021-01-25,5.1766
2021-01-26,8.8657
