ticker,MRK UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.8388
2000-01-04,-3.512
2000-01-05,3.8314
2000-01-06,1.3838
2000-01-07,9.1902
2000-01-10,-3.0
2000-01-11,0.0859
2000-01-12,2.2318
2000-01-13,0.4198
2000-01-14,-1.3378
2000-01-18,-3.8136
2000-01-19,1.0573
2000-01-20,1.7437
2000-01-21,-0.5998
2000-01-24,-3.1034
2000-01-25,0.6228
2000-01-26,3.0062
2000-01-27,2.1459
2000-01-28,2.6891
2000-01-31,3.1915
2000-02-01,-2.5377
2000-02-02,0.0814
2000-02-03,-0.813
2000-02-04,-1.5574
2000-02-07,0.2498
2000-02-08,0.2492
2000-02-09,-5.7167
2000-02-10,-2.9877000000000002
2000-02-11,-5.5254
2000-02-14,1.2464
2000-02-15,-0.5682
2000-02-16,0.0
2000-02-17,-3.2381
2000-02-18,-2.0669
2000-02-22,5.3266
2000-02-23,-3.3397
2000-02-24,-3.0602
2000-02-25,-1.9348
2000-02-28,2.0768
2000-02-29,0.2035
2000-03-01,-1.9655
2000-03-02,-1.2487
2000-03-03,-3.2666
2000-03-06,-1.5251000000000001
2000-03-07,-4.5354
2000-03-08,4.9826
2000-03-09,7.2848
2000-03-10,-1.9546999999999999
2000-03-13,-4.3022
2000-03-14,-1.6447
2000-03-15,6.689
2000-03-16,8.5684
2000-03-17,-3.4649
2000-03-20,-1.6949
2000-03-21,3.7525
2000-03-22,0.782
2000-03-23,-2.4248
2000-03-24,-1.7893
2000-03-27,-1.0121
2000-03-28,0.7157
2000-03-29,3.8579
2000-03-30,0.0978
2000-03-31,-2.9297
2000-04-03,7.4447
2000-04-04,1.4045
2000-04-05,-0.3693
2000-04-06,-2.7804
2000-04-07,-0.0953
2000-04-10,1.3359
2000-04-11,1.4123999999999999
2000-04-12,-3.4355
2000-04-13,1.25
2000-04-14,-3.4188
2000-04-17,1.3766
2000-04-18,2.8128
2000-04-19,3.3962
2000-04-20,2.0073
2000-04-24,2.9516999999999998
2000-04-25,0.7819
2000-04-26,-1.0345
2000-04-27,-0.3484
2000-04-28,-2.7972
2000-05-01,-2.7878
2000-05-02,2.4977
2000-05-03,-1.3538000000000001
2000-05-04,-1.6468
2000-05-05,4.0
2000-05-08,0.0
2000-05-09,-1.1628
2000-05-10,-1.5385
2000-05-11,0.3676
2000-05-12,0.2747
2000-05-15,1.7351999999999999
2000-05-16,1.9748999999999999
2000-05-17,-1.6724999999999999
2000-05-18,0.1791
2000-05-19,3.5746
