ticker,LVLT UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-10-21,1.7316
2011-10-24,6.5957
2011-10-25,-2.7545
2011-10-26,5.9934
2011-10-27,6.1193
2011-10-28,-3.0657
2011-10-31,0.4895
2011-11-01,-4.8707
2011-11-02,-8.4285
2011-11-03,-4.5161
2011-11-04,0.6306
2011-11-07,-4.6553
2011-11-08,3.3333
2011-11-09,-4.1345
2011-11-10,2.654
2011-11-11,-1.3389
2011-11-14,-1.4038
2011-11-15,-2.4205
2011-11-16,-0.535
2011-11-17,-2.2494
2011-11-18,-3.3017
2011-11-21,-0.5173
2011-11-22,2.1321
2011-11-23,-6.6701
2011-11-25,2.455
2011-11-28,-0.1597
2011-11-29,4.48
2011-11-30,5.2067
2011-12-01,-1.4556
2011-12-02,0.6893
2011-12-05,2.1516
2011-12-06,-3.5902
2011-12-07,-6.7031
2011-12-08,-3.9915000000000003
2011-12-09,1.9401000000000002
2011-12-12,-1.9576
2011-12-13,-2.6622
2011-12-14,-2.3932
2011-12-15,2.1016
2011-12-16,0.6861
2011-12-19,-2.7824999999999998
2011-12-20,2.8037
2011-12-21,-0.7386
2011-12-22,-0.4579
2011-12-23,0.46
2011-12-27,-1.3738000000000001
2011-12-28,-2.96
2011-12-29,0.3589
2011-12-30,1.2515
2012-01-03,1.236
2012-01-04,-1.9186
2012-01-05,5.0385
2012-01-06,1.3544
2012-01-09,-1.7816999999999998
2012-01-10,1.4172
2012-01-11,0.6149
2012-01-12,3.2778
2012-01-13,-1.6676
2012-01-17,-2.1882
2012-01-18,4.4743
2012-01-19,1.7130999999999998
2012-01-20,-3.7895
2012-01-23,1.0394
2012-01-24,2.2198
2012-01-25,4.9258
2012-01-26,-1.2115
2012-01-27,-0.6643
2012-01-30,-2.4691
2012-01-31,-2.1624
2012-02-01,4.6899999999999995
2012-02-02,0.7724
2012-02-03,3.4236
2012-02-06,-2.1739
2012-02-07,-1.0606
2012-02-08,8.78
2012-02-09,0.7039
2012-02-10,-1.4445000000000001
2012-02-13,0.0473
2012-02-14,-0.2363
2012-02-15,0.4263
2012-02-16,1.1320999999999999
2012-02-17,-0.8862
2012-02-21,-0.0471
2012-02-22,-1.6478000000000002
2012-02-23,12.5419
2012-02-24,0.2977
2012-02-27,4.1985
2012-02-28,-1.8315000000000001
2012-02-29,0.7877
2012-03-01,0.8227
2012-03-02,-0.3672
2012-03-05,-0.4095
2012-03-06,-3.0839
2012-03-07,2.2486
2012-03-08,1.5352999999999999
