ticker,NCR UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.9802
2000-01-04,-1.9417
2000-01-05,-1.6502
2000-01-06,-2.349
2000-01-07,1.0309
2000-01-10,1.1905000000000001
2000-01-11,-0.3361
2000-01-12,-3.3727
2000-01-13,-2.4433
2000-01-14,-1.2522
2000-01-18,-0.1812
2000-01-19,-3.6298
2000-01-20,0.9416
2000-01-21,14.5522
2000-01-24,-2.9316
2000-01-25,-0.6711
2000-01-26,8.6149
2000-01-27,-2.3327999999999998
2000-01-28,-2.0701
2000-01-31,0.1626
2000-02-01,1.6234
2000-02-02,0.9585
2000-02-03,0.6329
2000-02-04,-1.7296
2000-02-07,5.6
2000-02-08,-1.0606
2000-02-09,0.3063
2000-02-10,0.916
2000-02-11,-0.7564
2000-02-14,-1.2195
2000-02-15,2.7778
2000-02-16,-5.1051
2000-02-17,3.7975
2000-02-18,-2.439
2000-02-22,1.7187000000000001
2000-02-23,3.533
2000-02-24,-3.5608
2000-02-25,-3.5385
2000-02-28,-3.6683
2000-02-29,0.4967
2000-03-01,-2.8007
2000-03-02,-2.2034
2000-03-03,3.6395
2000-03-06,0.1672
2000-03-07,12.854800000000001
2000-03-08,7.9882
2000-03-09,1.6438000000000001
2000-03-10,-10.6469
2000-03-13,3.4691
2000-03-14,-2.0408
2000-03-15,-4.0179
2000-03-16,7.4419
2000-03-17,2.1645
2000-03-20,-4.8023
2000-03-21,2.2255
2000-03-22,-1.8868
2000-03-23,1.0355
2000-03-24,0.4392
2000-03-27,-3.207
2000-03-28,1.506
2000-03-29,-2.2255
2000-03-30,-2.1244
2000-03-31,-0.4651
2000-04-03,4.0498
2000-04-04,2.8443
2000-04-05,-1.6012
2000-04-06,-0.4438
2000-04-07,2.9718
2000-04-10,-7.6479
2000-04-11,1.4062999999999999
2000-04-12,-3.698
2000-04-13,2.24
2000-04-14,-3.2864
2000-04-17,2.2654
2000-04-18,3.1646
2000-04-19,0.6135
2000-04-20,-2.2866
2000-04-24,-2.8081
2000-04-25,8.9888
2000-04-26,-7.511
2000-04-27,-0.7962
2000-04-28,-0.8026
2000-05-01,1.2945
2000-05-02,-5.4313
2000-05-03,-4.0541
2000-05-04,1.9365999999999999
2000-05-05,0.0
2000-05-08,-0.5181
2000-05-09,-0.5208
2000-05-10,-2.0942
2000-05-11,2.3173
2000-05-12,0.1742
2000-05-15,3.1304
2000-05-16,1.0118
2000-05-17,0.8347
2000-05-18,-0.3311
2000-05-19,-1.6611
