ticker,SIG UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-11-17,0.1995
2004-11-18,-1.4435
2004-11-19,0.2525
2004-11-22,-0.2519
2004-11-23,0.2525
2004-11-24,1.2594
2004-11-26,0.4478
2004-11-29,0.0495
2004-11-30,1.3366
2004-12-01,0.2931
2004-12-02,-0.1948
2004-12-03,1.4641
2004-12-06,0.5291
2004-12-07,0.1914
2004-12-08,0.0
2004-12-09,-0.2388
2004-12-10,-2.3456
2004-12-13,1.7647
2004-12-14,-1.5413999999999999
2004-12-15,1.7612999999999999
2004-12-16,0.9615
2004-12-17,0.1905
2004-12-20,0.7605
2004-12-21,-1.1320999999999999
2004-12-22,0.3817
2004-12-23,0.7129
2004-12-27,1.463
2004-12-28,-0.2326
2004-12-29,-0.9324
2004-12-30,2.4471
2004-12-31,-0.4593
2005-01-03,-0.3692
2005-01-04,-2.038
2005-01-05,1.7494
2005-01-06,-1.9981
2005-01-07,-1.6596
2005-01-10,0.4822
2005-01-11,0.2879
2005-01-12,-1.2919
2005-01-13,3.2477
2005-01-14,-1.3615
2005-01-18,-1.999
2005-01-19,-0.1943
2005-01-20,1.6545
2005-01-21,0.5266
2005-01-24,-0.619
2005-01-25,-0.4312
2005-01-26,0.3369
2005-01-27,1.295
2005-01-28,-0.0947
2005-01-31,0.8531
2005-02-01,1.0338
2005-02-02,0.0
2005-02-03,0.186
2005-02-04,-0.4178
2005-02-07,0.9324
2005-02-08,-0.2771
2005-02-09,-0.5095
2005-02-10,0.0931
2005-02-11,1.0233
2005-02-14,1.6114000000000002
2005-02-15,-0.3172
2005-02-16,-0.5
2005-02-17,0.1827
2005-02-18,0.1368
2005-02-22,-0.592
2005-02-23,0.1832
2005-02-24,-0.2286
2005-02-25,0.2291
2005-02-28,0.5944
2005-03-01,0.0
2005-03-02,-1.3182
2005-03-03,-0.6909
2005-03-04,0.8813
2005-03-07,-0.9195
2005-03-08,0.9281
2005-03-09,-1.8391
2005-03-10,0.9368
2005-03-11,-0.7425
2005-03-14,-0.9818
2005-03-15,0.1416
2005-03-16,0.8958
2005-03-17,-0.0935
2005-03-18,0.3742
2005-03-21,-0.7456
2005-03-22,-0.0469
2005-03-23,-1.55
2005-03-24,0.1908
2005-03-28,0.1905
2005-03-29,-0.0951
2005-03-30,-0.7612
2005-03-31,-0.1438
2005-04-01,-1.1042
2005-04-04,0.3883
2005-04-05,2.2244
2005-04-06,3.6897
2005-04-07,-2.8285
2005-04-08,0.7042
2005-04-11,0.373
