ticker,VLO UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.7736
2000-01-04,-0.9804
2000-01-05,3.6304
2000-01-06,3.1847
2000-01-07,-1.2346
2000-01-10,-0.3125
2000-01-11,-1.5674000000000001
2000-01-12,1.2739
2000-01-13,0.3145
2000-01-14,0.9404
2000-01-18,6.2112
2000-01-19,0.0
2000-01-20,3.8012
2000-01-21,2.5352
2000-01-24,-6.3187
2000-01-25,-1.173
2000-01-26,6.8248999999999995
2000-01-27,-2.2222
2000-01-28,0.5682
2000-01-31,2.5423999999999998
2000-02-01,0.551
2000-02-02,2.4657999999999998
2000-02-03,-0.5348
2000-02-04,-1.0753
2000-02-07,1.087
2000-02-08,-1.0753
2000-02-09,-2.1739
2000-02-10,2.7778
2000-02-11,0.5405
2000-02-14,-2.3441
2000-02-15,3.8674
2000-02-16,4.7872
2000-02-17,-2.2843
2000-02-18,-0.7792
2000-02-22,1.5707
2000-02-23,-1.0309
2000-02-24,0.7813
2000-02-25,-0.7752
2000-02-28,2.6042
2000-02-29,3.5533
2000-03-01,1.9607999999999999
2000-03-02,3.8462
2000-03-03,-2.0833
2000-03-06,2.1277
2000-03-07,7.1759
2000-03-08,-1.5119
2000-03-09,-3.5088
2000-03-10,5.0
2000-03-13,0.8658
2000-03-14,-3.4335
2000-03-15,1.7778
2000-03-16,4.8035
2000-03-17,-2.7083
2000-03-20,3.8544
2000-03-21,-0.6186
2000-03-22,4.1494
2000-03-23,1.7928
2000-03-24,-2.9354
2000-03-27,-1.6129
2000-03-28,-0.8197
2000-03-29,-1.8595000000000002
2000-03-30,4.4211
2000-03-31,-1.2097
2000-04-03,4.0816
2000-04-04,-5.2941
2000-04-05,-4.1408
2000-04-06,-0.6479
2000-04-07,3.0435
2000-04-10,-1.8987
2000-04-11,1.5053999999999998
2000-04-12,5.9322
2000-04-13,-1.4
2000-04-14,-6.0852
2000-04-17,-1.9438
2000-04-18,5.2863
2000-04-19,4.6025
2000-04-20,-3.8
2000-04-24,0.4158
2000-04-25,1.8634
2000-04-26,-7.3171
2000-04-27,3.2895
2000-04-28,-1.4862
2000-05-01,-0.431
2000-05-02,-0.8658
2000-05-03,-2.4017
2000-05-04,0.4474
2000-05-05,2.2272
2000-05-08,5.4466
2000-05-09,0.6198
2000-05-10,-1.8479999999999999
2000-05-11,7.5314
2000-05-12,-3.1128
2000-05-15,2.4096
2000-05-16,-1.1764999999999999
2000-05-17,-3.5714
2000-05-18,0.0
2000-05-19,-2.6749
