ticker,PTC UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-7.1594
2000-01-04,-20.398
2000-01-05,0.0
2000-01-06,-4.0625
2000-01-07,0.6515
2000-01-10,0.3236
2000-01-11,-1.6129
2000-01-12,0.9836
2000-01-13,7.1429
2000-01-14,-3.9394
2000-01-18,0.6309
2000-01-19,10.3448
2000-01-20,0.2841
2000-01-21,-2.8329
2000-01-24,-2.0408
2000-01-25,8.9286
2000-01-26,-1.9125999999999999
2000-01-27,-1.1142
2000-01-28,-6.1972
2000-01-31,3.003
2000-02-01,6.1224
2000-02-02,-2.7473
2000-02-03,5.3672
2000-02-04,-1.8767
2000-02-07,0.0
2000-02-08,0.0
2000-02-09,-5.7377
2000-02-10,6.3768
2000-02-11,-1.9074
2000-02-14,0.0
2000-02-15,-3.6111
2000-02-16,2.5937
2000-02-17,22.191
2000-02-18,-5.7471
2000-02-22,-4.3902
2000-02-23,10.2041
2000-02-24,7.1759
2000-02-25,-3.6717
2000-02-28,4.9327
2000-02-29,3.6325
2000-03-01,0.4124
2000-03-02,-5.5441
2000-03-03,2.8261
2000-03-06,-2.9598
2000-03-07,0.2179
2000-03-08,0.6522
2000-03-09,10.3672
2000-03-10,-3.3268
2000-03-13,-5.4656
2000-03-14,-5.7816
2000-03-15,-3.8636
2000-03-16,8.747
2000-03-17,3.2609
2000-03-20,-13.8947
2000-03-21,5.1345
2000-03-22,0.6977
2000-03-23,-3.2333
2000-03-24,3.8186
2000-03-27,-4.8276
2000-03-28,-1.4493
2000-03-29,-8.0882
2000-03-30,-5.6
2000-03-31,-4.8023
2000-04-03,-48.9614
2000-04-04,-14.8256
2000-04-05,3.413
2000-04-06,5.2805
2000-04-07,12.8527
2000-04-10,3.3333
2000-04-11,-9.1398
2000-04-12,-5.0296
2000-04-13,-7.0093
2000-04-14,-10.5528
2000-04-17,-3.3708
2000-04-18,14.7287
2000-04-19,-6.7568
2000-04-20,-5.4348
2000-04-24,2.2989
2000-04-25,4.8689
2000-04-26,-7.8571
2000-04-27,2.3256
2000-04-28,-1.1364
2000-05-01,9.5785
2000-05-02,-10.1399
2000-05-03,1.5564
2000-05-04,4.2146
2000-05-05,-1.4706000000000001
2000-05-08,23.8806
2000-05-09,-3.3133
2000-05-10,-0.9346
2000-05-11,4.4025
2000-05-12,0.0
2000-05-15,1.8072
2000-05-16,2.9586
2000-05-17,-2.8736
2000-05-18,-11.538499999999999
2000-05-19,-2.3411
2000-05-22,-2.3973
2000-05-23,-6.6667
