ticker,ASIX UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-09-16,4.2067
2016-09-19,16.2053
2016-09-20,-3.6725
2016-09-22,0.4637
2016-09-26,-4.1026
2016-09-27,-2.4064
2016-09-28,-5.9726
2016-09-29,-9.0326
2016-09-30,6.2780000000000005
2016-10-03,-1.085
2016-10-04,-8.5923
2016-10-05,-5.6
2016-10-06,-1.0593
2016-10-07,7.7802
2016-10-10,3.4436999999999998
2016-10-11,0.128
2016-10-12,-4.2199
2016-10-13,1.0013
2016-10-14,3.2386
2016-10-17,2.5608
2016-10-18,0.4994
2016-10-19,0.6832
2016-10-20,0.987
2016-10-21,-0.2443
2016-10-24,2.3882
2016-10-25,-0.9569
2016-10-26,-0.6643
2016-10-27,-3.1611
2016-10-28,-1.6949
2016-10-31,1.9157
2016-11-01,-6.391
2016-11-02,-0.6024
2016-11-03,0.3367
2016-11-04,0.1342
2016-11-07,0.3351
2016-11-08,0.4676
2016-11-09,1.9282
2016-11-10,4.7619
2016-11-11,3.6115
2016-11-14,-4.0264
2016-11-15,2.6299
2016-11-16,-1.1592
2016-11-17,2.037
2016-11-18,9.0139
2016-11-21,8.2131
2016-11-22,0.2051
2016-11-23,1.1771
2016-11-25,1.7704
2016-11-28,-1.4414
2016-11-29,-2.7736
2016-11-30,-3.0083
2016-12-01,1.6042999999999998
2016-12-02,0.5789
2016-12-05,2.8781
2016-12-06,4.12
2016-12-07,1.2213
2016-12-08,-1.7375
2016-12-09,-1.8173
2016-12-12,-1.5508
2016-12-13,2.9472
2016-12-14,0.5923
2016-12-15,3.7291
2016-12-16,5.1561
2016-12-19,-2.7439999999999998
2016-12-20,-0.9713
2016-12-21,7.2863
2016-12-22,-1.4802
2016-12-23,0.2209
2016-12-27,1.1464
2016-12-28,-1.9616
2016-12-29,-0.2668
2016-12-30,-1.2929
2017-01-03,-0.6323
2017-01-04,4.5455
2017-01-05,-2.1304
2017-01-06,-0.8441
2017-01-09,-3.7634
2017-01-10,1.3035
2017-01-11,-0.8732
2017-01-12,-0.7881
2017-01-13,4.8131
2017-01-17,2.8979
2017-01-18,5.0693
2017-01-19,0.9485
2017-01-20,3.1046
2017-01-23,2.2583
2017-01-24,4.7656
2017-01-25,-3.2914
2017-01-26,-1.6061
2017-01-27,-0.6996
2017-01-30,1.7221
2017-01-31,-1.1543
2017-02-01,1.1678
2017-02-02,1.9623
2017-02-03,-0.1887
2017-02-06,-1.3989
2017-02-07,-4.2561
2017-02-08,-1.4818
