ticker,MAA UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.5525
2000-01-04,0.5556
2000-01-05,-1.105
2000-01-06,1.6760000000000002
2000-01-07,0.8242
2000-01-10,-0.8174
2000-01-11,-1.0989
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,-0.2778
2000-01-18,2.507
2000-01-19,1.087
2000-01-20,-0.7312
2000-01-21,-0.2778
2000-01-24,-1.3928
2000-01-25,0.565
2000-01-26,-0.8427
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,0.2833
2000-02-01,0.2825
2000-02-02,-0.2817
2000-02-03,0.2825
2000-02-04,-0.5634
2000-02-07,0.8499
2000-02-08,0.0
2000-02-09,0.0
2000-02-10,0.2809
2000-02-11,0.2801
2000-02-14,-0.2793
2000-02-15,0.8403
2000-02-16,-0.2778
2000-02-17,0.0
2000-02-18,-0.2786
2000-02-22,-0.838
2000-02-23,0.8451
2000-02-24,-0.5587
2000-02-25,-0.2809
2000-02-28,0.8451
2000-02-29,2.2346
2000-03-01,-1.9125999999999999
2000-03-02,0.2786
2000-03-03,-0.2778
2000-03-06,0.2786
2000-03-07,-2.2222
2000-03-08,0.8523
2000-03-09,0.2817
2000-03-10,-0.2809
2000-03-13,0.0
2000-03-14,1.1268
2000-03-15,-0.8357
2000-03-16,1.1236
2000-03-17,-0.2778
2000-03-20,0.0
2000-03-21,-0.2786
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,0.5587
2000-03-27,-0.2778
2000-03-28,0.2786
2000-03-29,0.0
2000-03-30,0.8333
2000-03-31,-0.8264
2000-04-03,0.2778
2000-04-04,0.0
2000-04-05,0.831
2000-04-06,0.2747
2000-04-07,-0.5479
2000-04-10,0.8264
2000-04-11,0.0
2000-04-12,3.2787
2000-04-13,0.7937
2000-04-14,1.0499
2000-04-17,0.2597
2000-04-18,-0.9637
2000-04-19,1.0724
2000-04-20,0.7958
2000-04-24,-1.0526
2000-04-25,-0.266
2000-04-26,0.2667
2000-04-27,0.7979
2000-04-28,0.7916
2000-05-01,0.5236
2000-05-02,0.0
2000-05-03,-1.8229
2000-05-04,-0.2653
2000-05-05,1.0638
2000-05-08,-0.7895
2000-05-09,-1.3263
2000-05-10,0.0
2000-05-11,0.2688
2000-05-12,0.5362
2000-05-15,2.1333
2000-05-16,0.7833
2000-05-17,0.2591
2000-05-18,-0.7752
2000-05-19,0.2604
2000-05-22,0.2597
2000-05-23,-0.7772
2000-05-24,-2.0888
2000-05-25,-0.8
