ticker,TXN UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-01-04,-0.6718
2012-01-05,0.7102
2012-01-06,-0.0336
2012-01-09,1.2765
2012-01-10,1.7247
2012-01-11,0.1956
2012-01-12,2.0664
2012-01-13,-1.3231
2012-01-17,0.42
2012-01-18,8.4942
2012-01-19,0.2966
2012-01-20,-0.5322
2012-01-23,-1.3377
2012-01-24,-1.9584000000000001
2012-01-25,0.799
2012-01-26,-1.3415
2012-01-27,1.2979
2012-01-30,-1.3186
2012-01-31,0.6215
2012-02-01,1.4824
2012-02-02,0.6086
2012-02-03,2.6316
2012-02-06,-0.9431
2012-02-07,-0.5356
2012-02-08,1.2564
2012-02-09,-0.1477
2012-02-10,-1.3757
2012-02-13,-0.285
2012-02-14,-0.0602
2012-02-15,0.5719
2012-02-16,1.5265
2012-02-17,-0.9729
2012-02-21,-0.9229
2012-02-22,-0.9615
2012-02-23,1.0922
2012-02-24,0.0
2012-02-27,-0.6303
2012-02-28,1.8423
2012-02-29,-1.0973
2012-03-01,-0.5397
2012-03-02,-1.0552
2012-03-05,-1.9196
2012-03-06,-0.2175
2012-03-07,1.6501000000000001
2012-03-08,-0.1531
2012-03-09,-1.0123
2012-03-12,-0.9916
2012-03-13,1.0642
2012-03-14,-0.8671
2012-03-15,2.4055
2012-03-16,0.7322
2012-03-19,2.4833
2012-03-20,-0.7683
2012-03-21,0.0893
2012-03-22,-0.5951
2012-03-23,-0.2095
2012-03-26,1.9496
2012-03-27,-0.353
2012-03-28,-1.5943
2012-03-29,-0.42
2012-03-30,1.2654
2012-04-02,-1.0414
2012-04-03,-1.9844
2012-04-04,-1.3497
2012-04-05,0.9328
2012-04-09,-0.9858
2012-04-10,-1.4001000000000001
2012-04-11,0.8836
2012-04-12,1.6578
2012-04-13,-0.9846
2012-04-16,0.0311
2012-04-17,1.8329
2012-04-18,-0.183
2012-04-19,-0.1222
2012-04-20,-0.6426
2012-04-23,-1.7863
2012-04-24,-1.662
2012-04-25,1.9452
2012-04-26,0.4692
2012-04-27,0.6886
2012-04-30,-0.715
2012-05-01,-0.2818
2012-05-02,0.8163
2012-05-03,-2.2423
2012-05-04,-2.5486
2012-05-07,0.0654
2012-05-08,0.0653
2012-05-09,-0.0979
2012-05-10,0.5882
2012-05-11,-0.13
2012-05-14,-0.2928
2012-05-15,-1.1746
2012-05-16,-1.0895
2012-05-17,-2.036
2012-05-18,-2.1124
2012-05-21,2.6105
2012-05-22,-0.4071
2012-05-23,-0.7493
