ticker,2727195Q UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.8792
2000-01-04,-0.1802
2000-01-05,-0.722
2000-01-06,4.7273
2000-01-07,1.0417
2000-01-10,0.5155
2000-01-11,-1.5385
2000-01-12,2.0833
2000-01-13,2.551
2000-01-14,-0.6633
2000-01-18,-2.5042
2000-01-19,0.8562
2000-01-20,-2.2071
2000-01-21,-1.0417
2000-01-24,-3.1579
2000-01-25,-1.6303999999999998
2000-01-26,4.9724
2000-01-27,0.1754
2000-01-28,-4.7285
2000-01-31,3.6765
2000-02-01,0.0
2000-02-02,2.4823
2000-02-03,-1.3841
2000-02-04,-0.7018
2000-02-07,-0.8834
2000-02-08,1.9607999999999999
2000-02-09,-5.2448
2000-02-10,0.0
2000-02-11,-5.9041
2000-02-14,-1.7647
2000-02-15,5.1896
2000-02-16,-6.2619
2000-02-17,2.6316
2000-02-18,-2.5641
2000-02-22,0.6073
2000-02-23,-1.2072
2000-02-24,-0.2037
2000-02-25,0.8163
2000-02-28,3.2389
2000-02-29,0.1961
2000-03-01,4.1096
2000-03-02,5.6391
2000-03-03,4.2705
2000-03-06,-4.9488
2000-03-07,-5.2065
2000-03-08,-3.5985
2000-03-09,1.9646
2000-03-10,0.9634
2000-03-13,-0.9542
2000-03-14,-0.9634
2000-03-15,7.1984
2000-03-16,6.8966
2000-03-17,0.1698
2000-03-20,-3.5593
2000-03-21,6.5026
2000-03-22,-0.33
2000-03-23,2.9801
2000-03-24,-2.4116
2000-03-27,-4.7776
2000-03-28,1.5571000000000002
2000-03-29,-0.0477
2000-03-30,-0.3425
2000-03-31,2.5773
2000-04-03,4.8576
2000-04-04,-2.5559
2000-04-05,2.459
2000-04-06,3.36
2000-04-07,-3.7152
2000-04-10,2.8939
2000-04-11,1.5625
2000-04-12,8.3077
2000-04-13,-4.4033999999999995
2000-04-14,-9.5097
2000-04-17,4.1051
2000-04-18,0.1577
2000-04-19,0.6299
2000-04-20,4.6948
2000-04-24,3.7369
2000-04-25,3.0259
2000-04-26,-2.3776
2000-04-27,-3.7249
2000-04-28,-0.5952
2000-05-01,0.5988
2000-05-02,0.1488
2000-05-03,-3.1204
2000-05-04,-3.9877000000000002
2000-05-05,1.5974
2000-05-08,3.4591
2000-05-09,-2.1277
2000-05-10,-1.8634
2000-05-11,1.1076
2000-05-12,1.0955
2000-05-15,3.87
2000-05-16,2.0864
2000-05-17,-2.6277
2000-05-18,2.6987
2000-05-19,-3.2117
2000-05-22,1.5083
