ticker,SBUX UA Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-08-30,-1.6169
2002-09-03,-0.1992
2002-09-04,3.2934
2002-09-05,-2.2705
2002-09-06,3.0153
2002-09-09,0.2879
2002-09-10,0.0
2002-09-11,-1.6745999999999999
2002-09-12,-1.3139
2002-09-13,1.3807
2002-09-16,0.0486
2002-09-17,-1.3612
2002-09-18,1.38
2002-09-19,-0.8264
2002-09-20,-0.4902
2002-09-23,-0.0985
2002-09-24,-1.4793
2002-09-25,3.5035
2002-09-26,2.4178
2002-09-27,-0.7554
2002-09-30,-1.8077999999999999
2002-10-01,3.876
2002-10-02,-1.819
2002-10-03,0.8551
2002-10-04,-0.5181
2002-10-07,-0.5682
2002-10-08,3.1905
2002-10-09,-0.5538
2002-10-10,3.0162
2002-10-11,2.0721
2002-10-14,1.8976
2002-10-15,1.9489
2002-10-16,-0.3398
2002-10-17,-8.2694
2002-10-18,3.8104
2002-10-21,3.1334
2002-10-22,-1.8662999999999998
2002-10-24,-0.8846
2002-10-25,2.5881
2002-10-29,2.4358
2002-10-30,0.9766
2002-10-31,0.4205
2002-11-01,-0.4188
2002-11-04,-3.995
2002-11-05,1.6644999999999999
2002-11-06,-0.0862
2002-11-07,-1.0349
2002-11-08,-1.4379
2002-11-11,-2.6525
2002-11-12,-0.9083
2002-11-13,-0.4583
2002-11-14,3.6832000000000003
2002-11-15,-5.2842
2002-11-18,1.1252
2002-11-19,-0.7881
2002-11-20,2.4299
2002-11-21,-2.1898
2002-11-22,1.0728
2002-11-25,1.6613
2002-11-26,-0.7263
2002-11-27,3.0636
2002-11-29,-2.4401
2002-12-02,-2.3647
2002-12-03,-1.4439
2002-12-04,-0.2836
2002-12-05,-2.2275
2002-12-06,2.666
2002-12-09,-1.3692
2002-12-10,-1.8191000000000002
2002-12-11,-0.1463
2002-12-12,0.6836
2002-12-13,-0.1455
2002-12-16,3.4483
2002-12-17,-1.4085
2002-12-18,1.6667
2002-12-19,-2.2014
2002-12-20,-0.6226
2002-12-23,0.8675
2002-12-26,-1.0989
2002-12-27,-0.5314
2002-12-30,-0.5828
2002-12-31,0.0489
2003-01-02,2.3438
2003-01-03,0.2863
2003-01-06,1.8077999999999999
2003-01-07,-1.5421
2003-01-08,-1.4238
2003-01-09,0.337
2003-01-10,0.1919
2003-01-13,-1.6284
2003-01-14,-1.4119
2003-01-15,-0.2469
2003-01-16,0.099
2003-01-17,-0.544
2003-01-21,0.6962
2003-01-22,-0.8889
2003-01-23,-1.0463
