ticker,SEBL UQ Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.1905000000000001
2000-01-04,-10.0
2000-01-05,-2.5327
2000-01-06,-7.4602
2000-01-07,22.0109
2000-01-10,-3.2665
2000-01-11,-3.5303
2000-01-12,-1.9889000000000001
2000-01-13,1.7045
2000-01-14,4.7087
2000-01-18,2.2104
2000-01-19,0.1491
2000-01-20,-1.4892
2000-01-21,2.3432
2000-01-24,-0.4431
2000-01-25,1.0386
2000-01-26,12.0411
2000-01-27,6.8152
2000-01-28,-8.9571
2000-01-31,-1.1456
2000-02-01,-1.4315
2000-02-02,6.5698
2000-02-03,9.2797
2000-02-04,0.2969
2000-02-07,-2.6051
2000-02-08,2.1277
2000-02-09,-4.881
2000-02-10,2.0025
2000-02-11,8.4663
2000-02-14,-2.9412000000000003
2000-02-15,-3.0303
2000-02-16,3.7861000000000002
2000-02-17,8.2224
2000-02-18,-1.9262000000000001
2000-02-22,6.383
2000-02-23,6.359
2000-02-24,7.9074
2000-02-25,-1.0724
2000-02-28,-2.6649000000000003
2000-02-29,2.9698
2000-03-01,-2.8391
2000-03-02,1.3451
2000-03-03,13.2952
2000-03-06,-2.1208
2000-03-07,6.3145
2000-03-08,2.5621
2000-03-09,1.5518999999999998
2000-03-10,-2.8699
2000-03-13,-6.0629
2000-03-14,-8.6601
2000-03-15,-9.5707
2000-03-16,7.1217
2000-03-17,3.3703
2000-03-20,-5.2702
2000-03-21,-2.5930999999999997
2000-03-22,8.2769
2000-03-23,2.7269
2000-03-24,0.6092
2000-03-27,0.8218
2000-03-28,-5.6199
2000-03-29,-12.0909
2000-03-30,-5.274
2000-03-31,4.3122
2000-04-03,-10.6227
2000-04-04,-8.3138
2000-04-05,7.9821
2000-04-06,8.6931
2000-04-07,10.3917
2000-04-10,-12.9621
2000-04-11,2.3783
2000-04-12,-8.9049
2000-04-13,2.9144
2000-04-14,-18.2891
2000-04-17,30.2527
2000-04-18,12.5277
2000-04-19,-6.798
2000-04-20,-2.0613
2000-04-24,-4.1554
2000-04-25,5.7995
2000-04-26,-3.2464
2000-04-27,4.5655
2000-04-28,3.4193
2000-05-01,0.3561
2000-05-02,0.1521
2000-05-03,-2.4291
2000-05-04,8.2599
2000-05-05,2.2877
2000-05-08,-2.3419
2000-05-09,-1.9184999999999999
2000-05-10,-1.9071
2000-05-11,0.3988
2000-05-12,2.4826
2000-05-15,6.8798
2000-05-16,2.1306
2000-05-17,-2.1305
2000-05-18,-5.5782
