ticker,KEYS UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-10-21,0.2124
2014-10-22,1.5542
2014-10-23,1.7391
2014-10-24,1.7094
2014-10-27,0.8403
2014-10-28,2.1667
2014-10-29,-2.1207
2014-10-30,0.8333
2014-10-31,4.1322
2014-11-03,-1.1111
2014-11-04,-3.1782
2014-11-05,0.0663
2014-11-06,-0.4307
2014-11-07,-0.9651
2014-11-10,0.0672
2014-11-11,0.8731
2014-11-12,2.6298
2014-11-13,-1.3623
2014-11-14,0.9536
2014-11-17,1.1401
2014-11-18,-0.161
2014-11-19,-0.0968
2014-11-20,1.4207
2014-11-21,2.8335
2014-11-24,2.1672
2014-11-25,-0.4545
2014-11-26,4.1096
2014-11-28,2.924
2014-12-01,-0.8523
2014-12-02,-0.3438
2014-12-03,-1.3514
2014-12-04,-0.4955
2014-12-05,-0.1172
2014-12-08,0.2639
2014-12-09,-1.2869
2014-12-10,-0.8296
2014-12-11,0.0598
2014-12-12,-1.8812
2014-12-15,0.0609
2014-12-16,0.0304
2014-12-17,2.858
2014-12-18,0.8277
2014-12-19,-0.3811
2014-12-22,-0.1177
2014-12-23,-0.9134
2014-12-24,0.5055
2014-12-26,-0.2071
2014-12-29,0.5336
2014-12-30,-0.0885
2014-12-31,-0.3247
2015-01-02,-1.0364
2015-01-05,0.3591
2015-01-06,0.2087
2015-01-07,0.8033
2015-01-08,0.7084
2015-01-09,-0.4689
2015-01-12,1.4723
2015-01-13,0.6674
2015-01-14,0.6918
2015-01-15,-1.3169
2015-01-16,1.4215
2015-01-20,-0.1144
2015-01-21,2.3482
2015-01-22,0.1119
2015-01-23,-2.5433
2015-01-26,-1.5486
2015-01-27,-1.7477
2015-01-28,-1.1562000000000001
2015-01-29,1.0198
2015-01-30,-0.861
2015-02-02,2.8152
2015-02-03,-0.8156
2015-02-04,0.4699
2015-02-05,1.1692
2015-02-06,1.358
2015-02-09,-0.3136
2015-02-10,2.2591
2015-02-11,-0.5313
2015-02-12,1.8274
2015-02-13,0.7454
2015-02-17,0.0822
2015-02-18,-0.0548
2015-02-19,2.2192
2015-02-20,-0.0268
2015-02-23,-1.6354
2015-02-24,2.453
2015-02-25,-0.7715
2015-02-26,0.3753
2015-02-27,0.2671
2015-03-02,0.9057
2015-03-03,-0.924
2015-03-04,0.3997
2015-03-05,-0.9023
2015-03-06,-0.5624
2015-03-09,0.7002
2015-03-10,-1.6582
2015-03-11,1.2782
2015-03-12,0.2417
2015-03-13,-0.2143
