ticker,WFC UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.2457
2000-01-04,-5.5911
2000-01-05,-0.3384
2000-01-06,4.4143
2000-01-07,1.7886
2000-01-10,-2.8754
2000-01-11,-1.9737
2000-01-12,2.8523
2000-01-13,5.5465
2000-01-14,3.0912
2000-01-18,-6.7466
2000-01-19,-5.3055
2000-01-20,-1.1885
2000-01-21,0.3436
2000-01-24,-1.7123
2000-01-25,4.878
2000-01-26,1.6611
2000-01-27,2.7778
2000-01-28,-1.4308
2000-01-31,3.2258
2000-02-01,1.0937999999999999
2000-02-02,-3.0108
2000-02-03,-0.3205
2000-02-04,-0.8039
2000-02-07,-0.9724
2000-02-08,1.964
2000-02-09,-2.7287
2000-02-10,-2.9703
2000-02-11,3.0612
2000-02-14,0.0
2000-02-15,-0.495
2000-02-16,-3.4826
2000-02-17,-3.7801
2000-02-18,-4.2857
2000-02-22,2.2388
2000-02-23,-3.4672
2000-02-24,-0.5671
2000-02-25,-0.5703
2000-02-28,4.3977
2000-02-29,-3.1136
2000-03-01,4.9149
2000-03-02,-2.1622
2000-03-03,2.2099
2000-03-06,-0.1802
2000-03-07,-5.0542
2000-03-08,1.3308
2000-03-09,-0.9381
2000-03-10,-2.4621
2000-03-13,1.3592
2000-03-14,-2.1073
2000-03-15,9.589
2000-03-16,10.0
2000-03-17,0.1623
2000-03-20,-1.6207
2000-03-21,4.2834
2000-03-22,1.1058
2000-03-23,3.5937
2000-03-24,-1.0558
2000-03-27,-1.2195
2000-03-28,0.463
2000-03-29,-3.0722
2000-03-30,-0.6339
2000-03-31,4.4657
2000-04-03,6.7176
2000-04-04,-0.5722
2000-04-05,-2.3022
2000-04-06,-4.4183
2000-04-07,-2.0031
2000-04-10,-0.4717
2000-04-11,2.2117
2000-04-12,3.864
2000-04-13,-0.4464
2000-04-14,-7.1749
2000-04-17,1.4493
2000-04-18,3.6508000000000003
2000-04-19,-0.1531
2000-04-20,2.6074
2000-04-24,2.0927
2000-04-25,0.8785
2000-04-26,0.0
2000-04-27,-2.3222
2000-04-28,-2.3774
2000-05-01,0.1522
2000-05-02,0.6079
2000-05-03,-1.432
2000-05-04,-2.0031
2000-05-05,0.3145
2000-05-08,3.4483
2000-05-09,0.4545
2000-05-10,0.4525
2000-05-11,2.1021
2000-05-12,2.7941000000000003
2000-05-15,2.7182
2000-05-16,-2.7855
2000-05-17,-1.5758999999999999
2000-05-18,0.5822
2000-05-19,-0.1447
2000-05-22,1.7391
