ticker,REG UW Equity
2019-04-10,1.8209
2019-04-11,-0.6106
2019-04-12,0.7314
2019-04-15,-0.6825
2019-04-16,-2.8221
2019-04-17,-1.1586
2019-04-18,1.0504
2019-04-22,-2.6212999999999997
2019-04-23,2.0575
2019-04-24,1.4704
2019-04-25,0.7171
2019-04-26,0.2225
2019-04-29,-1.3764
2019-04-30,0.7953
2019-05-01,0.1935
2019-05-02,-0.5052
2019-05-03,-0.2389
2019-05-06,-0.7485
2019-05-07,-1.7798
2019-05-08,0.2457
2019-05-09,0.1532
2019-05-10,1.1395
2019-05-13,0.6866
2019-05-14,0.6668
2019-05-15,0.6322
2019-05-16,0.5984
2019-05-17,-0.4312
2019-05-20,-1.3292
2019-05-21,0.6357
2019-05-22,-0.1504
2019-05-23,0.5121
2019-05-24,0.045
2019-05-28,-0.5093
2019-05-29,-1.9723000000000002
2019-05-30,0.2918
2019-05-31,1.0107
2019-06-03,0.0758
2019-06-04,-0.2424
2019-06-05,3.1283
2019-06-06,-0.0295
2019-06-07,-0.6186
2019-06-10,0.0148
2019-06-11,0.0741
2019-06-12,0.3998
2019-06-13,1.0472
2019-06-14,0.5255
2019-06-17,1.0019
2019-06-18,-0.5319
2019-06-19,0.7949
2019-06-20,0.2294
2019-06-21,-0.5436
2019-06-24,-0.9494
2019-06-25,-1.2199
2019-06-26,-2.6316
2019-06-27,1.0116
2019-06-28,-0.2392
2019-07-01,-0.03
2019-07-02,1.5438
2019-07-03,1.5646
2019-07-05,-0.4796
2019-07-08,0.4965
2019-07-09,0.8573
2019-07-10,0.0144
2019-07-11,-1.1812
2019-07-12,-0.0875
2019-07-15,-0.5836
2019-07-16,-1.3355000000000001
2019-07-17,-1.0263
2019-07-18,0.0
2019-07-19,-2.2994
2019-07-22,-0.5845
2019-07-23,1.4235
2019-07-24,0.9153
2019-07-25,-0.0454
2019-07-26,0.121
2019-07-29,0.8157
2019-07-30,0.2847
2019-07-31,-0.3436
2019-08-01,-1.1094
2019-08-02,-0.3032
2019-08-05,-2.9196999999999997
2019-08-06,0.5796
2019-08-07,0.7631
2019-08-08,1.391
2019-08-09,-0.0534
2019-08-12,-0.2155
2019-08-13,0.5552
2019-08-14,-0.7515
2019-08-15,0.51
2019-08-16,0.2306
2019-08-19,0.8283
2019-08-20,-1.1106
2019-08-21,0.5538
2019-08-22,-0.306
2019-08-23,-2.7931
2019-08-26,0.4263
2019-08-27,-1.2262
2019-08-28,0.7799
2019-08-29,1.7530000000000001
2019-08-30,0.1242
2019-09-03,1.2711000000000001
2019-09-04,1.7603
2019-09-05,0.1504
2019-09-06,0.5107
2019-09-09,2.1967
2019-09-10,-0.2486
2019-09-11,0.7329
2019-09-12,0.5093
2019-09-13,-1.4623
2019-09-16,0.2498
2019-09-17,-0.1759
2019-09-18,-0.323
2019-09-19,0.162
2019-09-20,-0.3971
2019-09-23,-0.0886
2019-09-24,-0.0739
2019-09-25,-0.1035
2019-09-26,1.9245
2019-09-27,0.3341
2019-09-30,0.5935
2019-10-01,-0.3598
2019-10-02,-1.0976
2019-10-03,-0.2629
2019-10-04,1.0542
2019-10-07,-0.2173
2019-10-08,-0.726
2019-10-09,-0.2194
2019-10-10,0.1173
2019-10-11,0.2782
2019-10-14,-0.073
2019-10-15,0.2338
2019-10-16,-0.1822
2019-10-17,-0.0073
2019-10-18,0.5112
2019-10-21,0.9881
2019-10-22,0.2158
2019-10-23,-0.5169
2019-10-24,-0.534
2019-10-25,-0.6094
2019-10-28,-0.6131
2019-10-29,0.6757
2019-10-30,1.7654
2019-10-31,-3.5986000000000002
2019-11-01,-0.2231
2019-11-04,-1.1477
2019-11-05,0.6484
2019-11-06,-0.0449
2019-11-07,-1.7236
2019-11-08,-0.4957
2019-11-11,0.2629
2019-11-12,-0.0308
2019-11-13,-0.1852
2019-11-14,1.6695
2019-11-15,-0.6082
2019-11-18,-0.2601
2019-11-19,0.0767
2019-11-20,-1.2873999999999999
2019-11-21,-0.7297
2019-11-22,0.3128
2019-11-25,0.3274
2019-11-26,0.5439
2019-11-27,0.5719
2019-11-29,-0.0461
2019-12-02,-1.9526
2019-12-03,0.5645
2019-12-04,0.6783
2019-12-05,-0.8751
2019-12-06,0.5625
2019-12-09,0.3729
2019-12-10,-0.5418
2019-12-11,-2.4903
2019-12-12,-2.9210000000000003
2019-12-13,0.148
2019-12-16,1.4283000000000001
2019-12-17,-0.4856
2019-12-18,1.4232
2019-12-19,0.2967
2019-12-20,0.1759
2019-12-23,-1.1333
2019-12-24,-0.113
2019-12-26,0.2101
2019-12-27,0.7419
2019-12-30,-0.0961
2019-12-31,1.1058
2020-01-02,-2.2349
2020-01-03,1.1835
2020-01-06,0.2564
2020-01-07,-1.4224
2020-01-08,0.8025
2020-01-09,-1.0052
2020-01-10,0.6011
2020-01-13,0.323
2020-01-14,0.8693
2020-01-15,0.6224
2020-01-16,0.3172
2020-01-17,-0.0791
2020-01-21,1.0285
2020-01-22,-0.3759
2020-01-23,0.7389
2020-01-24,-0.4604
2020-01-27,-0.7133
2020-01-28,0.6632
2020-01-29,-1.2235
2020-01-30,-0.9211
2020-01-31,-0.561
2020-02-03,-0.1934
2020-02-04,1.1789
2020-02-05,1.2610000000000001
2020-02-06,0.1103
2020-02-07,-0.6141
2020-02-10,1.0773
2020-02-11,-1.8025
2020-02-12,-0.5427
2020-02-13,0.8345
2020-02-14,1.8940000000000001
2020-02-18,0.3436
2020-02-19,-1.401
2020-02-20,1.1367
2020-02-21,0.3356
2020-02-24,-0.4083
2020-02-25,-2.4598
2020-02-26,-0.6628
2020-02-27,-4.8657
2020-02-28,-1.7448000000000001
2020-03-02,4.9617
2020-03-03,-2.2724
2020-03-04,5.3293
2020-03-05,-0.564
2020-03-06,-2.058
2020-03-09,-7.0152
2020-03-10,3.1673
2020-03-11,-4.536
2020-03-12,-6.7028
2020-03-13,6.9907
2020-03-16,-18.6606
2020-03-17,6.097
2020-03-18,-20.7424
2020-03-19,-0.688
2020-03-20,-5.9419
2020-03-23,-1.1898
2020-03-24,13.1021
2020-03-25,4.5374
2020-03-26,2.6673
2020-03-27,-4.3694
2020-03-30,-1.3336999999999999
2020-03-31,-3.8048
2020-04-01,-7.5332
2020-04-02,-6.571
2020-04-03,-2.8012
2020-04-06,8.9247
2020-04-07,4.6088000000000005
2020-04-08,11.2048
2020-04-09,7.8992
2020-04-13,-2.2439
2020-04-14,1.9012
2020-04-15,-6.0068
2020-04-16,-10.2639
2020-04-17,4.2892
2020-04-20,-3.8024
2020-04-21,-4.3022
2020-04-22,-0.4215
2020-04-23,0.5079
2020-04-24,-0.5334
2020-04-27,5.6732
2020-04-28,8.2532
2020-04-29,9.5732
2020-04-30,-1.1259000000000001
2020-05-01,-6.8094
2020-05-04,-1.6862
2020-05-05,0.2237
2020-05-06,-5.4315
2020-05-07,2.5964
2020-05-08,7.2597
2020-05-11,-3.2888
2020-05-12,-5.101
2020-05-13,-6.336
2020-05-14,1.2199
2020-05-15,2.4514
2020-05-18,12.2385
2020-05-19,0.8108
2020-05-20,-0.6723
2020-05-21,1.7404
2020-05-22,-1.972
2020-05-26,9.3553
2020-05-27,1.6068
2020-05-28,-2.5194
2020-05-29,-4.2515
2020-06-01,6.0996
2020-06-02,0.859
2020-06-03,7.5562000000000005
2020-06-04,1.1371
2020-06-05,1.9876
2020-06-08,5.7087
2020-06-09,-5.4376
2020-06-10,-5.1595
2020-06-11,-7.1429
2020-06-12,7.0886
2020-06-15,0.1044
2020-06-16,2.3571
2020-06-17,-4.5038
2020-06-18,-0.8749
2020-06-19,-3.9074
2020-06-22,1.7363
2020-06-23,1.5856
2020-06-24,-3.8369999999999997
2020-06-25,1.6118000000000001
2020-06-26,-1.2978
2020-06-29,2.9894
2020-06-30,0.1528
2020-07-01,0.6102
2020-07-02,-0.953
2020-07-06,0.5467
2020-07-07,-4.1105
2020-07-08,-1.565
2020-07-09,-2.9493
2020-07-10,1.9468
2020-07-13,-0.8151
2020-07-14,-1.2209
2020-07-15,2.1274
2020-07-16,-2.0133
2020-07-17,-0.9501
2020-07-20,-1.271
2020-07-21,-1.4331
2020-07-22,1.9468
2020-07-23,-2.2721999999999998
2020-07-24,-1.1625
2020-07-27,-0.1251
2020-07-28,4.6104
2020-07-29,0.8623
2020-07-30,-0.7124
2020-07-31,-1.8656000000000001
2020-08-03,-1.0724
2020-08-04,1.1579
2020-08-05,-0.1948
2020-08-06,-0.0488
2020-08-07,1.6846
2020-08-10,2.9292
2020-08-11,1.4696
2020-08-12,0.3908
2020-08-13,-1.3396
2020-08-14,0.9179
2020-08-17,-0.3731
2020-08-18,-2.1067
2020-08-19,-3.8737
2020-08-20,2.3632
2020-08-21,-1.6768
2020-08-24,1.4582
2020-08-25,-0.2436
2020-08-26,-2.0757
2020-08-27,1.3716
2020-08-28,-0.5166
2020-08-31,-1.8051
2020-09-01,-0.7807
2020-09-02,4.1371
2020-09-03,0.4874
2020-09-04,0.7276
2020-09-08,-1.3484
2020-09-09,-0.2441
2020-09-10,-3.7436
2020-09-11,-1.881
2020-09-14,3.7306
2020-09-15,2.9221
2020-09-16,0.9706
2020-09-17,-0.769
2020-09-18,-2.9547
2020-09-21,-7.1375
2020-09-22,0.1344
2020-09-23,-1.9726
2020-09-24,0.6982
2020-09-25,1.7401
2020-09-28,3.0465
2020-09-29,-2.0488
2020-09-30,0.6619
2020-10-01,3.6297
2020-10-02,2.0305
2020-10-05,-0.2239
2020-10-06,-0.3989
2020-10-07,-1.3016
2020-10-08,2.5615
2020-10-09,-2.1266
2020-10-12,0.4295
2020-10-13,-3.7987
2020-10-14,-1.5167000000000002
2020-10-15,2.3367
2020-10-16,-2.5947
2020-10-19,-1.4385
2020-10-20,1.3514
2020-10-21,-0.96
2020-10-22,2.8002000000000002
2020-10-23,0.2881
2020-10-26,-1.9325999999999999
2020-10-27,-3.5419
2020-10-28,-2.3744
2020-10-29,0.2828
2020-10-30,0.3666
2020-11-02,1.714
2020-11-03,3.3978
2020-11-04,-4.0876
2020-11-05,0.7799
2020-11-06,-5.8872
2020-11-09,34.978
2020-11-10,1.7189
2020-11-11,-1.4545
2020-11-12,-4.7102
2020-11-13,4.1686
2020-11-16,7.1725
2020-11-17,-1.5099
2020-11-18,-2.3824
2020-11-19,1.3582
2020-11-20,-1.0469
2020-11-23,2.5391
2020-11-24,0.681
2020-11-25,-2.4595000000000002
2020-11-27,-1.4708999999999999
2020-11-30,-2.7938
2020-12-01,2.1281
2020-12-02,2.1053
2020-12-03,1.7463
2020-12-04,1.4888
2020-12-07,-2.0375
2020-12-08,-0.728
2020-12-09,-0.0629
2020-12-10,-0.1887
2020-12-11,-1.1132
2020-12-14,-0.4248
2020-12-15,3.4023
2020-12-16,-1.1278
2020-12-17,0.3169
2020-12-18,-3.2849
2020-12-21,-1.5023
2020-12-22,0.0
2020-12-23,-0.1768
2020-12-24,0.5536
2020-12-28,0.7818
2020-12-29,-0.9942
2020-12-30,0.618
2020-12-31,0.0
2021-01-04,-2.8954
2021-01-05,0.0678
2021-01-06,2.9345
2021-01-07,-1.2939
2021-01-08,1.0664
2021-01-11,-3.2315
2021-01-12,1.6583
2021-01-13,3.6201
2021-01-14,1.488
2021-01-15,0.0212
2021-01-19,-0.2762
2021-01-20,2.6204
2021-01-21,-2.7403
2021-01-22,0.1708
2021-01-25,1.6407
2021-01-26,0.4822
