ticker,LRCX UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.7283
2000-01-04,-4.3382
2000-01-05,-1.4535
2000-01-06,-0.708
2000-01-07,1.4854
2000-01-10,5.1522
2000-01-11,-1.2248999999999999
2000-01-12,2.8185000000000002
2000-01-13,-0.2193
2000-01-14,14.0659
2000-01-18,-0.0482
2000-01-19,5.1566
2000-01-20,4.9038
2000-01-21,-2.8834
2000-01-24,-3.1939
2000-01-25,2.5093
2000-01-26,-6.437
2000-01-27,0.3876
2000-01-28,-4.3436
2000-01-31,0.8073
2000-02-01,5.2052
2000-02-02,4.4719
2000-02-03,2.1403
2000-02-04,-2.2292
2000-02-07,1.4136
2000-02-08,-0.0899
2000-02-09,-1.4851
2000-02-10,5.2079
2000-02-11,-2.6052999999999997
2000-02-14,2.9871
2000-02-15,-0.9524
2000-02-16,-0.6119
2000-02-17,2.7265
2000-02-18,-5.1798
2000-02-22,0.3612
2000-02-23,5.5331
2000-02-24,-2.4723
2000-02-25,-3.8462
2000-02-28,0.4091
2000-02-29,13.0828
2000-03-01,-3.4428
2000-03-02,-0.2902
2000-03-03,0.9979
2000-03-06,-0.2882
2000-03-07,0.4129
2000-03-08,-3.3717
2000-03-09,8.3404
2000-03-10,2.0817
2000-03-13,-4.8865
2000-03-14,-7.2816
2000-03-15,-7.0681
2000-03-16,0.7512
2000-03-17,9.5993
2000-03-20,-0.3827
2000-03-21,-0.6402
2000-03-22,4.768
2000-03-23,2.706
2000-03-24,3.9520999999999997
2000-03-27,-2.3041
2000-03-28,-5.8962
2000-03-29,-9.1479
2000-03-30,0.5517
2000-03-31,-1.0974
2000-04-03,-13.4535
2000-04-04,4.9679
2000-04-05,12.9771
2000-04-06,7.5676
2000-04-07,11.6834
2000-04-10,-11.3611
2000-04-11,0.5076
2000-04-12,-4.0404
2000-04-13,-9.6053
2000-04-14,-14.9927
2000-04-17,17.4658
2000-04-18,13.9942
2000-04-19,-12.9156
2000-04-20,0.5874
2000-04-24,-6.5693
2000-04-25,3.75
2000-04-26,-5.8735
2000-04-27,14.56
2000-04-28,2.5140000000000002
2000-05-01,-3.8147
2000-05-02,-4.1076
2000-05-03,-7.8286999999999995
2000-05-04,-1.6026
2000-05-05,4.2345
2000-05-08,-9.5313
2000-05-09,-7.5993
2000-05-10,-2.9907
2000-05-11,0.9634
2000-05-12,1.9083999999999999
2000-05-15,2.4345
2000-05-16,2.3766
2000-05-17,-1.9643000000000002
2000-05-18,-2.0036
