ticker,VAR UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.5639
2000-01-04,-0.6522
2000-01-05,3.2823
2000-01-06,0.4237
2000-01-07,0.6329
2000-01-10,1.0482
2000-01-11,-2.0747
2000-01-12,1.6949
2000-01-13,1.875
2000-01-14,4.7035
2000-01-18,2.3438
2000-01-19,0.0
2000-01-20,1.9083999999999999
2000-01-21,1.1236
2000-01-24,-1.4815
2000-01-25,-2.8195
2000-01-26,0.3868
2000-01-27,17.1484
2000-01-28,2.1382
2000-01-31,-1.7713
2000-02-01,-1.1475
2000-02-02,2.4876
2000-02-03,6.1489
2000-02-04,-0.9146
2000-02-07,3.6923
2000-02-08,2.9674
2000-02-09,-4.8991
2000-02-10,-1.0606
2000-02-11,-1.072
2000-02-14,2.1672
2000-02-15,-1.6667
2000-02-16,2.4653
2000-02-17,1.0526
2000-02-18,-2.2321
2000-02-22,-2.2831
2000-02-23,-1.2461
2000-02-24,-0.7886
2000-02-25,0.4769
2000-02-28,-1.2658
2000-02-29,2.4038
2000-03-01,-0.4695
2000-03-02,-0.1572
2000-03-03,4.4094
2000-03-06,1.9607999999999999
2000-03-07,-4.4379
2000-03-08,5.7276
2000-03-09,7.1742
2000-03-10,-3.8251
2000-03-13,-1.9886
2000-03-14,-0.5797
2000-03-15,-2.0408
2000-03-16,6.8452
2000-03-17,0.5571
2000-03-20,-0.277
2000-03-21,-0.1389
2000-03-22,0.9736
2000-03-23,0.9642
2000-03-24,3.1378
2000-03-27,-0.3968
2000-03-28,-2.1248
2000-03-29,-0.1357
2000-03-30,-3.2609
2000-03-31,2.5281000000000002
2000-04-03,-3.4247
2000-04-04,0.1418
2000-04-05,-0.1416
2000-04-06,4.1135
2000-04-07,4.6322
2000-04-10,-3.5156
2000-04-11,-2.2942
2000-04-12,-2.0718
2000-04-13,-5.0776
2000-04-14,-5.2006
2000-04-17,2.1944
2000-04-18,4.2945
2000-04-19,-1.4706000000000001
2000-04-20,-3.1343
2000-04-24,3.3898
2000-04-25,1.4903
2000-04-26,0.4405
2000-04-27,-5.2632
2000-04-28,-1.2346
2000-05-01,8.2813
2000-05-02,-2.4531
2000-05-03,-1.6272
2000-05-04,-0.6015
2000-05-05,5.295
2000-05-08,-1.5805
2000-05-09,-2.3358
2000-05-10,-3.7369
2000-05-11,6.0559
2000-05-12,-0.2928
2000-05-15,-1.0279
2000-05-16,-1.1869
2000-05-17,-1.5015
2000-05-18,0.1524
2000-05-19,-1.9787
