ticker,CBE UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.1638
2000-01-04,-2.0537
2000-01-05,2.7419000000000002
2000-01-06,0.7849
2000-01-07,7.7882
2000-01-10,-0.578
2000-01-11,1.0174
2000-01-12,-1.7266
2000-01-13,1.1713
2000-01-14,0.0
2000-01-18,-1.4472
2000-01-19,0.5874
2000-01-20,-0.5839
2000-01-21,-1.3216
2000-01-24,-3.5714
2000-01-25,-1.2346
2000-01-26,-1.4062999999999999
2000-01-27,-1.4263
2000-01-28,-2.7331
2000-01-31,1.4876
2000-02-01,-1.7915
2000-02-02,-1.8242
2000-02-03,1.3514
2000-02-04,-0.8333
2000-02-07,0.1681
2000-02-08,2.0134
2000-02-09,-3.125
2000-02-10,-1.1885
2000-02-11,-3.0928
2000-02-14,0.3546
2000-02-15,1.0601
2000-02-16,-1.7483
2000-02-17,-0.8897
2000-02-18,-3.2316
2000-02-22,1.1132
2000-02-23,-1.6514
2000-02-24,-5.7836
2000-02-25,-2.7723
2000-02-28,0.3259
2000-02-29,-0.616
2000-03-01,-0.2066
2000-03-02,1.2422
2000-03-03,3.2720000000000002
2000-03-06,-1.7822
2000-03-07,-2.2177
2000-03-08,2.0619
2000-03-09,0.0
2000-03-10,1.0101
2000-03-13,-1.4
2000-03-14,-0.2028
2000-03-15,4.6748
2000-03-16,7.1845
2000-03-17,-2.3551
2000-03-20,0.0
2000-03-21,1.6698
2000-03-22,-0.9124
2000-03-23,1.105
2000-03-24,0.5464
2000-03-27,-1.6303999999999998
2000-03-28,-2.7624
2000-03-29,2.6515
2000-03-30,2.583
2000-03-31,0.7194
2000-04-03,-0.8929
2000-04-04,0.5405
2000-04-05,0.3584
2000-04-06,2.6786
2000-04-07,-2.087
2000-04-10,2.1314
2000-04-11,1.0435
2000-04-12,0.1721
2000-04-13,1.8900000000000001
2000-04-14,-4.0472
2000-04-17,1.7574999999999998
2000-04-18,-3.2815
2000-04-19,-1.4285999999999999
2000-04-20,-1.4493
2000-04-24,0.9191
2000-04-25,3.0965
2000-04-26,-0.8834
2000-04-27,-1.6042999999999998
2000-04-28,-0.5435
2000-05-01,-0.5464
2000-05-02,-4.9451
2000-05-03,-0.1927
2000-05-04,2.1236
2000-05-05,0.3781
2000-05-08,0.7533
2000-05-09,0.9346
2000-05-10,0.7407
2000-05-11,1.2868
2000-05-12,1.0889
2000-05-15,-0.1795
2000-05-16,1.9784000000000002
2000-05-17,-1.5873
2000-05-18,2.1505
2000-05-19,-2.9825
