ticker,CXO UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-08-06,-1.5504
2007-08-07,-0.7874
2007-08-08,2.2222
2007-08-09,0.4658
2007-08-10,-1.0046
2007-08-13,2.0297
2007-08-14,0.6121
2007-08-15,-2.0532
2007-08-16,-1.3975
2007-08-17,2.3622
2007-08-20,-1.9231
2007-08-21,1.1764999999999999
2007-08-22,-2.093
2007-08-23,2.1378
2007-08-24,0.6977
2007-08-27,0.8468
2007-08-28,-2.5954
2007-08-29,0.0784
2007-08-30,-1.8011
2007-08-31,1.1962
2007-09-04,8.1954
2007-09-05,5.6082
2007-09-06,0.0
2007-09-07,0.0
2007-09-10,2.2759
2007-09-11,2.4949
2007-09-12,0.1316
2007-09-13,2.1682
2007-09-14,2.1865
2007-09-17,-1.1328
2007-09-18,-1.9733
2007-09-19,1.9481000000000002
2007-09-20,0.9554
2007-09-21,1.7666
2007-09-24,0.248
2007-09-25,-3.2157999999999998
2007-09-26,2.8754
2007-09-27,-4.2236
2007-09-28,-3.9558999999999997
2007-10-01,6.6847
2007-10-02,1.4557
2007-10-03,2.4329
2007-10-04,3.2278000000000002
2007-10-05,1.7699
2007-10-08,-3.1884
2007-10-09,2.2156000000000002
2007-10-10,2.7534
2007-10-11,6.0433
2007-10-12,-0.7527
2007-10-15,-2.3294
2007-10-16,4.3816
2007-10-17,0.2125
2007-10-18,4.6129
2007-10-19,-0.4055
2007-10-22,-0.458
2007-10-23,1.9939
2007-10-24,1.0526
2007-10-25,-2.0833
2007-10-26,8.2573
2007-10-29,2.9013
2007-10-30,-6.9577
2007-10-31,-4.741
2007-11-01,2.2063
2007-11-02,0.1004
2007-11-05,-0.8024
2007-11-06,-1.9211
2007-11-07,-2.0103
2007-11-08,-0.6312
2007-11-09,-1.7469999999999999
2007-11-12,-2.3707
2007-11-13,1.5453000000000001
2007-11-14,-4.3478
2007-11-15,5.1136
2007-11-16,0.2162
2007-11-19,-2.5351
2007-11-20,8.7438
2007-11-21,4.6819
2007-11-23,3.2572
2007-11-26,-6.1676
2007-11-27,-4.2148
2007-11-28,-1.7287
2007-11-29,0.1599
2007-11-30,0.3725
2007-12-03,-1.6437
2007-12-04,-2.4259
2007-12-05,-1.7127
2007-12-06,8.3193
2007-12-07,-9.6523
2007-12-10,1.1488
2007-12-11,1.5332
2007-12-12,3.6913
2007-12-13,-1.8878
2007-12-14,4.453
2007-12-17,-0.1053
2007-12-18,7.1654
2007-12-19,-1.2783
2007-12-20,1.6434
