ticker,AMAT UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.148
2000-01-04,-4.9407
2000-01-05,-3.7422
2000-01-06,0.162
2000-01-07,0.8625
2000-01-10,8.0706
2000-01-11,-4.4016
2000-01-12,5.1733
2000-01-13,-2.0167
2000-01-14,8.9357
2000-01-18,-0.3687
2000-01-19,5.3654
2000-01-20,-1.6681
2000-01-21,0.8929
2000-01-24,-0.531
2000-01-25,2.8025
2000-01-26,-7.01
2000-01-27,0.8841
2000-01-28,-4.2435
2000-01-31,5.7803
2000-02-01,2.3679
2000-02-02,2.3577
2000-02-03,3.2595
2000-02-04,-2.1044
2000-02-07,5.675
2000-02-08,4.882
2000-02-09,1.6195
2000-02-10,6.7277000000000005
2000-02-11,-5.5794
2000-02-14,-2.3864
2000-02-15,3.376
2000-02-16,4.1291
2000-02-17,8.6518
2000-02-18,-5.6403
2000-02-22,0.589
2000-02-23,1.2322
2000-02-24,1.3812
2000-02-25,-6.0967
2000-02-28,2.6478
2000-02-29,3.4276
2000-03-01,0.9224
2000-03-02,-2.2258
2000-03-03,5.6695
2000-03-06,-3.5387
2000-03-07,0.0679
2000-03-08,-2.5798
2000-03-09,6.0976
2000-03-10,1.445
2000-03-13,-2.6546
2000-03-14,-4.8886
2000-03-15,-4.2308
2000-03-16,2.7382
2000-03-17,9.0085
2000-03-20,-1.9397
2000-03-21,4.2553
2000-03-22,6.8878
2000-03-23,-2.2076000000000002
2000-03-24,4.2709
2000-03-27,1.6383999999999999
2000-03-28,-5.9873
2000-03-29,-5.1439
2000-03-30,-3.9379999999999997
2000-03-31,1.3441
2000-04-03,-5.305
2000-04-04,9.943999999999999
2000-04-05,6.1783
2000-04-06,2.3995
2000-04-07,7.6743
2000-04-10,-10.0109
2000-04-11,1.2092
2000-04-12,-6.7503
2000-04-13,-8.7764
2000-04-14,-9.7612
2000-04-17,20.3113
2000-04-18,4.5278
2000-04-19,-9.4059
2000-04-20,1.776
2000-04-24,-2.0134
2000-04-25,4.4521
2000-04-26,-5.1148
2000-04-27,10.9191
2000-04-28,1.4953
2000-05-01,-1.8416000000000001
2000-05-02,-3.8148999999999997
2000-05-03,-1.6905000000000001
2000-05-04,3.4392
2000-05-05,4.2199
2000-05-08,-6.0736
2000-05-09,-5.2907
2000-05-10,-6.6207
2000-05-11,0.7386
2000-05-12,-0.9531
2000-05-15,5.4033999999999995
2000-05-16,4.4242
2000-05-17,-3.5642
2000-05-18,-5.1604
2000-05-19,-5.6618
