ticker,VMC UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.4085
2000-01-04,-0.3175
2000-01-05,6.6879
2000-01-06,0.1493
2000-01-07,0.2981
2000-01-10,4.0119
2000-01-11,-2.1429
2000-01-12,-1.4599
2000-01-13,1.6296
2000-01-14,0.2915
2000-01-18,2.7616
2000-01-19,-0.1414
2000-01-20,-1.2748
2000-01-21,-1.8651
2000-01-24,-1.3158
2000-01-25,-0.2963
2000-01-26,1.9316
2000-01-27,0.4373
2000-01-28,-2.6125
2000-01-31,0.8942
2000-02-01,0.0
2000-02-02,-0.1477
2000-02-03,1.4793
2000-02-04,-0.7289
2000-02-07,-1.1747
2000-02-08,0.1486
2000-02-09,-0.5935
2000-02-10,0.4478
2000-02-11,-2.2288
2000-02-14,0.304
2000-02-15,1.9697
2000-02-16,0.0
2000-02-17,0.8915
2000-02-18,-1.0309
2000-02-22,0.5952
2000-02-23,-3.3491
2000-02-24,-3.2308
2000-02-25,2.0668
2000-02-28,-0.3115
2000-02-29,0.0
2000-03-01,0.625
2000-03-02,-2.4845
2000-03-03,3.1847
2000-03-06,-2.7778
2000-03-07,-3.0159
2000-03-08,0.6547
2000-03-09,1.1381999999999999
2000-03-10,-0.4823
2000-03-13,1.9386
2000-03-14,-0.1585
2000-03-15,3.3333
2000-03-16,8.6022
2000-03-17,-0.9901
2000-03-20,-1.8571
2000-03-21,2.329
2000-03-22,-2.276
2000-03-23,5.0946
2000-03-24,-1.662
2000-03-27,-0.2817
2000-03-28,0.0
2000-03-29,1.2711999999999999
2000-03-30,1.5342
2000-03-31,0.6868
2000-04-03,2.3192
2000-04-04,-1.4667
2000-04-05,1.2179
2000-04-06,-1.0695000000000001
2000-04-07,-1.8919000000000001
2000-04-10,-0.2755
2000-04-11,0.8287
2000-04-12,2.4657999999999998
2000-04-13,0.4011
2000-04-14,-1.9973
2000-04-17,0.5435
2000-04-18,-6.3514
2000-04-19,-2.1645
2000-04-20,1.4748999999999999
2000-04-24,1.8895
2000-04-25,1.2839
2000-04-26,-1.831
2000-04-27,-0.4304
2000-04-28,1.0086
2000-05-01,0.7133
2000-05-02,-0.4249
2000-05-03,-0.569
2000-05-04,0.8584
2000-05-05,-0.5674
2000-05-08,0.0
2000-05-09,1.9971
2000-05-10,0.6993
2000-05-11,3.75
2000-05-12,-0.2677
2000-05-15,0.5369
2000-05-16,0.9346
2000-05-17,1.7196
2000-05-18,0.9103
2000-05-19,-0.3866
2000-05-22,0.3881
