ticker,BIO UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-27,-3.8333
2008-10-28,4.5
2008-10-29,2.2727
2008-10-30,4.1066
2008-10-31,6.5785
2008-11-03,1.71
2008-11-04,1.1055
2008-11-05,-9.0888
2008-11-06,-1.2152
2008-11-07,-11.2112
2008-11-10,-3.7138
2008-11-11,-3.1894
2008-11-12,-5.7309
2008-11-13,12.9876
2008-11-14,-5.0496
2008-11-17,-1.4242
2008-11-18,6.8245000000000005
2008-11-19,-0.4173
2008-11-20,0.9536
2008-11-21,0.1145
2008-11-24,1.2723
2008-11-25,2.4845
2008-11-26,3.6501
2008-11-28,-1.4485000000000001
2008-12-01,-11.2864
2008-12-02,4.028
2008-12-03,4.1935
2008-12-04,-2.0053
2008-12-05,4.7653
2008-12-08,3.9749
2008-12-09,-6.6998999999999995
2008-12-10,-0.6759
2008-12-11,-1.7579
2008-12-12,-3.5354
2008-12-15,-3.1114
2008-12-16,6.7933
2008-12-17,-0.2602
2008-12-18,1.6524
2008-12-19,-0.9554
2008-12-22,0.6191
2008-12-23,-0.1145
2008-12-24,-1.017
2008-12-26,2.7641
2008-12-29,-2.0701
2008-12-30,3.4656000000000002
2008-12-31,4.6699
2009-01-02,-1.1154
2009-01-05,-4.579
2009-01-06,-0.2955
2009-01-07,-4.5306999999999995
2009-01-08,-0.547
2009-01-09,-3.1217
2009-01-12,2.4091
2009-01-13,2.742
2009-01-14,-2.6688
2009-01-15,1.2137
2009-01-16,-0.3405
2009-01-20,-5.3179
2009-01-21,3.5457
2009-01-22,-2.197
2009-01-23,-5.639
2009-01-26,0.8866
2009-01-27,3.5151
2009-01-28,2.9712
2009-01-29,-3.0687
2009-01-30,0.0788
2009-02-02,4.8316
2009-02-03,0.2552
2009-02-04,0.0898
2009-02-05,1.0323
2009-02-06,0.1481
2009-02-09,-2.4545
2009-02-10,-2.4859999999999998
2009-02-11,0.3109
2009-02-12,1.4567
2009-02-13,-0.1069
2009-02-17,-2.6606
2009-02-18,-1.9792999999999998
2009-02-19,-0.6731
2009-02-20,-1.678
2009-02-23,-5.1034
2009-02-24,2.8532
2009-02-25,-3.7323
2009-02-26,-2.0084
2009-02-27,-0.7307
2009-03-02,-1.2567
2009-03-03,-1.0364
2009-03-04,2.1679
2009-03-05,-3.8302
2009-03-06,2.7861000000000002
2009-03-09,-3.4019
2009-03-10,5.6309000000000005
2009-03-11,-0.9271
2009-03-12,4.5527999999999995
2009-03-13,3.1497
2009-03-16,2.7532
