ticker,MEE UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.1798
2000-01-04,-1.6713
2000-01-05,2.4079
2000-01-06,2.4896
2000-01-07,4.7233
2000-01-10,-1.1598
2000-01-11,-0.9126
2000-01-12,-1.3158
2000-01-13,-0.1333
2000-01-14,0.8011
2000-01-18,-0.2649
2000-01-19,-1.328
2000-01-20,-2.288
2000-01-21,-1.3774
2000-01-24,-0.6983
2000-01-25,-4.5007
2000-01-26,0.4418
2000-01-27,0.0
2000-01-28,-4.1056
2000-01-31,-2.2936
2000-02-01,0.0
2000-02-02,-3.2864
2000-02-03,-2.4272
2000-02-04,4.3118
2000-02-07,-3.3386
2000-02-08,-0.4934
2000-02-09,-3.6364
2000-02-10,-2.2298
2000-02-11,0.1754
2000-02-14,0.8757
2000-02-15,4.5139
2000-02-16,1.9933999999999998
2000-02-17,1.7915
2000-02-18,-3.84
2000-02-22,1.1647
2000-02-23,-19.572400000000002
2000-02-24,1.4315
2000-02-25,-6.4516
2000-02-28,1.7241
2000-02-29,-3.6017
2000-03-01,-0.8791
2000-03-02,-3.7694
2000-03-03,-0.9217
2000-03-06,-5.1163
2000-03-07,-5.1471
2000-03-08,18.0879
2000-03-09,-6.5646
2000-03-10,1.171
2000-03-13,0.6944
2000-03-14,3.2184
2000-03-15,3.5635
2000-03-16,4.7312
2000-03-17,1.0267
2000-03-20,1.4228
2000-03-21,-2.2222
2000-03-22,1.8595000000000002
2000-03-23,6.0852
2000-03-24,-0.7648
2000-03-27,-1.9268
2000-03-28,-0.7859
2000-03-29,0.5941
2000-03-30,0.7874
2000-03-31,-3.125
2000-04-03,2.8226
2000-04-04,-3.7255000000000003
2000-04-05,-0.4073
2000-04-06,1.8405
2000-04-07,-0.8032
2000-04-10,0.2024
2000-04-11,2.4242
2000-04-12,3.1558
2000-04-13,-0.3824
2000-04-14,-2.8791
2000-04-17,-1.9763
2000-04-18,0.4032
2000-04-19,2.008
2000-04-20,-0.5906
2000-04-24,-2.1782
2000-04-25,7.4899000000000004
2000-04-26,-1.6949
2000-04-27,1.7241
2000-04-28,1.1299
2000-05-01,0.5587
2000-05-02,-1.2963
2000-05-03,-3.94
2000-05-04,2.1484
2000-05-05,6.3098
2000-05-08,-1.7986
2000-05-09,1.2821
2000-05-10,-1.8083
2000-05-11,-0.1842
2000-05-12,0.5535
2000-05-15,3.3028
2000-05-16,2.4867
2000-05-17,-2.0797
2000-05-18,0.531
2000-05-19,0.0
2000-05-22,-2.1127
