ticker,HFC UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-04-27,-0.2928
2004-04-28,0.1468
2004-04-29,-0.2933
2004-04-30,-1.2059
2004-05-03,-0.0595
2004-05-04,0.6851
2004-05-05,0.7101
2004-05-06,0.2056
2004-05-07,-1.4658
2004-05-10,-5.058
2004-05-11,0.9715
2004-05-12,3.0416
2004-05-13,-0.8735
2004-05-14,2.3701
2004-05-17,-1.1576
2004-05-18,0.7207
2004-05-19,-0.8646
2004-05-20,-1.2631999999999999
2004-05-21,1.2793
2004-05-24,2.8872
2004-05-25,2.6016
2004-05-26,-0.8832
2004-05-27,-0.2587
2004-05-28,0.1441
2004-06-01,3.5971
2004-06-02,-0.2778
2004-06-03,-1.5598999999999998
2004-06-04,-0.9338
2004-06-07,0.9712
2004-06-08,-0.7072
2004-06-09,-0.5698
2004-06-10,0.2579
2004-06-14,-0.543
2004-06-15,0.3448
2004-06-16,1.1168
2004-06-17,0.7647
2004-06-18,-0.0564
2004-06-21,1.6088
2004-06-22,0.6667
2004-06-23,0.4415
2004-06-24,0.5495
2004-06-25,3.8251
2004-06-28,-2.8158
2004-06-29,-0.4062
2004-06-30,1.6857
2004-07-01,0.0
2004-07-02,0.2674
2004-07-06,-0.5067
2004-07-07,1.9834
2004-07-08,-0.1314
2004-07-09,0.8421
2004-07-12,0.0783
2004-07-13,-0.1304
2004-07-14,0.0
2004-07-15,-0.8355
2004-07-16,1.1848
2004-07-19,1.7433999999999998
2004-07-20,0.8951
2004-07-21,-0.0507
2004-07-22,-0.3043
2004-07-23,-0.6868
2004-07-26,-0.999
2004-07-27,-0.1552
2004-07-28,0.5442
2004-07-29,1.933
2004-07-30,-0.354
2004-08-02,0.2791
2004-08-03,1.7713
2004-08-04,-4.003
2004-08-05,-2.331
2004-08-06,0.3978
2004-08-09,1.1622
2004-08-10,-1.3316
2004-08-11,1.1908
2004-08-12,-0.7061
2004-08-13,1.1325
2004-08-16,2.526
2004-08-17,-0.9398
2004-08-18,0.641
2004-08-19,2.5223
2004-08-20,1.0189
2004-08-23,-1.2054
2004-08-24,-0.1992
2004-08-25,1.3224
2004-08-26,-0.3447
2004-08-27,0.3459
2004-08-30,0.4925
2004-08-31,0.3676
2004-09-01,2.2949
2004-09-02,-1.1933
2004-09-03,-0.1932
2004-09-07,0.242
2004-09-08,1.7866
2004-09-09,-0.8065
2004-09-10,1.3391
2004-09-13,1.6517
2004-09-14,1.2999
2004-09-15,0.3666
2004-09-16,1.2785
