ticker,IILGV UQ Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-04-12,5.7034
2016-04-18,-1.7986
2016-04-19,2.6374
2016-04-20,-2.8551
2016-04-21,-1.1021
2016-04-22,-0.6686
2016-04-25,2.7674
2016-04-26,-3.1295
2016-04-27,3.3058
2016-04-28,-1.4545
2016-04-29,3.5423999999999998
2016-05-02,4.4191
2016-05-03,-1.0239
2016-05-04,-0.1379
2016-05-05,-1.9337
2016-05-06,-0.1408
2016-05-09,9.0268
2016-05-10,-8.3441
2016-05-11,-0.0706
2016-05-12,-1.0593
