ticker,LYV UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-12-15,-4.5249
2005-12-16,1.8957000000000002
2005-12-19,0.4651
2005-12-20,1.8519
2005-12-21,-1.3636
2005-12-22,-2.3041
2005-12-23,12.7358
2005-12-27,4.6025
2005-12-28,6.4
2005-12-29,-0.6767
2005-12-30,-0.8327
2006-01-03,3.0534
2006-01-04,-3.7037
2006-01-05,0.0
2006-01-06,-0.5385
2006-01-09,6.3418
2006-01-10,-0.7273
2006-01-11,4.9084
2006-01-12,0.5587
2006-01-13,2.5694
2006-01-17,0.677
2006-01-18,-2.5555
2006-01-19,5.038
2006-01-20,8.8042
2006-01-23,6.2198
2006-01-24,0.0
2006-01-25,-4.8891
2006-01-26,-0.9564
2006-01-27,2.8968
2006-01-30,1.1144
2006-01-31,2.9582
2006-02-01,-1.3521
2006-02-02,-0.6282
2006-02-03,1.4368
2006-02-06,-0.0567
2006-02-07,0.6803
2006-02-08,0.6194
2006-02-09,6.0436
2006-02-10,0.6332
2006-02-13,1.7305000000000001
2006-02-14,-1.9588
2006-02-15,0.2629
2006-02-16,-2.989
2006-02-17,-3.027
2006-02-21,5.5184
2006-02-22,0.0528
2006-02-23,-1.2144
2006-02-24,-1.1758
2006-02-27,-3.1368
2006-02-28,-0.335
2006-03-01,-0.3361
2006-03-02,-0.3935
2006-03-03,-0.9594
2006-03-06,3.8177
2006-03-07,-1.4819
2006-03-08,0.0
2006-03-09,0.8914
2006-03-10,-0.1657
2006-03-13,-0.5531
2006-03-14,1.2792
2006-03-15,-1.1532
2006-03-16,2.7778
2006-03-17,0.0541
2006-03-20,0.5402
2006-03-21,1.2896
2006-03-22,0.7958
2006-03-23,-0.7895
2006-03-24,0.0
2006-03-27,-0.6897
2006-03-28,1.1218
2006-03-29,0.317
2006-03-30,0.158
2006-03-31,4.3113
2006-04-03,-3.377
2006-04-04,-0.7825
2006-04-05,-0.1052
2006-04-06,1.0
2006-04-07,0.0521
2006-04-10,-0.7292
2006-04-11,-0.3148
2006-04-12,0.8947
2006-04-13,0.1565
2006-04-17,0.9896
2006-04-18,-0.4642
2006-04-19,-0.3109
2006-04-20,-0.052
2006-04-21,-0.364
2006-04-24,0.4697
2006-04-25,-0.2078
2006-04-26,0.7808
2006-04-27,-1.0847
2006-04-28,-0.7833
2006-05-01,2.1579
2006-05-02,-0.2576
2006-05-03,0.155
2006-05-04,0.5673
2006-05-05,3.7949
2006-05-08,-0.4941
2006-05-09,4.2701
2006-05-10,1.1905000000000001
