ticker,TROW UQ Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.9069
2000-01-04,-3.0249
2000-01-05,-0.1835
2000-01-06,2.9412000000000003
2000-01-07,-0.7143
2000-01-10,1.0791
2000-01-11,-0.3559
2000-01-12,4.2857
2000-01-13,5.4795
2000-01-14,1.461
2000-01-18,-3.84
2000-01-19,1.4975
2000-01-20,0.0
2000-01-21,4.7541
2000-01-24,-1.0955
2000-01-25,7.2785
2000-01-26,-0.885
2000-01-27,-6.5476
2000-01-28,-7.0064
2000-01-31,6.5068
2000-02-01,0.6431
2000-02-02,1.278
2000-02-03,-2.9968
2000-02-04,-3.4146
2000-02-07,-1.1785
2000-02-08,0.0
2000-02-09,-2.0443
2000-02-10,-0.6957
2000-02-11,-1.6637
2000-02-14,-4.0071
2000-02-15,4.8237
2000-02-16,0.177
2000-02-17,-5.8304
2000-02-18,-2.6266
2000-02-22,0.578
2000-02-23,-0.9579
2000-02-24,9.4778
2000-02-25,-3.3569
2000-02-28,0.1828
2000-02-29,-3.8321
2000-03-01,1.1385
2000-03-02,3.0019
2000-03-03,-0.7286
2000-03-06,-1.2844
2000-03-07,-3.1599
2000-03-08,-5.1823
2000-03-09,3.2389
2000-03-10,0.5882
2000-03-13,-4.0936
2000-03-14,-1.8293
2000-03-15,15.528
2000-03-16,3.2258
2000-03-17,1.0417
2000-03-20,-0.8591
2000-03-21,-0.1733
2000-03-22,-2.2431
2000-03-23,8.9127
2000-03-24,0.982
2000-03-27,-5.3485
2000-03-28,-1.1985999999999999
2000-03-29,1.3865
2000-03-30,4.7863
2000-03-31,3.0995
2000-04-03,-2.6898999999999997
2000-04-04,-3.4146
2000-04-05,3.7037
2000-04-06,0.0
2000-04-07,5.0325
2000-04-10,-0.4637
2000-04-11,0.5435
2000-04-12,-2.8571
2000-04-13,-4.6105
2000-04-14,-8.3333
2000-04-17,5.8182
2000-04-18,7.732
2000-04-19,-0.638
2000-04-20,2.2472
2000-04-24,0.0
2000-04-25,3.0612
2000-04-26,-4.9505
2000-04-27,-4.0064
2000-04-28,1.8364
2000-05-01,-0.8197
2000-05-02,0.8264
2000-05-03,-8.1967
2000-05-04,-4.2857
2000-05-05,2.9851
2000-05-08,1.8569
2000-05-09,-0.9337
2000-05-10,-3.7702
2000-05-11,-0.5597
2000-05-12,-0.8912
2000-05-15,15.4756
2000-05-16,3.1148
2000-05-17,-3.3386
2000-05-18,1.9737
2000-05-19,-3.3871
2000-05-22,1.6694
2000-05-23,0.0
